XPERANTO: Publishing Object-Relational Data as XML.,Michael J Carey; Daniela Florescu; Zachary G Ives; Ying Lu; Jayavel Shanmugasundaram; Eugene J Shekita; Subbu N Subramanian,ABSTRACT Since its introduction; XML; the eXtended Markup Language; has quicklyemerged as the universal format for publishing and exchanging data in the World Wide Web.As a result; data sources; including object-relational databases; are now faced with a newclass of users: clients and customers who would like to deal directly with XML data ratherthan being forced to deal with the data source's particular (eg; object-relational) schema andquery language. The goal of the XPERANTO project at the IBM Almaden Research Center isto serve as a middleware layer that supports the publishing of XML data to this class ofusers. XPERANTO provides a uniform; XML-based query interface over an object-relationaldatabase that allows users to query and (re) structure the contents of the database as XMLdata; ignoring the underlying SQL tables and query language. In this paper; we give an …,WebDB (Informal Proceedings),2000,250,20
Update exchange with mappings and provenance,Todd J Green; Grigoris Karvounarakis; Zachary G Ives; Val Tannen,Abstract We consider systems for data sharing among heterogeneous peers related by anetwork of schema mappings. Each peer has a locally controlled and edited databaseinstance; but wants to ask queries over related data from other peers as well. To achievethis; every peer's updates propagate along the mappings to the other peers. However; thisupdate exchange is filtered by trust conditions---expressing what data and sources a peerjudges to be authoritative---which may cause a peer to reject another's updates. In order tosupport such filtering; updates carry provenance information. These systems target scientificdata sharing applications; and their general principles and architecture have beendescribed in [20]. In this paper we present methods for realizing such systems. Specifically;we extend techniques from data integration; data exchange; and incremental view …,Proceedings of the 33rd international conference on Very large data bases,2007,179,7
Querying data provenance,Grigoris Karvounarakis; Zachary G Ives; Val Tannen,Abstract Many advanced data management operations (eg; incremental maintenance; trustassessment; debugging schema mappings; keyword search over databases; or queryanswering in probabilistic databases); involve computations that look at how a tuple wasproduced; eg; to determine its score or existence. This requires answers to queries such as;"Is this data derivable from trusted tuples?";" What tuples are derived from this relation?"; or"What score should this answer receive; given initial scores of the base tuples?". Suchquestions can be answered by consulting the provenance of query results. In recent yearsthere has been significant progress on formal models for provenance. However; the issuesof provenance storage; maintenance; and querying have not yet been addressed in anapplication-independent way. In this paper; we adopt the most general formalism for tuple …,Proceedings of the 2010 ACM SIGMOD International Conference on Management of data,2010,159,15
An XML query engine for network-bound data,Zachary G Ives; Alon Y Halevy; Daniel S Weld,Abstract XML has become the lingua franca for data exchange and integration acrossadministrative and enterprise boundaries. Nearly all data providers are adding XML importor export capabilities; and standard XML Schemas and DTDs are being promoted for alltypes of data sharing. The ubiquity of XML has removed one of the major obstacles tointegrating data from widely disparate sources-namely; the heterogeneity of data formats.However; general-purpose integration of data across the wide are a also requires a queryprocessor that can query data sources on demand; receive streamed XML data from them;and combine and restructure the data into new XML output-while providing goodperformance for both batch-oriented and ad hoc; interactive queries. This is the goal of theTukwila data integration system; the first system that focuses on network-bound; dynamic …,The VLDB Journal—The International Journal on Very Large Data Bases,2002,158,10
Adapting to source properties in processing data integration queries,Zachary G Ives; Alon Y Halevy; Daniel S Weld,Abstract An effective query optimizer finds a query plan that exploits the characteristics of thesource data. In data integration; little is known in advance about sources' properties; whichnecessitates the use of adaptive query processing techniques to adjust query processing on-the-fly. Prior work in adaptive query processing has focused on compensating for delays andadjusting for mis-estimated cardinality or selectivity values. In this paper; we present ageneralized architecture for adaptive query processing and introduce a new technique;called adaptive data partitioning (ADP); which is based on the idea of dividing the sourcedata into regions; each executed by different; complementary plans. We show how thismodel can be applied in novel ways to not only correct for underestimated selectivity andcardinality values; but also to discover and exploit order in the source data; and to detect …,Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,131,3
Crossing the Structure Chasm.,Alon Y Halevy; Oren Etzioni; AnHai Doan; Zachary G Ives; Jayant Madhavan; Luke K McDowell; Igor Tatarinov,Online information comes in two flavors: unstructured corpora of text on the one hand; andstructured data managed by databases and knowledge bases on the other. These twodifferent kinds of data lead to very different authoring; management and search paradigms.In the first; search is based on keywords and answers are ranked according to relevance. Inthe second; search is based on queries in a formal language (eg; SQL); and all the answersreturned for the query are correct according to the underlying semantics of the system. In theu-world of unstructured data; authoring data is straightforward. In contrast; in the s-world ofstructured data; authoring data is a conceptual effort that requires technical expertise andsubstantial up front effort; the author is required to provide a comprehensive structure (ie;schema) of the domain before entering data. This paper is focused on the profound …,CIDR,2003,116,7
Reconciling while tolerating disagreement in collaborative data sharing,Nicholas E Taylor; Zachary G Ives,Abstract In many data sharing settings; such as within the biological and biomedicalcommunities; global data consistency is not always attainable: different sites' data may bedirty; uncertain; or even controversial. Collaborators are willing to share their data; and inmany cases they also want to selectively import data from others---but must occasionallydiverge when they disagree about uncertain or controversial facts or values. For this reason;traditional data sharing and data integration approaches are not applicable; since theyrequire a globally consistent data instance. Additionally; many of these approaches do notallow participants to make updates; if they do; concurrency control algorithms orinconsistency repair techniques must be used to ensure a consistent view of the data for allusers. In this paper; we develop and present a fully decentralized model of collaborative …,Proceedings of the 2006 ACM SIGMOD international conference on Management of data,2006,108,20
ORCHESTRA: Rapid; Collaborative Sharing of Dynamic Data.,Zachary G Ives; Nitin Khandelwal; Aneesh Kapur; Murat Cakir,Abstract Conventional data integration techniques employ a “top-down” design philosophy;starting by assessing requirements and defining a global schema; and then mapping datasources to that schema. This works well if the problem domain is well-understood andrelatively static; as with enterprise data. However; it is fundamentally mismatched with the“bottom-up” model of scientific data sharing; in which new data needs to be rapidlydeveloped; published; and then assessed; filtered; and revised by others.,CIDR,2005,104,2
Learning to create data-integrating queries,Partha Pratim Talukdar; Marie Jacob; Muhammad Salman Mehmood; Koby Crammer; Zachary G Ives; Fernando Pereira; Sudipto Guha,Abstract The number of potentially-related data resources available for querying---databases; data warehouses; virtual integrated schemas---continues to grow rapidly.Perhaps no area has seen this problem as acutely as the life sciences; where hundreds oflarge; complex; interlinked data resources are available on fields like proteomics; genomics;disease studies; and pharmacology. The schemas of individual databases are often large ontheir own; but users also need to pose queries across multiple sources; exploiting foreignkeys and schema mappings. Since the users are not experts; they typically rely on theexistence of pre-defined Web forms and associated query templates; developed byprogrammers to meet the particular scientists' needs. Unfortunately; such forms are scarcecommodities; often limited to a single database; and mismatched with biologists' …,Proceedings of the VLDB Endowment,2008,101,4
ORCHESTRA: facilitating collaborative data sharing,Todd J Green; Grigoris Karvounarakis; Nicholas E Taylor; Olivier Biton; Zachary G Ives; Val Tannen,One of the most elusive goals of structured data management has been sharing amonglarge; heterogeneous populations: while data integration [4; 10] and exchange [3] aregradually being adopted by corporations or small confederations; little progress has beenmade in integrating broader communities. Yet the need for large-scale sharing ofheterogeneous data is increasing: most of the sciences; particularly biology and astronomy;have become data-driven as they have attempted to tackle larger questions. The field ofbioinformatics; in particular; has seen a plethora of different databases emerge: each isfocused on a related but subtly different collection of organisms (eg; CryptoDB; TIGR;FlyNome); genes (GenBank; GeneDB); proteins (UniProt; RCSB Protein Databank);diseases (OMIM; GeneDis); and so on. Such communities have a pressing need to …,Proceedings of the 2007 ACM SIGMOD international conference on Management of data,2007,96,7
The ORCHESTRA collaborative data sharing system,Zachary G Ives; Todd J Green; Grigoris Karvounarakis; Nicholas E Taylor; Val Tannen; Partha Pratim Talukdar; Marie Jacob; Fernando Pereira,Abstract Sharing structured data today requires standardizing upon a single schema; thenmapping and cleaning all of the data. This results in a single queriable mediated datainstance. However; for settings in which structured data is being collaboratively authored bya large community; eg; in the sciences; there is often a lack of consensus about how itshould be represented; what is correct; and which sources are authoritative. Moreover; suchdata is seldom static: it is frequently updated; cleaned; and annotated. The ORCHESTRAcollaborative data sharing system develops a new architecture and consistency model forsuch settings; based on the needs of data sharing in the life sciences. In this paper wedescribe the basic architecture and implementation of the ORCHESTRA system; andsummarize some of the open challenges that arise in this setting.,ACM Sigmod Record,2008,92,7
Adaptive query processing for internet applications,Zachary G Ives; Alon Y Levy; Daniel S Weld; Daniela Florescu; Marc Friedman,Abstract As the area of data management for the Internet has gained in popularity; recentwork has focused on effectively dealing with unpredictable; dynamic data volumes andtransfer rates using adaptive query processing techniques. Important requirements of theInternet domain include:(1) the ability to process XML data as it streams in from the network;in addition to working on locally stored data;(2) dynamic scheduling of operators to adjust toI/O delays and flow rates;(3) sharing and re-use of data across multiple queries; wherepossible;(4) the ability to output results and later update them. An equally importantconsideration is the high degree of variability in performance needs for different queryprocessing domains: perhaps an ad-hoc query application should optimize for display ofincomplete and partial incremental results; whereas a corporate data integration …,*,2000,92,12
Schema mediation for large-scale semantic data sharing,Y Halevy; G Ives; Dan Suciu; Igor Tatarinov,Abstract Intuitively; data management and data integration tools should be well suited forexchanging information in a semantically meaningful way. Unfortunately; they suffer fromtwo significant problems: they typically require a common and comprehensive schemadesign before they can be used to store or share information; and they are difficult to extendbecause schema evolution is heavyweight and may break backward compatibility. As aresult; many large-scale data sharing tasks are more easily facilitated by non-database-oriented tools that have little support for semantics. The goal of the peer data managementsystem (PDMS) is to address this need: we propose the use of a decentralized; easilyextensible data management architecture in which any user can contribute new data;schema information; or even mappings between other peers' schemas. PDMSs represent …,The VLDB Journal—The International Journal on Very Large Data Bases,2005,90,20
Piazza: mediation and integration infrastructure for semantic web data,Zachary G Ives; Alon Y Halevy; Peter Mork; Igor Tatarinov,Abstract The Semantic Web envisions a World Wide Web in which data is described withrich semantics and applications can pose complex queries. To this point; researchers havedefined new languages for specifying meanings for concepts and developed techniques forreasoning about them; using RDF as the data model. To flourish; the Semantic Web needsto provide interoperability—both between sites with different terminologies and with existingdata and the applications operating on them. To achieve this; we are faced with twoproblems. First; most of the world's data is available not in RDF but in XML; XML and theapplications consuming it rely not only on the domain structure of the data; but also on itsdocument structure. Hence; to provide interoperability between such sources; we must mapbetween both their domain structures and their document structures. Second; data …,Web Semantics: Science; Services and Agents on the World Wide Web,2004,72,1
Efficient evaluation of regular path expressions on streaming XML data,Zachary Ives; Alon Levy; D Weld,Abstract The adoption of XML promises to accelerate construction of systems that integratedistributed; heterogeneous data. Query languages for XML are typically based on regularpath expressions that traverse the logical XML graph structure; the efficient evaluation ofsuch path expressions is central to good query processing performance. Most existing XMLquery processing systems convert XML documents to an internal representation; generally aset of tables or objects; path expressions are evaluated using either index structures or joinoperations across the tables or objects. Unfortunately; the required index creation or joinoperations are often costly even with locally stored data; and they are especially expensivein the data integration domain; where the system reads data streamed from remote sourcesacross a network; and seldom reuses results for subsequent queries. This paper presents …,*,2000,67,15
Quantifying eavesdropping vulnerability in sensor networks,Madhukar Anand; Zachary Ives; Insup Lee,Abstract With respect to security; sensor networks have a number of considerations thatseparate them from traditional distributed systems. First; sensor devices are typicallyvulnerable to physical compromise. Second; they have significant power and processingconstraints. Third; the most critical security issue is protecting the (statistically derived)aggregate output of the system; even if individual nodes may be compromised. We suggestthat these considerations merit a rethinking of traditional security techniques: rather thandepending on the resilience of cryptographic techniques; in this paper we develop newtechniques to tolerate compromised nodes and to even mislead an adversary. We presentour initial work on probabilistically quantifying the security of sensor network protocols; withrespect to sensor data distributions and network topologies. Beginning with a taxonomy of …,Proceedings of the 2nd international workshop on Data management for sensor networks,2005,65,7
REX: recursive; delta-based data-centric computation,Svilen R Mihaylov; Zachary G Ives; Sudipto Guha,Abstract In today's Web and social network environments; query workloads include ad hocand OLAP queries; as well as iterative algorithms that analyze data relationships (eg; linkanalysis; clustering; learning). Modern DBMSs support ad hoc and OLAP queries; but mostare not robust enough to scale to large clusters. Conversely;" cloud" platforms likeMapReduce execute chains of batch tasks across clusters in a fault tolerant way; but havetoo much overhead to support ad hoc queries. Moreover; both classes of platform incursignificant overhead in executing iterative data analysis algorithms. Most such iterativealgorithms repeatedly refine portions of their answers; until some convergence criterion isreached. However; general cloud platforms typically must reprocess all data in each step.DBMSs that support recursive SQL are more efficient in that they propagate only the …,Proceedings of the VLDB Endowment,2012,60,15
Automatically incorporating new sources in keyword search-based data integration,Partha Pratim Talukdar; Zachary G Ives; Fernando Pereira,Abstract Scientific data offers some of the most interesting challenges in data integrationtoday. Scientific fields evolve rapidly and accumulate masses of observational andexperimental data that needs to be annotated; revised; interlinked; and made available toother scientists. From the perspective of the user; this can be a major headache as the datathey seek may initially be spread across many databases in need of integration. Worse;even if users are given a solution that integrates the current state of the source databases;new data sources appear with new data items of interest to the user. Here we build uponrecent ideas for creating integrated views over data sources using keyword searchtechniques; ranked answers; and user feedback [32] to investigate how to automaticallydiscover when a new data source has content relevant to a user's view-in essence …,Proceedings of the 2010 ACM SIGMOD International Conference on Management of data,2010,57,2
Efficient query processing for data integration,Zachary G Ives; Alon Halevy,The processing of queries written in a declarative language (eg; SQL or XQuery) has been asubject of intense study since the origins of the relational database system; with IBM'sSystem-R [SAC+ 79] and Berkeley's Ingres [SWKH76] projects from the 1970s. The standardapproach has been to take a declarative; user-supplied query and to try to select an order ofevaluation and the most appropriate algorithmic implementations for the operations in thequery—these are expressed within a query plan. The query plan is then executed; fetchingdata from source relations and combining it according to the operators to produce results.System-R established a standard approach to query processing that is still followed today.This approach is very similar to compilation and execution of traditional languages: a queryoptimizer statically compiles the query into a plan; attempting to pick the most efficient …,*,2002,57,10
Integrating network-bound XML data,Zachary G Ives; Alon Y Halevy; Daniel S Weld,Abstract Although XML was originally envisioned as a replacement for HTML on the web; tothis point it has instead been used primarily as a format for on-demand interchange of databetween applications and enterprises. The web is rather sparsely populated with static XMLdocuments; but nearly every data management application today can export XML data.There is great interest in integrating such exported data across applications andadministrative boundaries; and as a result; efficient techniques for integrating XML dataacross local-and wide-area networks are an important research focus.,Departmental Papers (CIS),2001,45,15
Recursive computation of regions and connectivity in networks,Mengmeng Liu; Nicholas E Taylor; Wenchao Zhou; Zachary G Ives; Boon Thau Loo,In recent years; the data management community has begun to consider situations in whichdata access is closely tied to network routing and distributed acquisition: examples include;sensor networks that execute queries about reachable nodes or contiguous regions;declarative networks that maintain information about shortest paths and reachableendpoints; and distributed and peer-to-peer stream systems that detect associations (eg;transitive relationships) among data at the distributed sources. In each case; thefundamental operation is to maintain a view over dynamic network state. This view istypically distributed; recursive; and may contain aggregation; eg; describing transitiveconnectivity; shortest paths; least costly paths; or region membership. Surprisingly; solutionsto computing such views are often domain-specific; expensive; and incomplete. In this …,Data Engineering; 2009. ICDE'09. IEEE 25th International Conference on,2009,39,7
Reconcilable differences,Todd J Green; Zachary G Ives; Val Tannen,Abstract In this paper we study a problem motivated by the management of changes indatabases. It turns out that several such change scenarios; eg; the separately studiedproblems of view maintenance (propagation of data changes) and view adaptation(propagation of view definition changes) can be unified as instances of query reformulationusing views provided that support for the relational difference operator exists in the contextof query reformulation. Exact query reformulation using views in positive relationallanguages is well understood; and has a variety of applications in query optimization anddata sharing. Unfortunately; most questions about queries become undecidable in thepresence of difference (or negation); whether we use the foundational set semantics or themore practical bag semantics. We present a new way of managing this difficulty by …,Theory of Computing Systems,2011,37,3
Security challenges in next generation cyber physical systems,Madhukar Anand; Eric Cronin; Micah Sherr; Matt Blaze; Zachary Ives; Insup Lee,The advent of low-powered wireless networks of embedded sensors has spurred thedevelopment of new applications at the interface between the real world and its digitalmanifestation. Following this trend; the next generation Supervisory Control And DataAcquisition (SCADA) system is expected to replace traditional data gathering–a distributednetwork of Remote Terminal Units (RTU) or Programmable Logic Controllers (PLC); withdevices such as the wireless sensing devices. Before these intelligent systems can bedeployed in critical infrastructure such as emergency rooms and power plants; the securityproperties of sensors must be fully understood. Existing wisdom has been to apply thetraditional security models and techniques to sensor networks: as in conventional computingenvironments; the goal has been to protect physical entities: devices; packets; links; and …,Beyond SCADA: Networked Embedded Control for Cyber Physical Systems,2006,37,20
Adaptive query processing: why; how; when; what next?,Amol Deshpande; Zachary Ives; Vijayshankar Raman,Abstract Adaptive query processing has been the subject of a great deal of recent work;particularly in emerging data management environments such as data integration and datastreams. We provide an overview of the work in this area; identifying its common themes;laying out the space of query plans; and discussing open research problems. We discusswhy adaptive query processing is needed; how it is being implemented; where it is mostappropriately used; and finally; what next; ie; open research problems.,Proceedings of the 33rd international conference on Very large data bases,2007,36,15
Reliable storage and querying for collaborative data sharing systems,Nicholas E Taylor; Zachary G Ives,The sciences; business confederations; and medicine urgently need infrastructure forsharing data and updates among collaborators' constantly changing; heterogeneousdatabases. The ORCHESTRA system addresses these needs by providing datatransformation and exchange capabilities across DBMSs; combined with archived storage ofall database versions. ORCHESTRA adopts a peer-to-peer architecture in which individualcollaborators contribute data and compute resources; but where there may be no dedicatedserver or compute cluster.,Data Engineering (ICDE); 2010 IEEE 26th International Conference on,2010,35,15
Interactive data integration through smart copy & paste,Zachary Ives; Craig Knoblock; Steve Minton; Marie Jacob; Partha Talukdar; Rattapoom Tuchinda; Jose Luis Ambite; Maria Muslea; Cenk Gazen,Abstract: In many scenarios; such as emergency response or ad hoc collaboration; it iscritical to reduce the overhead in integrating data. Ideally; one could perform the entireprocess interactively under one unified interface: defining extractors and wrappers forsources; creating a mediated schema; and adding schema mappings? while seeing howthese impact the integrated view of the data; and refining the design accordingly. Wepropose a novel smart copy and paste (SCP) model and architecture for seamlesslycombining the design-time and run-time aspects of data integration; and we describe aninitial prototype; the CopyCat system. In CopyCat; the user does not need special tools forthe different stages of integration: instead; the system watches as the user copies data fromapplications (including the Web browser) and pastes them into CopyCat? s spreadsheet …,arXiv preprint arXiv:0909.1769,2009,34,7
Semantic Web In-Use Track-DBpedia: A Nucleus for a Web of Open Data,Soren Auer; Christian Bizer; Georgi Kobilarov; Jens Lehmann; Richard Cyganiak; Zachary Ives,*,Lecture Notes in Computer Science,2007,34
Distributed time-aware provenance,Wenchao Zhou; Suyog Mapara; Yiqing Ren; Yang Li; Andreas Haeberlen; Zachary Ives; Boon Thau Loo; Micah Sherr,Abstract The ability to reason about changes in a distributed system's state enables networkadministrators to better diagnose protocol misconfigurations; detect intrusions; and pinpointperformance bottlenecks. We propose a novel provenance model called Distributed Time-aware Provenance (DTaP) that aids forensics and debugging in distributed systems byexplicitly representing time; distributed state; and state changes. Using a distributed Datalogabstraction for modeling distributed protocols; we prove that the DTaP model provides asound and complete representation that correctly captures dependencies among events in adistributed system. We additionally introduce DistTape; an implementation of the DTaPmodel that uses novel distributed storage structures; query processing; and cost-basedoptimization techniques to efficiently query time-aware provenance in a distributed setting …,Proceedings of the VLDB Endowment,2012,32,4
Sensor Network Security: More Interesting Than You Think.,Madhukar Anand; Eric Cronin; Micah Sherr; Zachary G Ives; Insup Lee,Abstract With the advent of low-power wireless sensor networks; a wealth of newapplications at the interface of the real and digital worlds is emerging. A distributedcomputing platform that can measure properties of the real world; formulate intelligentinferences; and instrument responses; requires strong foundations in distributed computing;artificial intelligence; databases; control theory; and security. Before these intelligentsystems can be deployed in critical infrastructures such as emergency rooms andpowerplants; the security properties of sensors must be fully understood. Existing wisdomhas been to apply the traditional security models and techniques to sensor networks.However; sensor networks are not traditional computing devices; and as a result; existingsecurity models and methods are ill suited. In this position paper; we take the first steps …,HotSec,2006,32,7
Sideways information passing for push-style query processing,Zachary G Ives; Nicholas E Taylor,In many modern data management settings; data is queried from a central node or nodes;but is stored at remote sources. In such a setting it is common to perform" push-style" queryprocessing; using multithreaded pipelined hash joins and bushy query plans to computeparts of the query in parallel; to avoid idling; the CPU can switch between them as delaysare encountered. This works well for simple select-project-join queries; but increasingly;Web and integration applications require more complex queries with multiple joins and evennested subqueries. As we demonstrate in this paper; push-style execution of complexqueries can be improved substantially via sideways information passing; push-style queriesprovide many opportunities for information passing that have not been studied in the pastliterature. We present adaptive information passing; a general runtime decision-making …,Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,29,4
The nebula future internet architecture,Tom Anderson; Ken Birman; Robert Broberg; Matthew Caesar; Douglas Comer; Chase Cotton; Michael J Freedman; Andreas Haeberlen; Zachary G Ives; Arvind Krishnamurthy; William Lehr; Boon Thau Loo; David Mazières; Antonio Nicolosi; Jonathan M Smith; Ion Stoica; Robbert Van Renesse; Michael Walfish; Hakim Weatherspoon; Christopher S Yoo,Introduction The NEBULA Future Internet Architecture (FIA) project is focused on a futurenetwork that enables the vision of cloud computing [8; 12] to be realized. With computationand storage moving to data centers; networking to these data centers must be several ordersof magnitude more resilient for some applications to trust cloud computing and enable theirmove to the cloud.,The Future Internet Assembly,2013,28,4
MOSAIC: unified declarative platform for dynamic overlay composition,Yun Mao; Boon Thau Loo; Zachary Ives; Jonathan M Smith,Abstract Overlay networks create new networking services across nodes that communicateusing pre-existing networks. MOSAIC is a unified declarative platform for constructing newoverlay networks from multiple existing overlays; each possessing a subset of the desirednew network's characteristics. MOSAIC overlays are specified using Mozlog; a newdeclarative language for expressing overlay properties independently from their particularimplementation or underlying network. This paper focuses on the runtime aspects ofMOSAIC: composition and deployment of control and/or data plane functions of differentoverlay networks; dynamic compositions of overlay networks to meet changing applicationneeds and network conditions; and seamless support for legacy applications. MOSAIC isvalidated experimentally using compositions specified in Mozlog: we combine an …,Proceedings of the 2008 ACM CoNEXT Conference,2008,27,7
