Online filtering; smoothing and probabilistic modeling of streaming data,Bhargav Kanagal; Amol Deshpande,In this paper; we address the problem of extending a relational database system to facilitateefficient real-time application of dynamic probabilistic models to streaming data. We use therecently proposed abstraction of model-based views for this purpose; by allowing users todeclaratively specify the model to be applied; and by presenting the output of the models tothe user as a probabilistic database view. We support declarative querying over such viewsusing an extended version of SQL that allows for querying probabilistic data. Underneath weuse particle filters; a class of sequential Monte Carlo algorithms; to represent the presentand historical states of the model as sets of weighted samples (particles) that are kept up-to-date as new data arrives. We develop novel techniques to convert the queries on the model-based view directly into queries over particle tables; enabling highly efficient query …,Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,168,16
Using state modules for adaptive query processing,Vijayshankar Raman; Amol Deshpande; Joseph M Hellerstein,We present a query architecture in which join operators are decomposed into theirconstituent data structures (State Modules; or SteMs); and dataflow among these SteMs ismanaged adaptively by an eddy routing operator [R. Avnur et al.;(2000)]. Breaking theencapsulation of joins serves two purposes. First; it allows the eddy to observe multiplephysical operations embedded in a join algorithm; allowing for better calibration and controlof these operations. Second; the SteM on a relation serves as a shared materialization point;enabling multiple competing access methods to share results; which can be leveraged bymultiple competing join algorithms. Our architecture extends prior work significantly;allowing continuously adaptive decisions for most major aspects of traditional queryoptimization: choice of access methods and join algorithms; ordering of operators; and …,Data Engineering; 2003. Proceedings. 19th International Conference on,2003,165,4
A unified approach to ranking in probabilistic databases,Jian Li; Barna Saha; Amol Deshpande,Abstract The dramatic growth in the number of application domains that naturally generateprobabilistic; uncertain data has resulted in a need for efficiently supporting complexquerying and decision-making over such data. In this paper; we present a unified approachto ranking and top-k query processing in probabilistic databases by viewing it as a multi-criteria optimization problem; and by deriving a set of features that capture the key propertiesof a probabilistic dataset that dictate the ranked result. We contend that a single; specificranking function may not suffice for probabilistic databases; and we instead propose twoparameterized ranking functions; called PRF ω and PRF e; that generalize or canapproximate many of the previously proposed ranking functions. We present novelgenerating functions-based algorithms for efficiently ranking large datasets according to …,Proceedings of the VLDB Endowment,2009,159,10
Independence is good: Dependency-based histogram synopses for high-dimensional data,Amol Deshpande; Minos Garofalakis; Rajeev Rastogi,Abstract Approximating the joint data distribution of a multi-dimensional data set through acompact and accurate histogram synopsis is a fundamental problem arising in numerouspractical scenarios; including query optimization and approximate query answering. Existingsolutions either rely on simplistic independence assumptions or try to directly approximatethe full joint data distribution over the complete set of attributes. Unfortunately; bothapproaches are doomed to fail for high-dimensional data sets with complex correlationpatterns between attributes. In this paper; we propose a novel approach to histogram-basedsynopses that employs the solid foundation of statistical interaction models to explicitlyidentify and exploit the statistical characteristics of the data. Abstractly; our key idea is tobreak the synopsis into (1) a statistical interaction model that accurately captures …,ACM SIGMOD Record,2001,155,14
Model-based approximate querying in sensor networks,Amol Deshpande; Carlos Guestrin; Samuel R Madden; Joseph M Hellerstein; Wei Hong,Abstract Declarative queries are proving to be an attractive paradigm for interacting withnetworks of wireless sensors. The metaphor that “the sensornet is a database” isproblematic; however; because sensors do not exhaustively represent the data in the realworld. In order to map the raw sensor readings onto physical reality; a model of that reality isrequired to complement the readings. In this article; we enrich interactive sensor queryingwith statistical modeling techniques. We demonstrate that such models can help provideanswers that are both more meaningful; and; by introducing approximations withprobabilistic confidences; significantly more efficient to compute in both time and energy.Utilizing the combination of a model and live data acquisition raises the challengingoptimization problem of selecting the best sensor readings to acquire; balancing the …,The VLDB journal,2005,146,3
TelegraphCQ: An architectural status report,Sailesh Krishnamurthy; Sirish Chandrasekaran; Owen Cooper; Amol Deshpande; Michael J.  Franklin; Joseph M.  Hellerstein; Wei Hong; Samuel Madden; Frederick Reiss; Mehul A.  Shah,Abstract We are building TelegraphCQ; a system to process continuous queries over datastreams. Although we had implemented some parts of this technology in earlier Java-basedprototypes; our experiences were not positive. As a result; we decided to use PostgreSQL;an open source RDBMS as a starting point for our new implementation. In March 2003; wecompleted an alpha milestone of TelegraphCQ. In this paper; we report on the developmentstatus of our project; with a focus on architectural issues. Specifically; we describe ourexperiences extending a traditional DBMS towards managing data streams; and anoverview of the current early-access release of the system.,IEEE Data Eng. Bull.,2003,138,14
Using Probabilistic Models for Data Management in Acquisitional Environments.,Amol Deshpande; Carlos Guestrin; Samuel Madden; JM Hellerstein; W Hong,Abstract Traditional database systems; particularly those focused on capturing andmanaging data from the real world; are poorly equipped to deal with the noise; loss; anduncertainty in data. We discuss a suite of techniques based on probabilistic models that aredesigned to allow database to tolerate noise and loss. These techniques are based onexploiting correlations to predict missing values and identify outliers. Interestingly;correlations also provide a way to give approximate answers to users at a significantly lowercost and enable a range of new types of queries over the correlation structure itself. Weillustrate a host of applications for our new techniques and queries; ranging from sensornetworks to network monitoring to data stream management. We also present a unifiedarchitecture for integrating such models into database systems; focusing in particular on …,CIDR,2005,128,10
Lifting the burden of history from adaptive query processing,Amol Deshpande; Joseph M Hellerstein,Abstract Adaptive query processing schemes attempt to re-optimize query plans during thecourse of query execution. A variety of techniques for adaptive query processing have beenproposed; varying in the granularity at which they can make decisions [8]. The eddy [1] is themost aggressive of these techniques; with the flexibility to choose tuple-by-tuple how toorder the application of operators. In this paper we identify and address a fundamentallimitation of the original eddies proposal: the burden of history in routing. We observe thatrouting decisions have long-term effects on the state of operators in the query; and canseverely constrain the ability of the eddy to adapt over time. We then propose a mechanismwe call STAIRs that allows the query engine to manipulate the state stored inside theoperators and undo the effects of past routing decisions. We demonstrate that eddies with …,Proceedings of the Thirtieth international conference on Very large data bases-Volume 30,2004,120,4
PrDB: managing and exploiting rich correlations in probabilistic databases,Prithviraj Sen; Amol Deshpande; Lise Getoor,Abstract Due to numerous applications producing noisy data; eg; sensor data; experimentaldata; data from uncurated sources; information extraction; etc.; there has been a surge ofinterest in the development of probabilistic databases. Most probabilistic database modelsproposed to date; however; fail to meet the challenges of real-world applications on twocounts:(1) they often restrict the kinds of uncertainty that the user can represent; and (2) thequery processing algorithms often cannot scale up to the needs of the application. In thiswork; we define a probabilistic database model; PrDB; that uses graphical models; a state-of-the-art probabilistic modeling technique developed within the statistics and machinelearning community; to model uncertain data. We show how this results in a rich; complexyet compact probabilistic database model; which can capture the commonly occurring …,The VLDB Journal—The International Journal on Very Large Data Bases,2009,115,12
Efficient snapshot retrieval over historical graph data,Udayan Khurana; Amol Deshpande,We present a distributed graph database system to manage historical data for large evolvinginformation networks; with the goal to enable temporal and evolutionary queries andanalysis. The cornerstone of our system is a novel; user-extensible; highly tunable; anddistributed hierarchical index structure called DeltaGraph; that enables compact recording ofthe historical network information; and that supports efficient retrieval of historical graphsnapshots for single-site or parallel processing. Our system exposes a generalprogrammatic API to process and analyze the retrieved snapshots. Along with the originalgraph data; DeltaGraph can also maintain and index auxiliary information; this functionalitycan be used to extend the structure to efficiently execute queries like subgraph patternmatching over historical data. We develop analytical models for both the storage space …,Data Engineering (ICDE); 2013 IEEE 29th International Conference on,2013,93,10
Managing large dynamic graphs efficiently,Jayanta Mondal; Amol Deshpande,Abstract There is an increasing need to ingest; manage; and query large volumes of graph-structured data arising in applications like social networks; communication networks;biological networks; and so on. Graph databases that can explicitly reason about thegraphical nature of the data; that can support flexible schemas and node-centric or edge-centric analysis and querying; are ideal for storing such data. However; although there ismuch work on single-site graph databases and on efficiently executing different types ofqueries over large graphs; to date there is little work on understanding the challenges indistributed graph databases; needed to handle the large scale of such data. In this paper;we propose the design of an in-memory; distributed graph data management system aimedat managing a large-scale dynamically changing graph; and supporting low-latency …,Proceedings of the 2012 ACM SIGMOD International Conference on Management of Data,2012,87,3
Exploiting shared correlations in probabilistic databases,Prithviraj Sen; Amol Deshpande; Lise Getoor,Abstract There has been a recent surge in work in probabilistic databases; propelled in largepart by the huge increase in noisy data sources---from sensor data; experimental data; datafrom uncurated sources; and many others. There is a growing need for databasemanagement systems that can efficiently represent and query such data. In this work; weshow how data characteristics can be leveraged to make the query evaluation process moreefficient. In particular; we exploit what we refer to as shared correlations where the sameuncertainties and correlations occur repeatedly in the data. Shared correlations occur mainlydue to two reasons:(1) Uncertainty and correlations usually come from general statistics andrarely vary on a tuple-to-tuple basis;(2) The query evaluation procedure itself tends to re-introduce the same correlations. Prior work has shown that the query evaluation problem …,Proceedings of the VLDB Endowment,2008,87,4
Efficient stepwise selection in decomposable models,Amol Deshpande; Minos Garofalakis; Michael I Jordan,Abstract In this paper; we present an efficient algorithm for performing stepwise selection inthe class of decomposable models. We focus on the forward selection procedure; but wealso discuss how backward selection and the combination of the two can be performedefficiently. The main contributions of this paper are (1) a simple characterization for theedges that can be added to a decomposable model while retaining its decomposability and(2) an efficient algorithm for enumerating all such edges for a given decomposable model inO (n 2) time; where n is the number of variables in the model. We also analyze thecomplexity of the overall stepwise selection procedure (which includes the complexity ofenumerating eligible edges as well as the complexity of deciding how to" progress"). We usethe KL divergence of the model from the saturated model as our metric; but the results we …,Proceedings of the Seventeenth conference on Uncertainty in artificial intelligence,2001,76,4
SWORD: scalable workload-aware data placement for transactional workloads,Abdul Quamar; K Ashwin Kumar; Amol Deshpande,Abstract In this paper; we address the problem of transparently scaling out transactional(OLTP) workloads on relational databases; to support database-as-a-service in cloudcomputing environment. The primary challenges in supporting such workloads includechoosing how to partition the data across a large number of machines; minimizing thenumber of distributed transactions; providing high data availability; and tolerating failuresgracefully. Capturing and modeling the transactional workload over a period of time; andthen exploiting that information for data placement and replication has been shown toprovide significant benefits in performance; both in terms of transaction latencies and overallthroughput. However; such workload-aware data placement approaches can incur very highoverheads; and further; may perform worse than naive approaches if the workload …,Proceedings of the 16th International Conference on Extending Database Technology,2013,70,18
Datahub: Collaborative data science & dataset version management at scale,Anant Bhardwaj; Souvik Bhattacherjee; Amit Chavan; Amol Deshpande; Aaron J Elmore; Samuel Madden; Aditya G Parameswaran,Abstract: Relational databases have limited support for data collaboration; where teamscollaboratively curate and analyze large datasets. Inspired by software version controlsystems like git; we propose (a) a dataset version control system; giving users the ability tocreate; branch; merge; difference and search large; divergent collections of datasets; and (b)a platform; DataHub; that gives users the ability to perform collaborative data analysisbuilding on this version control system. We outline the challenges in providing datasetversion control at scale.,arXiv preprint arXiv:1409.0798,2014,67,23
An initial study of overheads of eddies,Amol Deshpande,Abstract An eddy [2] is a highly adaptive query processing operator that continuouslyreoptimizes a query in response to changing runtime conditions. It does this by treatingquery processing as routing of tuples through operators and making per-tuple routingdecisions. The benefits of such adaptivity can be significant; especially in highly dynamicenvironments such as data streams; sensor query processing; web querying; etc. Variousparties have asserted that the cost of making per-tuple routing decisions is prohibitive. Wehave implemented eddies in the PostgreSQL open source database system [1] in the contextof the TelegraphCQ project. In this paper; we present an" apples-to-apples" comparison ofPostgreSQL query processing overhead with and without eddies. Our results show that withsome minor tuning; the overhead of the eddy mechanism is negligible.,ACM SIGMOD Record,2004,62,4
A unified approach to ranking in probabilistic databases,Jian Li; Barna Saha; Amol Deshpande,Abstract Ranking is a fundamental operation in data analysis and decision support andplays an even more crucial role if the dataset being explored exhibits uncertainty. This hasled to much work in understanding how to rank the tuples in a probabilistic dataset in recentyears. In this article; we present a unified approach to ranking and top-k query processing inprobabilistic databases by viewing it as a multi-criterion optimization problem and byderiving a set of features that capture the key properties of a probabilistic dataset that dictatethe ranked result. We contend that a single; specific ranking function may not suffice forprobabilistic databases; and we instead propose two parameterized ranking functions;called PRF¿ and PRF e; that generalize or can approximate many of the previouslyproposed ranking functions. We present novel generating functions-based algorithms for …,The VLDB Journal—The International Journal on Very Large Data Bases,2011,59,22
Resource-Aware Wireless Sensor-Actuator Networks.,Amol Deshpande; Carlos Guestrin; Samuel Madden,Abstract Innovations in wireless sensor networks (WSNs) have dramatically expanded theapplicability of control technology in day-to-day life; by enabling the cost-effectivedeployment of large scale sensor-actuator systems. In this paper; we discuss the issues andchallenges involved in deploying control-oriented applications over unreliable; resource-constrained WSNs; and describe the design of our planned Sensor Control System (SCS)that can enable the rapid development and deployment of such applications.,IEEE Data Eng. Bull.,2005,59,13
Read-once functions and query evaluation in probabilistic databases,Prithviraj Sen; Amol Deshpande; Lise Getoor,Abstract Probabilistic databases hold promise of being a viable means for large-scaleuncertainty management; increasingly needed in a number of real world applicationsdomains. However; query evaluation in probabilistic databases remains a computationalchallenge. Prior work on efficient exact query evaluation in probabilistic databases haslargely concentrated on query-centric formulations (eg; safe plans; hierarchical queries); inthat; they only consider characteristics of the query and not the data in the database. It iseasy to construct examples where a supposedly hard query run on an appropriate databasegives rise to a tractable query evaluation problem. In this paper; we develop efficient queryevaluation techniques that leverage characteristics of both the query and the data in thedatabase. We focus on tuple-independent databases where the query evaluation …,Proceedings of the VLDB Endowment,2010,54,10
Bisimulation-based approximate lifted inference,Prithviraj Sen; Amol Deshpande; Lise Getoor,Abstract There has been a great deal of recent interest in methods for performing liftedinference; however; most of this work assumes that the first-order model is given as input tothe system. Here; we describe lifted inference algorithms that determine symmetries andautomatically lift the probabilistic model to speedup inference. In particular; we describeapproximate lifted inference techniques that allow the user to trade off inference accuracy forcomputational efficiency by using a handful of tunable parameters; while keeping the errorbounded. Our algorithms are closely related to the graph-theoretic concept of bisimulation.We report experiments on both synthetic and real data to show that in the presence ofsymmetries; run-times for inference can be improved significantly; with approximate liftedinference providing orders of magnitude speedup over ground inference.,Proceedings of the twenty-fifth conference on uncertainty in artificial intelligence,2009,53,13
Consensus answers for queries over probabilistic databases,Jian Li; Amol Deshpande,Abstract We address the problem of finding a" best" deterministic query answer to a queryover a probabilistic database. For this purpose; we propose the notion of a consensus world(or a consensus answer) which is a deterministic world (answer) that minimizes theexpected distance to the possible worlds (answers). This problem can be seen as ageneralization of the well-studied inconsistent information aggregation problems (eg rankaggregation) to probabilistic databases. We consider this problem for various types ofqueries including SPJ queries; Top-k ranking queries; group-by aggregate queries; andclustering. For different distance metrics; we obtain polynomial time optimal orapproximation algorithms for computing the consensus answers (or prove NP-hardness).Most of our results are for a general probabilistic database model; called and/xor tree …,Proceedings of the twenty-eighth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2009,51,22
Sensitivity analysis and explanations for robust query evaluation in probabilistic databases,Bhargav Kanagal; Jian Li; Amol Deshpande,Abstract Probabilistic database systems have successfully established themselves as a toolfor managing uncertain data. However; much of the research in this area has focused onefficient query evaluation and has largely ignored two key issues that commonly arise inuncertain data management: First; how to provide explanations for query results; eg; Why isthis tuple in my result? or Why does this output tuple have such high probability?. Second;the problem of determining the sensitive input tuples for the given query; eg; users areinterested to know the input tuples that can substantially alter the output; when theirprobabilities are modified (since they may be unsure about the input probability values).Existing systems provide the lineage/provenance of each of the output tuples in addition tothe output probabilities; which is a boolean formula indicating the dependence of the …,Proceedings of the 2011 ACM SIGMOD International Conference on Management of data,2011,48,16
Decoupled query optimization for federated database systems,Amol Deshpande; Joseph M Hellerstein,We study the problem of query optimization in federated relational database systems. Thenature of federated databases explicitly decouples many aspects of the optimizationprocess; often making it imperative for the optimizer to consult underlying data sources whiledoing cost-based optimization. This not only increases the cost of optimization; but alsochanges the trade-offs involved in the optimization process significantly. The dominant costin the decoupled optimization process is the" cost of costing" that traditionally has beenconsidered insignificant. The optimizer can only afford a few rounds of messages to theunderlying data sources and hence the optimization techniques in this environment must begeared toward gathering all the required cost information with minimal communication. Inthis paper; we explore the design space for a query optimizer in this environment and …,Data Engineering; 2002. Proceedings. 18th International Conference on,2002,46,10
Ranking continuous probabilistic datasets,Jian Li; Amol Deshpande,Abstract Ranking is a fundamental operation in data analysis and decision support; andplays an even more crucial role if the dataset being explored exhibits uncertainty. This hasled to much work in understanding how to rank uncertain datasets in recent years. In thispaper; we address the problem of ranking when the tuple scores are uncertain; and theuncertainty is captured using continuous probability distributions (eg Gaussian distributions).We present a comprehensive solution to compute the values of a parameterized rankingfunction (PRF)[18] for arbitrary continuous probability distributions (and thus rank theuncertain dataset); PRF can be used to simulate or approximate many other rankingfunctions proposed in prior work. We develop exact polynomial time algorithms for somecontinuous probability distribution classes; and efficient approximation schemes with …,Proceedings of the VLDB Endowment,2010,45,22
Indexing correlated probabilistic databases,Bhargav Kanagal; Amol Deshpande,Abstract With large amounts of correlated probabilistic data being generated in a wide rangeof application domains including sensor networks; information extraction; event detectionetc.; effectively managing and querying them has become an important research direction.While there is an exhaustive body of literature on querying independent probabilistic data;supporting efficient queries over large-scale; correlated databases remains a challenge. Inthis paper; we develop efficient data structures and indexes for supporting inference anddecision support queries over such databases. Our proposed hierarchical data structure issuitable both for in-memory and disk-resident databases. We represent the correlations inthe probabilistic database using a junction tree over the tuple-existence or attribute-valuerandom variables; and use tree partitioning techniques to build an index structure over it …,Proceedings of the 2009 ACM SIGMOD International Conference on Management of data,2009,44,4
SWORD: workload-aware data placement and replica selection for cloud data management systems,K Ashwin Kumar; Abdul Quamar; Amol Deshpande; Samir Khuller,Abstract Cloud computing is increasingly being seen as a way to reduce infrastructure costsand add elasticity; and is being used by a wide range of organizations. Cloud datamanagement systems today need to serve a range of different workloads; from analyticalread-heavy workloads to transactional (OLTP) workloads. For both the service providers andthe users; it is critical to minimize the consumption of resources like CPU; memory;communication bandwidth; and energy; without compromising on service-level agreementsif any. In this article; we develop a workload-aware data placement and replicationapproach; called SWORD; for minimizing resource consumption in such an environment.Specifically; we monitor and model the expected workload as a hypergraph and developpartitioning techniques that minimize the average query span; ie; the average number of …,The VLDB Journal,2014,42,22
On computing compression trees for data collection in wireless sensor networks,Jian Li; Amol Deshpande; Samir Khuller,We address the problem of efficiently gathering correlated data from a wireless sensornetwork; with the aim of designing algorithms with provable optimality guarantees; andunderstanding how close we can get to the known theoretical lower bounds. Our proposedapproach is based on finding an optimal or a near-optimal {\em compression tree} for agiven sensor network: a compression tree is a directed tree over the sensor network nodessuch that the value of a node is compressed using the value of its parent. We focus on {\embroadcast communication} model in this paper; but our results are more generally applicableto a unicast communication model as well. We draw connections between the datacollection problem and a previously studied graph concept called {\em weakly connecteddominating sets}; and we use this to develop novel approximation algorithms for the …,INFOCOM; 2010 Proceedings IEEE,2010,40,4
Ef? cient Query Evaluation over Temporally Correlated Probabilistic Streams,Bhargav Kanagal; Amol Deshpande,Many real world applications such as sensor networks and other monitoring applicationsnaturally generate probabilistic streams that are highly correlated in both time and space.Query processing over such streaming data must be cognizant of these correlations; sincethey can significantly alter the final query results. Several prior works have suggestedapproaches to handling correlations in probabilistic databases. However those approachesare either unable to represent the types of correlations that probabilistic streams exhibit; orcan not be applied directly because of their complexity. In this paper; we develop a systemfor managing and querying such streams by exploiting the fact that most real-worldprobabilistic streams exhibit highly structured Markovian correlations. Our approach isbased on the previously proposed framework of viewing probabilistic query evaluation as …,Data Engineering; 2009. ICDE'09. IEEE 25th International Conference on,2009,38,4
Data placement and replica selection for improving co-location in distributed environments,K Ashwin Kumar; Amol Deshpande; Samir Khuller,Abstract: Increasing need for large-scale data analytics in a number of application domainshas led to a dramatic rise in the number of distributed data management systems; bothparallel relational databases; and systems that support alternative frameworks likeMapReduce. There is thus an increasing contention on scarce data center resources likenetwork bandwidth; further; the energy requirements for powering the computing equipmentare also growing dramatically. As we show empirically; increasing the execution parallelismby spreading out data across a large number of machines may achieve the intended goal ofdecreasing query latencies; but in most cases; may increase the total resource and energyconsumption significantly. For many analytical workloads; however; minimizing querylatencies is often not critical; in such scenarios; we argue that we should instead focus on …,arXiv preprint arXiv:1302.4168,2013,36,10
Adaptive query processing: why; how; when; what next?,Amol Deshpande; Zachary Ives; Vijayshankar Raman,Abstract Adaptive query processing has been the subject of a great deal of recent work;particularly in emerging data management environments such as data integration and datastreams. We provide an overview of the work in this area; identifying its common themes;laying out the space of query plans; and discussing open research problems. We discusswhy adaptive query processing is needed; how it is being implemented; where it is mostappropriately used; and finally; what next; ie; open research problems.,Proceedings of the 33rd international conference on Very large data bases,2007,36,10
Vertexica: your relational friend for graph analytics!,Alekh Jindal; Praynaa Rawlani; Eugene Wu; Samuel Madden; Amol Deshpande; Mike Stonebraker,Abstract In this paper; we present Vertexica; a graph analytics tools on top of a relationaldatabase; which is user friendly and yet highly efficient. Instead of constraining programmersto SQL; Vertexica offers a popular vertex-centric query interface; which is more natural foranalysts to express many graph queries. The programmers simply provide their vertex-compute functions and Vertexica takes care of efficiently executing them in the standard SQLengine. The advantage of using Vertexica is its ability to leverage the relational features andenable much more sophisticated graph analysis. These include expressing graphalgorithms which are difficult in vertex-centric but straightforward in SQL and the ability tocompose end-to-end data processing pipelines; including pre-and post-processing ofgraphs as well as combining multiple algorithms for deeper insights. Vertexica has a …,Proceedings of the VLDB Endowment,2014,35,10
Approximation algorithms for stochastic boolean function evaluation and stochastic submodular set cover,Amol Deshpande; Lisa Hellerstein; Devorah Kletenik,Abstract We present approximation algorithms for two problems: Stochastic BooleanFunction Evaluation (SBFE) and Stochastic Submodular Set Cover (SSSC). Our results forSBFE problems are obtained by reducing them to SSSC problems through the constructionof appropriate utility functions. We give a new algorithm for the SSSC problem that we callAdaptive Dual Greedy. We use this algorithm to obtain a 3-approximation algorithm solvingthe SBFE problem for linear threshold formulas. We also get a 3-approximation algorithm forthe closely related Stochastic Min-Knapsack problem; and a 2-approximation for a naturalspecial case of that problem. In addition; we prove a new approximation bound for aprevious algorithm for the SSSC problem; Adaptive Greedy. We consider an approach toapproximating SBFE problems using existing techniques; which we call the Q-value …,*,2014,34,22
