Indexing multi-dimensional uncertain data with arbitrary probability density functions,Yufei Tao; Reynold Cheng; Xiaokui Xiao; Wang Kay Ngai; Ben Kao; Sunil Prabhakar,Abstract In an" uncertain database"; an object o is associated with a multi-dimensionalprobability density function (pdf); which describes the likelihood that o appears at eachposition in the data space. A fundamental operation is the" probabilistic range search"which; given a value pq and a rectangular area rq; retrieves the objects that appear in rqwith probabilities at least p q. In this paper; we propose the U-tree; an access methoddesigned to optimize both the I/O and CPU time of range retrieval on multi-dimensionalimprecise data. The new structure is fully dynamic (ie; objects can be incrementallyinserted/deleted in any order); and does not place any constraints on the data pdfs. Weverify the query and update efficiency of U-trees with extensive experiments.,Proceedings of the 31st international conference on Very large data bases,2005,350,10
Time-parameterized queries in spatio-temporal databases,Yufei Tao; Dimitris Papadias,Abstract Time-parameterized queries (TP queries for short) retrieve (i) the actual result at thetime that the query is issued;(ii) the validity period of the result given the current motion of thequery and the database objects; and (iii) the change that causes the expiration of the result.Due to the highly dynamic nature of several spatio-temporal applications; TP queries areimportant both as standalone methods; as well as building blocks of more complexoperations. However; little work has been done towards their efficient processing. In thispaper; we propose a general framework that covers time-parameterized variations of themost common spatial queries; namely window queries; k-nearest neighbors and spatialjoins. In particular; each of these TP queries is reduced to nearest neighbor search wherethe distance functions are defined according to the query type. This reduction allows the …,Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,320,0
Reverse kNN search in arbitrary dimensionality,Yufei Tao; Dimitris Papadias; Xiang Lian,Abstract Given a point q; a reverse k nearest neighbor (RkNN) query retrieves all the datapoints that have q as one of their k nearest neighbors. Existing methods for processing suchqueries have at least one of the following deficiencies:(i) they do not support arbitrary valuesof k (ii) they cannot deal efficiently with database updates;(iii) they are applicable only to 2Ddata (but not to higher dimensionality); and (iv) they retrieve only approximate results.Motivated by these shortcomings; we develop algorithms for exact processing of RkNN witharbitrary values of k on dynamic multidimensional datasets. Our methods utilize aconventional data-partitioning index on the dataset and do not require any pre-computation.In addition to their flexibility; we experimentally verify that the proposed algorithmsoutperform the existing ones even in their restricted focus.,Proceedings of the Thirtieth international conference on Very large data bases-Volume 30,2004,318,19
Mining; indexing; and querying historical spatiotemporal data,Nikos Mamoulis; Huiping Cao; George Kollios; Marios Hadjieleftheriou; Yufei Tao; David W Cheung,Abstract In many applications that track and analyze spatiotemporal data; movements obeyperiodic patterns; the objects follow the same routes (approximately) over regular timeintervals. For example; people wake up at the same time and follow more or less the sameroute to their work everyday. The discovery of hidden periodic patterns in spatiotemporaldata; apart from unveiling important information to the data analyst; can facilitate datamanagement substantially. Based on this observation; we propose a framework thatanalyzes; manages; and queries object movements that follow such patterns. We define thespatiotemporal periodic pattern mining problem and propose an effective and fast miningalgorithm for retrieving maximal periodic patterns. We also devise a novel; specialized indexstructure that can benefit from the discovered patterns to support more efficient execution …,Proceedings of the tenth ACM SIGKDD international conference on Knowledge discovery and data mining,2004,318,0
Catching the best views of skyline: A semantic approach based on decisive subspaces,Jian Pei; Wen Jin; Martin Ester; Yufei Tao,Abstract The skyline operator is important for multi-criteria decision making applications.Although many recent studies developed efficient methods to compute skyline objects in aspecific space; the fundamental problem on the semantics of skylines remains open: Whyand in which subspaces is (or is not) an object in the skyline? Practically; users may also beinterested in the skylines in any subspaces. Then; what is the relationship between theskylines in the subspaces and those in the super-spaces? How can we effectively analyzethe subspace skylines? Can we efficiently compute skylines in various subspaces? In thispaper; we investigate the semantics of skylines; propose the subspace skyline analysis; andextend the full-space skyline computation to subspace skyline computation. We introduce anovel notion of skyline group which essentially is a group of objects that are …,Proceedings of the 31st international conference on Very large data bases,2005,302,14
Prediction and indexing of moving objects with unknown motion patterns,Yufei Tao; Christos Faloutsos; Dimitris Papadias; Bin Liu,Abstract Existing methods for peediction spatio-temporal databases assume that objectsmove according to linear functions. This severely limits their applicability; since in practicemovement is more complex; and individual objects may follow drastically diffferent motionpatterns. In order to overcome these problems; we first introduce a general framework formonitoring and indexing moving objects; where (i) each boject computes individually thefunction that accurately captures its movement and (ii) a server indexes the object locationsat a coarse level and processes queries using a filter-refinement mechanism. Our secondcontribution is a novel recursive motion function that supports a broad class of non-linearmotion patterns. The function does not presume any a-priori movement but can postulate theparticular motion of each object by examining its locations at recent timestamps. Finally …,Proceedings of the 2004 ACM SIGMOD international conference on Management of data,2004,293,19
Maintaining sliding window skylines on data streams,Yufei Tao; Dimitris Papadias,The skyline of a multidimensional data set contains the" best" tuples according to anypreference function that is monotonic on each dimension. Although skyline computation hasreceived considerable attention in conventional databases; the existing algorithms areinapplicable to stream applications because 1) they assume static data that are stored in thedisk (rather than continuously arriving/expiring); 2) they focus on" one-time" execution thatreturns a single skyline (in contrast to constantly tracking skyline changes); and 3) they aimat reducing the I/O overhead (as opposed to minimizing the CPU-cost and main-memoryconsumption). This paper studies skyline computation in stream environments; where queryprocessing takes into account only a" sliding window" covering the most recent tuples. Wepropose algorithms that continuously monitor the incoming data and maintain the skyline …,IEEE Transactions on Knowledge and Data Engineering,2006,278,0
Group nearest neighbor queries,Dimitris Papadias; Qiongmao Shen; Yufei Tao; Kyriakos Mouratidis,Given two sets of points P and Q; a group nearest neighbor (GNN) query retrieves the point(s) of P with the smallest sum of distances to all points in Q. Consider; for instance; threeusers at locations q/sub 1/q/sub 2/and q/sub 3/that want to find a meeting point (eg; arestaurant); the corresponding query returns the data point p that minimizes the sum ofEuclidean distances| pq/sub i/| for 1/spl les/i/spl les/3. Assuming that Q fits in memory and Pis indexed by an R-tree; we propose several algorithms for finding the group nearestneighbors efficiently. As a second step; we extend our techniques for situations where Qcannot fit in memory; covering both indexed and nonindexed query points. An experimentalevaluation identifies the best alternative based on the data and query properties.,Data Engineering; 2004. Proceedings. 20th International Conference on,2004,258,20
Subsky: Efficient computation of skylines in subspaces,Yufei Tao; Xiaokui Xiao; Jian Pei,Given a set of multi-dimensional points; the skyline contains the best points according to anypreference function that is monotone on all axes. In practice; applications that require skylineanalysis usually provide numerous candidate attributes; and various users depending ontheir interests may issue queries regarding different (small) subsets of the dimensions.Formally; given a relation with a large number (eg; ge 10) of attributes; a query aims atfinding the skyline in an arbitrary subspace with a low dimensionality (eg; 2). The existingalgorithms do not support subspace skyline retrieval efficiently because they (i) requirescanning the entire database at least once; or (ii) are optimized for one particular subspacebut incur significant overhead for other subspaces. In this paper; we propose a techniqueSUBSKY which settles the problem using a single B-tree; and can be implemented in any …,Data Engineering; 2006. ICDE'06. Proceedings of the 22nd International Conference on,2006,253,15
Aggregate nearest neighbor queries in spatial databases,Dimitris Papadias; Yufei Tao; Kyriakos Mouratidis; Chun Kit Hui,Abstract Given two spatial datasets P (eg; facilities) and Q (queries); an aggregate nearestneighbor (ANN) query retrieves the point (s) of P with the smallest aggregate distance (s) topoints in Q. Assuming; for example; n users at locations q 1;… qn; an ANN query outputs thefacility p∈ P that minimizes the sum of distances &verbar; pq i &verbar; for 1≤ i≤ n that theusers have to travel in order to meet there. Similarly; another ANN query may report the pointp∈ P that minimizes the maximum distance that any user has to travel; or the minimumdistance from some user to his/her closest facility. If Q fits in memory and P is indexed by anR-tree; we develop algorithms for aggregate nearest neighbors that capture several versionsof the problem; including weighted queries and incremental reporting of results. Then; weanalyze their performance and propose cost models for query optimization. Finally; we …,ACM Transactions on Database Systems (TODS),2005,249,18
On the anonymization of sparse high-dimensional data,Gabriel Ghinita; Yufei Tao; Panos Kalnis,Existing research on privacy-preserving data publishing focuses on relational data: in thiscontext; the objective is to enforce privacy-preserving paradigms; such as k-anonymity and l-diversity; while minimizing the information loss incurred in the anonymizing process (iemaximize data utility). However; existing techniques adopt an indexing-or clustering-basedapproach; and work well for fixed-schema data; with low dimensionality. Nevertheless;certain applications require privacy-preserving publishing of transaction data (or basketdata); which involves hundreds or even thousands of dimensions; rendering existingmethods unusable. We propose a novel anonymization method for sparse high-dimensionaldata. We employ a particular representation that captures the correlation in the underlyingdata; and facilitates the formation of anonymized groups with low information loss. We …,Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,210,15
Indexing spatio-temporal data warehouses,Dimitris Papadias; Yufei Tao; P Kanis; Jun Zhang,Spatio-temporal databases store information about the positions of individual objects overtime. In many applications; however; such as traffic supervision or mobile communicationsystems; only summarized data; like the average number of cars in an area for a specificperiod; or the number of phones serviced by a cell each day; is required. Although thisinformation can be obtained from operational databases; its computation is expensive;rendering online processing inapplicable. A vital solution is the construction of a spatio-temporal data warehouse. In this paper; we describe a framework for supporting OLAPoperations over spatio-temporal data. We argue that the spatial and temporal dimensionsshould be modeled as a combined dimension on the data cube and we present datastructures which integrate spatio-temporal indexing with pre-aggregation. While the well …,Data Engineering; 2002. Proceedings. 18th International Conference on,2002,189,15
Spatio-temporal aggregation using sketches,Yufei Tao; George Kollios; Jeffrey Considine; Feifei Li; Dimitris Papadias,Several spatio-temporal applications require the retrieval of summarized information aboutmoving objects that lie in a query region during a query interval (eg; the number of mobileusers covered by a cell; traffic volume in a district; etc.). Existing solutions have the distinctcounting problem: if an object remains in the query region for several timestamps during thequery interval; it will be counted multiple times in the result. We solve this problem byintegrating spatio-temporal indexes with sketches; traditionally used for approximate queryprocessing. The proposed techniques can also be applied to reduce the space requirementsof conventional spatio-temporal data and to mine spatio-temporal association rules.,Data Engineering; 2004. Proceedings. 20th International Conference on,2004,183,0
Quality and efficiency in high dimensional nearest neighbor search,Yufei Tao; Ke Yi; Cheng Sheng; Panos Kalnis,Abstract Nearest neighbor (NN) search in high dimensional space is an important problemin many applications. Ideally; a practical solution (i) should be implementable in a relationaldatabase; and (ii) its query cost should grow sub-linearly with the dataset size; regardless ofthe data and query distributions. Despite the bulk of NN literature; no solution fulfills bothrequirements; except locality sensitive hashing (LSH). The existing LSH implementationsare either rigorous or adhoc. Rigorous-LSH ensures good quality of query results; butrequires expensive space and query cost. Although adhoc-LSH is more efficient; itabandons quality control; ie; the neighbor it outputs can be arbitrarily bad. As a result;currently no method is able to ensure both quality and efficiency simultaneously in practice.Motivated by this; we propose a new access method called the locality sensitive B-tree …,Proceedings of the 2009 ACM SIGMOD International Conference on Management of data,2009,178,4
Reverse nearest neighbors in large graphs,Man Lung Yiu; Dimitris Papadias; Nikos Mamoulis; Yufei Tao,A reverse nearest neighbor (RNN) query returns the data objects that have a query point astheir nearest neighbor (NN). Although such queries have been studied quite extensively inEuclidean spaces; there is no previous work in the context of large graphs. In this paper; weprovide a fundamental lemma; which can be used to prune the search space whiletraversing the graph in search for RNN. Based on it; we develop two RNN methods; aneager algorithm that attempts to prune network nodes as soon as they are visited and a lazytechnique that prunes the search space when a data point is discovered. We study retrievalof an arbitrary number k of reverse nearest neighbors; investigate the benefits ofmaterialization; cover several query types; and deal with cases where the queries and thedata objects reside on nodes or edges of the graph. The proposed techniques are …,IEEE Transactions on Knowledge and Data Engineering,2006,157,0
Distance-based representative skyline,Yufei Tao; Ling Ding; Xuemin Lin; Jian Pei,Given an integer $ k $; a {\em representative skyline} contains the $ k $ skyline points thatbest describe the tradeoffs among different dimensions offered by the full skyline. Althoughthis topic has been previously studied; the existing solution may sometimes produce $ k $points that appear in an arbitrarily tiny cluster; and therefore; fail to be representative.Motivated by this; we propose a new definition of representative skyline that minimizes thedistance between a non-representative skyline point and its nearest representative. We alsostudy algorithms for computing distance-based representative skylines. In 2D space; there isa dynamic programming algorithm that guarantees the optimal solution. For dimensionalityat least 3; we prove that the problem is NP-hard; and give a 2-approximate polynomial timealgorithm. Using a multidimensional access method; our algorithm can directly report the …,Data Engineering; 2009. ICDE'09. IEEE 25th International Conference on,2009,156,10
Range search on multidimensional uncertain data,Yufei Tao; Xiaokui Xiao; Reynold Cheng,Abstract In an uncertain database; every object o is associated with a probability densityfunction; which describes the likelihood that o appears at each position in amultidimensional workspace. This article studies two types of range retrieval fundamental tomany analytical tasks. Specifically; a nonfuzzy query returns all the objects that appear in asearch region rq with at least a certain probability t q. On the other hand; given an uncertainobject q; fuzzy search retrieves the set of objects that are within distance &epsiv; q from qwith no less than probability t q. The core of our methodology is a novel concept of“probabilistically constrained rectangle”; which permits effective pruning/validation ofnonqualifying/qualifying data. We develop a new index structure called the U-tree forminimizing the query overhead. Our algorithmic findings are accompanied with a …,ACM Transactions on Database Systems (TODS),2007,153,10
The Bdual-Tree: indexing moving objects by space filling curves in the dual space,Man Lung Yiu; Yufei Tao; Nikos Mamoulis,Abstract Existing spatiotemporal indexes suffer from either large update cost or poor queryperformance; except for the B x-tree (the state-of-the-art); which consists of multiple B+-treesindexing the 1D values transformed from the (multi-dimensional) moving objects based on aspace filling curve (Hilbert; in particular). This curve; however; does not consider objectvelocities; and as a result; query processing with a B x-tree retrieves a large number of falsehits; which seriously compromises its efficiency. It is natural to wonder" can we obtain betterperformance by capturing also the velocity information; using a Hilbert curve of a higherdimensionality?". This paper provides a positive answer by developing the B dual-tree; anovel spatiotemporal access method leveraging pure relational methodology. We show; withtheoretical evidence; that the B dual-tree indeed outperforms the B x-tree in most circum …,The VLDB Journal—The International Journal on Very Large Data Bases,2008,139,15
Querying about the past; the present; and the future in spatio-temporal databases,Jimeng Sun; Dimitris Papadias; Yufei Tao; Bin Liu,Moving objects (eg; vehicles in road networks) continuously generate large amounts ofspatio-temporal information in the form of data streams. Efficient management of suchstreams is a challenging goal due to the highly dynamic nature of the data and the need forfast; online computations. We present a novel approach for approximate query processingabout the present; past; or the future in spatio-temporal databases. In particular; we firstpropose an incrementally updateable; multidimensional histogram for present-time queries.Second; we develop a general architecture for maintaining and querying historical data.Third; we implement a stochastic approach for predicting the results of queries that refer tothe future. Finally; we experimentally prove the effectiveness and efficiency of ourtechniques using a realistic simulation.,Data Engineering; 2004. Proceedings. 20th International Conference on,2004,137,18
Reverse nearest neighbor search in metric spaces,Yufei Tao; Man Lung Yiu; Nikos Mamoulis,Given a set D of objects; a reverse nearest neighbor (RNN) query returns the objects o in Dsuch that o is closer to a query object q than to any other object in D; according to a certainsimilarity metric. The existing RNN solutions are not sufficient because they either 1) rely onprecomputed information that is expensive to maintain in the presence of updates or 2) areapplicable only when the data consists of" Euclidean objects" and similarity is measuredusing the L 2 norm. In this paper; we present the first algorithms for efficient RNN search ingeneric metric spaces. Our techniques require no detailed representations of objects; andcan be applied as long as their mutual distances can be computed and the distance metricsatisfies the triangle inequality. We confirm the effectiveness of the proposed methods withextensive experiments,IEEE Transactions on Knowledge and Data Engineering,2006,132,10
Preservation of proximity privacy in publishing numerical sensitive data,Jiexing Li; Yufei Tao; Xiaokui Xiao,Abstract We identify proximity breach as a privacy threat specific to numerical sensitiveattributes in anonymized data publication. Such breach occurs when an adversaryconcludes with high confidence that the sensitive value of a victim individual must fall in ashort interval---even though the adversary may have low confidence about the victim's actualvalue. None of the existing anonymization principles (eg; k-anonymity; l-diversity; etc.) caneffectively prevent proximity breach. We remedy the problem by introducing a novel principlecalled (ε; m)-anonymity. Intuitively; the principle demands that; given a QI-group G; for everysensitive value x in G; at most 1/m of the tuples in G can have sensitive values" similar" to x;where the similarity is controlled by ε. We provide a careful analytical study of the theoreticalcharacteristics of (ε; m)-anonymity; and the corresponding generalization algorithm. Our …,Proceedings of the 2008 ACM SIGMOD international conference on Management of data,2008,130,19
Towards multidimensional subspace skyline analysis,Jian Pei; Yidong Yuan; Xuemin Lin; Wen Jin; Martin Ester; Qing Liu; Wei Wang; Yufei Tao; Jeffrey Xu Yu; Qing Zhang,Abstract The skyline operator is important for multicriteria decision-making applications.Although many recent studies developed efficient methods to compute skyline objects in agiven space; none of them considers skylines in multiple subspaces simultaneously. Moreimportantly; the fundamental problem on the semantics of skylines remains open: Why andin which subspaces is (or is not) an object in the skyline&quest; Practically; users may alsobe interested in the skylines in any subspaces. Then; what is the relationship between theskylines in the subspaces and those in the super-spaces&quest; How can we effectivelyanalyze the subspace skylines&quest; Can we efficiently compute skylines in varioussubspaces and answer various analytical queries&quest; In this article; we tackle theproblem of multidimensional subspace skyline computation and analysis. We explore …,ACM Transactions on Database Systems (TODS),2006,121,20
A threshold-based algorithm for continuous monitoring of k nearest neighbors,Kyriakos Mouratidis; Dimitris Papadias; Spiridon Bakiras; Yufei Tao,Assume a set of moving objects and a central server that monitors their positions over time;while processing continuous nearest neighbor queries from geographically distributedclients. In order to always report up-to-date results; the server could constantly obtain themost recent position of all objects. However; this naive solution requires the transmission ofa large number of rapid data streams corresponding to location updates. Intuitively; currentinformation is necessary only for objects that may influence some query result (ie; they maybe included in the nearest neighbor set of some client). Motivated by this observation; wepresent a threshold-based algorithm for the continuous monitoring of nearest neighbors thatminimizes the communication overhead between the server and the data objects. Theproposed method can be used with multiple; static; or moving queries; for any distance …,IEEE Transactions on Knowledge and Data Engineering,2005,121,15
Efficient historical R-trees,Yufei Tao; Dimitris Papadias,The historical R-tree (HR-tree) is a spatio-temporal access method aimed at the retrieval ofwindow queries in the past. The concept behind the method is to keep an R-tree for eachtimestamp in history; but to allow consecutive trees to share branches when the underlyingobjects do not change. New branches are only created to accommodate updates from theprevious timestamp. Although existing implementations of HR-trees process timestamp(window) queries very efficiently; they are hardly applicable in practice due to excessivespace requirements and poor interval query performance. This paper addresses theseproblems by proposing the HR+-tree; which occupies a small fraction of the space requiredfor the corresponding HR-tree (for typical conditions about 20%); while improving intervalquery performance several times. Our claims are supported by extensive experimental …,Scientific and Statistical Database Management; 2001. SSDBM 2001. Proceedings. Thirteenth International Conference on,2001,120,22
An efficient cost model for optimization of nearest neighbor search in low and medium dimensional spaces,Yufei Tao; Jun Zhang; Dimitris Papadias; Nikos Mamoulis,Existing models for nearest neighbor search in multidimensional spaces are not appropriatefor query optimization because they either lead to erroneous estimation or involve complexequations that are expensive to evaluate in real-time. This article proposes an alternativemethod that captures the performance of nearest neighbor queries using approximation. Foruniform data; our model involves closed formulae that are very efficient to compute andaccurate for up to 10 dimensions. Further; the proposed equations can be applied onnonuniform data with the aid of histograms. We demonstrate the effectiveness of the modelby using it to solve several optimization problems related to nearest neighbor search.,IEEE Transactions on Knowledge and Data Engineering,2004,117,0
All-nearest-neighbors queries in spatial databases,Jun Zhang; Nikos Mamoulis; Dimitris Papadias; Yufei Tao,Given two sets A and B of multidimensional objects; the all-nearest-neighbors (ANN) queryretrieves for each object in A its nearest neighbor in B. Although this operation is common inseveral applications; it has not received much attention in the database literature. In thispaper we study alternative methods for processing ANN queries depending on whether Aand B are indexed: Our algorithms are evaluated through extensive experimentation usingsynthetic and real datasets. The performance studies show that they are an order ofmagnitude faster than a previous approach based on closest-pairs query processing.,Scientific and Statistical Database Management; 2004. Proceedings. 16th International Conference on,2004,117,10
Querying communities in relational databases,Lu Qin; Jeffrey Xu Yu; Lijun Chang; Yufei Tao,Keyword search on relational databases provides users with insights that they can not easilyobserve using the traditional RDBMS techniques. Here; an l-keyword query is specified by aset of l keywords;{k1; k2;···; kl}. It finds how the tuples that contain the keywords areconnected in a relational database via the possible foreign key references. Conceptually; itis to find some structural information in a database graph; where nodes are tuples andedges are foreign key references. The existing work studied how to find connected trees foran l-keyword query. However; a tree may only show partial information about how thosetuples that contain the keywords are connected. In this paper; we focus on findingcommunities for an l-keyword query. A community is an induced subgraph that contains allthe l-keywords within a given distance. We propose new efficient algorithms to find all/top …,Data Engineering; 2009. ICDE'09. IEEE 25th International Conference on,2009,113,20
Progressive computation of the min-dist optimal-location query,Donghui Zhang; Yang Du; Tian Xia; Yufei Tao,Abstract This paper proposes and solves the min-dist optimal-location query in spatialdatabases. Given a set S of sites; a set O of weighted objects; and a spatial region Q; the min-dist optimal-location query returns a location in Q which; if a new site is built there; minimizesthe average distance from each object to its closest site. This query can help a franchise (egMcDonald's) decide where to put a new store in order to maximize the benefit to itscustomers. To solve this problem is challenging; for there are theoretically infinite number oflocations in Q; all of which could be candidates. This paper first provides a theorem thatlimits the number of candidate locations without losing the power to find exact answers.Then it provides a progressive algorithm that quickly suggests a location; tells the maximumerror it may have; and keeps refining the result. When the algorithm finishes; the exact …,Proceedings of the 32nd international conference on Very large data bases,2006,107,20
