Evaluating probabilistic queries over imprecise data,Reynold Cheng; Dmitri V Kalashnikov; Sunil Prabhakar,Abstract Many applications employ sensors for monitoring entities such as temperature andwind speed. A centralized database tracks these entities to enable query processing. Due tocontinuous changes in these values and limited resources (eg; network bandwidth andbattery power); it is often infeasible to store the exact values at all times. A similar situationexists for moving object environments that track the constantly changing locations of objects.In this environment; it is possible for database queries to produce incorrect or invalid resultsbased upon old data. However; if the degree of error (or uncertainty) between the actualvalue and the database value is controlled; one can place more confidence in the answersto queries. More generally; query answers can be augmented with probabilistic estimates ofthe validity of the answers. In this paper we study probabilistic query evaluation based …,Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,737,10
U-DBMS: A database system for managing constantly-evolving data,Reynold Cheng; Sarvjeet Singh; Sunil Prabhakar,Abstract In many systems; sensors are used to acquire information from externalenvironments such as temperature; pressure and locations. Due to continuous changes inthese values; and limited resources (eg; network bandwidth and battery power); it is ofteninfeasible for the database to store the exact values at all times. Queries that uses these oldvalues can produce invalid results. In order to manage the uncertainty between the actualsensor value and the database value; we propose a system called U-DBMS. U-DBMSextends the database system with uncertainty management functionalities. In particular;each data value is represented as an interval and a probability distribution function; and itcan be processed with probabilistic query operators to produce imprecise (but correct)answers. This demonstration presents a PostgreSQL-based system that handles …,Proceedings of the 31st international conference on Very large data bases,2005,122,12
Naive bayes classification of uncertain data,Jiangtao Ren; Sau Dan Lee; Xianlu Chen; Ben Kao; Reynold Cheng; David Cheung,Traditional machine learning algorithms assume that data are exact or precise. However;this assumption may not hold in some situations because of data uncertainty arising frommeasurement errors; data staleness; and repeated measurements; etc. With uncertainty; thevalue of each data item is represented by a probability distribution function (pdf). In thispaper; we propose a novel naive Bayes classification algorithm for uncertain data with a pdf.Our key solution is to extend the class conditional probability estimation in the Bayes modelto handle pdf's. Extensive experiments on UCI datasets show that the accuracy of naiveBayes model can be improved by taking into account the uncertainty information.,Data Mining; 2009. ICDM'09. Ninth IEEE International Conference on,2009,118,5
Efficient join processing over uncertain data,Reynold Cheng; Sarvjeet Singh; Sunil Prabhakar; Rahul Shah; Jeffrey Scott Vitter; Yuni Xia,Abstract In many applications data values are inherently uncertain. This includes moving-objects; sensors and biological databases. There has been recent interest in thedevelopment of database management systems that can handle uncertain data. Someproposals for such systems include attribute values that are uncertain. In particular; anattribute value can be modeled as a range of possible values; associated with a probabilitydensity function. Previous efforts for this type of data have only addressed simple queriessuch as range and nearest-neighbor queries. Queries that join multiple relations have notbeen addressed in earlier work despite the significance of joins in databases. In this paperwe address join queries over uncertain data. We propose a semantics for the join operation;define probabilistic operators over uncertain data; and propose join algorithms that …,Proceedings of the 15th ACM international conference on Information and knowledge management,2006,117,21
Reducing UK-means to K-means,Sau Dan Lee; Ben Kao; Reynold Cheng,This paper proposes an optimisation to the UK-means algorithm; which generalises the k-means algorithm to han-dle objects whose locations are uncertain. The location of eachobject is described by a probability density function (pdf). The UK-means algorithm needs tocompute expected distances (EDs) between each object and the cluster repre-sentatives.The evaluation of ED from first principles is very costly operation; because the pdf's aredifferent and arbi-trary. But UK-means needs to evaluate a lot of EDs. This is a majorperformance burden of the algorithm. In this pa-per; we derive a formula for evaluating EDsefficiently. This tremendously reduces the execution time of UK-means; as demonstrated byour preliminary experiments. We also il-lustrate that this optimised formula effectivelyreduces the UK-means problem to the traditional clustering algorithm addressed by the k …,Data Mining Workshops; 2007. ICDM Workshops 2007. Seventh IEEE International Conference on,2007,100,12
Database support for probabilistic attributes and tuples,Sarvjeet Singh; Chris Mayfield; Rahul Shah; Sunil Prabhakar; Susanne Hambrusch; Jennifer Neville; Reynold Cheng,The inherent uncertainty of data present in numerous applications such as sensordatabases; text annotations; and information retrieval motivate the need to handle imprecisedata at the database level. Uncertainty can be at the attribute or tuple level and is present inboth continuous and discrete data domains. This paper presents a model for handlingarbitrary probabilistic uncertain data (both discrete and continuous) natively at the databaselevel. Our approach leads to a natural and efficient representation for probabilistic data. Wedevelop a model that is consistent with possible worlds semantics and closed under basicrelational operators. This is the first model that accurately and efficiently handles bothcontinuous and discrete uncertainty. The model is implemented in a real database system(PostgreSQL) and the effectiveness and efficiency of our approach is validated …,Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,99,18
On querying historical evolving graph sequences,Chenghui Ren; Eric Lo; Ben Kao; Xinjie Zhu; Reynold Cheng,ABSTRACT In many applications; information is best represented as graphs. In a dynamicworld; information changes and so the graphs representing the information evolve with time.We propose that historical graph-structured data be maintained for analytical processing.We call a historical evolving graph sequence an EGS. We observe that in many applications;graphs of an EGS are large and numerous; and they often exhibit much redundancy amongthem. We study the problem of efficient query processing on an EGS and put forward asolution framework called FVF. Through extensive experiments on both real and syntheticdatasets; we show that our FVF framework is highly efficient in EGS query processing.,Proceedings of the VLDB Endowment,2011,88,16
Managing uncertainty in sensor database,Reynold Cheng; Sunil Prabhakar,Abstract Sensors are often employed to monitor continuously changing entities like locationsof moving objects and temperature. The sensor readings are reported to a centralizeddatabase system; and are subsequently used to answer queries. Due to continuouschanges in these values and limited resources (eg; network bandwidth and battery power);the database may not be able to keep track of the actual values of the entities; and use theold values instead. Queries that use these old values may produce incorrect answers.However; if the degree of uncertainty between the actual data value and the database valueis limited; one can place more confidence in the answers to the queries. In this paper; wepresent a frame-work that represents uncertainty of sensor data. Depending on the amountof uncertainty information given to the application; different levels of imprecision are …,ACM SIGMOD Record,2003,88,5
Cleaning uncertain data with quality guarantees,Reynold Cheng; Jinchuan Chen; Xike Xie,Abstract Uncertain or imprecise data are pervasive in applications like location-basedservices; sensor monitoring; and data collection and integration. For these applications;probabilistic databases can be used to store uncertain data; and querying facilities areprovided to yield answers with statistical confidence. Given that a limited amount ofresources is available to" clean" the database (eg; by probing some sensor data values toget their latest values); we address the problem of choosing the set of uncertain objects to becleaned; in order to achieve the best improvement in the quality of query answers. For thispurpose; we present the PWS-quality metric; which is a universal measure that quantifies theambiguity of query answers under the possible world semantics. We study how PWS-qualitycan be efficiently evaluated for two major query classes:(1) queries that examine the …,Proceedings of the VLDB Endowment,2008,87,12
Efficient mining of frequent item sets on large uncertain databases,Liang Wang; David Wai-Lok Cheung; Reynold Cheng; Sau Dan Lee; Xuan S Yang,The data handled in emerging applications like location-based services; sensor monitoringsystems; and data integration; are often inexact in nature. In this paper; we study theimportant problem of extracting frequent item sets from a large uncertain database;interpreted under the Possible World Semantics (PWS). This issue is technicallychallenging; since an uncertain database contains an exponential number of possibleworlds. By observing that the mining process can be modeled as a Poisson binomialdistribution; we develop an approximate algorithm; which can efficiently and accuratelydiscover frequent item sets in a large uncertain database. We also study the important issueof maintaining the mining result for a database that is evolving (eg; by inserting a tuple).Specifically; we propose incremental mining algorithms; which enable Probabilistic …,IEEE Transactions on Knowledge and Data Engineering,2012,83,19
Evaluating probability threshold k-nearest-neighbor queries over uncertain data,Reynold Cheng; Lei Chen; Jinchuan Chen; Xike Xie,Abstract In emerging applications such as location-based services; sensor monitoring andbiological management systems; the values of the database items are naturally imprecise.For these uncertain databases; an important query is the Probabilistic k-Nearest-NeighborQuery (k-PNN); which computes the probabilities of sets of k objects for being the closest toa given query point. The evaluation of this query can be both computationally-and I/O-expensive; since there is an exponentially large number of k object-sets; and numericalintegration is required. Often a user may not be concerned about the exact probabilityvalues. For example; he may only need answers that have sufficiently high confidence. Wethus propose the Probabilistic Threshold k-Nearest-Neighbor Query (Tk-PNN); which returnssets of k objects that satisfy the query with probabilities higher than some threshold T …,Proceedings of the 12th International Conference on Extending Database Technology: Advances in Database Technology,2009,79,12
Accelerating probabilistic frequent itemset mining: a model-based approach,Liang Wang; Reynold Cheng; Sau Dan Lee; David Cheung,Abstract Data uncertainty is inherent in emerging applications such as location-basedservices; sensor monitoring systems; and data integration. To handle a large amount ofimprecise information; uncertain databases have been recently developed. In this paper; westudy how to efficiently discover frequent itemsets from large uncertain databases;interpreted under the Possible World Semantics. This is technically challenging; since anuncertain database induces an exponential number of possible worlds. To tackle thisproblem; we propose a novel method to capture the itemset mining process as a Poissonbinomial distribution. This model-based approach extracts frequent itemsets with a highdegree of accuracy; and supports large databases. We apply our techniques to improve theperformance of the algorithms for:(1) finding itemsets whose frequentness probabilities …,Proceedings of the 19th ACM international conference on Information and knowledge management,2010,67,21
Minimizing the communication cost for continuous skyline maintenance,Zhenjie Zhang; Reynold Cheng; Dimitris Papadias; Anthony KH Tung,Abstract Existing work in the skyline literature focuses on optimizing the processing cost.This paper aims at minimization of the communication overhead in client-serverarchitectures; where a server continuously maintains the skyline of dynamic objects. Our firstcontribution is a Filter method that avoids transmission of updates from objects that cannotinfluence the skyline. Specifically; each object is assigned a filter so that it needs to issue anupdate only if it violates its filter. Filter achieves significant savings over the naive approachof transmitting all updates. Going one step further; we introduce the concept of frequentskyline query over a sliding window (FSQW). The motivation is that snapshot skylines arenot very useful in streaming environments because they keep changing over time. Instead;FSQW reports the objects that appear in the skylines of at least θ⋅ s of the s most recent …,Proceedings of the 2009 ACM SIGMOD International Conference on Management of data,2009,59,3
Uncertain data mining: A new research direction,Michael Chau; Reynold Cheng; Ben Kao,Abstract Data uncertainty is often found in real-world applications due to reasons such asimprecise measurement; outdated sources; or sampling errors. Recently; much research hasbeen published in the area of managing data uncertainty in databases. We propose thatwhen data mining is performed on uncertain data; data uncertainty has to be considered inorder to obtain high quality data mining results. We call this the" Uncertain Data Mining"problem. In this paper; we present a framework for possible research directions in this area.We also present the UK-means clustering algorithm as an example to illustrate how thetraditional K-means algorithm can be modified to handle data uncertainty in data mining.,Proceedings of the Workshop on the Sciences of the Artificial; Hualien; Taiwan,2005,59,12
QASCA: A quality-aware task assignment system for crowdsourcing applications,Yudian Zheng; Jiannan Wang; Guoliang Li; Reynold Cheng; Jianhua Feng,Abstract A crowdsourcing system; such as the Amazon Mechanical Turk (AMT); provides aplatform for a large number of questions to be answered by Internet workers. Such systemshave been shown to be useful to solve problems that are difficult for computers; includingentity resolution; sentiment analysis; and image recognition. In this paper; we investigate theonline task assignment problem: Given a pool of n questions; which of the k questionsshould be assigned to a worker? A poor assignment may not only waste time and money;but may also hurt the quality of a crowdsourcing application that depends on the workers'answers. We propose to consider quality measures (also known as evaluation metrics) thatare relevant to an application during the task assignment process. Particularly; we explorehow Accuracy and F-score; two widely-used evaluation metrics for crowdsourcing …,Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data,2015,57,18
Adaptive stream filters for entity-based queries with non-value tolerance,Reynold Cheng; Ben Kao; Sunil Prabhakar; Alan Kwan; Yicheng Tu,Abstract We study the problem of applying adaptive filters for approximate query processingin a distributed stream environment. We propose filter bound assignment protocols with theobjective of reducing communication cost. Most previous works focus on value-basedqueries (eg; average) with numerical error tolerance. In this paper; we cover entity-basedqueries (eg; nearest neighbor) with non-value-based error tolerance. We investigatedifferent non-value-based error tolerance definitions and discuss how they are applied totwo classes of entity-based queries: non-rank-based and rank-based queries. Extensiveexperiments show that our protocols achieve significant savings in both communicationoverhead and server computation.,Proceedings of the 31st international conference on Very large data bases,2005,56,12
Energy-efficient monitoring of mobile objects with uncertainty-aware tolerances,Tobias Farrell; Reynold Cheng; Kurt Rothermel,In location-based services; continuous queries are often employed to monitor the locationsof mobile objects that are determined by sensing devices like GPS receivers. Due to limitedbattery resources; it is important for these objects to acquire and report location data only ifnecessary. We study how these energy-consuming operations can be reduced with acontrolled impact on query accuracy of continuous range queries (CRQs). Specifically; wedevelop uncertainty-aware tolerances; which are user-defined error bounds that providecorrectness guarantees; with consideration of different sources of data uncertainty: sensinguncertainty; sampling uncertainty; and communication delay. Novel algorithms aredeveloped to control carefully when an object should acquire and update a location; whilesatisfying these tolerances. Extensive simulations validate the effectiveness of our …,Database Engineering and Applications Symposium; 2007. IDEAS 2007. 11th International,2007,49,12
Online influence maximization,Siyu Lei; Silviu Maniu; Luyi Mo; Reynold Cheng; Pierre Senellart,Abstract Social networks are commonly used for marketing purposes. For example; freesamples of a product can be given to a few influential social network users (or seed nodes);with the hope that they will convince their friends to buy it. One way to formalize thisobjective is through the problem of influence maximization (or IM); whose goal is to find thebest seed nodes to activate under a fixed budget; so that the number of people who getinfluenced in the end is maximized. Solutions to IM rely on the influence probability that auser influences another one. However; this probability information may be unavailable orincomplete. In this paper; we study IM in the absence of complete information on influenceprobability. We call this problem Online Influence Maximization (OIM); since we learninfluence probabilities at the same time we run influence campaigns. To solve OIM; we …,Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2015,47,16
Evaluation of concurrency control strategies for mixed soft real-time database systems,Kam-Yiu Lam; Tei-Wei Kuo; Ben Kao; Tony SH Lee; Reynold Cheng,Abstract Previous research in real-time concurrency control mainly focuses on theschedulability guarantee of hard real-time transactions and the reduction of the miss rate ofsoft real-time transactions. Although many new database applications have significantresponse time requirements; not much work has been done in the joint scheduling oftraditional non-real-time transactions and soft real-time transactions. In this paper; we studythe concurrency control problems in mixed soft real-time database systems; in which bothnon-real-time and soft real-time transactions exist simultaneously. The objectives are toidentify the cost and the performance tradeoff in the design of cost-effective and practicalreal-time concurrency control protocols; and to evaluate their performance under differentreal-time and non-real-time supports. In particular; we are interested in studying the …,Information Systems,2002,47,21
UV-diagram: A Voronoi diagram for uncertain data,Reynold Cheng; Xike Xie; Man Lung Yiu; Jinchuan Chen; Liwen Sun,The Voronoi diagram is an important technique for answering nearest-neighbor queries forspatial databases. In this paper; we study how the Voronoi diagram can be used onuncertain data; which are inherent in scientific and business applications. In particular; wepropose the Uncertain-Voronoi Diagram (or UV-diagram in short). Conceptually; the dataspace is divided into distinct “UV-partitions”; where each UV-partition P is associated with aset S of objects; any point q located in P has the set S as its nearest neighbor with non-zeroprobabilities. The UV-diagram facilitates queries that inquire objects for having non-zerochances of being the nearest neighbor of a given query point. It also allows analysis ofnearest neighbor information; eg; finding out how many objects are the nearest neighbors ina given area. However; a UV-diagram requires exponential construction and storage …,Data Engineering (ICDE); 2010 IEEE 26th International Conference on,2010,46,7
Evaluation of probabilistic queries over imprecise data in constantly-evolving environments,Reynold Cheng; Dmitri V Kalashnikov; Sunil Prabhakar,Abstract Sensors are often employed to monitor continuously changing entities like locationsof moving objects and temperature. The sensor readings are reported to a database system;and are subsequently used to answer queries. Due to continuous changes in these valuesand limited resources (eg; network bandwidth and battery power); the database may not beable to keep track of the actual values of the entities. Queries that use these old values mayproduce incorrect answers. However; if the degree of uncertainty between the actual datavalue and the database value is limited; one can place more confidence in the answers tothe queries. More generally; query answers can be augmented with probabilistic guaranteesof the validity of the answers. In this paper; we study probabilistic query evaluation based onuncertain data. A classification of queries is made based upon the nature of the result set …,Information Systems,2007,41,12
Maintaining temporal consistency of discrete objects in soft real-time database systems,Ben Kao; Kam-Yiu Lam; Brad Adelberg; Reynold Cheng; Tony Lee,A real-time database system contains base data items which record and model a physical;real-world environment. For better decision support; base data items are summarized andcorrelated to derive views. These base data and views are accessed by applicationtransactions to generate the ultimate actions taken by the system. As the environmentchanges; updates are applied to base data; which subsequently trigger viewrecomputations. There are thus three types of activities: base data update; viewrecomputation; and transaction execution. In a real-time database system; two timingconstraints need to be enforced. We require that transactions meet their deadlines(transaction timeliness) and read fresh data (data timeliness). In this paper; we define theconcept of absolute and relative temporal consistency from the perspective of …,IEEE Transactions on Computers,2003,38,12
Change tolerant indexing for constantly evolving data,Reynold Cheng; Yuni Xia; Sunil Prabhakar; Rahul Shah,Index structures are designed to optimize search performance; while at the same timesupporting efficient data updates. Although not explicit; existing index structures are typicallybased upon the assumption that the rate of updates will be small compared to the rate ofquerying. This assumption is not valid in streaming data environments such as sensor andmoving object databases; where updates are received incessantly. In fact; for manyapplications; the rate of updates may well exceed the rate of querying. In such environments;index structures suffer from poor performance due to the large overhead of keeping theindex updated with the latest data. Recent efforts at indexing moving object data assumeobjects move in a restrictive manner (eg in straight lines with constant velocity). In this paper;we propose an index structure explicitly designed to perform well for both querying and …,Data Engineering; 2005. ICDE 2005. Proceedings. 21st International Conference on,2005,37,12
Discovering meta-paths in large heterogeneous information networks,Changping Meng; Reynold Cheng; Silviu Maniu; Pierre Senellart; Wangda Zhang,Abstract The Heterogeneous Information Network (HIN) is a graph data model in whichnodes and edges are annotated with class and relationship labels. Large and complexdatasets; such as Yago or DBLP; can be modeled as HINs. Recent work has studied how tomake use of these rich information sources. In particular; meta-paths; which representsequences of node classes and edge types between two nodes in a HIN; have beenproposed for such tasks as information retrieval; decision making; and productrecommendation. Current methods assume meta-paths are found by domain experts.However; in a large and complex HIN; retrieving meta-paths manually can be tedious anddifficult. We thus study how to discover meta-paths automatically. Specifically; users areasked to provide example pairs of nodes that exhibit high proximity. We then investigate …,Proceedings of the 24th International Conference on World Wide Web,2015,34,19
On optimality of jury selection in crowdsourcing,Yudian Zheng; Reynold Cheng; Silviu Maniu; Luyi Mo,Recent advances in crowdsourcing technologies enable computationally challenging tasks(eg; sentiment analysis and entity resolution) to be performed by Internet workers; drivenmainly by monetary incentives. A fundamental question is: how should workers be selected;so that the tasks in hand can be accomplished successfully and economically? In this paper;we study the Jury Selection Problem (JSP): Given a monetary budget; and a set of decision-making tasks (eg;“Is Bill Gates still the CEO of Microsoft now?”); return the set of workers(called jury); such that their answers yield the highest “Jury Quality”(or JQ). Existing JSPsolutions make use of the Majority Voting (MV) strategy; which uses the answer chosen bythe largest number of workers. We show that MV does not yield the best solution for JSP. Wefurther prove that among all voting strategies (including deterministic and randomized …,Proceedings of the 18th International Conference on Extending Database Technology; EDBT 2015,2015,31,19
Truth inference in crowdsourcing: is the problem solved?,Yudian Zheng; Guoliang Li; Yuanbing Li; Caihua Shan; Reynold Cheng,Abstract Crowdsourcing has emerged as a novel problem-solving paradigm; whichfacilitates addressing problems that are hard for computers; eg; entity resolution andsentiment analysis. However; due to the openness of crowdsourcing; workers may yield low-quality answers; and a redundancy-based method is widely employed; which first assignseach task to multiple workers and then infers the correct answer (called truth) for the taskbased on the answers of the assigned workers. A fundamental problem in this method isTruth Inference; which decides how to effectively infer the truth. Recently; the databasecommunity and data mining community independently study this problem and proposevarious algorithms. However; these algorithms are not compared extensively under thesame framework and it is hard for practitioners to select appropriate algorithms. To …,Proceedings of the VLDB Endowment,2017,29,12
Crowdsourced poi labelling: Location-aware result inference and task assignment,Huiqi Hu; Yudian Zheng; Zhifeng Bao; Guoliang Li; Jianhua Feng; Reynold Cheng,Identifying the labels of points of interest (POIs); aka POI labelling; provides significantbenefits in location-based services. However; the quality of raw labels manually added byusers or generated by artificial algorithms cannot be guaranteed. Such low-quality labelsdecrease the usability and result in bad user experiences. In this paper; by observing thatcrowdsourcing is a best-fit for computer-hard tasks; we leverage crowdsourcing to improvethe quality of POI labelling. To our best knowledge; this is the first work on crowdsourced POIlabelling tasks. In particular; there are two sub-problems:(1) how to infer the correct labels foreach POI based on workers' answers; and (2) how to effectively assign proper tasks toworkers in order to make more accurate inference for next available workers. To addressthese two problems; we propose a framework consisting of an inference model and an …,Data Engineering (ICDE); 2016 IEEE 32nd International Conference on,2016,27,12
On link-based similarity join,Liwen Sun; CK Cheng; Xiang Li; DWL Cheung; Jiawei Han,Graphs can be found in applications like social networks; bibliographic networks; andbiological databases. Understanding the relationship; or links; among graph nodes enablesapplications such as link prediction; recommendation; and spam detection. In this paper; wepropose link-based similarity join (LS-join); which extends the similarity join operator to link-based measures. Given two sets of nodes in a graph; the LS-join returns all pairs of nodesthat are highly similar to each other; with respect to an e-function. The e-function generalizescommon measures like Personalized PageRank (PPR) and SimRank (SR). We study anefficient LS-join algorithm on a large graph. We further improve our solutions for PPR andSR; which involve expensive randomwalk operations. We validate our solutions byperforming extensive experiments on three real graph datasets.,Proceedings of the VLDB Endowment,2011,27,19
