Optimizing linear counting queries under differential privacy,Chao Li; Michael Hay; Vibhor Rastogi; Gerome Miklau; Andrew McGregor,Abstract Differential privacy is a robust privacy standard that has been successfully appliedto a range of data analysis tasks. But despite much recent work; optimal strategies foranswering a collection of related queries are not known. We propose the matrix mechanism;a new algorithm for answering a workload of predicate counting queries. Given a workload;the mechanism requests answers to a different set of queries; called a query strategy; whichare answered using the standard Laplace mechanism. Noisy answers to the workloadqueries are then derived from the noisy answers to the strategy queries. This two stageprocess can result in a more complex correlated noise distribution that preserves differentialprivacy but increases accuracy.,Proceedings of the twenty-ninth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2010,243,6
Accurate estimation of the degree distribution of private networks,Michael Hay; Chao Li; Gerome Miklau; David Jensen,We describe an efficient algorithm for releasing a provably private estimate of the degreedistribution of a network. The algorithm satisfies a rigorous property of differential privacy;and is also extremely efficient; running on networks of 100 million nodes in a few seconds.Theoretical analysis shows that the error scales linearly with the number of unique degrees;whereas the error of conventional techniques scales linearly with the number of nodes. Wecomplement the theoretical analysis with a thorough empirical analysis on real and syntheticgraphs; showing that the algorithm's variance and bias is low; that the error diminishes asthe size of the input graph increases; and that common analyses like fitting a power-law canbe carried out very accurately.,Data Mining; 2009. ICDM'09. Ninth IEEE International Conference on,2009,179,10
Relationship privacy: output perturbation for queries with joins,Vibhor Rastogi; Michael Hay; Gerome Miklau; Dan Suciu,Abstract We study privacy-preserving query answering over data containing relationships. Asocial network is a prime example of such data; where the nodes represent individuals andedges represent relationships. Nearly all interesting queries over social networks involvejoins; and for such queries; existing output perturbation algorithms severely distort queryanswers. We propose an algorithm that significantly improves utility over competingtechniques; typically reducing the error bound from polynomial in the number of nodes topolylogarithmic. The algorithm is; to the best of our knowledge; the first to answer suchqueries with acceptable accuracy; even for worst-case inputs. The improved utility isachieved by relaxing the privacy condition. Instead of ensuring strict differential privacy; weguarantee a weaker (but still quite practical) condition based on adversarial privacy. To …,Proceedings of the twenty-eighth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2009,110,12
Threats to privacy in the forensic analysis of database systems,Patrick Stahlberg; Gerome Miklau; Brian Neil Levine,Abstract The use of any modern computer system leaves unintended traces of expired dataand remnants of users' past activities. In this paper; we investigate the unintendedpersistence of data stored in database systems. This data can be recovered by forensicanalysis; and it poses a threat to privacy. First; we show how data remnants are preserved indatabase table storage; the transaction log; indexes; and other system components. Ourevaluation of several real database systems reveals that deleted data is not securelyremoved from database storage and that users have little control over the persistence ofdeleted data.,Proceedings of the 2007 ACM SIGMOD international conference on Management of data,2007,92,3
An adaptive mechanism for accurate query answering under differential privacy,Chao Li; Gerome Miklau,Abstract We propose a novel mechanism for answering sets of counting queries underdifferential privacy. Given a workload of counting queries; the mechanism automaticallyselects a different set of" strategy" queries to answer privately; using those answers to deriveanswers to the workload. The main algorithm proposed in this paper approximates theoptimal strategy for any workload of linear counting queries. With no cost to the privacyguarantee; the mechanism improves significantly on prior approaches and achieves near-optimal error for many workloads; when applied under (ε; δ)-differential privacy. The result isan adaptive mechanism which can help users achieve good utility without requiring that theyreason carefully about the best formulation of their task.,Proceedings of the VLDB Endowment,2012,85,3
Resisting structural re-identification in anonymized social networks,Michael Hay; Gerome Miklau; David Jensen; Don Towsley; Chao Li,Abstract We identify privacy risks associated with releasing network datasets and provide analgorithm that mitigates those risks. A network dataset is a graph representing entitiesconnected by edges representing relations such as friendship; communication or sharedactivity. Maintaining privacy when publishing a network dataset is uniquely challengingbecause an individual's network context can be used to identify them even if other identifyinginformation is removed. In this paper; we introduce a parameterized model of structuralknowledge available to the adversary and quantify the success of attacks on individuals inanonymized networks. We show that the risks of these attacks vary based on networkstructure and size and provide theoretical results that explain the anonymity risk in randomnetworks. We then propose a novel approach to anonymizing network data that models …,The VLDB Journal—The International Journal on Very Large Data Bases,2010,80,12
Scalable probabilistic databases with factor graphs and MCMC,Michael Wick; Andrew McCallum; Gerome Miklau,Abstract Incorporating probabilities into the semantics of incomplete databases has posedmany challenges; forcing systems to sacrifice modeling power; scalability; or treatment ofrelational algebra operators. We propose an alternative approach where the underlyingrelational database always represents a single world; and an external factor graph encodesa distribution over possible worlds; Markov chain Monte Carlo (MCMC) inference is thenused to recover this uncertainty to a desired level of fidelity. Our approach allows the efficientevaluation of arbitrary queries over probabilistic databases with arbitrary dependenciesexpressed by graphical models with structure that changes during inference. MCMCsampling provides efficiency by hypothesizing modifications to possible worlds rather thangenerating entire worlds from scratch. Queries are then run over the portions of the world …,Proceedings of the VLDB Endowment,2010,76,19
A theory of pricing private data,Chao Li; Daniel Yang Li; Gerome Miklau; Dan Suciu,Abstract Personal data has value to both its owner and to institutions who would like toanalyze it. Privacy mechanisms protect the owner's data while releasing to analysts noisyversions of aggregate query results. But such strict protections of the individual's data havenot yet found wide use in practice. Instead; Internet companies; for example; commonlyprovide free services in return for valuable sensitive information from users; which theyexploit and sometimes sell to third parties. As awareness of the value of personal dataincreases; so has the drive to compensate the end-user for her private information. The ideaof monetizing private data can improve over the narrower view of hiding private data; since itempowers individuals to control their data through financial means.,ACM Transactions on Database Systems (TODS),2014,69,12
Differential privacy in data publication and analysis,Yin Yang; Zhenjie Zhang; Gerome Miklau; Marianne Winslett; Xiaokui Xiao,Abstract Data privacy has been an important research topic in the security; theory anddatabase communities in the last few decades. However; many existing studies haverestrictive assumptions regarding the adversary's prior knowledge; meaning that theypreserve individuals' privacy only when the adversary has rather limited backgroundinformation about the sensitive data; or only uses certain kinds of attacks. Recently;differential privacy has emerged as a new paradigm for privacy protection with veryconservative assumptions about the adversary's prior knowledge. Since its proposal;differential privacy had been gaining attention in many fields of computer science; and isconsidered among the most promising paradigms for privacy-preserving data publicationand analysis. In this tutorial; we will motivate its introduction as a replacement for other …,Proceedings of the 2012 ACM SIGMOD International Conference on Management of Data,2012,65,1
Asymptotic conditional probabilities for conjunctive queries,Nilesh Dalvi; Gerome Miklau; Dan Suciu,Abstract We study the asymptotic probabilities of conjunctive queries on random graphs. Weconsider a probabilistic model where the expected graph size remains constantindependent of the number of vertices. While it has been known that a convergence lawholds for conjunctive queries under this model; we focus on the calculation of conditionalprobabilities. This has direct applications to database problems like query-view security; ieevaluating the probability of a sensitive query given the knowledge of a set of publishedviews. We prove that a convergence law holds for conditional probabilities of conjunctivequeries and we give a procedure for calculating the conditional probabilities.,International Conference on Database Theory,2005,56,10
A data-and workload-aware algorithm for range queries under differential privacy,Chao Li; Michael Hay; Gerome Miklau; Yue Wang,Abstract We describe a new algorithm for answering a given set of range queries under ε-differential privacy which often achieves substantially lower error than competing methods.Our algorithm satisfies differential privacy by adding noise that is adapted to the input dataand to the given query set. We first privately learn a partitioning of the domain into bucketsthat suit the input data well. Then we privately estimate counts for each bucket; doing so in amanner well-suited for the given query set. Since the performance of the algorithm dependson the input database; we evaluate it on a wide range of real datasets; showing that we canachieve the benefits of data-dependence on both" easy" and" hard" databases.,Proceedings of the VLDB Endowment,2014,54,6
Analyzing Privacy in Enterprise Packet Trace Anonymization.,Bruno F Ribeiro; Weifeng Chen; Gerome Miklau; Donald F Towsley,Abstract Accurate network measurement through trace collection is critical for advancingnetwork design and for maintaining secure; reliable networks. Unfortunately; the release ofnetwork traces to analysts is highly constrained by privacy concerns. Several anonymizationschemes have been proposed to address this issue. Preservation of prefix relationshipsamong anonymized addresses is an important aspect of trace utility; but also causes anumber of vulnerabilities in trace anonymization. In this work we present a novel; systematicattack on prefix-preserving anonymization which can be efficiently executed by an adversaryin possession of a modest amount of public information about the network. The attack isgeneral (encompassing a range of fingerprinting attacks proposed by others) and flexible (itcan be adapted to emerging variants of prefix-preserving anonymization). Perhaps most …,NDSS,2008,54,18
Learning to predict the quality of contributions to wikipedia,Gregory Druck; Gerome Miklau; Andrew McCallum,Abstract Although some have argued that Wikipedia's open edit policy is one of the primaryreasons for its success; it also raises concerns about quality—vandalism; bias; and errorscan be problems. Despite these challenges; Wikipedia articles are often (perhapssurprisingly) of high quality; which many attribute to both the dedicated Wikipedia communityand “good Samaritan” users. As Wikipedia continues to grow; however; it becomes moredifficult for these users to keep up with the increasing number of articles and edits. Thismotivates the development of tools to assist users in creating and maintaining quality. In thispaper; we propose metrics that quantify the quality of contributions to Wikipedia throughimplicit feedback from the community. We then learn discriminative probabilistic models thatpredict the quality of a new edit using features of the changes made; the author of the edit …,WikiAI,2008,43,18
Principled evaluation of differentially private algorithms using dpbench,Michael Hay; Ashwin Machanavajjhala; Gerome Miklau; Yan Chen; Dan Zhang,Abstract Differential privacy has become the dominant standard in the research communityfor strong privacy protection. There has been a flood of research into query answeringalgorithms that meet this standard. Algorithms are becoming increasingly complex; and inparticular; the performance of many emerging algorithms is data dependent; meaning thedistribution of the noise added to query answers may change depending on the input data.Theoretical analysis typically only considers the worst case; making empirical study ofaverage case performance increasingly important. In this paper we propose a set ofevaluation principles which we argue are essential for sound evaluation. Based on theseprinciples we propose DPBench; a novel evaluation framework for standardized evaluationof privacy algorithms. We then apply our benchmark to evaluate algorithms for answering …,Proceedings of the 2016 International Conference on Management of Data,2016,37,10
Securing history: Privacy and accountability in database systems.,Gerome Miklau; Brian Neil Levine; Patrick Stahlberg,ABSTRACT Databases that preserve a historical record of activities and data offer theimportant benefit of system accountability: past events can be analyzed to detect breachesand maintain data quality. But the retention of history can also pose a threat to privacy.System designers need to carefully balance the need for privacy and accountability bycontrolling how and when data is retained by the system and who will be able to recover andanalyze it. This paper describes the technical challenges faced in enhancing databasesystems so that they can securely manage history. These include: first; assessing theunintended retention of data in existing database systems that can threaten privacy; second;redesigning system components to avoid this unintended retention; and third; developingnew system features to support accountability when it is desired.,CIDR,2007,28,12
Exponential random graph estimation under differential privacy,Wentian Lu; Gerome Miklau,Abstract The effective analysis of social networks and graph-structured data is often limitedby the privacy concerns of individuals whose data make up these networks. Differentialprivacy offers individuals a rigorous and appealing guarantee of privacy. But whiledifferentially private algorithms for computing basic graph properties have been proposed;most graph modeling tasks common in the data mining community cannot yet be carried outprivately. In this work we propose algorithms for privately estimating the parameters ofexponential random graph models (ERGMs). We break the estimation problem into twosteps: computing private sufficient statistics; then using them to estimate the modelparameters. We consider specific alternating statistics that are in common use for ERGMmodels and describe a method for estimating them privately by adding noise proportional …,Proceedings of the 20th ACM SIGKDD international conference on Knowledge discovery and data mining,2014,27,5
Pricing Aggregate Queries in a Data Marketplace.,Chao Li; Gerome Miklau,ABSTRACT In a data marketplace; producers of data provide query answers to consumersin exchange for payment. A market for data allows capital to flow from data consumers todata producers. This helps to finance the costs of data collection and dissemination; therebyincreasing the availability of data throughout society. While nascent data markets exist onthe Web; they are currently limited in the pricing mechanisms and interactions they support.In this paper we propose new criteria for interactive pricing in a data market: price functionsshould be non-disclosive; arbitrage-free; and regret-free. We study the structure of pricefunctions meeting these criteria; and distinguish between NP-complete and PTIME cases forcomputing a conforming price function.,WebDB,2012,25,10
Cryptographically Enforced Conditional Access for XML.,Gerome Miklau; Dan Suciu,Abstract Access control for databases is typically enforced by a trusted server responsible forpermitting or denying users access to the database. This server-based protection model isincreasingly becoming inconvenient for web based applications. We propose encryptiontechniques that allow¥¦ § documents to be distributed over the web to clients for localprocessing while maintaining certain access controls. In particular; we focus on conditionalaccess controls; where a user is granted access to certain data elements conditioned on theuser's existing knowledge of another part of the data. We believe such access controls areimportant in practice; and that enforcing them cryptographically on remote instances allowsfor more flexible data dissemination and processing.,WebDB,2002,23,10
Implementing a tamper-evident database system,Gerome Miklau; Dan Suciu,Abstract Data integrity is an assurance that data has not been modified in an unknown orunauthorized manner. The goal of this paper is to allow a user to leverage a small amount oftrusted client-side computation to achieve guarantees of integrity when interacting with avulnerable or untrusted database server. To achieve this goal we describe a novel relationalhash tree; designed for efficient database processing; and evaluate the performance penaltyfor integrity guarantees. We show that strong cryptographic guarantees of integrity can beprovided in a relational database with modest overhead.,Annual Asian Computing Science Conference,2005,22,10
Privacy-aware data management in information networks,Michael Hay; Kun Liu; Gerome Miklau; Jian Pei; Evimaria Terzi,Abstract The proliferation of information networks; as a means of sharing information; hasraised privacy concerns for enterprises who manage such networks and for individual usersthat participate in such networks. For enterprises; the main challenge is to satisfy twocompeting goals: releasing network data for useful data analysis and also preserving theidentities or sensitive relationships of the individuals participating in the network. Individualusers; on the other hand; require personalized methods that increase their awareness of thevisibility of their private information.,Proceedings of the 2011 ACM SIGMOD International Conference on Management of data,2011,21,12
The matrix mechanism: optimizing linear counting queries under differential privacy,Chao Li; Gerome Miklau; Michael Hay; Andrew McGregor; Vibhor Rastogi,Abstract Differential privacy is a robust privacy standard that has been successfully appliedto a range of data analysis tasks. We describe the matrix mechanism; an algorithm foranswering a workload of linear counting queries that adapts the noise distribution toproperties of the provided queries. Given a workload; the mechanism uses a different set ofqueries; called a query strategy; which are answered using a standard Laplace or Gaussianmechanism. Noisy answers to the workload queries are then derived from the noisy answersto the strategy queries. This two-stage process can result in a more complex; correlatednoise distribution that preserves differential privacy but increases accuracy. We provide aformal analysis of the error of query answers produced by the mechanism and investigatethe problem of computing the optimal query strategy in support of a given workload. We …,The VLDB journal,2015,20,18
Optimal error of query sets under the differentially-private matrix mechanism,Chao Li; Gerome Miklau,Abstract A common goal of privacy research is to release synthetic data that satisfies aformal privacy guarantee and can be used by an analyst in place of the original data. Toachieve reasonable accuracy; a synthetic data set must be tuned to support a specified setof queries accurately; sacrificing fidelity for other queries. This work considers methods forproducing synthetic data under differential privacy and investigates what makes a set ofqueries" easy" or" hard" to answer. We consider answering sets of linear counting queriesusing the matrix mechanism [18]; a recent differentially-private mechanism that can reduceerror by adding complex correlated noise adapted to a specified workload.,Proceedings of the 16th International Conference on Database Theory,2013,20,12
Auditing a database under retention restrictions,Wentian Lu; Gerome Miklau,Auditing the changes to a database is critical for identifying malicious behavior; maintainingdata quality; and improving system performance. But an accurate audit log is a historicalrecord of the past that can also pose a serious threat to privacy. Policies which limit dataretention conflict with the goal of accurate auditing; and data owners have to carefullybalance the need for policy compliance with the goal of accurate auditing. In this paper; weprovide a framework for auditing the changes to a database system while respecting dataretention policies. Our framework includes a historical data model that supports flexible auditqueries; along with a language for retention policies that hide individual attribute values orremove entire tuples from history. Under retention policies; the audit history is partiallyincomplete. We formalize the meaning of audit queries on the protected history; which …,Data Engineering; 2009. ICDE'09. IEEE 25th International Conference on,2009,18,18
Confidentiality and integrity in distributed data exchange,Gerome Miklau; Dan Suciu,The technological advances of the past two decades have resulted in an unprecedentedavailability of data. This is largely the consequence of continuous improvements in computerhardware; the rapid evolution data management technologies; and the attendant explosionin data collection. Hardware advances have provided massive persistent storage; extremelyfast networks; and powerful processors. Fundamental advances in data management haveprovided systems to manage massive data sets and millions of transactions. Andimportantly; technologies for the integration of data sources and distributed data exchangehave allowed the combination of information sources and the collaboration acrossgeographic and organizational boundaries. These increased technical capabilities have inturn enabled an explosion of data collection. There are now stored electronic records of …,*,2005,12,16
Collaborative access control in webdamlog,Vera Zaychik Moffitt; Julia Stoyanovich; Serge Abiteboul; Gerome Miklau,Abstract The management of Web users' personal information is increasingly distributedacross a broad array of applications and systems; including online social networks andcloud-based services. Users wish to share data using these systems; but avoiding the risksof unintended disclosures or unauthorized access by applications has become a majorchallenge. We propose a novel access control model that operates within a distributed datamanagement framework based on datalog. Using this model; users can control access todata they own and control applications they run. They can conveniently specify accesscontrol policies providing flexible tuple-level control derived using provenance information.We present a formal specification of the model; an implementation built using an open-source distributed datalog engine; and an extensive experimental evaluation showing …,Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data,2015,11,12
Managing Integrity for Data Exchanged on the Web.,Gerome Miklau; Dan Suciu,ABSTRACT The World Wide Web is a medium for publishing data used by collaboratinggroups and communities of shared interest. This paper proposes mechanisms to support theaccuracy and authenticity of published data. In our framework; publishers annotate data withvirtually unforgeable evidence of authorship. Intermediaries may query; restructure; andintegrate this data while propagating the annotations. Final recipients of the data may thenderive useful conclusions about the authenticity of the data they receive.,WebDB,2005,11,12
Data; responsibly: Fairness; neutrality and transparency in data analysis,Julia Stoyanovich; Serge Abiteboul; Gerome Miklau,Big data technology holds incredible promise of improving people's lives; acceleratingscientific discovery and innovation; and bringing about positive societal change. Yet; if notused responsibly; this technology can propel economic inequality; destabilize globalmarkets and affirm systemic bias. While the potential benefits of big data are well-accepted;the importance of using these techniques in a fair and transparent manner is rarelyconsidered. The primary goal of this tutorial is to draw the attention of the data managementcommunity to the important emerging subject of responsible data management and analysis.We will offer our perspective on the issue; will give an overview of existing technical work;primarily from the data mining and algorithms communities; and will motivate future researchdirections.,International Conference on Extending Database Technology,2016,10,12
Measuring the achievable error of query sets under differential privacy,Chao Li; Gerome Miklau,Abstract A common goal of privacy research is to release synthetic data that satisfies aformal privacy guarantee and can be used by an analyst in place of the original data. Toachieve reasonable accuracy; a synthetic data set must be tuned to support a specified setof queries accurately; sacrificing fidelity for other queries. This work considers methods forproducing synthetic data under differential privacy and investigates what makes a set ofqueries “easy” or “hard” to answer. We consider answering sets of linear counting queriesusing the matrix mechanism [15]; a recent differentially-private mechanism that can reduceerror by adding complex correlated noise adapted to a specified workload. Our main result isa novel lower bound on the minimum total error required to simultaneously release answersto a set of workload queries. The bound reveals that the hardness of a query workload is …,CoRR; abs/1202.3399 v2,2012,10,5
Auditing a database under retention policies,Wentian Lu; Gerome Miklau; Neil Immerman,Abstract Auditing the changes to a database is critical for identifying malicious behavior;maintaining data quality; and improving system performance. But an accurate audit log is anhistorical record of the past that can also pose a serious threat to privacy. Policies that limitdata retention conflict with the goal of accurate auditing; and data owners have to carefullybalance the need for policy compliance with the goal of accurate auditing. In this paper; weprovide a framework for auditing the changes to a database system while respecting dataretention policies. Our framework includes an historical data model that supports flexibleaudit queries; along with a language for retention policies that can hide individual attributevalues or remove entire tuples from the history. Under retention policies; the audit history ispartially incomplete. Thus; audit queries on the protected history can include imprecise …,The VLDB Journal—The International Journal on Very Large Data Bases,2013,9,5
A framework for safely publishing communication traces,Abhinav Parate; Gerome Miklau,Abstract A communication trace is a detailed record of the communication between twoentities. Communication traces are vital for research in computer networks and study ofnetwork protocols in various domains; but their release is severely constrained by privacyand security concerns. In this paper; we propose a framework in which a trace owner canmatch an anonymizing transformation with the requirements of analysts. The trace ownercan release multiple transformed traces; each customized to an analyst's needs; or a singletransformation satisfying all requirements. The framework enables formal reasoning aboutanonymization policies; for example to verify that a given trace has utility for the analyst; or toobtain the most secure anonymization for the desired level of utility. Because communicationtraces are typically very large; we also provide techniques that allow efficient application …,Proceedings of the 18th ACM conference on Information and knowledge management,2009,9,10
AuditGuard: a system for database auditing under retention restrictions,Wentian Lu; Gerome Miklau,Abstract Auditing the changes to a database is critical for identifying malicious behavior;maintaining data quality; and improving system performance. But an accurate audit log is ahistorical record of the past that can also pose a serious threat to privacy. In many domains;retention policies govern how long data can be preserved by an institution. Regulations likeFERPA and HIPAA (in the US) or the Directive of Data Protection (in the EU); require strictretention periods to be observed; mandating the disposal of past data. In addition;institutions often adopt their own retention policies; choosing to remove sensitive data after aperiod of time to avoid its unintended release; or to avoid disclosure that could be forced bysubpeona.,Proceedings of the VLDB Endowment,2008,9,10
Pythia: Data dependent differentially private algorithm selection,Ios Kotsogiannis; Ashwin Machanavajjhala; Michael Hay; Gerome Miklau,Abstract Differential privacy has emerged as a preferred standard for ensuring privacy inanalysis tasks on sensitive datasets. Recent algorithms have allowed for significantly lowererror by adapting to properties of the input data. These so-called data-dependent algorithmshave different error rates for different inputs. There is now a complex and growing landscapeof algorithms without a clear winner that can offer low error over all datasets. As a result; thebest possible error rates are not attainable in practice; because the data curator cannotknow which algorithm to select prior to actually running the algorithm. We address thischallenge by proposing a novel meta-algorithm designed to relieve the data curator of theburden of algorithm selection. It works by learning (from non-sensitive data) the associationbetween dataset properties and the best-performing algorithm. The meta-algorithm is …,Proceedings of the 2017 ACM International Conference on Management of Data,2017,8,2
Private Database Synthesis for Outsourced System Evaluation.,Vani Gupta; Gerome Miklau; Neoklis Polyzotis,Abstract. The goal of this paper is to permit secure outsourced system evaluation. Wepropose a method for generating synthetic databases and obfuscating a workload of queriesin order to protect the sensitive information present in the database. The synthetic databaseand workload can be used by a third party to accurately carry out performance tuning; indexselection; or other system evaluation tasks. As a result; an untrusted third party can evaluatewhether a new technology would benefit the data owner without the risk of a privacy breach.Our approach is to employ state-of-the-art privacy mechanisms to compute the sufficientstatistics of a statistical model of the true database. These statistics are safe to release; so athird party can then use them to generate one or more synthetic databases to be used as asurrogate for the true database.,AMW,2011,7,21
Efficient batch query answering under differential privacy,Chao Li; Gerome Miklau,Abstract: Differential privacy is a rigorous privacy condition achieved by randomizing queryanswers. This paper develops efficient algorithms for answering multiple queries underdifferential privacy with low error. We pursue this goal by advancing a recent approachcalled the matrix mechanism; which generalizes standard differentially private mechanisms.This new mechanism works by first answering a different set of queries (a strategy) and theninferring the answers to the desired workload of queries. Although a few strategies areknown to work well on specific workloads; finding the strategy which minimizes error on anarbitrary workload is intractable. We prove a new lower bound on the optimal error of thismechanism; and we propose an efficient algorithm that approaches this bound for a widerange of workloads.,arXiv preprint arXiv:1103.1367,2011,6,18
