The mechanism of water oxidation: from electrolysis via homogeneous to biological catalysis,Holger Dau; Christian Limberg; Tobias Reier; Marcel Risch; Stefan Roggan; Peter Strasser,Abstract Striving for new solar fuels; the water oxidation reaction currently is considered tobe a bottleneck; hampering progress in the development of applicable technologies for theconversion of light into storable fuels. This review compares and unifies viewpoints on wateroxidation from various fields of catalysis research. The first part deals with thethermodynamic efficiency and mechanisms of electrochemical water splitting by metaloxides on electrode surfaces; explaining the recent concept of the potential-determiningstep. Subsequently; novel cobalt oxide-based catalysts for heterogeneous (electro) catalysisare discussed. These may share structural and functional properties with surface oxides;multinuclear molecular catalysts and the catalytic manganese–calcium complex ofphotosynthetic water oxidation. Recent developments in homogeneous water-oxidation …,*,2010,811
An oxocobalt (IV) complex stabilized by Lewis acid interactions with scandium (III) ions,Florian Felix Pfaff; Subrata Kundu; Marcel Risch; Shanthi Pandian; Florian Heims; Iweta Pryjomska‐Ray; Peter Haack; Ramona Metzinger; Eckhard Bill; Holger Dau; Peter Comba; Kallol Ray,Terminal {CoIVÀO} complexes have been proposed as reactive intermediates in a numberof cobalt-mediated alkane hydroxylation reactions [1] and in the catalytic four-electronreduction of dioxygen to water.[2] However; direct spectroscopic characterization of CoIV-containing species in these systems has not been reported; leaving a definitive assignmentambiguous. Evidence of the presence of terminal {CoIVÀO} units is to date limited to massspectrometric studies in the gas phase.[3] Reports of oxo-bridged CoIV-containing units;which are proposed as key intermediates in the catalytic oxidation of water to give molecularoxygen;[4] are also extremely rare.[5] Efforts to model {CoIVÀO} intermediates have mostlikely been hampered by the anticipated large CoIII/IV oxidation potential;[5a; b] and strongelectron repulsion between the electron rich oxo-and cobalt centers.[6] Herein we present …,Angewandte Chemie International Edition,2011,86
Nickel-oxido structure of a water-oxidizing catalyst film,Marcel Risch; Katharina Klingan; Jonathan Heidkamp; David Ehrenberg; Petko Chernev; Ivelina Zaharieva; Holger Dau,The atomic structure of an electrodeposited Ni catalyst film is dominated by extensive di-μ-oxido bridging between NiIII/IV ions; as revealed by X-ray absorption spectroscopy. Thestructure is surprisingly similar to that of an analogous Co-based film and colloidal Mn-based catalysts. Structural requirements for water oxidation are discussed.,Chemical Communications,2011,85
Recent insights into manganese oxides in catalyzing oxygen reduction kinetics,Kelsey A Stoerzinger; Marcel Risch; Binghong Han; Yang Shao-Horn,The sluggish kinetics of the oxygen reduction reaction (ORR) limit the efficiency of numerousoxygen-based energy conversion devices such as fuel cells and metal-air batteries. Amongearth abundant catalysts; manganese-based oxides have the highest activities approachingthat of precious metals. In this Review; we summarize and analyze literature findings tohighlight key parameters that influence the catalysis of the ORR on manganese-basedoxides; including the number of electrons transferred as well as specific and mass activities.These insights can help develop design guides for highly active ORR catalysts and shapefuture fundamental research to gain new knowledge regarding the molecular mechanism ofORR catalysis.,*,2015,79
Water oxidation by amorphous cobalt‐based oxides: volume activity and proton transfer to electrolyte bases,Katharina Klingan; Franziska Ringleb; Ivelina Zaharieva; Jonathan Heidkamp; Petko Chernev; Diego Gonzalez‐Flores; Marcel Risch; Anna Fischer; Holger Dau,Abstract Water oxidation in the neutral pH regime catalyzed by amorphous transition-metaloxides is of high interest in energy science. Crucial determinants of electrocatalytic activitywere investigated for a cobalt-based oxide film electrodeposited at various thicknesses oninert electrodes. For water oxidation at low current densities; the turnover frequency (TOF)per cobalt ion of the bulk material stayed fully constant for variation of the thickness of theoxide film by a factor of 100 (from about 15 nm to 1.5 μm). Thickness variation changedneither the nanostructure of the outer film surface nor the atomic structure of the oxidecatalyst significantly. These findings imply catalytic activity of the bulk hydrated oxidematerial. Nonclassical dependence on pH was observed. For buffered electrolytes with pK avalues of the buffer base ranging from 4.7 (acetate) to 10.3 (hydrogen carbonate); the …,ChemSusChem,2014,78
Water oxidation by amorphous cobalt-based oxides: in situ tracking of redox transitions and mode of catalysis,Marcel Risch; Franziska Ringleb; Mike Kohlhoff; Peter Bogdanoff; Petko Chernev; Ivelina Zaharieva; Holger Dau,Water oxidation by amorphous oxides is of high interest in artificial photosynthesis and otherroutes towards non-fossil fuels; but the mode of catalysis in these materials is insufficientlyunderstood. We tracked mechanistically relevant oxidation-state and structural changes ofan amorphous Co-based catalyst film by in situ experiments combining directly synchrotron-based X-ray absorption spectroscopy (XAS) with electrocatalysis. Unlike a classical solid-state material; the bulk material is found to undergo chemical changes. Two redoxtransitions at midpoint potentials of about 1.0 V (CoII0. 4CoIII0. 6↔ all-CoIII) and 1.2 V (all-CoIII↔ CoIII0. 8CoIV0. 2) vs. NHE at pH 7 are coupled to structural changes. These redoxtransitions can be induced by variation of either electric potential or pH; they are broaderthan predicted by a simple Nernstian model; suggesting interacting bridged cobalt ions …,Energy & Environmental Science,2015,74
Optimizing nanoparticle perovskite for bifunctional oxygen electrocatalysis,Jae-Il Jung; Marcel Risch; Seungkyu Park; Min Gyu Kim; Gyutae Nam; Hu-Young Jeong; Yang Shao-Horn; Jaephil Cho,Highly efficient bifunctional oxygen electrocatalysts are indispensable for the developmentof highly efficient regenerative fuel cells and rechargeable metal-air batteries; which couldpower future electric vehicles. Although perovskite oxides are known to have high intrinsicactivity; large particle sizes rendered from traditional synthesis routes limit their practical usedue to low mass activity. We report the synthesis of nano-sized perovskite particles with anominal composition of Lax (Ba0. 5Sr0. 5) 1− xCo0. 8Fe0. 2O3− δ (BSCF); where lanthanumconcentration and calcination temperature were controlled to influence oxide defectchemistry and particle growth. This approach produced bifunctional perovskiteelectrocatalysts∼ 50 nm in size with supreme activity and stability for both the oxygenreduction reaction (ORR) and oxygen evolution reaction (OER). The electrocatalysts …,Energy & Environmental Science,2016,73
Oxygen evolution activity and stability of Ba6Mn5O16; Sr4Mn2CoO9; and Sr6Co5O15: the influence of transition metal coordination,Alexis Grimaud; Christopher E Carlton; Marcel Risch; Wesley T Hong; Kevin J May; Yang Shao-Horn,Several coordination motifs of cobalt and manganese ions were obtained in varioustransition metal oxides; which enabled different oxidation and spin states. Combined high-resolution transmission electron microscopy (HRTEM) and X-ray absorption spectroscopy(XAS) confirmed the presence of coordination environments such as Co2+ in disorderedprisms and Co4+/Mn4+ in face-shared octahedra. The influence of cobalt and manganesecoordination on the oxygen evolution reaction (OER) activity and oxide stability in alkalinesolution was studied. Under cycling; the surface of perovskites that consists of Co2+ inprisms was amorphized and the activity was similar to that of LaCoO3; which has a stablesurface composed of Co3+ in octahedral coordination. These findings highlight the criticalrole of the electronic structure of transition metal oxides on the OER activity and stability.,The Journal of Physical Chemistry C,2013,60
Structure; bonding; and catalytic activity of monodisperse; transition-metal-substituted CeO2 nanoparticles,Joseph S Elias; Marcel Risch; Livia Giordano; Azzam N Mansour; Yang Shao-Horn,We present a simple and generalizable synthetic route toward phase-pure; monodispersetransition-metal-substituted ceria nanoparticles (M0. 1Ce0. 9O2–x; M= Mn; Fe; Co; Ni; Cu).The solution-based pyrolysis of a series of heterobimetallic Schiff base complexes ensures arigorous control of the size; morphology and composition of 3 nm M0. 1Ce0. 9O2–xcrystallites for CO oxidation catalysis and other applications. X-ray absorption spectroscopyconfirms the dispersion of aliovalent (M3+ and M2+) transition metal ions into the ceriamatrix without the formation of any bulk transition metal oxide phases; while steady-state COoxidation catalysis reveals an order of magnitude increase in catalytic activity with coppersubstitution. Density functional calculations of model slabs of these compounds confirm thestabilization of M3+ and M2+ in the lattice of CeO2. These results highlight the role of the …,Journal of the American Chemical Society,2014,54
The influence of transition metal oxides on the kinetics of Li 2 O 2 oxidation in Li–O 2 batteries: high activity of chromium oxides,Koffi PC Yao; Yi-Chun Lu; Chibueze V Amanchukwu; David G Kwabi; Marcel Risch; Jigang Zhou; Alexis Grimaud; Paula T Hammond; Fanny Bardé; Yang Shao-Horn,Reducing the energy loss associated with Li2O2 electrochemical oxidation is paramount tothe development of efficient rechargeable lithium–oxygen (Li–O2) batteries for practical use.The influence of a series of perovskites with different eg filling on the kinetics of Li2O2oxidation was examined using Li2O2-prefilled electrodes. While LaCrO3 is inactive foroxygen evolution upon water oxidation in alkaline solution; it was found to provide thehighest specific current towards Li2O2 oxidation among all the perovskites examined.Further exploration of Cr-based catalysts showed that Cr nanoparticles (Cr NP) with anaverage particle size of 40 nm; having oxidized surfaces; had comparable surface areaactivities to LaCrO3 but much greater mass activities. Unlike Pt/C and Ru/C that promoteelectrolyte oxidation in addition to Li2O2 oxidation; no evidence of enhanced electrolyte …,Physical Chemistry Chemical Physics,2014,37
Atomic structure of cobalt-oxide nanoparticles active in light-driven catalysis of water oxidation,Marcel Risch; Denys Shevchenko; Magnus F Anderlund; Stenbjörn Styring; Jonathan Heidkamp; Kathrin M Lange; Anders Thapper; Ivelina Zaharieva,Abstract The atomic structure of water-oxidizing nanoparticles (10–60 nm) formed fromcobalt (II) salts and methylenediphosphonate (M2P) is investigated. These amorphousnanoparticles are of high interest for production of solar fuels. They facilitate water oxidationin a directly light-driven process using [Ru (bpy) 3] 2+(bpy= 2; 2'-bipyridine) as aphotosensitizer and persulfate (S 2 O 8 2−) as an electron acceptor. By X-ray absorptionspectroscopy (XAS) at the cobalt K-edge; cobalt L-edge and oxygen K-edge; we investigatethe light-driven transition from the Co II/M2P precursor to the active catalyst; which is alayered cobalt (III) oxide with structural similarities to water-oxidizing electrocatalysts. TheM2P ligand likely binds at the periphery of the nanoparticles; preventing their furtheragglomeration during the catalytic reaction. This system opens a possibility to link the …,international journal of hydrogen energy,2012,36
pH dependence of OER activity of oxides: current and future perspectives,Livia Giordano; Binghong Han; Marcel Risch; Wesley T Hong; Reshma R Rao; Kelsey A Stoerzinger; Yang Shao-Horn,Abstract Understanding the mechanism of the oxygen evolution reaction (OER) is essentialto develop better electrocatalysts for solar fuel generation. Measuring the pH dependence ofthe OER activity can provide insights on the reaction path that are otherwise difficult toaccess experimentally; in particular on the coupling of protons and electrons during thereaction. We argue that the use of a pH-dependent reference electrode; such as thereversible hydrogen electrode; is more suitable for these studies as it assures that theoverpotential is fixed while varying the pH. We provide criteria for pH dependence when thisreference is used and validate the existing results with our measurements on RuO 2powders. A statistical analysis of the existing results allows us to sketch trends in thereaction order on pH with respect to the number of d electrons; oxidation states; and …,*,2016,29
Protonation states in a cobalt-oxide catalyst for water oxidation: fine comparison of ab initio molecular dynamics and X-ray absorption spectroscopy results,Giuseppe Mattioli; Marcel Risch; Aldo Amore Bonapasta; Holger Dau; Leonardo Guidoni,Ab initio molecular dynamics simulations of a recently proposed cobalt-based catalyst forwater oxidation provide insight into the properties of protons at the water/oxide interface.Calculations and X-ray absorption spectroscopy data indicate a cubane-like structure of thecatalyst; support the occurrence of protonated μ2-O atoms; suggest deprotonated μ3-Oatoms and the presence of sites promoting low-barrier hydrogen bonds.,Physical Chemistry Chemical Physics,2011,29
Solid-state activation of Li 2 O 2 oxidation kinetics and implications for Li–O 2 batteries,Koffi PC Yao; Marcel Risch; Sayed Youssef Sayed; Yueh-Lin Lee; Jonathon R Harding; Alexis Grimaud; Nir Pour; Zhichuan Xu; Jigang Zhou; Azzam Mansour; Fanny Bardé; Yang Shao-Horn,As one of the most theoretically promising next-generation chemistries; Li–O2 batteries arethe subject of intense research to address their stability; cycling; and efficiency issues. Therecharge kinetics of Li–O2 are especially sluggish; prompting the use of metal nanoparticlesas reaction promoters. In this work; we probe the underlying pathway of kineticsenhancement by transition metal and oxide particles using a combination ofelectrochemistry; X-ray absorption spectroscopy; and thermochemical analysis in carbon-free and carbon-containing electrodes. We highlight the high activity of the group VItransition metals Mo and Cr; which are comparable to noble metal Ru and coincide with XASmeasured changes in surface oxidation state matched to the formation of Li2MoO4 andLi2CrO4. A strong correlation between conversion enthalpies of Li2O2 with the promoter …,Energy & Environmental Science,2015,28
Role of LiCoO2 surface terminations in oxygen reduction and evolution kinetics,Binghong Han; Danna Qian; Marcel Risch; Hailong Chen; Miaofang Chi; Ying Shirley Meng; Yang Shao-Horn,Oxygen reduction reaction (ORR) and oxygen evolution reaction (OER) activities of LiCoO2nanorods with sizes in the range from 9 to 40 nm were studied in alkaline solution. The sidesof these nanorods were terminated with low-index surfaces such as (003); while the tipswere terminated largely with high-index surfaces such as (104); as revealed by high-resolution transmission electron microscopy. Electron energy loss spectroscopydemonstrated that low-spin Co3+ prevailed on the sides; while the tips exhibitedpredominantly high-or intermediate-spin Co3+. We correlated the electronic and atomicstructure to higher specific ORR and OER activities at the tips as compared to the sides;which was accompanied by more facile redox of Co2+/3+ and higher charge transferred perunit area. These findings highlight the critical role of surface terminations and electronic …,The journal of physical chemistry letters,2015,27
Activity and stability trends of perovskite oxides for oxygen evolution catalysis at neutral pH,Binghong Han; Marcel Risch; Yueh-Lin Lee; Chen Ling; Hongfei Jia; Yang Shao-Horn,Perovskite oxides (ABO3) have been studied extensively to promote the kinetics of theoxygen evolution reaction (OER) in alkaline electrolytes. However; developing highly activecatalysts for OER at near-neutral pH is desirable for many photoelectrochemical/electrochemical devices. In this paper; we systematically studied the activity and stability ofwell-known perovskite oxides for OER at pH 7. Previous activity descriptors established forperovskite oxides at pH 13; such as having an eg occupancy close to unity or having an O p-band center close to Fermi level; were shown to scale with OER activity at pH 7. Stability wasa greater challenge at pH 7 than at pH 13; where two different modes of instability wereidentified from combined transmission electron microscopy and density functional theoryanalyses. Perovskites with O p-band close to Fermi level showed leaching of A-site atoms …,Physical Chemistry Chemical Physics,2015,27
Characterisation of a water-oxidizing Co-film by XAFS,Marcel Risch; Franziska Ringleb; Varsha Khare; Petko Chernev; Ivelina Zaharieva; Holger Dau,Abstract A major enterprise for scientists worldwide is the search for alternative fuels andmolecular hydrogen (H 2) is a promising candidate. Its large-scale technical productionneeds to involve water-oxidation catalysts from inexpensive and abundant materials. Here; awater-oxidizing Co-based catalyst film (CoCF) is investigated. We review and extend ourprevious X-ray absorption spectroscopy (XAS) measurements (at Helmholtz-ZentrumBerlin/BESSY) by comparison to LiCoO 2; a Co III compound of similar structure andcomposition. Further evidence is presented that the bulk oxidation state of cobalt in theCoCF is 3+. We propose that the catalyst film is composed of interconnected completeand/or incomplete Co-oxo cubanes possibly forming a disordered network of the basic Co3/4 (μ-O) 4 units.,Journal of Physics: Conference Series,2009,23
Single crystalline pyrochlore nanoparticles with metallic conduction as efficient bi-functional oxygen electrocatalysts for Zn–air batteries,Joohyuk Park; Marcel Risch; Gyutae Nam; Minjoon Park; Tae Joo Shin; Suhyeon Park; Min Gyu Kim; Yang Shao-Horn; Jaephil Cho,Oxygen reduction reaction (ORR) or oxygen evolution reaction (OER) electrocatalystsincluding carbon-; non-precious metal-; metal alloy-; metal oxide-; and carbide/nitride-basedmaterials are of great importance for energy conversion and storage technologies. Amongthem; metal oxides (eg; perovskite and pyrochlore) are known to be promising candidates aselectrocatalysts. Nevertheless; the intrinsic catalytic activities of pyrochlore oxides are stillpoorly understood because of the formation of undesirable phases derived from thesynthesis processes. Herein; we present highly pure single crystalline pyrochlorenanoparticles with metallic conduction (Pb2Ru2O6. 5) as an efficient bi-functional oxygenelectrocatalyst. Notably; it has been experimentally shown that the covalency of Ru–O bondsaffects the ORR and OER activities by comparing the X-ray absorption near edge …,Energy & Environmental Science,2017,14
Activity and stability of cobalt phosphides for hydrogen evolution upon water splitting,Don-Hyung Ha; Binghong Han; Marcel Risch; Livia Giordano; Koffi PC Yao; Pinar Karayaylali; Yang Shao-Horn,Abstract Late transition metal phosphides have been reported to have high activity forcatalyzing hydrogen evolution reaction (HER); yet their active site and stability are not well-understood. Here we report systematic activity and stability study of CoP for HER bycombining electrochemical measurements for CoP nanoparticles (NPs) with ex situ and insitu synchrotron X-ray absorption (XAS) spectroscopy at phosphorus and cobalt K edges; aswell as density functional theory (DFT) calculations. Colloidally synthesized CoP NPsshowed high HER activity in both acid and base electrolytes; comparable to previous work;where no significant pH dependence was observed. Transmission electron microscopy-energy dispersive spectroscopy study of CoP NPs before and after exposure to potentials inthe range from 0 to 1.4 V vs. the reversible hydrogen electrode (RHE) revealed that the P …,Nano Energy,2016,14
Towards a comprehensive X-ray approach for studying the photosynthetic manganese complex–XANES; Kα/Kβ/Kβ-satellite emission lines; RIXS; and comparative c...,I Zaharieva; P Chernev; M Risch; L Gerencser; G Berggren; D Shevchenko; M Anderlund; TC Weng; M Haumann; H Dau,Abstract Advanced X-ray spectroscopy experiments can contribute to elucidation of themechanism of water oxidation in biological (tetra-manganese complex of Photosystem II)and artificial systems. Although the electronic structure of the catalytic metal site is of highinterest; it is experimentally not easily accessible. Therefore; we and other researchers areworking towards a comprehensive approach involving a combination of methods; namely (1)quantitative analysis of X-ray absorption near-edge structure (XANES) spectra collected atthe K-edge and; in the long run; at the L-edge of manganese;(2) high-resolution X-rayemission spectroscopy (XES) of Kα and Kβ lines;(3) two-dimensional resonant inelastic X-ray scattering (RIXS) spectra. Collection of these spectroscopic data sets requires state-of-the-art synchrotron radiation facilities as well as experimental strategies to minimize the …,Journal of Physics: Conference Series,2009,14
Rotating Ring–Disk Electrode Study of Oxygen Evolution at a Perovskite Surface: Correlating Activity to Manganese Concentration,Julius Scholz; Marcel Risch; Kelsey A Stoerzinger; Garlef Wartner; Yang Shao-Horn; Christian Jooss,Transition-metal oxides with the perovskite structure are promising catalysts to promote thekinetics of the oxygen evolution reaction (OER). To improve the activity and stability of thesecatalysts; a deeper understanding about the active site; the underlying reaction mechanism;and possible side reactions is necessary. We chose smooth epitaxial (100)-oriented La0.6Sr0. 4MnO3 (LSMO) films grown on Nb: SrTiO3 (STNO) as a model electrode to investigateOER activity and stability using the rotating ring− disk electrode (RRDE) method. Carefulelectrochemical characterization of various films in the thickness range between 10 and 200nm yields an OER activity of the epitaxial LSMO surface of 100 μA/cm2ox at 1.65 V vs RHE;which is among the highest reported for LSMO and close to (110)-oriented IrO2. Detailedpost-mortem analysis using XPS; XRD; and AFM revealed the high structural and …,The Journal of Physical Chemistry C,2016,12
