Niclosamide inhibits androgen receptor variants expression and overcomes enzalutamide resistance in castration-resistant prostate cancer,Chengfei Liu; Wei Lou; Yezi Zhu; Nagalakshmi Nadiminty; Chad T Schwartz; Christopher P Evans; Allen C Gao,Purpose: Enzalutamide; a second-generation antiandrogen; was recently approved for thetreatment of castration-resistant prostate cancer (CRPC) in patients who no longer respondto docetaxel. Despite these advances that provide temporary respite; resistance toenzalutamide occurs frequently. Androgen receptor (AR) splice variants such as AR-V7have recently been shown to drive castration-resistant growth and resistance toenzalutamide. This study was designed to identify inhibitors of AR variants and test its abilityto overcome resistance to enzalutamide. Experimental Design: The drug screening wasconducted using luciferase activity assay to determine the activity of AR-V7 after treatmentwith the compounds in the Prestwick Chemical Library; which contains about 1;120 FDA-approved drugs. The effects of the identified inhibitors on AR-V7 activity and …,Clinical cancer research,2014,119
Upregulation of glucose metabolism by NF-κB2/p52 mediates enzalutamide resistance in castration-resistant prostate cancer cells,Yuanyuan Cui; Nagalakshmi Nadiminty; Chengfei Liu; Wei Lou; Chad T Schwartz; Allen C Gao,Abstract Cancer cells reprogram their metabolic pathways to facilitate fast proliferation.Previous studies have shown that overexpression of NF-κB2/p52 (p52) in prostate cancercells promotes cell growth and leads to castration resistance through aberrant activation ofandrogen receptor (AR). In addition; these cells become resistant to enzalutamide. In thisstudy; we investigated the effects of p52 activation on glucose metabolism and on responseto enzalutamide therapy. Data analysis of gene expression arrays showed that genesincluding GLUT1 (SLC2A1); PKM2; G6PD; and ME1 involved in the regulation of glucosemetabolism were altered in LNCaP cells overexpressing p52 compared with the parentalLNCaP cells. We demonstrated an increased amount of glucose flux in the glycolysispathway; as well as the pentose phosphate pathway (PPP) upon p52 activation. The p52 …,Endocrine-related cancer,2014,14
某综合医院院内感染的现况调查,尹维佳， 刘承飞， 舒明蓉， 陈敏， 刘力克， 汪勇， 庄红娣,目的: 了解某综合医院院内感染的情况. 方法: 对某综合医院2003.7. 1~ 2004.6. 30 期间21个主要科室的全年出院病例进行随机分层抽样后进行现况调查; 按我国《 医院内感染诊断标准》判断后得到医院内感染病例后对该医院院内感染情况进行描述性分析. 结果: 该医院2004年度的院内感染率为4.70%(195/4147); 以ICU 科感染率最高; 达31.11%; 此外; 血液科;肿瘤科及干部科的感染率均较高; 呼吸系统发生院内感染的病例所占比例最高为65.23%;院内感染病例的送检率达到55.90%; 院内感染的病原体以革兰氏阴性杆菌所占比例最高为47.52%; 其次分别为真菌和革兰氏阳性菌; 各微生物种类中以酵母样菌(真菌) 所占比例最高为16.31%.结论: 该医院院内感染率处于国内外较低水平; 但仍应加强对ICU 等科室的管理以及对住院患者呼吸道感染的预防; 进一步降低院内感染的发生率; 提高治愈率.,現代預防醫學,2006,14
Inhibition of AKR1C3 activation overcomes resistance to abiraterone in advanced prostate cancer,Chengfei Liu; Cameron M Armstrong; Wei Lou; Alan Lombard; Christopher P Evans; Allen C Gao,Abiraterone suppresses intracrine androgen synthesis via inhibition of CYP17A1. However;clinical evidence suggests that androgen synthesis is not fully inhibited by abiraterone andthe sustained androgen production may lead to disease relapse. In the present study; weidentified AKR1C3; an important enzyme in the steroidogenesis pathway; as a criticalmechanism driving resistance to abiraterone through increasing intracrine androgensynthesis and enhancing androgen signaling. We found that overexpression of AKR1C3confers resistance to abiraterone while downregulation of AKR1C3 resensitizes resistantcells to abiraterone treatment. In abiraterone-resistant prostate cancer cells; AKR1C3 isoverexpressed and the levels of intracrine androgens are elevated. In addition; AKR1C3activation increases intracrine androgen synthesis and enhances androgen receptor (AR) …,Molecular cancer therapeutics,2017,11
医院感染危险因素的病例对照研究,舒明蓉， 陈敏， 刘承飞， 刘力克， 尹维佳， 乔甫， 王志芬,目的: 了解某综合医院医院感染的危险因素; 为该医院有针对性的采取预防措施;控制医院感染提供依据. 方法: 对某综合医院2003.7. 1~ 2004.6. 30 期间21个主要科室的全年出院病历进行随机分层抽样; 对所得样本逐一查阅; 按卫生部《医院感染诊断标准》 判断后得到医院感染病例. 采用1: 2 病例对照研究对医院感染的影响因素进行单因素及多因素条件logistic 回归分析. 结果: 该医院2004 年度的医院感染率为4.70%;单因素条件Logistic 回归分析中; 共筛选出12 个危险因素与医院感染的发生有关(OR= 0.0500~9.2883; P 值均< 0.05); 多因素条件Logistic 回归分析筛选出静脉用药; 动静脉插管; 糖尿病;手术; 药敏选药与医院感染相关(OR= 0.0668~ 5.7893; P 值均< 0.05); 其中;按药敏选药与医院感染呈负相关. 结论: 该院医院感染率处于国内外较低水平;医院感染的发生与静脉用药; 静脉插管; 糖尿病; 手术及是否按药敏选药有关; 故对糖尿病患者 …,現代預防醫學,2006,9
RhoGDIα downregulates androgen receptor signaling in prostate cancer cells,Yezi Zhu; Chengfei Liu; Ramakumar Tummala; Nagalakshmi Nadiminty; Wei Lou; Allen C Gao,METHODS GDIα was transiently or stably transfected into several prostate cancer cell linesincluding LNCaP; C4-2; CWR22Rv1; and DU145. The regulation of AR expression by GDIαwas analyzed by qRT-PCR and Western blot. AR activity was measured by luciferasereporter assays and electrophoretic mobility shift analysis (EMSA). Immunofluorescenceassay was performed to study AR nuclear translocation. The interaction between GDIα andAR was examined by co-immunoprecipitation assays. RESULTS In this study; we haveidentified GDIα as a negative regulator of AR signaling pathway. Overexpression of GDIαdownregulates AR expression at both mRNA and protein levels. Overexpression of GDIα isable to prevent AR nuclear translocation and inhibit transactivation of AR target genes. Co-immunoprecipitation assays showed that GDIα physically interacts with the N-terminal …,The Prostate,2013,7
医院内感染的危险因素与预防措施探讨,汪勇， 刘承飞， 刘力克,每個DOI號前面加上 「 http://dx.doi.org/ 」 便成為永久網址。 如以DOI號為 10.5297/ser.1201.002的文獻為例，此文獻的永久連結便是： http://dx.doi.org/ 10.5297/ser.1201.002 。日後不論出版單位如何更動此文獻位置，永久連結所指向的位置皆會即時更新，不再錯失重要的研究… 有DOI的文獻在引用時皆應同時引用DOI。若使用APA、Chicago以外未規範DOI的引用格式，可引用DOI永久連結 …DOI可強化引用精確性、增強學術圈連結，並給予使用者跨平台的良好使用經驗，目前在全世界已有超過五千萬個物件申請DOI。 如想對DOI的使用與概念有進一步了解，請參考 華藝DOI註冊中心 （ doi.airiti.com ） …數據來源：Academic Citation Index，簡稱ACI臺灣地區最大的引用文獻資料庫，目前收錄臺灣地區所出版的人文學、社會學領域學術期刊，穩定出刊中的期刊總量約400種，若包含已收錄但後續停刊的期刊，總期刊量超過500種 …,現代預防醫學,2006,6
The study of the tumorigenicity and metastasis ability in human lung cancer cell line L9981 using in vivo imaging.,Y Ren; J Chen; H Liu; H Yan; Y Wang; C Liu; Q Zhou,BACKGROUND: The aim of this work is to study the tumorigenicity and metastasis ability inhuman large cell lung caner cell line L9981 by in vivo imaging. METHODS: We firstlytransfected the plasmids with firefly luciferase (luc) gene into L9981 cells and thenestablished the stable transfected L9981-luc cell line with G418. Then the positive L9981-Lue cells were implanted subcutaneously into mice and were monitored for tumor growthand micrometastases with in vivo imaging technique. RESULTS: The results showed that thebioluminescence density of the stable transfected L9981-Lue cells correlated to the numbersof the tumor cells in vitro. The L9981-Luc cells still keep the high metastasis characterization.After the L9981-Luc cells were implanted into mice subcutaneously for several weeks; wefound the metastasis lesions in the different organs of the mice using in vivo imaging …,Zhongguo fei ai za zhi= Chinese journal of lung cancer,2008,5
Selenium compounds induce ROS in human high-metastatic large cell lung cancer cell line L9981.,C Liu; J Chen; Z Wu; Y Li; Y Zhu; Y Ren; Q Zhou,BACKGROUND: It has been proved that methylseleninic acid (MSA) is a kind of artificiallydeveloped selenium compound; which appeared to be the best candidate for cancerprevention and therapy. Reduced glutathione is not only critical to MSA metabolism; but alsois a kind of protective antioxidant which could remove the oxygen free radical promptly andmaintain the intracellular redox status stable. The aim of this study is to explore theanticancer effects of ROS induced by MSA and the molecular mechanisms of MSA oninduction of ROS. METHODS: We confirmed that MSA and selenite have the anticancereffect in the human high-metastatic large cell lung cancer cell line L9981 by growthinhibition detection; we detect the ROS induced by MSA and selenite in L9981 byfluorescence microscopy; and use flow cytometry to quantitate the ROS induced by NAC …,Zhongguo fei ai za zhi= Chinese journal of lung cancer,2008,3
Niclosamide and Bicalutamide Combination Treatment Overcomes Enzalutamide-and Bicalutamide-Resistant Prostate Cancer,Chengfei Liu; Cameron M Armstrong; Wei Lou; Alan P Lombard; Vito Cucchiara; Xinwei Gu; Joy C Yang; Nagalakshmi Nadiminty; Chong-xian Pan; Christopher P Evans; Allen C Gao,Activation of the androgen receptor (AR) and its splice variants is linked to advancedprostate cancer and drives resistance to antiandrogens. The roles of AR and AR variants inthe development of resistance to androgen deprivation therapy (ADT) and bicalutamidetreatment; however; are still incompletely understood. To determine whether AR variantsplay a role in bicalutamide resistance; we developed bicalutamide-resistant LNCaP cells(LNCaP-BicR) and found that these resistant cells express significantly increased levels ofAR variants; particularly AR-V7; both at the mRNA and protein levels. Exogenousexpression of AR-V7 in bicalutamide-sensitive LNCaP cells confers resistance tobicalutamide treatment. Knockdown of AR-V7 in bicalutamide-and enzalutamide-resistantCWR22Rv1; enzalutamide-resistant C4-2B (C4-2B MDVR); and LNCaP-BicR cells …,Molecular cancer therapeutics,2017,2
Indomethacin to inhibit AKR1C3 intracrine androgen production and sensitizes prostate cancer (PCa) to enzalutamide.,Chong-xian Pan; Chengfei Liu; Primo Lara; Christopher P Evans; Marc Dall'Era; Stanley Yap; Wei Lou; Allen Gao,161 Background: Enzalutamide (Enza) improves the treatment of metastatic castration-resistant PCa (mCRPC). Acquired resistance is the most common cause of treatment failure.Our objective was to determine mechanisms of resistance to Enza and develop noveltherapy to overcome resistance. Methods: Enza-resistant PCa cells were establishedthrough continuous culture of C4-2B cells with Enza. Global gene expression array andwestern blots were used to assess gene expression in cell lines and validated in clinicalspecimens using Oncomine and GEO databases. The therapeutic effects of indomethacinwere determined in cell culture and in mice carrying CWR22Rv1 xenografts. A Phase I/IIclinical trial with Enza plus indomethacin has been approved by IRB. Results: Steroidbiosynthesis pathways; especially AKR1C3; were significantly elevated in Enza resistant …,*,2017,1
Niclosamide in combination with abiraterone and prednisone in men with castration-resistant prostate cancer (CRPC): initial results from a phase Ib/II trial.,Chong-xian Pan; Primo Lara; Christopher P Evans; Mamta Parikh; Marc Dall'era; Chengfei Liu; Daniel Robles; Allen Gao,192 Background: Prostate cancer is driven by androgen receptor (AR) signaling. The variantAR-V7 lacks the ligand binding domain; constitutively activates the AR pathway; and confersresistance to Abiraterone (Abi) and enzalutamide (Enza). We discovered that the anti-helminthic drug niclosamide targets AR-V7 and sensitizes resistant CRPC to Enza and Abi.We hypothesize that niclosamide/PDMX1001 potentiates the efficacy of Abi against CRPC.Here we report the initial results of this ongoing investigator-initiated phase Ib/II trial.Methods: Eligible patients (pts) have progressive CRPC with serum testosterone< 50 ng/dl.No prior Abi was allowed. In the Phase Ib cohort; pts received Abi 1000 mg PO qd;prednisone 5 mg PO bid; with intrapatient dose-escalation of niclosamide/PDMX1001 from400 mg PO bid to 1600 mg PO tid. Trough niclosamide/PDMX1001 levels were measured …,*,2018,*
A phase Ib/II trial of indomethacin and enzalutamide to treat castration-resistant prostate cancer (CRPC).,Chong-xian Pan; Primo Lara; Christopher P Evans; Mamta Parikh; Ralph de Vere White; Marc Dall'era; Chengfei Liu; Daniel Robles; Allen Gao,TPS394 Background: Enzalutamide (Enza) and abiraterone (Abi) are commonly used totreat CRPC. Resistance is the most common cause of treatment failure. We discovered that acritical steroidogenic enzyme AKR1C3 was significantly elevated and contributed tointratumoral androgen synthesis in Enza-resistant prostate cancer cells and tumors.Overexpression of AKR1C3 induced androgen receptor variant 7 (AR-V7) expression; whileinhibition of AKR1C3 downregulated AR-V7. We then discovered that indomethacin (Indo)inhibited AKR1C3 activation and sensitized resistant CRPC cells to Enza and Abi. Onepatient accidentally took Indo and achieved biochemical as well as radiological response ofhis prostate cancer. These findings prompted us to design a clinical trial to test thecombination of Indo with Enza for the treatment of CRPC and to study the underlying …,*,2018,*
