In vivo bone strain and finite‐element modeling of the craniofacial haft in catarrhine primates,Callum F Ross; Michael A Berthaume; Paul C Dechow; Jose Iriarte‐Diaz; Laura B Porro; Brian G Richmond; Mark Spencer; David Strait,Abstract Hypotheses regarding patterns of stress; strain and deformation in the craniofacialskeleton are central to adaptive explanations for the evolution of primate craniofacial form.The complexity of craniofacial skeletal morphology makes it difficult to evaluate thesehypotheses with in vivo bone strain data. In this paper; new in vivo bone strain data from theintraorbital surfaces of the supraorbital torus; postorbital bar and postorbital septum; theanterior surface of the postorbital bar; and the anterior root of the zygoma are combined withpublished data from the supraorbital region and zygomatic arch to evaluate the validity of afinite-element model (FEM) of a macaque cranium during mastication. The behavior of thismodel is then used to test hypotheses regarding the overall deformation regime in thecraniofacial haft of macaques. This FEM constitutes a hypothesis regarding deformation …,Journal of Anatomy,2011,69
Integrating biological and engineering ontologies,Jeffrey D McPherson; Ian R Grosse; Sundar Krishnamurty; Jack C Wileden; Elizabeth R Dumont; Michael A Berthaume,abstract As methods for engineering data acquisition improve; methods for storing;generating knowledge from; and sharing that data for efficient reuse have become moreimportant. Knowledge management in the engineering community can greatly benefit fromadvancements made in knowledge management in biology. The biological community hasalready made progress in knowledge management through projects such as the GeneOntology and CellML; and it behooves the engineering community to learn from theirsuccesses. Engineering and biology overlap in the field of biosimulation;(ie finite-elementanalysis of biological systems; see www. biomesh. org) which gives an opportunity tointegrate successful ontologies from the biology community into the engineering community.Previous research has led to the creation of the Biomesh project; which is a collection of …,ASME 2013 International Design Engineering Technical Conferences and Computers and Information in Engineering Conference,2013,7
The effects of relative food item size on optimal tooth cusp sharpness during brittle food item processing,Michael A Berthaume; Elizabeth R Dumont; Laurie R Godfrey; Ian R Grosse,Teeth are often assumed to be optimal for their function; which allows researchers to derivedietary signatures from tooth shape. Most tooth shape analyses normalize for tooth size;potentially masking the relationship between relative food item size and tooth shape. Here;we model how relative food item size may affect optimal tooth cusp radius of curvature (RoC)during the fracture of brittle food items using a parametric finite-element (FE) model of a four-cusped molar. Morphospaces were created for four different food item sizes by altering cuspRoCs to determine whether optimal tooth shape changed as food item size changed. Themorphospaces were also used to investigate whether variation in efficiency metrics (iestresses; energy and optimality) changed as food item size changed. We found that optimaltooth shape changed as food item size changed; but that all optimal morphologies were …,Journal of the Royal Society Interface,2014,6
On the relationship between tooth shape and masticatory efficiency: A finite element study,Michael A Berthaume,ABSTRACT Dental topography has successfully linked disparate tooth shapes to distinctdietary categories; but not to masticatory efficiency. Here; the relationship between fourdental topographic metrics and brittle food item breakdown efficiency during compressivebiting was investigated using a parametric finite element model of a bunodont molar. Fooditem breakdown efficiency was chosen to represent masticatory efficiency as it isolated tooth–food item interactions; where most other categories of masticatory efficiency include severalaspects of the masticatory process. As relative food item size may affect thepresence/absence of any relationship; four isometrically scaled; hemispherical; proxy fooditems were considered. Topographic metrics were uncorrelated to food item breakdownefficiency irrespective of relative food item size; and dental topographic metrics were …,The Anatomical Record,2016,3
Tooth cusp radius of curvature as a dietary correlate in primates,Michael A Berthaume,Abstract Tooth cusp radius of curvature (RoC) has been hypothesized to play an importantrole in food item breakdown; but has remained largely unstudied due to difficulties inmeasuring and modeling RoC in multicusped teeth. We tested these hypotheses using aparametric model of a four cusped; maxillary; bunodont molar in conjunction with finiteelement analysis. When our data failed to support existing hypotheses; we put forth andtested the Complex Cusp Hypothesis which states that; during brittle food items breakdown;an optimally shaped molar would be maximizing stresses in the food item while minimizingstresses in the enamel. After gaining support for this hypothesis; we tested the effects ofrelative food item size on optimal molar morphology and found that the optimal set of RoCschanged as relative food item size changed. However; all optimal morphologies were …,*,2013,3
Skeletal immaturity; rostral sparing; and disparate hip morphologies as biomechanical causes for Legg‐Calvé‐Perthes' disease,Michael A Berthaume; Daniel C Perry; Catherine A Dobson; Ulrich Witzel; Nicholas M Clarke; Michael J Fagan,Abstract Legg-Calvé-Perthes'(Perthes') disease is a developmental disease of the hip jointthat may result in numerous short and long term problems. The etiology of the diseaseremains largely unknown; but the mechanism is believed to be vascular and/orbiomechanical in nature. There are several anatomical characteristics that tend to beprevalent in children with Perthes' disease; namely: skeletal immaturity; reduced height; androstral sparing. We present an overview of the literature; summarizing the currentunderstanding of the pathogenesis; particularly related to how the formation of thevasculature to the femoral epiphysis places children aged 5–8 at a higher risk for Perthes'disease; how skeletal immaturity and rostral sparing could increase the probability ofdeveloping Perthes' disease; and how animal models have aided our understanding of …,Clinical Anatomy,2016,2
Hominoid dental topography: a possible case for character displacement,Michael A Berthaume,*,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,2015,2
Extant ape dental topography and its implications for reconstructing the emergence of early Homo,Michael A Berthaume; Kes Schroer,Abstract Dental topography reflects diet accurately in several extant and extinct mammalianclades. However; dental topographic dietary reconstructions have high success rates onlywhen closely related taxa are compared. Given the dietary breadth that exists among extantapes and likely existed among fossil hominins; dental topographic values from manyspecies and subspecies of great apes are necessary for making dietary inferences about thehominin fossil record. Here; we present the results of one metric of dental topography;Dirichlet normal energy (DNE); for seven groups of great apes (Pongo pygmaeuspygmaeus; Pan paniscus; Pan troglodytes troglodytes and schweinfurthii; Gorilla gorillagorilla; Gorilla beringei graueri and beringei). Dirichlet normal energy was inadequate atdifferentiating folivores from frugivores; but was adequate at predicting which groups had …,Journal of human evolution,2017,1
Functional and evolutionary consequences of cranial fenestration in birds,Sander WS Gussekloo; Michael A Berthaume; Daniel R Pulaski; Irene Westbroek; Jan H Waarsing; Robin Heinen; Ian R Grosse; Elizabeth R Dumont,Abstract Ostrich-like birds (Palaeognathae) show very little taxonomic diversity while theirsister taxon (Neognathae) contains roughly 10;000 species. The main anatomicaldifferences between the two taxa are in the crania. Palaeognaths lack an element in the billcalled the lateral bar that is present in both ancestral theropods and modern neognaths; andhave thin zones in the bones of the bill; and robust bony elements on the ventral surface oftheir crania. Here we use a combination of modeling and developmental experiments toinvestigate the processes that might have led to these differences. Engineering-based finiteelement analyses indicate that removing the lateral bars from a neognath increasesmechanical stress in the upper bill and the ventral elements of the skull; regions that areeither more robust or more flexible in palaeognaths. Surgically removing the lateral bar …,Evolution,2017,1
Constraints on feeding biomechanics in Australopithecus sediba,Justin A Ledogar; Amanda L Smith; Stefano Benazzi; Gerhard W Weber; Mark A Spencer; Keely B Carlson; Kieran P McNulty; Paul C Dechow; Ian R Grosse; Callum F Ross; Brian G Richmond; Barth W Wright; Qian Wang; Craig Byron; Dennis E Slice; Kristian J Carlson; Darryl J De Ruiter; Lee R Berger; Kelli Tamvada; Leslie C Pryor Smith; Michael A Berthaume; David S Strait,Autor: Ledogar; Justin A. et al.; Genre: Meeting Abstract; Im Druck veröffentlicht: 2014-03;Titel: Constraints on feeding biomechanics in Australopithecus sediba.,*,2014,1
Dental topography and the diet of Homo naledi,Michael A Berthaume; Lucas K Delezene; Kornelius Kupczik,Abstract Though late Middle Pleistocene in age; Homo naledi is characterized by a mosaicof Australopithecus-like (eg; curved fingers; small brains) and Homo-like (eg; elongatedlower limbs) traits; which may suggest it occupied a unique ecological niche. Ecologicalreconstructions inform on niche occupation; and are particularly successful when usingdental material. Tooth shape (via dental topography) and size were quantified for fourgroups of South African Plio-Pleistocene hominins (specimens of Australopithecusafricanus; Paranthropus robustus; H. naledi; and Homo sp.) on relatively unworn M 2 s toinvestigate possible ecological differentiation in H. naledi relative to taxa with similar knowngeographical ranges. H. naledi has smaller; but higher-crowned and more wear resistantteeth than Australopithecus and Paranthropus. These results are found in both lightly and …,Journal of Human Evolution,2018,*
Many ways to form a pit; but not a scratch: modelling and measuring dental microwear signatures,Michael A Berthaume; Ellen Schulz-Kornas; Kornelius Kupczik,*,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,2017,*
Data from: Functional and evolutionary consequences of cranial fenestration in birds,SWS Gussekloo; Michael A Berthaume; Daniel R Pulaski; Irene Westbroek; Jan H Waarsing; R Heinen; Ian R Grosse; Elizabeth R Dumont,Abstract Ostrich-like birds (Palaeognathae) show very little taxonomic diversity while theirsister taxon (Neognathae) contains roughly 10000 species. The main anatomical differencesbetween the two taxa are in the crania. Palaeognaths lack an element in the bill called thelateral bar that is present in both ancestral theropods and modern neognaths; have thinzones in the bones of the bill; and robust bony elements on the ventral surface of theircrania. Here we use a combination of modelling and developmental experiments toinvestigate the processes that might have led to these differences. Engineering-based finiteelement analyses indicate that removing the lateral bars from a neognath increasesmechanical stress in the upper bill and the ventral elements of the skull; regions that areeither more robust or more flexible in palaeognaths. Surgically removing the lateral bar …,*,2017,*
Sexual dimorphism in masticatory cranial deformations in Bornean Orangutans (Pongo pygmaeus): A finite element analysis and geometric morphometrics study,Michael A Berthaume; Edwin Dickinson; Colin Shaw; Paul O'Higgins; Kornelius Kupczik,Autor: Berthaume; Michael A. et al.; Genre: Meeting Abstract; Im Druck veröffentlicht: 2016-03;Titel: Sexual dimorphism in masticatory cranial deformations in Bornean Orangutans (Pongopygmaeus): A finite element analysis and geometric morphometrics study.,*,2016,*
Bony facial buttressing in South African australopiths: a finite element analysis,Justin A Ledogar; Stefano Benazzi; Amanda L Smith; Gerhard W Weber; Mark A Spencer; Keely B Carlson; Paul C Dechow; Ian R Grosse; Callum F Ross; Brian G Richmond; Barth W Wright; Qian Wang; Craig Byron; Dennis E Slice; Kristian J Carlson; Darryl J De Ruiter; Lee R Berger; Kelli Tamvada; Michael A Berthaume; Janine Chalk; David S Strait,Autor: Ledogar; Justin A. et al.; Genre: Meeting Abstract; Im Druck veröffentlicht: 2015-03; Titel:Bony facial buttressing in South African australopiths : A finite element analysis.,*,2015,*
Principal strain orientations during biting in the faces of chimpanzees and australopiths,David S Strait; Callum F Ross; Justin A Ledogar; Amanda L Smith; Brian Villmoare; Stefano Benazzi; Gerhard W Weber; Mark A Spencer; Paul C Dechow; Ian R Grosse; Brian R Richmond; Barth W Wright; Qian Wang; Craig Byron; Dennis E Slice; Kristian J Carlson; Darryl J De Ruiter; Lee R Berger; Kelli Tamvada; Leslie C Pryor Smith; Michael A Berthaume; Janine Chalk,Autor: Strait; David S et al.; Genre: Meeting Abstract; Im Druck veröffentlicht: 2015-03; Titel:Principal strain orientations during biting in the faces of chimpanzees and australopiths.,*,2015,*
What did Hadropithecus eat; and why should paleoanthropologists care,LAURIE R Godfrey; BROOKE E Crowley; KATHLEEN M Muldoon; ELIZABETH A Kelley; STEPHEN J King; MA Berthaume,Over 40 years ago; Clifford Jolly noted different ways in which Hadropithecus stenognathusconverged in its craniodental anatomy with basal hominins and with geladas. The Malagasysubfossil lemur Hadropithecus departs from its sister taxon; Archaeolemur; in that it displayscomparatively large molars; reduced incisors and canines; a shortened rostrum; andthickened mandibular corpus. Its molars; however; look nothing like those of basal hominins;rather; they much more closely resemble molars of grazers such as Theropithecus. Anumber of tools have been used to interpret these traits; including dental microwear andtexture analysis; molar internal and external morphology; and finite element analysis ofcrania. These tools; however; have failed to provide support for a simple dietaryinterpretation; whereas there is some consistency in the inferences they support; dietary …,Am. J. Primatol,2015,*
Dental topographic analysis of Australopithecus africanus and Paranthropus robustus,Michael A Berthaume; Kornelius Kupczik,Autor: Berthaume; Michael A. et al.; Genre: Meeting Abstract; Im Druck veröffentlicht: 2015; Titel:Dental topographic analysis of Australopithecus africanus and Paranthropus robustus.,*,2015,*
Were Neandertal humeri adapted for spear thrusting or throwing? A finite element analysis study,Michael A Berthaume; Colin N Shaw; Carl Jewell; Joseph Hamill; Timmothy M Ryan; Brigitte M Holt,*,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,2014,*
Were Neandertal Humeri Adapted for Spear Thrusting or Throwing? A Finite Element Study,Michael Anthony Berthaume,Abstract An ongoing debate concerning Neandertal ecology is whether or not they utilizedlong range weaponry. The anteroposteriorly expanded cross-section of Neandertal humerihave led some to argue they thrusted their weapons; while the rounder cross-section of LateUpper Paleolithic modern human humeri suggests they threw their weapons. We test thehypothesis that Neandertal humeri were built to resist strains engendered by thrusting ratherthan throwing using finite element models of one Neandertal; one Early Upper Paleolithic(EUP) human and three recent human humeri; representing a range of cross-sectionalshapes and sizes. Electromyography and kinematic data and articulated skeletons wereused to determine muscle force magnitudes and directions during three positions of spearthrowing and three positions of spear thrusting. Maximum von Mises strains were …,*,2014,*
Effects of Food Item Shape and Size on Optimal Notch Angle During Ductile Food Item Fracture,AJ Smith; MA Berthaume; PSL Anderson,*,INTEGRATIVE AND COMPARATIVE BIOLOGY,2014,*
How does tooth cusp radius of curvature affect brittle food,Michael A Berthaume; Elizabeth R Dumont; Laurie R Godfrey; Ian R Grosse,Tooth cusp sharpness; measured by radius of curvature (RoC); has been predicted to play asignificant role in brittle/hard food item fracture. Here; we set out to test three existinghypotheses about this relationship: namely; the Blunt and Strong Cusp hypotheses; whichpredict that dull cusps will be most efficient at brittle food item fracture; and the Pointed Cusphypothesis; which predicts that sharp cusps will be most efficient at brittle food item fractureusing a four cusp bunodont molar. We also put forth and test the newly constructed ComplexCusp hypothesis; which predicts that a mixture of dull and sharp cusps will be most efficientat brittle food item fracture. We tested the four hypotheses using finite-element models of fourcusped; bunodont molars. When testing the three existing hypotheses; we assumed allcusps had the same level of sharpness (RoC); and gained partial support for the Blunt …,*,2013,*
How does food item size affect optimal tooth sharpness?,Michael A Berthaume; Elizabeth R Dumont; Laurie R Godfrey; Ian R Grosse,*,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,2013,*
Finite element modeling suggests functional divergence in the skulls of palaeognathous and neognathous birds,SWS Gussekloo; IR Grosse; M Berthaume; ER Dumont,The basal bifurcation in the phylogeny of modern birds is between ostrich-like birds (ratitesand tinamous; Palaeognathae) and all other birds (Neognathae). Most differences betweenthe Palaeognathae and Neognathae lie in the reduction or loss of the ability to fly; but thecrania of palaeognaths are also more robust and more fenestrated than those ofneognathous birds. The specific morphology of the palaeognath cranium has beenattributed to neoteny; but recent studies suggest that it must have functional significance.Within the avialan lineage the cranium becomes increasingly fenestrated leading to areduced number of lateral elements. This trend is more pronounced in palaeognaths than inneognaths. To test how fenestration affects cranial function; we made a finite element modelof a neognath (chicken) skull and in two analyses applied experimentally validated forces …,Proceedings of the Society for Integrative and Comparative Biology; 03-07 January 2012; Charleston; South Carolina,2012,*
Parametric model of a bunodont molar.,Michael A Berthaume; Elizabeth R Dumont; Laurie R Godfrey; Ian R Grosse,*,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,2012,*
Sensitivity of stresses and strains to variability in isotropic; orthotropic; and non-homogeneous material property values in a finite element model of a hominin skull,Michael Berthaume; Ian Grosse; David Strait,*,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,2011,*
Abstract/Details,Michael A Berthaume; Ann Arbor; Ian R Grosse; Elizabeth R Dumont; Laurie R Godfrey; Frank Sup,*,*,*,*
