Deep ultraviolet photoluminescence of water-soluble self-passivated graphene quantum dots,Libin Tang; Rongbin Ji; Xiangke Cao; Jingyu Lin; Hongxing Jiang; Xueming Li; Kar Seng Teng; Chi Man Luk; Songjun Zeng; Jianhua Hao; Shu Ping Lau,Glucose-derived water-soluble crystalline graphene quantum dots (GQDs) with an averagediameter as small as 1.65 nm (∼ 5 layers) were prepared by a facile microwave-assistedhydrothermal method. The GQDs exhibits deep ultraviolet (DUV) emission of 4.1 eV; whichis the shortest emission wavelength among all the solution-based QDs. The GQDs exhibittypical excitation wavelength-dependent properties as expected in carbon-based quantumdots. However; the emission wavelength is independent of the size of the GQDs. The uniqueoptical properties of the GQDs are attributed to the self-passivated layer on the surface of theGQDs as revealed by electron energy loss spectroscopy. The photoluminescence quantumyields of the GQDs were determined to be 7–11%. The GQDs are capable of converting bluelight into white light when the GQDs are coated onto a blue light emitting diode.,ACS nano,2012,770
Color-tunable upconversion luminescence of Yb3+; Er3+; and Tm3+ tri-doped ferroelectric BaTiO3 materials,Yang Zhang; Jianhua Hao,Tunable upconversion (UC) multicolor luminescence is observed from Yb3+; Er3+; andTm3+ tri-doped ferroelectric BaTiO3 (BTO) materials. By control of dopant concentrations;the lanthanide-doped BTO powders are capable of generating various UC spectra and colortunability. A white-light emission is achieved through an optimal design. Strong UCluminescence is also observed in the lanthanide-doped BTO thin-films grown onPt/TiO2/SiO2/Si substrate; which can retain well-defined hysteresis loops with a remnantpolarization (2 Pr) of 17.8 μ C/cm2. These findings open the possibility of lanthanide-dopedBTO as multifunctional materials; in which both luminescent and ferroelectric properties co-exist.,Journal of applied physics,2013,36
Lanthanide-doped energy cascade nanoparticles: full spectrum emission by single wavelength excitation,Dengfeng Peng; Qiang Ju; Xian Chen; Ronghua Ma; Bing Chen; Gongxun Bai; Jianhua Hao; Xvsheng Qiao; Xianping Fan; Feng Wang,We describe the use of a layer-by-layer hierarchical nanostructure to exploit the synergy ofdifferent lanthanide ions for converting single wavelength excitation into emissions spanningthe whole spectral region. By lining up a set of lanthanide ions with matched energy levels ina core–shell nanostructure; we demonstrate well-defined cascades of energy transfer thatgives access to optical emissions from a large collection of lanthanide ions (Tb3+; Eu3+;Dy3+; Sm3+; Nd3+; Yb3+; and Er3+) after excitation into a common sensitizer of Ce3+featuring a broad absorption. Through optimization of the nanoparticle structure and surfacecoating; high quantum yields of up to 90% are achieved. Our results highlight that thecontrolled energy cascades at nanometer scale provide new opportunities for applicationssuch as fighting against counterfeiting and sensing small molecules.,Chemistry of Materials,2015,35
Optical response of single‐crystal (La; Ca) MnOδ thin films,JH Hao; XT Zeng; HK Wong,(La; Ca) MnOδ thin film can be used as a bolometer operated over a wide temperaturerange around its metal–semiconductor transition where its resistance (R) changes rapidly.This material has a high optical absorption coefficient over a broad wavelength range and ischemically stable in air. We measured the optical response of single‐crystal (La; Ca) MnOδthin films to a He–Ne laser (632.8 nm) as a function of temperature (T); light modulationfrequency (f); bias current (I); and laser power (P). The temperature dependence of themeasured signal follows the dR/dT curve and the signal depends linearly on I and P. Theseresults indicate that the response is mainly bolometric. Room temperature operation ispossible if the sample composition and oxygen stoichiometry are adjusted appropriately.,Journal of applied physics,1996,35
Efficiency enhancement by defect engineering in perovskite photovoltaic cells prepared using evaporated PbI 2/CH 3 NH 3 I multilayers,Annie Ng; Zhiwei Ren; Qian Shen; Sin Hang Cheung; Huseyin Cem Gokkaya; Gongxun Bai; Jingchuan Wang; Lijun Yang; Shu Kong So; Aleksandra B Djurišić; Wallace Woon-fong Leung; Jianhua Hao; Wai Kin Chan; Charles Surya,We report; for the first time; on the synthesis of perovskite films by thermal annealing ofevaporated lead (II) iodide (PbI2)/methylammonium iodide (CH3NH3I) multilayers. Detailedcharacterization of the resulting films is presented. Our work demonstrates that compact;high quality and uniform perovskite films can be grown using this technique. Optimization ofthe device structure was achieved by careful design of the layer thickness and the number ofPbI2/CH3NH3I pairs used in the formation of the absorber layer. Utilizing additionalannealing steps in a controlled atmosphere was shown to result in significant improvementin the device performance. Our experimental data indicate that O2 treatments may result insubstantial reduction in the trap density of the device and thereby significant improvement inthe lifetimes of the carriers. A high power conversion efficiency (PCE) of 12.5% was …,Journal of Materials Chemistry A,2015,34
Above 1% efficiency of a ferroelectric solar cell based on the Pb (Zr; Ti) O 3 film,Fengang Zheng; Yu Xin; Wen Huang; Jinxing Zhang; Xiaofeng Wang; Mingrong Shen; Wen Dong; Liang Fang; Yongbin Bai; Xiaoqing Shen; Jianhua Hao,Pb (Zr; Ti) O3 (PZT) film with a band gap of 3.6 eV was prepared on In2O3: Sn (ITO) coatedglass; and then an amorphous silicon (a-Si) film with a narrow band gap of 1.8 eV wasdeposited on the PZT/ITO/glass. The short-circuit current of Ag/a-Si/PZT/ITO/glass sample is2.56 mA cm− 2; about 50 times greater than that of Pt/PZT/ITO/glass sample. The energylevel of the a-Si film is well matched with that of PZT film; which is beneficial to the transportof UV-visible light-induced charges in the Ag/a-Si/PZT/ITO/glass sample. The photovoltaicoutput can be tuned by changing the dopant type of the a-Si film; and the maximumphotoelectric conversion efficiency is measured to be up to 1.25% in the PZT film with an n-type a-Si film (phosphorus doped).,Journal of Materials Chemistry A,2014,34
Rational molecular design for achieving persistent and efficient pure organic room-temperature phosphorescence,Weijun Zhao; Zikai He; Jacky WY Lam; Qian Peng; Huili Ma; Zhigang Shuai; Gongxun Bai; Jianhua Hao; Ben Zhong Tang,Summary Manipulation of the emission properties of pure organic room-temperaturephosphors through molecular design is attractive but challenging. Tremendous efforts havebeen made to modulate their aggregation behaviors to suppress nonradiative decay in orderto achieve efficient light emission and long lifetimes. However; success has been limited. Toattain such a goal; here we present a rational design principle based on intrinsic molecular-structure engineering. Comprehensive investigations on the molecular orbitals revealed thatan excited state with hybrid (n; π*) and (π; π*) configurations in appreciable proportion isdesired. Tailoring the aromatic subunits in arylphenones can effectively tune the energylevel and the orbital feature of the triplet exciton. Our experimental data reveal that a seriesof full-color pure organic phosphors with a balanced lifetime (up to 0.23 s) and efficiency …,Chem,2016,32
Synthesis and luminescence of sub-micron sized Ca3Sc2Si3O12: Ce green phosphors for white light-emitting diode and field-emission display applications,Yuanhong Liu; Weidong Zhuang; Yunsheng Hu; Wengui Gao; Jianhua Hao,Abstract Ca 3 Sc 2 Si 3 O 12: Ce 3+ phosphors with sub-micron size were successfullysynthesized by a gel-combustion method. The crystal structure and morphology of thephosphors and their photoluminescence were investigated. The results indicate that thepure phase of Ca 3 Sc 2 Si 3 O 12 can be obtained at 1100° C of firing temperature. Theparticles of phosphor are basically spherical in shape with the mean size less than 1 μm.The grain of the phosphor grows up gradually with the increasing of the firing temperature.The excitation spectrum shows a broad and strong absorption band centered around 450nm; compatible with the excited wavelength of commercial blue light-emitting diode (LED)for white LED lighting. Bright green-emission located at 505 nm is observed and the intensityof the green-emission increases with the increase of firing temperature. Additionally …,Journal of alloys and compounds,2010,32
Magnetic‐Assisted Noncontact Triboelectric Nanogenerator Converting Mechanical Energy into Electricity and Light Emissions,Long‐Biao Huang; Gongxun Bai; Man‐Chung Wong; Zhibin Yang; Wei Xu; Jianhua Hao,DOI: 10.1002/adma. 201505839 with different mats which could directly contaminate theTENG device; especially for electrodes and surfaces with micro/nanopatterns. Theseproblems arisen will greatly influence the performance of device; which is not favorable topractical application.[28] As far as we know; there is very limited research to overcome theobstacle.[29] Here; we propose and fabricate a novel type of magneticassisted noncontactTENG in which the device's contact is separated with external mechanical motion. Bycombining the magnetic response layer with TENG active layer; the TENG can be remotelycontrolled with noncontact mechanical motion via magnetic field mediation. Moreover; sucha noncontact driven TENGs have the potential to convert some complicated externalmechanical motions to a simple motion of typical TENG's working mode; ie; contact and …,Advanced materials,2016,31
A graphene oxide based fluorescence resonance energy transfer (FRET) biosensor for ultrasensitive detection of botulinum neurotoxin A (BoNT/A) enzymatic activity,Jingyu Shi; Jiubiao Guo; Gongxun Bai; Chunyu Chan; Xuan Liu; Weiwei Ye; Jianhua Hao; Sheng Chen; Mo Yang,Abstract Botulinum neurotoxins (BoNTs) are among the most potent toxic bacterial proteinsfor humans; which make them potential agents for bioterrorism. Therefore; an ultrasensitivedetection of BoNTs and their active states is in great need as field-deployable systems foranti-terrorism applications. We report the construction of a novel graphene oxide (GO)-peptide based fluorescence resonance energy transfer (FRET) biosensor for ultrasensitivedetection of the BoNT serotype A light chain (BoNT-LcA) protease activity. A greenfluorescence protein (GFP) modified SNAP-25 peptide substrate (SNAP-25-GFP) wasoptimally designed and synthesized with the centralized recognition/cleavage sites. ThisFRET platform was constructed by covalent immobilization of peptide substrate on GO withBSA passivation which have advantages of low non-specific adsorption and high stability …,Biosensors and Bioelectronics,2015,30
Magnetic‐Induced Luminescence from Flexible Composite Laminates by Coupling Magnetic Field to Piezophotonic Effect,Man‐Chung Wong; Li Chen; Ming‐Kiu Tsang; Yang Zhang; Jianhua Hao,DOI: 10.1002/adma. 201502015 exceptionally difficult to realize in a single phase; thedevelopment of composite laminates may be an alternative solution to tackle the majorproblem at this stage; particularly the practical approach based on composite laminatesshould be favorable for many magnetic applications. In real world; magnetic fields exist inmany systems; and therefore the detection of magnetic field is essential for environmentalsurveillance; mineral exploring; and safety monitoring. For example; the large magnetic fluxgenerated from a grid-connected power wire can be used to monitor power consumption ofelectric appliances in power industry.[10] It is known that conventional magnetic sensingmaterials and devices are restricted to employing the conversion from magnetic field input toelectric signal output; such as Hall; magnetoresistive; and magnetoelectric effects; as well …,Advanced Materials,2015,29
Size-induced crystal field parameter change and tunable infrared luminescence in Ni2+-doped high-gallium nanocrystals embedded glass ceramics,Shifeng Zhou; Nan Jiang; Huafang Dong; Heping Zeng; Jianhua Hao; Jianrong Qiu,Abstract Transparent Ni 2+-doped Li 2 O–Ga 2 O 3–SiO 2 glass ceramics (GCs) wereprepared and characterized. By controlling the size of the nanocrystals; the infraredluminescence is tunable. It could be ascribed to alteration of the crystal field strength Dq ofoctahedral Ni 2+; which is due to the changes of the lattice parameters. The change inoptical signals at telecommunication bands when the seed beam passes through the bulksample with or without 980 nm excitation was also demonstrated for the first time. Thecoefficient of the change in optical signals at 1.3 µm is calculated as 0.26 cm− 1. Thechanges in optical signal have shown similar wavelength dependence on the luminescenceproperty.,Nanotechnology,2007,28
Effects of controllable biaxial strain on the Raman spectra of monolayer graphene prepared by chemical vapor deposition,Wenjing Jie; Yeung Yu Hui; Yang Zhang; Shu Ping Lau; Jianhua Hao,Controllable biaxial strain is delivered to monolayer graphene prepared by chemical vapordeposition via applying an electric field to the underlying piezoelectric [Pb (Mg1/3Nb2/3) O3]0.7-[PbTiO3] 0.3 substrate. The effects of tunable strain on the Raman spectra of grapheneare investigated in reversible and real-time manners. Such strain can result in a blue shift in2D band of graphene. The calculations based on the Grüneisen parameter identify theactual biaxial strain to graphene; leading to a continuous 2D band shift; which is detectedduring the retention of bias voltage. The physical mechanism behind this unique Ramanbehavior is discussed.,Applied physics letters,2013,27
Space-selective control of luminescence inside the Bi-doped mesoporous silica glass by a femtosecond laser,Shifeng Zhou; Wenqi Lei; Nan Jiang; Jianhua Hao; E Wu; Heping Zeng; Jianrong Qiu,A novel method for space-selective fabrication of an active multifunctional light source ispresented here. The ultra-short laser pulse is employed to induce multiple active centers ofbismuth in an interesting “tolerant” host—mesoporous silica glass—which is used tostabilize these localized unusual emission centers. The Bi2+ and multiple Bi+ centersacquired show tunable and ultra-broadband luminescence covering the region from red tonear-infrared.,Journal of Materials Chemistry,2009,26
2D Layered Materials of Rare‐Earth Er‐Doped MoS2 with NIR‐to‐NIR Down‐and Up‐Conversion Photoluminescence,Gongxun Bai; Shuoguo Yuan; Yuda Zhao; Zhibin Yang; Sin Yuk Choi; Yang Chai; Siu Fung Yu; Shu Ping Lau; Jianhua Hao,DOI: 10.1002/adma. 201601833 among the existing doping approaches; the emission peakis only extended from 652 nm of pristine MoS 2 to 681 nm of Mndoped MoS 2.[9] Hence; it isstriking to find a solution to tune the luminescence of 2D semiconductors more effectively. Bycontrast; it is noticeable that rare-earth (RE) ions commonly doped in traditional insulator orsemiconductor hosts have abundant excited energy levels with unique intra 4f electronictransitions that enables them to absorb and emit photons from UV to infrared region.[16–20]The luminescence features of RE ions include high quantum yield; narrow bandwidth;longlived emission; high photostability; and large Stokes shifts. Typically; Er-doped fibersand semiconductors are capable of emitting sharp luminescence lines near 1500 nm;[21]which is essential for modern optical communication and optoelectronic devices …,Advanced Materials,2016,25
Upconversion luminescence of an insulator involving a band to band multiphoton excitation process,Jiwei Wang; Jian Hua Hao; Peter A Tanner,A multiphoton process to the conduction band of the insulator Er_2O_3 is reported; whichoccurs in vacuum under near infrared excitation. The enormous upconversion intensity istwo orders of magnitude greater than that in air; and also the intensity ratio for green and redemission bands is inverted. The mechanism is probed by experiments of laser powerdependence; cathodoluminescence; photoconductivity dependence and chemical dilution;and it involves cross-relaxation energy transfer upconversion of erbium ions to reach theconduction band. The upconversion color is tunable by changes in pressure; laser diodeintensity and wavelength; or dopant ion concentration.,Optics express,2011,25
Dislocations in SrTiO 3 thin films grown on LaAlO 3 substrates,YL Qin; CL Jia; K Urban; JH Hao; XX Xi,Abstract The dislocation configurations in SrTiO 3 thin films grown epitaxially on LaAlO 3(100) substrates were studied by conventional and high-resolution transmission electronmicroscopy. Misfit dislocations had; in most cases; a Burgers vector a< 100> and linedirections of< 100> These dislocations constitute orthogonal arrays of parallel dislocationsat the interface; relieving the lattice mismatch between SrTiO 3 and LaAlO 3. Threadingdislocations were found to be the major defects in the films. Two types of threadingdislocations with the Burgers vectors a< 100>? and a< 100>? were identified. The relationsof these threading dislocations with the misfit dislocations were investigated and arediscussed in this paper.,Journal of materials research,2002,25
White and green light emissions of flexible polymer composites under electric field and multiple strains,Li Chen; Man-Chung Wong; Gongxun Bai; Wenjing Jie; Jianhua Hao,Abstract The development of energy harvesting white light sources converted from multiplestimuli especially mechanical strain requires the search of new types of phosphors anddevices. In this work; various flexible composites of single-phase metal ion-doped ZnSmixed to polydimethylsiloxane (PDMS) matrix have been prepared. The synthesizedcomposites possess flexible; durable; easy fabrication; and compatible with arbitrarysubstrate characteristics. With the advantages of the flexible composite; we have fabricatedtwo kinds of light-emission devices; namely flexible electroluminescence device withgraphene electrode; and piezo-phototronic luminescence device composed of polymerphosphor layer coated on the top of piezoelectric actuator. Such composite phosphors andthe related hybrid devices are capable of responding to different types of external stimuli …,Nano Energy,2015,24
Effects of dopant concentration on structural and near-infrared luminescence of Nd3+-doped beta-Ga2O3 thin films,Zhenping Wu; Gongxun Bai; Qingrong Hu; Daoyou Guo; Changlong Sun; Liyuan Ji; Ming Lei; Linghong Li; Peigang Li; Jianhua Hao; Weihua Tang,We have investigated structural and near-infrared (NIR) luminescence of Nd 3+-doped β-Ga2O3 thin films (Nd: Ga 2O3) with different Nd 3+ doping concentrations. With an increaseof Nd 3+ content; the crystal lattice of the films expands; while the energy band gap shrinks.Moreover; NIR luminescence is investigated as a function of Nd 3+ doping concentration.The measured results are related to the structural change and energy transfer of crossrelaxation process ascribed to 4F3/2—4I9/2; 4F3/2—4I11/2; and 4F3/2—4I13/2 of thephosphor films. This work implies that the enhanced NIR luminescence and blue-shiftobservation are associated with the lattice distortion and the variation in the crystal field ofNd: Ga2O3.,Applied Physics Letters,2015,23
Colossal permittivity properties of Zn; Nb co-doped TiO 2 with different phase structures,Xianhua Wei; Wenjing Jie; Zhibin Yang; Fengang Zheng; Huizhong Zeng; Yun Liu; Jianhua Hao,Colossal permittivity properties were studied in Zn; Nb co-doped TiO2 with different phasestructures. The (Zn1/3Nb2/3) 0.05 Ti0. 95O2 rutile ceramics were prepared by the solid statesintering technique; while the amorphous and anatase films were respectively fabricated bya pulsed laser deposition method and a subsequent rapid thermal annealing. The ceramicsshowed a frequency (102–106 Hz) independent dielectric response with a colossaldielectric permittivity (∼ 30 000); and a relatively low dielectric loss (∼ 0.05) at roomtemperature. The excellent colossal permittivity properties are comparable to those of thepreviously reported rutile TiO2 ceramics by co-doping trivalent and pentavalent elements.For amorphous films; the dielectric permittivity decreased; and the dielectric loss increasedslightly compared to those of the ceramics. Compared with the amorphous thin films; the …,Journal of Materials Chemistry C,2015,23
Ferroelectric polarization effects on the transport properties of graphene/PMN-PT field effect transistors,Wenjing Jie; Yeung Yu Hui; Ngai Yui Chan; Yang Zhang; Shu Ping Lau; Jianhua Hao,Single-layer graphene was transferred onto (1–x)[Pb (Mg1/3Nb2/3) O3]–x [PbTiO3] 0.3(PMN-PT) substrate to investigate the transport properties of graphene-based field effecttransistors (FETs) by ferroelectric gating. The graphene/PMN-PT FET exhibited p-typecharacteristics with a large memory window and an on/off current ratio of about 5.5 in airambient conditions at room temperature. By prepoling the PMN-PT substrate; the FETshowed a reduction in p-doping for the graphene/PMN-PT FET; implying the pre-polarizationand the polarization reversal played an important part in the behaviors of graphene on PMN-PT. The observation of simultaneous rise in gate current with the dramatic transition in draincurrent suggested that the transport properties of graphene mainly stemmed from thecoupling of the ferroelectric polarization to the charge carriers in graphene. The field …,The Journal of Physical Chemistry C,2013,23
Dislocation density and strain distribution in SrTiO3 film grown on (1 1 0) DyScO3 substrate,ZY Zhai; XS Wu; HL Cai; XM Lu; JH Hao; Ju Gao; WS Tan; QJ Jia; HH Wang; YZ Wang,Abstract High quality SrTiO 3 thin film on (1 1 0) DyScO 3 substrate is grown by lasermolecular beam epitaxy. The lattice strain resulting from the lattice mismatch between thesubstrate and the film relaxes gradually with depth. A critical thickness of about 30 nm forsharp strain relaxation is observed. The dislocation density; which forms to relax the latticestrain; is estimated to be about 10 8 cm− 2 according to the high resolution x-ray diffraction.The edge dislocation density is slightly larger than that of the screw ones.,Journal of Physics D: Applied Physics,2009,23
Infrared luminescence and amplification properties of Bi-doped GeO 2− Ga 2 O 3− Al 2 O 3 glasses,Shifeng Zhou; Huafang Dong; Heping Zeng; Jianhua Hao; Jingxin Chen; Jianrong Qiu,Bi; Ga; and Al codoped germanium glass was prepared and its optical properties wereinvestigated by absorption; photoluminescence excitation (PLE); and photoluminescencespectra. Two active centers which occupy strong and weak crystal field environment areidentified by using the PLE spectrum. The tunable and ultrabroadband luminescenceproperties are originated from electron transitions of these two active centers. Internal opticalgain around 1300 and 1560 nm has been detected. The wavelength-dependent internalgains excited with 808 and 980 nm laser diodes show different characteristics; and therelative flat optical amplification can be realized by choosing 980 nm pumping.,Journal of applied physics,2008,23
Size-dependent colorimetric visual detection of melamine in milk at 10 ppb level by citrate-stabilized Au nanoparticles,Songjun Zeng; Ming Cai; Hanhua Liang; Jianhua Hao,In this paper; we demonstrate a colorimetric visual detection of melamine in milk simplyusing citrate-stabilized Au nanoparticles (NPs). Due to strong interaction between melamineand Au NPs; all of the Au NPs sensors present a significant and sensitive color change inthe presence of ppb-level melamine; which can be directly observed by the naked eye andmonitored by UV-vis absorbance spectra. Au NPs size dependence on the visual detectionsensitivity of melamine is firstly studied in detail. The visual detection sensitivity can besignificantly improved from 15 ppb to 5 ppb when increasing the Au NPs size from 15 to 30nm; and the optimized Au NPs size of the visual detecting sensor was determined to be 30nm. The pH effect on the sensitivity results show that the optimal pH value was 3–4 and thisapproach shows excellent selectivity for melamine over the use of other molecules. More …,Analytical Methods,2012,22
Structural and resistance switching properties of ZnO/SrTiO 3/GaAs heterostructure grown by laser molecular beam epitaxy,W Huang; JY Dai; JH Hao,ZnO thin films were epitaxially grown on (001) GaAs substrate by laser molecular beamepitaxy with SrTiO 3 (STO) as a buffer layer. The interface properties of ZnO/GaAsheterostructure are greatly improved by inserting STO buffer layer. The interfacial effects onthe transport and dielectric characteristics of the heterostructure have been investigated. Thecurrent-voltage characteristic of the heterostructure reveals an asymmetric and resistanceswitching behavior; exhibiting a temperature-dependent resistance hysteresis in thetemperature range of 50–300 K. These measured properties could be attributed to thecharge effect at the interface of the heterostructure.,Applied physics letters,2010,22
Structural and dielectric properties of epitaxial SrTiO 3 films grown directly on GaAs substrates by laser molecular beam epitaxy,ZP Wu; W Huang; KH Wong; JH Hao,Epitaxial SrTiO 3 films were grown on GaAs (001) substrates without any buffer layers usinglaser molecular beam epitaxy technique. The reflection high-energy electron diffractionobservations have revealed that a layer-by-layer growth of SrTiO 3 was achieved atoptimized deposition conditions. The crystalline orientation of the as-grown SrTiO 3 (001)films rotates 45° in plane with respect to the GaAs substrates. Atomic force microscopestudies show that these films possess atomically flat surfaces. The dielectric properties of theheterostructure were also investigated. Our results have clearly demonstrated the practicalityof integrating perovskite oxide thin films with GaAs substrates.,Journal of applied physics,2008,22
Strain distribution in epitaxial Sr Ti O 3 thin films,ZY Zhai; XS Wu; ZS Jiang; JH Hao; J Gao; YF Cai; YG Pan,The lattice strain distributions of epitaxial Sr Ti O 3 films deposited on La Al O 3 wereinvestigated by in situ x-ray diffraction at the temperature range of 25–300 K; grazingincident x-ray diffraction; and high resolution x-ray diffraction. The nearly linear temperaturedependence of the out-of-plane lattice constant of Sr Ti O 3 was observed in the measuredtemperature range. The depth distribution of the lattice strain at room temperature for Sr Ti O3 films includes the surface layer; strained layer; and interface layer.,Applied physics letters,2006,22
Tuning of near-infrared luminescence of SrTiO 3: Ni 2+ thin films grown on piezoelectric PMN-PT via strain engineering,Gongxun Bai; Yang Zhang; Jianhua Hao,Abstract We report the tunable near-infrared luminescence of Ni 2+ doped SrTiO 3 (STO: Ni)thin film grown on piezoelectric Pb (Mg 1/3 Nb 2/3) 0.7 Ti 0.3 O 3 (PMN-PT) substrate viastrain engineering differing from conventional chemical approach. Through controlling thethickness of STO: Ni film; the luminescent properties of the films including emissionwavelength and bandwidth; as well as lifetime can be effectively tuned. The observedphenomena can be explained by the variation in the crystal field around Ni 2+ ions causedby strain due to the lattice mismatch. Moreover; the modulation of strain can be controlledunder an external electric field via converse piezoelectric effect of PMN-PT used in this work.Consequently; controllable emission of the STO: Ni thin film is demonstrated in a reversibleand real-time way; arising from the biaxial strain produced by piezoelectric PMN-PT …,Scientific reports,2014,21
Multifunctional tunable ultra-broadband visible and near-infrared luminescence from bismuth-doped germanate glasses,Beibei Xu; Shifeng Zhou; Dezhi Tan; Zhanglian Hong; Jianhua Hao; Jianrong Qiu,Here; we present three facile approaches to achieve wavelength tunable luminescence inthe same host material with single dopant; ie; by modulating doping level; preparationtemperature; and atmosphere. Based on these methods; ultra-broadband tunable near-infrared luminescence with the largest full width at half maximum of about 500 nm coveringthe whole windows of optical communication has been obtained in bismuth-dopedgermanate glasses. Wavelength tunable luminescence is also observed with the change ofexcitation wavelength. Systematical strategy was followed to approach the physical origin ofthe near-infrared luminescence and we proposed that three different bismuth active centerscontribute to the near-infrared luminescence in the germanate glasses. A comprehensiveexplanation for the tunable luminescence is given; combining the concentration; energy …,Journal of applied physics,2013,21
Blue-green; red; and white light emission of ZnWO4-based phosphors for low-voltage cathodoluminescence applications,Zhen-Ling Wang; Hiu-Ling Li; Jian-Hua Hao,Abstract< mml: math display=" inline">< mml: mrow>< mml: msub>< mml: mrow>< mml:mtext> ZnWO</mml: mtext></mml: mrow>< mml: mrow>< mml: mn> 4</mml: mn></mml:mrow></mml: msub></mml: mrow></mml: math> ZnWO4 and< mml: math display=" inline"><mml: mrow>< mml: msub>< mml: mrow>< mml: mtext> ZnWO</mml: mtext></mml: mrow><mml: mrow>< mml: mn> 4</mml: mn></mml: mrow></mml: msub>< mml: mo>:</mml: mo><mml: msup>< mml: mrow>< mml: mtext> Eu</mml: mtext></mml: mrow>< mml: mrow>< mml:mn> 3</mml: mn>< mml: mo>+</mml: mo></mml: mrow></mml: msup></mml: mrow></mml:math> ZnWO4: Eu3+ particles were prepared by refluxing in water solution usingpolyethylene glycol as a capping agent and then annealed at different temperatures. Thesamples were characterized by X-ray diffraction; Raman spectra; field-emission scanning …,Journal of The Electrochemical Society,2008,21
Effects of substrate on the dielectric and tunable properties of epitaxial Sr Ti O 3 thin films,JH Hao; Zhi Luo; J Gao,Tunable dielectric thin films of Sr Ti O 3 (STO) were prepared on different single-crystallinesubstrates; including insulating La Al O 3; conductive Nb-doped STO (NSTO); andsuperconducting Y Ba 2 Cu 3 O 7− δ. Substrate effects including morphology; orientation;and lattice mismatch induced strains were investigated. We found that a change of substrateused for STO thin films can strongly affect the dielectric properties of STO thin films in termsof dielectric constant; loss tangent; and tunability. Effects of substrate properties on thetemperature dependence of dielectric constant and loss tangent were investigated. At lowtemperatures; STO thin films under minimal strain yield high dielectric constant and low losstangent while the thin films under either tensile or compressive strain exhibit the reduceddielectric constant and high loss. The tunability of about 77% in STO∕ NSTO system …,Journal of applied physics,2006,21
Luminescence studies of BaAl2O4 films doped with Tm; Tb; and Eu,Zhidong Lou; Jianhua Hao; Michael Cocivera,Abstract Thin films of barium aluminate (BaAl 2 O) 4) doped separately with thulium; terbium;and europium were deposited by a spray pyrolysis method. The effects of preparationconditions on the structural and luminescence properties of the films were investigated.Polycrystalline BaAl 2 O 4 films were formed at an annealing temperature above 700 C. Tm3+ and Tb 3+-doped films deposited on glass emitted blue and green light; respectively.While in the films doped with europium; both red emission lines from Eu 3+ and a broad blueor blue–green emission band from Eu 2+ were observed. The BaAl 2 O 4: Tm 3+ film had themain wavelength at 462 nm; and the highest cathodoluminescence (CL) luminance andefficiency at 5 kV and 57 μA cm− 2 were 25 cd m− 2 and 0.11 lm W− 1; respectively. For theBaAl 2 O 4: Tb 3+ film with the main wavelength at 549 nm; the highest CL luminance and …,Journal of Physics D: Applied Physics,2002,21
Cathodoluminescence of Sr2B5O9Cl thin films doped with Tm3+; Tb3+ and Mn2+,Jianhua Hao; Michael Cocivera,Abstract Thin-film phosphors of Sr 2 B 5 O 9 Cl doped separately with Tm 3+; Tb 3+ and Mn2+ were deposited by spray pyrolysis of aqueous solutions. Because these phosphor filmswere activated at 600 C; they are suitable for use on glass substrates. The films containingTm 3+; Tb 3+ and Mn 2+ exhibited blue; green and yellow cathodoluminescence (CL);respectively. The chromaticity coordinates; dominant wavelength and purity weredetermined for each phosphor. Films deposited on aluminosilicate ceramic plates exhibitedenhanced CL intensity compared to those on glass plates. The CL luminance and efficiencyof each phosphor depended on the electron beam voltage and current density. Saturationeffects were observed as the current density increased.,Journal of Physics: Condensed Matter,2002,21
How do substituents affect silole emission?,Engui Zhao; Jacky WY Lam; Yuning Hong; Jianzhao Liu; Qian Peng; Jianhua Hao; Herman HY Sung; Ian D Williams; Ben Zhong Tang,Researchers are in constant pursuit of solid-state emitters with high emission efficiency;excellent photostability and large Stokes shift. Among them; siloles are goodrepresentatives. In this paper; we report the effect of substituent on the emission of silole. 1;1; 3; 4-Tetraphenylsilole (TPS) is weakly emissive at 392 nm in both solution andaggregated states. Progressive attachment of the trimethylsilylethynylphenyl (TMSEP) groupto the 2; 5-positions of TPS generates TPE–TMSEP and TPS–2TMSEP; which emit intenselyat 491 nm and 517 nm; respectively; in the condensed phase despite their solutions givingalmost no light upon photoexcitation. High solid-state quantum yields of up to 91% arededuced from their solid powders; demonstrating a phenomenon of aggregation-inducedemission (AIE). Restriction of the low-frequency motions is proved to be the main cause of …,Journal of Materials Chemistry C,2013,20
Phase-change control of ferromagnetism in GeTe-based phase change magnetic thin-films by pulsed laser deposition,F Tong; JH Hao; ZP Chen; GY Gao; XS Miao,Phase change control of ferromagnetism in Ge 0.98 Fe0. 02Te thin film prepared by pulsedlaser deposition is investigated. The magnetic property of Fe doped phase change materialGeTe is found to vary with phase change between amorphous and crystalline statescorresponding to the variation of conductance during phase change. The results indicatethat a fast control of ferromagnetism by phase change can be realized. The measurement oftemperature dependent magnetization shows a long range ferromagnetic interaction inordered crystalline phase and a short range ferromagnetic interaction in frustratedamorphous phase; which is consistent with phase change.,Applied physics letters,2011,20
