Content-based image retrieval: theory and applications.,Ricardo da Silva Torres; Alexandre X Falcao,Abstract: Advances in data storage and image acquisition technologies have enabled thecreation of large image datasets. In this scenario; it is necessary to develop appropriateinformation systems to efficiently manage these collections. The commonest approachesuse the so-called Content-Based Image Retrieval (CBIR) systems. Basically; these systemstry to retrieve images similar to a user-defined specification or pattern (eg; shape sketch;image example). Their goal is to support image retrieval based on content properties (eg;shape; color; texture); usually encoded into feature vectors. One of the main advantages ofthe CBIR approach is the possibility of an automatic retrieval process; instead of thetraditional keyword-based approach; which usually requires very laborious and time-consuming previous annotation of database images. The CBIR technology has been …,RITA,2006,275
Phenological visual rhythms: Compact representations for fine-grained plant species identification,Jurandy Almeida; Jefersson A dos Santos; Bruna Alberton; Leonor Patricia C Morellato; Ricardo da S Torres,Abstract Plant phenology; the study of recurrent life cycles events and its relationship toclimate; is a key discipline in climate change research. In this context; digital cameras havebeen effectively used to monitor leaf flushing and senescence on vegetations across theworld. A primary condition for the phenological observation refers to the correct identificationof plants by taking into account time series associated with their crowns in the digital images.In this paper; we present a novel approach for representing phenological patterns of plantspecies. The proposed method is based on encoding time series as a visual rhythm. Here;we focus on applications of our approach for plant species identification. In this scenario;visual rhythms are characterized by image description algorithms. A comparative analysis ofdifferent descriptors is conducted and discussed. Experimental results show that our …,Pattern Recognition Letters,2016,15
Using contextual spaces for image re-ranking and rank aggregation,Daniel Carlos Guimarães Pedronette; Ricardo da Silva Torres; Rodrigo Tripodi Calumby,Abstract This article presents two novel re-ranking approaches that take into accountcontextual information defined by the K-Nearest Neighbours (KNN) of a query image forimproving the effectiveness of CBIR systems. The main contributions of this article are thedefinition of the concept of contextual spaces for encoding contextual information of images;the definition of two new re-ranking algorithms that exploit contextual information encoded incontextual spaces; and the evaluation of the proposed algorithms in several CBIR tasksrelated to the combination of image descriptors; combination of visual and textualdescriptors; and combination of post-processing (re-ranking) methods. We conducted alarge evaluation protocol involving visual descriptors (considering shape; color; and texture)and textual descriptors; various datasets; and comparisons with other post-processing …,Multimedia tools and applications,2014,15
Exploiting contextual information for rank aggregation,Daniel Carlos Guimarães Pedronette; Ricardo da S Torres,This paper presents a novel rank aggregation approach based on contextual informationaiming to improve the effectiveness of Content-Based Image Retrieval (CBIR) tasks. In ourapproach; information encoded in both distances among images and ranked lists computedby CBIR systems are used for analyzing contextual information and then re-rank collectionimages. We conducted several experiments involving shape; color; and texture descriptors.We also evaluated our method in comparison to other rank aggregation approaches.Experimental results demonstrate the effectiveness of our method.,Image Processing (ICIP); 2011 18th IEEE International Conference on,2011,15
Estimation of camera parameters in video sequences with a large amount of scene motion,Jurandy Almeida; Rodrigo Minetto; Tiago A Almeida; R da S Torres; Neucimar J Leite,Abstract—Most of existing techniques to estimate camera motion are based on analysis ofthe optical flow. However; the estimation of the optical flow supports only a limited amount ofscene motion. In this paper; we present an approach to estimate camera motion based onanalysis of local invariant features. Such features are robust across a substantial range ofaffine distortion. Experiments on synthesized video clips with a fully controlled environmentshow that our technique is more effective than the optical flow-based approaches forestimating camera motion with a large amount of scene motion.,Proceedings of the IEEE International Conference on Systems; Signals and Image Processing,2010,15
Combining global with local texture information for image retrieval applications,Javier A Montoya-Zegarra; Jan Beeck; Neucimar Leite; Ricardo Torres; Alexandre Falcão,This paper proposes a new texture descriptor to guide the search and retrieval in imagedatabases. It extracts rich information from global and local primitives of textured images. Ata higher level; the global macro-features in textured images are characterized by exploitingthe multiresolution properties of the Steerable Pyramid Decomposition. By doing this; theglobal texture configurations are highlighted. At a finer level; the local arrangements oftexture micro-patterns are encoded by the Local Binary Pattern operator. Experiments werecarried out on the standard Vistex dataset aiming to compare our descriptors againstpopular texture extraction methods with regard to their retrieval accuracies. The comparativeevaluations allowed us to show the superior descriptive properties of our featurerepresentation methods.,Multimedia; 2008. ISM 2008. Tenth IEEE International Symposium on,2008,15
A genetic programming approach for relevance feedback in region-based image retrieval systems,J Santos; Cristiano Dalmaschio Ferreira; R Torres,This paper presents a new relevance feedback method for content-based image retrievalusing local image features. This method adopts a genetic programming approach to learnuser preferences and combine the region similarity values in a query session. Experimentsdemonstrate that the proposed method yields more effective results than the LocalAggregation Pattern (LAP)-based relevance feedback technique.,Computer Graphics and Image Processing; 2008. SIBGRAPI'08. XXI Brazilian Symposium on,2008,15
Recuperaç ao de Imagens: Desafios e Novos Rumos,Ricardo da S Torres; Javier AM Zegarra; Jefersson A dos Santos; Cristiano D Ferreira; Otávio AB Penatti; Fernanda Andaló; Jurandy Almeida,Abstract. Huge image collections have been created; managed and stored into imagedatabases. Given the large size of these collections it is essential to provide efficient andeffective mechanisms to retrieve images. This is the objective of the so-called content-basedimage retrieval–CBIR–systems. Traditionally; these systems are based on objective criteriato represent and compare images. However; users of CBIR systems tend to use subjectiveelements to compare images. The use of these elements have improved the effectiveness ofcontentbased image retrieval systems. This paper discusses approaches that incorporatesemantic information into content-based image retrieval process; highlighting some newchallenges on this area. Resumo. Atualmente; um grande conjunto de imagens digitais vemsendo gerado; manipulado e armazenado em bancos de imagens. Dado o tamanho …,SBC,2008,15
Diagnosing similarity of oscillation trends in time series,Leonardo E Mariote; Claudia Bauzer Medeiros; Ricardo da S Torres,Sensor networks have increased the amount and variety of temporal data available;requiring the definition of new techniques for data mining. Related research typically ad-dresses the problems of indexing; clustering; classification; summarization; and anomalydetection. They present many ways for describing and comparing time series; but they fo-cuson their values. This paper concentrates on a new as-pect-that of describing oscillationpatterns. It presents a technique for time series similarity search; based on multi-pletemporal scales; defining a descriptor that uses the an-gular coefficients from a linearsegmentation of the curve that represents the evolution of the analyzed series. Prelim-inaryexperiments with real datasets showed that our ap-proach correctly characterizes theoscillation of time series.,Data Mining Workshops; 2007. ICDM Workshops 2007. Seventh IEEE International Conference on,2007,15
A new shape descriptor based on tensor scale,Fernanda A Andaló; Paulo AV Miranda; R da S Torres; Alexandre X Falcao,Abstract Tensor scale is a morphometric parameter that unifies the representation of localstructure thickness; orientation; and anisotropy; which can be used in several computervision and image processing tasks. In this paper; we exploit this concept for binary imagesand propose a shape descriptor that encodes region and contour properties in a veryefficient way. Experimental results are provided; showing the effectiveness of the proposeddescriptor; when compared to other relevant shape descriptors; with regard to their use incontent-based image retrieval systems.,Proc. 8th Int. Symp. Mathematical Morphology,2007,15
A rank aggregation framework for video multimodal geocoding,Lin Tzy Li; Daniel Carlos Guimarães Pedronette; Jurandy Almeida; Otávio AB Penatti; Rodrigo Tripodi Calumby; Ricardo da Silva Torres,Abstract This paper proposes a rank aggregation framework for video multimodalgeocoding. Textual and visual descriptions associated with videos are used to define rankedlists. These ranked lists are later combined; and the resulting ranked list is used to defineappropriate locations for videos. An architecture that implements the proposed framework isdesigned. In this architecture; there are specific modules for each modality (eg; textual andvisual) that can be developed and evolved independently. Another component is a datafusion module responsible for combining seamlessly the ranked lists defined for eachmodality. We have validated the proposed framework in the context of the MediaEval 2012Placing Task; whose objective is to automatically assign geographical coordinates to videos.Obtained results show how our multimodal approach improves the geocoding results …,Multimedia Tools and Applications,2014,14
Image classification based on bag of visual graphs,Fernanda B Silva; Siome Goldenstein; Salvatore Tabbone; Ricardo da S Torres,This paper proposes the Bag of Visual Graphs (BoVG); a new approach to encode thespatial relationships of visual words through a codebook of visual-word arrangements;represented by graphs. This graph-based codebook defines a descriptor for imagerepresentations that not only considers the frequency of occurrence of visual words; but alsotheir spatial relationships. Experiments demonstrate that BoVG yields high-accuracy scoresin classification tasks on the traditional Caltech-101 and Caltech-256 datasets.,Image Processing (ICIP); 2013 20th IEEE International Conference on,2013,14
Improving image classification through descriptor combination,A Mansano; JA Matsuoka; Luis CS Afonso; João P Papa; F Faria; R da S Torres,The efficiency in image classification tasks can be improved using combined informationprovided by several sources; such as shape; color; and texture visual properties. Althoughmany works proposed to combine different feature vectors; we model the descriptorcombination as an optimization problem to be addressed by evolutionary-based techniques;which compute distances between samples that maximize their separability in the featurespace. The robustness of the proposed technique is assessed by the Optimum-Path Forestclassifier. Experiments showed that the proposed methodology can outperform individualinformation provided by single descriptors in well-known public datasets.,Graphics; Patterns and Images (SIBGRAPI); 2012 25th SIBGRAPI Conference on,2012,14
Efficient and flexible cluster-and-search for cbir,Anderson Rocha; Jurandy Almeida; Mario A Nascimento; Ricardo Torres; Siome Goldenstein,Abstract Content-Based Image Retrieval is a challenging problem both in terms ofeffectiveness and efficiency. In this paper; we present a flexible cluster-and-search approachthat is able to reuse any previously proposed image descriptor as long as a suitablesimilarity function is provided. In the clustering step; the image data set is clustered using ahybrid divisive-agglomerative hierarchical clustering technique. The obtained clusters areorganized in a tree that can be traversed efficiently using the similarity function associatedwith the chosen image descriptors. Our experiments have shown that we can improvesearch-time performance by a factor of 10 or more; at the cost of small loss in effectiveness(typically less than 15%) when compared to the state-of-the-art solutions.,International Conference on Advanced Concepts for Intelligent Vision Systems,2008,14
Rotation-invariant texture recognition,Javier A Montoya-Zegarra; Joao P Papa; Neucimar J Leite; Ricardo da Silva Torres; Alexandre X Falcão,Abstract This paper proposes a new texture classification system; which is distinguishedby:(1) a new rotation-invariant image descriptor based on Steerable PyramidDecomposition; and (2) by a novel multi-class recognition method based on Optimum PathForest. By combining the discriminating power of our image descriptor and classifier; oursystem uses small size feature vectors to characterize texture images without compromisingoverall classification rates. State-of-the-art recognition results are further presented on theBrodatz dataset. High classification rates demonstrate the superiority of the proposedmethod.,International Symposium on Visual Computing,2007,14
Automatic identification of fruit flies (Diptera: Tephritidae),Fábio Augusto Faria; P Perre; RA Zucchi; LR Jorge; TM Lewinsohn; Anderson Rocha; R da S Torres,Abstract Fruit flies are pests of major economic importance in agriculture. Among these pestsit is possible to highlight some species of genus Anastrepha; which attack a wide range offruits; and are widely distributed in the American tropics and subtropics. Researchers seek toidentify fruit flies in order to implement management and control programs as well asquarantine restrictions. However; fruit fly identification is manually performed by scarcespecialists through analysis of morphological features of the mesonotum; wing; and aculeus.Our objective is to find solid knowledge that can serve as a basis for the development of asounding automatic identification system of the Anastrepha fraterculus group; which is ofhigh economic importance in Brazil. Wing and aculeus images datasets from threespecimens have been used in this work. The experiments using a classifier multimodal …,Journal of Visual Communication and Image Representation,2014,13
Visual rhythm-based time series analysis for phenology studies.,Jurandy Almeida; Jefersson Alex dos Santos; Bruna Alberton; Leonor Patricia C Morellato; Ricardo da Silva Torres,ABSTRACT Plant phenology has gained importance in the context of global changeresearch; stimulating the development of new technologies for phenological observation. Inthis context; digital cameras have been successfully used as multi-channel imaging sensors;providing measures to estimate changes on phenological events; such as leaf flushing andsenescence. We monitored leaf-changing patterns of a cerrado-savanna vegetation bytaken daily digital images. For that; we extract leaf color information and correlated withphenological changes. In this way; time series associated with plant species are obtained;raising the need of using appropriate tools for mining patterns of interest. In this paper; wepresent a novel approach for representing phenological patterns of plant species. Theproposed method is based on encoding time series as a visual rhythm; which is …,ICIP,2013,13
Interactive classification of remote sensing images by using optimum-path forest and genetic programming,Jefersson Alex Dos Santos; André Tavares da Silva; Ricardo da Silva Torres; Alexandre Xavier Falcão; Léo P Magalhaes; Rubens AC Lamparelli,Abstract The use of remote sensing images as a source of information in agribusinessapplications is very common. In those applications; it is fundamental to know how the spaceoccupation is. However; identification and recognition of crop regions in remote sensingimages are not trivial tasks yet. Although there are automatic methods proposed to that;users very often prefer to identify regions manually. That happens because these methodsare usually developed to solve specific problems; or; when they are of general purpose; theydo not yield satisfying results. This work presents a new interactive approach based onrelevance feedback to recognize regions of remote sensing. Relevance feedback is atechnique used in content-based image retrieval (CBIR) tasks. Its objective is to aggregateuser preferences to the search process. The proposed solution combines the Optimum …,International Conference on Computer Analysis of Images and Patterns,2011,13
Illuminant-based transformed spaces for image forensics,Tiago Carvalho; Fábio A Faria; Hélio Pedrini; Ricardo da S Torres; Anderson Rocha,In this paper; we explore transformed spaces; represented by image illuminant maps; topropose a methodology for selecting complementary forms of characterizing visualproperties for an effective and automated detection of image forgeries. We combinestatistical telltales provided by different image descriptors that explore color; shape; andtexture features. We focus on detecting image forgeries containing people and present amethod for locating the forgery; specifically; the face of a person in an image. Experimentsperformed on three different open-access data sets show the potential of the proposedmethod for pinpointing image forgeries containing people. In the two first data sets (DSO-1and DSI-1); the proposed method achieved a classification accuracy of 94% and 84%;respectively; a remarkable improvement when compared with the state-of-the-art methods …,IEEE Transactions on Information Forensics and Security,2016,12
Deriving vegetation indices for phenology analysis using genetic programming,Jurandy Almeida; Jefersson A dos Santos; Waner O Miranda; Bruna Alberton; Leonor Patricia C Morellato; Ricardo da S Torres,Abstract Plant phenology studies recurrent plant life cycle events and is a key component forunderstanding the impact of climate change. To increase accuracy of observations; newtechnologies have been applied for phenological observation; and one of the mostsuccessful strategies relies on the use of digital cameras; which are used as multi-channelimaging sensors to estimate color changes that are related to phenological events. Wemonitor leaf-changing patterns of a cerrado-savanna vegetation by taking daily digitalimages. We extract individual plant color information and correlate with leaf phenologicalchanges. For that; several vegetation indices associated with plant species are exploited forboth pattern analysis and knowledge extraction. In this paper; we present a novel approachfor deriving appropriate vegetation indices from vegetation digital images. The proposed …,Ecological informatics,2015,12
Evaluation of time series distance functions in the task of detecting remote phenology patterns,José C Conti; Fabio A Farial; Jurandy Almeida; Bruna Alberton; Leonor PC Morellato; Luiz Camolesi; Ricardo da S Torres,Phenology is the study of periodic natural phenomena and their relationship to climate.Usually; phenology studies consider the identification of patterns on temporal data. In thosestudies; several phenological change patterns are often encoded in time series for analysisand knowledge extraction. In this paper; we evaluate the effectiveness of several time seriessimilarity functions in the task of classifying time series related to phonological phenomenacharacterized by near-surface vegetation indices extracted from images. In addition; weperformed a correlation analysis to identify potential candidates for combination.,Pattern Recognition (ICPR); 2014 22nd International Conference on,2014,12
Shape-based time series analysis for remote phenology studies,Ricardo da S Torres; Makoto Hasegawa; Salvatore Tabbone; Jurandy Almeida; Jefersson A Dos Santos; Bruna Alberton; Leonor Patricia C Morellato,Remote phenology has motivated the development of new technologies for patternobservation. In this scenario; digital cameras have been used as data source for studies thatestimate changes on phenological events. In this paper; we investigate the use of shapedescriptors in the task of characterizing time series associated with phenological changes.The main objectives are: i) to determine which color channel is better for extracting shapedescriptors and ii) to analyze the impact of the sunshine on the performance of shapedescriptors.,Geoscience and Remote Sensing Symposium (IGARSS); 2013 IEEE International,2013,12
Automatic fusion of region-based classifiers for coffee crop recognition,Fabio A Faria; Jefersson A dos Santos; Ricardo da S Torres; Anderson Rocha; Alexandre X Falcao,Coffee crop recognition in remote sensing images is a complex task. It poses severalchallenges due to different spectral responses and texture patterns that can be extractedfrom coffee regions. This paper presents a novel framework for combining differentclassifiers using support vector machine technique (SVM); which try to learn with each oneof classifiers previews experiences (meta-learning). We investigate the combination ofseven learning methods and seven image descriptors aiming at creating low-cost classifiersfor coffee crops recognition. The objective is to provide an effective mechanism for coffeecrop recognition by fusion of region-based classifiers in remote sensing images. Theexperiments showed that the proposed framework for fusion of classifiers produces betterresults than the traditional majority voting fusion approach and all base classifiers tested.,Geoscience and Remote Sensing Symposium (IGARSS); 2012 IEEE International,2012,12
RECOD at ImageCLEF 2011: Medical Modality Classification using Genetic Programming.,Fábio Augusto Faria; Rodrigo Tripodi Calumby; Ricardo da Silva Torres,Abstract. This paper describes the participation of the RECOD group on the ImageCLEF2011 Medical Modality Classification sub-task. We present an approach based on geneticprogramming and kNN for image classification. In our approach the genetic programming isused for the learning of good functions for the combination of similarities obtained from a setof global descriptors for different visual evidences such as color; texture; and shape. Foreach class of the dataset a combination function was learned and used as a kNN classifier.Final classification results were generated by a majority voting scheme with the votingfunctions from each class. Preliminary experiments have shown a good effectiveness of theapproach and its potential for improvements.,CLEF (Notebook Papers/Labs/Workshop),2011,12
Extending the 5s framework of digital libraries to support complex objects; superimposed information; and content-based image retrieval services,Uma Murthy; Nadia Kozievitch; Jonathan Leidig; Ricardo Torres; Seungwon Yang; Marcos Gonçalves; Lois Delcambre; David Archer; Edward Fox,Abstract Advanced services in digital libraries (DLs) have been developed and widely usedto address the required capabilities of an assortment of systems as DLs expand into diverseapplication domains. These systems may require support for images (eg; Content-BasedImage Retrieval); Complex (information) Objects; and use of content at fine grain (eg;Superimposed Information). Due to the lack of consensus on precise theoretical definitionsfor those services; implementation efforts often involve ad hoc development; leading toduplication and interoperability problems. This article presents a methodology to addressthose problems by extending a precisely specified minimal digital library (in the 5Sframework) with formal definitions of aforementioned services. The theoretical extensions ofdigital library functionality presented here are reinforced with practical case studies as …,*,2010,12
SIFT applied to CBIR,Jurandy Almeida; Ricardo da S Torres; Siome Goldenstein,Abstract—Content-Based Image Retrieval (CBIR) is a chal-lenging task. Commonapproaches use only low-level features. Notwithstanding; such CBIR solutions fail oncapturing some local features representing the details and nuances of scenes. Manytechniques in image processing and computer vision can capture these scene semantics.Among them; the Scale Invariant Features Transform (SIFT) has been widely used in a lot ofapplications. This approach relies on the choice of several parameters which directly impactits effectiveness when applied to retrieve images. In this paper; we discuss the resultsobtained in several experiments proposed to evaluate the application of the SIFT in CBIRtasks.,Revista de Sistemas de Informacao da FSMA n,2009,12
Extending the 5S Digital Library Framework: From a Minimal DL Towards a DL Reference Model,Uma Murthy; Douglas Gorton; Ricardo da Silva Torres; Marcos A Goncalves; Edward A Fox; Lois ML Delcambre,In this paper; we describe ongoing research in three DL projects that build upon a commonfoundation: the 5S DL framework. In each project; we extend the 5S framework to providespecifications for a particular type of DL service and/or system-finally; moving towards a DLreference model. In the first project; we are working on formalizing content-based imageretrieval services in a DL. In the second project; we are developing specifications for asuperimposed information-supported DL (combining annotation; hypertext; and knowledgemanagement technologies). In the third effort; we have used the 5S framework to generate apractical DL system based on the DSpace software.,*,2007,12
Rank aggregation for pattern classifier selection in remote sensing images,Fabio A Faria; Daniel CG Pedronette; Jefersson A dos Santos; Anderson Rocha; Ricardo da S Torres,In the past few years; segmentation and classification techniques have become acornerstone of many successful remote sensing algorithms aiming at delineating geographictarget objects. One common strategy relies on using multiple complex features to guide thedelineation process with the objective of gathering complementary information for improvingclassification results. However; a persistent problem in this approach is how to combinedifferent and noncorrelated feature descriptors automatically. In this regard; one solution isto combine them through multiple classifier systems (MCSs) in which the diversity ofsimple/noncomplex classifiers is an essential issue in the definition of appropriate strategiesfor classifier fusion. In this paper; we propose a novel strategy for selecting classifiers(whereby a classifier is taken as a pair of learning method plus image descriptor) to be …,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,2014,11
Unsupervised distance learning by reciprocal knn distance for image retrieval,Daniel CG Pedronette; Otávio AB Penatti; Rodrigo T Calumby; Ricardo da S Torres,Abstract This paper presents a novel unsupervised learning approach that takes intoaccount the intrinsic dataset structure; which is represented in terms of the reciprocalneighborhood references found in different ranked lists. The proposed Reciprocal kNNDistance defines a more effective distance between two images; and is used to improve theeffectiveness of image retrieval systems. Several experiments were conducted for differentimage retrieval tasks involving shape; color; and texture descriptors. The proposedapproach is also evaluated on multimodal retrieval tasks; considering visual and textualdescriptors. Experimental results demonstrate the effectiveness of proposed approach. TheReciprocal kNN Distance yields better results in terms of effectiveness than various state-of-the-art algorithms.,Proceedings of International Conference on Multimedia Retrieval,2014,11
Plant species identification with phenological visual rhythms,Jurandy Almeida; Jefersson A Dos Santos; Bruna Alberton; Leonor Patricia C Morellato; Ricardo Da S Torres,Plant phenology studies recurrent plant life cycles events and is a key component of climatechange research. To increase accuracy of observations; new technologies have beenapplied for phenological observation; and one of the most successful are digital cameras;used as multi-channel imaging sensors to estimate color changes that are related tophenological events. We monitored leaf-changing patterns of a cerrado-savanna vegetationby taken daily digital images. We extract individual plant color information and correlatedwith leaf phenological changes. To do so; time series associated with plant species wereobtained; raising the need of using appropriate tools for mining patterns of interest. In thispaper; we present a novel approach for representing phenological patterns of plant speciesderived from digital images. The proposed method is based on encoding time series as a …,eScience (eScience); 2013 IEEE 9th International Conference on,2013,11
A relevance feedback approach for the author name disambiguation problem,Thiago A Godoi; Ricardo da S Torres; Ariadne MBR Carvalho; Marcos A Gonçalves; Anderson A Ferreira; Weiguo Fan; Edward A Fox,Abstract This paper presents a new name disambiguation method that exploits userfeedback on ambiguous references across iterations. An unsupervised step is used to definepure training samples; and a hybrid supervised step is employed to learn a classificationmodel for assigning references to authors. Our classification scheme combines the Optimum-Path Forest (OPF) classifier with complex reference similarity functions generated by aGenetic Programming framework. Experiments demonstrate that the proposed methodyields better results than state-of-the-art disambiguation methods on two traditional datasets.,Proceedings of the 13th ACM/IEEE-CS joint conference on Digital libraries,2013,11
A teaching tool for parasitology: enhancing learning with annotation and image retrieval,Nádia P Kozievitch; Ricardo da Silva Torres; Felipe Andrade; Uma Murthy; Edward Fox; Eric Hallerman,Abstract Parasitology is a basic course in life sciences curricula; but up to now it has fewcomputer-assisted teaching tools. We present SuperIDR; a tool which supports annotationand search (based on a textual and a visual description) in the biodiversity domain. Inaddition; it provides a feature to aid comparison of morphological characteristics amongdifferent species. Preliminary results with two experiments show that students found the toolto be very useful; contributing to an alternative learning approach.,International Conference on Theory and Practice of Digital Libraries,2010,11
Using relevance feedback for classifying remote sensing images,Jefersson Alex Dos Santos; Rubens Lampareli; Ricardo Da Silva Torres,Abstract. This paper presents an interactive technique for remote sensing imageclassification. In our proposal; users are able to interact with the classification system;indicating regions which are of interest. Furthermore; a genetic programming approach isused to learn user preferences and combine image region descriptors that encode spectraland texture properties. The approach to classify images can be divided into four mainsteps:(i) image partition and region feature extraction;(ii) identification of the partitions whichare of interest;(iii) image segmentation; and (iv) region vectorization. This work describes theobtained results from the first two main steps: partition/extraction of image features andrecognition of partitions of interest. So; in the first step the image are partitioned into tiles.Each tile is considered as an independent image and this process starts by the indication …,*,2009,11
Detecting contour saliences using tensor scale,Fernanda A Andaló; Paulo AV Miranda; Ricardo da S Torres; Alexandre X Falcao,Tensor scale is a morphometric parameter that unifies the representation of local structurethickness; orientation; and anisotropy; which can be used in several image processing tasks.This paper introduces a new application for tensor scale; which is the detection of salienceson a given contour; based on the tensor scale orientations computed for the entire objectand mapped to its contour. For validation purposes; we present a shape descriptor that usesthe detected contour saliences. Experimental results are provided; comparing the proposedmethod with our previous contour salience descriptor (CS). We show that the proposedmethod can be not only faster and more robust in the detection of salience points than theCS method; but also more effective as a shape descriptor.,Image Processing; 2007. ICIP 2007. IEEE International Conference on,2007,11
A multimodal approach for video geocoding,Lin Tzy Li; Jurandy Almeida; Daniel Carlos Guimarães Pedronette; Otávio Augusto Bizetto Penatti; RDS Torres,Developed in the context of placing task at MediaEval 2012; this work addresses theproblem of automatically assigning geographical coordinates to videos. This year our groupex-tended the implementation of our framework for multimodal geocoding for combiningtextual and visual descriptors. In this paper; we describe our approach and report the resultsfor 2012 datasets.,CEUR Workshop Proceedings,2012,10
Integrating image and spatial data for biodiversity information management,R da S Torres,Search all the public and authenticated articles in CiteULike. Include unauthenticated resultstoo (may include "spam") Enter a search phrase. You can also specify a CiteULike article id(123456);. a DOI (doi:10.1234/12345678). or a PubMed ID (pmid:12345678). Click Help foradvanced usage. CiteULike; Group: VTCS_PIM2006_Annotation; Search; Register; Log in …,*,2004,10
A soft computing approach for learning to aggregate rankings,Javier Alvaro Vargas Muñoz; Ricardo da Silva Torres; Marcos André Gonçalves,Abstract This paper presents an approach to combine rank aggregation techniques using asoft computing technique--Genetic Programming--in order to improve the results inInformation Retrieval tasks. Previous work shows that by combining rank aggregationtechniques in an agglomerative way; it is possible to get better results than with individualmethods. However; these works either combine only a small set of lists or are performed in acompletely ad-hoc way. Therefore; given a set of ranked lists and a set of rank aggregationtechniques; we propose to use a supervised genetic programming approach to searchcombinations of them that maximize effectiveness in large search spaces. Experimentalresults conducted using four datasets with different properties show that our proposedapproach reaches top performance in most datasets. Moreover; this cross-dataset …,Proceedings of the 24th ACM International on Conference on Information and Knowledge Management,2015,9
Towards a formal theory for complex objects and content-based image retrieval,Nádia P Kozievitch; Jurandy Almeida; Ricardo da S Torres; Neucimar A Leite; Marcos A Gonçalves; Uma Murthy; Edward A Fox,Abstract. Advanced services in digital libraries (DLs) have been developed and are widely usedto address the required capabilities of an assortment of systems as DLs expand into diverseapplication domains. In order to reuse; integrate; unify; manage; and support these heterogeneousresources; the notion of complex objects (COs) has emerged as a means to facilitate aggregationof content and to help developers to manage heterogeneous information resources; and theirinternal components. In particular; complex image objects (along with the most used service- Content-Based Image Retrieval) have the potential to play a key role in informationsystems; due to the large availability of images and the need to integrate them with other datasets(and metadata); and image manipulation software. However; the lack of consensus on precisetheoretical definitions for these concepts usually leads to ad hoc implementation …,Journal of Information and Data Management,2011,9
CTRnet DL for disaster information services,Seungwon Yang; Andrea Kavanaugh; Nádia P Kozievitch; Lin Tzy Li; Venkat Srinivasan; Steven D Sheetz; Travis Whalen; Donald Shoemaker; Ricardo da S Torres; Edward A Fox,Abstract We describe our work in collecting; analyzing and visualizing online information(eg; Web documents; images; tweets); which are to be maintained by the Crisis; Tragedyand Recovery Network (CTRnet) digital library. We have been collecting resources aboutdisaster events; as well as campus and other major shooting events; in collaboration withthe Internet Archive (IA). Social media data (eg; tweets; Facebook data) also have beencollected and analyzed. Analyzed results are visualized using graphs and tag clouds.Exploratory content-based image retrieval has been applied in one of our image collections.We explain our CTR ontology development methodology and collaboration with ArlingtonCounty; VA and IBM; in a Center for Community Security and Resilience funded project.,Proceedings of the 11th annual international ACM/IEEE joint conference on Digital libraries,2011,9
Descritores de forma baseados em tensor scale,Fernanda Alcântara Andaló,Resumo: Recentemente o número de coleções de imagens disponíveis vem crescendo.Conseqüentemente; surge a demanda por sistemas de informação para armazenamento;indexação e busca destas imagens. Uma das principais soluções adotadas é a utilizaçãode sistemas de recuperação de imagem por conteúdo que possuem a habilidade de; dadauma imagem de consulta; retornar as imagens mais similares em uma base de dados. Paraviabilizar este tipo de consulta; é importante que o processo de caracterização do conteúdoseja automatizado; destacando-se; neste contexto; o uso de descritores de imagembaseados na cor; textura ou forma dos objetos contidos nas imagens. Neste trabalho; sãopropostos descritores de forma baseados em Tensor Scale. Tensor Scale é um parâmetromorfométrico que unifica a representação de orientação; espessura e anisotropia de …,*,2007,9
Teste de Desempenho em Aplicações SIG Web.,Arturo Henry Torres-Zenteno; Eliane Martins; Ricardo da Silva Torres; María José Escalona Cuaresma,Resumo. Este artigo propõe um modelo de processo de teste de desempenho paraaplicações SIG Web. O modelo considera os casos de uso mais críticos ou de maior riscoquanto ao desempenho de um sistema para a criação de cenários de testes. Além disso;prevê a utilização de ferramentas livres para automatização de etapas do processo deavaliação. O modelo foi aplicado ao projeto WebMaps; que é uma aplicação SIG Web cujafinalidade é auxiliar seus usuários no planejamento agrícola a partir de regiões deinteresse. Os resultados preliminares obtidos indicam que os testes foram úteis naidentificação de problemas da arquitetura preliminar do sistema.,CIbSE,2006,9
OntoSAIA: Um ambiente Baseado em Ontologias para Recuperao e Anotao Semi-Automtica de Imagens,Ricardo B Freitas; R da Silva Torres,Abstract. This article proposes the use of image content; keywords and ontologies toimprove the image annotation and retrieval processes through the enhancement of theuser's knowledge of an image database. It proposes an architecture of a flexible systemcapable of dealing with multiple ontologies and multiple image content descriptors to helpthese tasks. The validation of the idea is being done through the implementation; in Java; ofthe software OntoSAIA. Resumo. Este trabalho propoe o uso de conteúdo; palavras-chavese ontologias para melhorar o processo de anotaçao e recuperaçao de imagens através damelhora do conhecimento que o usuário tem do banco de imagens. Propoe; também; umaarquitetura flexıvel que possibilita o uso de múltiplas ontologias e múltiplos descritores deimagem para ajudar neste processo. A validaçao desta idéia está sendo feita através da …,Proceedings of primeiro workshop de bibliotecas digitais; Simpsio Brasileiro de Banco de Dados,2005,9
