Tobacco use among sexual minorities in the USA; 1987 to May 2007: a systematic review,Joseph GL Lee; Gabriel K Griffin; Cathy L Melvin,Objectives: This paper examines the prevalence of tobacco use among sexual minorities inthe United States through a systematic review of literature from 1987 to May 2007. Methods:Seven databases were searched for peer-reviewed research (CINAHL; Cochrane Libraryvia Wiley InterScience; ERIC; Health Source: Nursing/Academic; ISI Web of Science;PsycINFO via EBSCO Host; and PubMed). No language restrictions were used. Abstractswere identified in the literature search (n= 734) and were independently read and coded forinclusion or exclusion by two reviewers. When agreement was not reached; a third revieweracted as arbitrator. Abstracts were included if they presented data collected in the UnitedStates from 1987 to May 2007 and reported prevalence or correlation of tobacco use withsexual minority status. Studies reporting data from HIV-positive samples were excluded …,Tobacco Control,2009,230
Assessment of College and University Campus Tobacco-Free Policies in North Carolina,Joseph GL Lee; Adam O Goldstein; Elizabeth G Klein; Leah M Ranney; Ashlea M Carver,Abstract Objective: To develop a reliable and efficient method for assessing prevalence andstrength of college/university tobacco-related policies. Participants: North Carolina (NC)public universities; community colleges; and private colleges/universities (N= 110). Methods:A census of policies using campus handbooks and Web sites was conducted in March 2011.Results: The rating tool is reliable and valid. Ninety-nine percent of NC college/universitycampuses are smoke-free in all indoor areas. The majority (94/110 [85%]) of colleges anduniversities regulate smoking and/or tobacco in some or all outdoor areas. Less than 20% ofcampuses had restrictions for industry marketing; promotion; and sales. Conclusions: Cleanindoor air policies are present at all but 1 NC college/university campus; and a growingnumber have enacted broad outdoor limits to protect students; faculty; and staff from …,Journal of American College Health,2012,19
Adding sexual orientation questions to statewide public health surveillance: New Mexico's experience.,Nicole A VanKim; James L Padilla; Joseph GL Lee; Adam O Goldstein,We examined refusal rates for sensitive demographic questions to determine whetherquestions on sexual orientation are too sensitive for routine use on public health surveys.We compared the percentage of active refusals in New Mexico for a sexual orientationquestion and 6 other sensitive demographic questions. In 2007 and 2008; refusal rates forsexual orientation questions were similar to rates for questions on race/ethnicity and weightand significantly lower than rates for questions on household income. Perceptions thatsexual orientation is too controversial a topic to be included on state surveys may beunfounded.,American journal of public health,2010,19
Up in smoke: Vanishing evidence of tobacco disparities in the Institute of Medicine’s report on sexual and gender minority health,Joseph GL Lee; John R Blosnich; Cathy L Melvin,The Institute of Medicine (IOM) released a groundbreaking report on lesbian; gay; bisexual;and transgender (LGBT) health in 2011; finding limited evidence of tobacco disparities. Weexamined IOM search terms and used 2 systematic reviews to identify 71 articles on LGBTtobacco use. The IOM omitted standard tobacco-related search terms. The report alsoomitted references to studies on LGBT tobacco use (n= 56); some with rigorous designs. TheIOM report may underestimate LGBT tobacco use compared with general population use.,American journal of public health,2012,18
Out smoking on the big screen: tobacco use in LGBT movies; 2000–2011,Joseph GL Lee; Christine B Agnew-Brune; Justin A Clapp; John R Blosnich,Objective Lesbian; gay; bisexual and transgender (LGBT) people have significantly highersmoking prevalence than heterosexual people in the USA. The reasons for this disparityremain unclear. Tobacco use in movies has a substantial influence on tobacco usebehaviours; particularly among youth. Yet; no research has examined tobacco use in moviesfor LGBT audiences or containing LGBT characters. Methods We identified 81 US moviesfrom 2000 to 2011 with a theatre release and with LGBT themes or characters. We thenselected a random sample of these movies (n= 45) for quantitative content analysis toexamine the proportion of movies with depictions of tobacco use and the number ofoccurrences of tobacco use. Results Tobacco use was depicted in 87%(95% CI 80% to94%) of movies with an average of four occurrences of tobacco use per hour (95% CI 3 to …,Tobacco control,2014,17
Testing warning messages on smokers’ cigarette packages: a standardised protocol,Noel T Brewer; Marissa G Hall; Joseph GL Lee; Kathryn Peebles; Seth M Noar; Kurt M Ribisl,Purpose Lab experiments on cigarette warnings typically use a brief one-time exposure thatis not paired with the cigarette packs smokers use every day; leaving open the question ofhow repeated warning exposure over several weeks may affect smokers. This proof ofprinciple study sought to develop a new protocol for testing cigarette warnings that betterreflects real-world exposure by presenting them on cigarette smokers' own packs. MethodsWe tested a cigarette pack labelling protocol with 76 US smokers ages 18 and older. Weapplied graphic warnings to the front and back of smokers' cigarette packs. Results Mostsmokers reported that at least 75% of the packs of cigarettes they smoked during the studyhad our warnings. Nearly all said they would participate in the study again. Using cigarettepacks with the study warnings increased quit intentions (p< 0.05). Conclusions Our …,Tobacco control,2015,16
A Profile of North Carolina Lesbian; Gay; and Bisexual Health Disparities; 2011,Derrick D Matthews; Joseph GL Lee,Objectives. We investigated the health profile of lesbian; gay; and bisexual (LGB) adults inNorth Carolina; the first state in the South to include a measure of sexual orientation identityin a probability-based statewide health survey. Methods. Using data from 9876 respondentsin the 2011 North Carolina Behavioral Risk Factor Surveillance Survey; we comparedsexual minorities to heterosexuals on a variety of health indicators. Results. LGBrespondents were younger and more likely to be reached by cell phone. Many examinedindicators were not different by sexual orientation. Significant results; however; wereconsistent with findings from state population surveys in other regions of the country;including disparities in mental health and; among women; smoking. Conclusions. ReportingLGB identity in North Carolina is associated with poorer health. The concentration of anti …,American journal of public health,2014,16
High Tobacco Use among Lesbian; Gay; and Bisexual Populations in West Virginian Bars and Community Festivals,Joseph GL Lee; Adam O Goldstein; Leah M Ranney; Jeff Crist; Anna McCullough,Abstract: With no information on tobacco use for lesbian; gay; or bisexual (LGB) populationsin West Virginia (WV); it is unclear if nationally-identified LGB tobacco disparities also existin this State. To address this data gap; we conducted a community tobacco survey in barsand events associated with the WV Pride Parade and Festival. Trained community surveyorsused electronic and paper survey instruments in bars (n= 6) in three WV cities andcommunity events associated with the WV Pride Parade and Festival. We analyzed resultsfrom 386 completed surveys from self-identified LGB individuals. Tobacco use among LGBbar patrons and LGB attendees at Pride-affiliated events was elevated (45%); as was currentcigarette use (41%). Users of cigars and chewing tobacco were frequently dual users ofcigarettes; with 80% and 60% reporting dual use; respectively. A substantial disparity …,International journal of environmental research and public health,2011,15
Asthma Disparities and Within-Group Differences in a National; Probability Sample of Same-Sex Partnered Adults,John R Blosnich; Joseph GL Lee; Robert Bossarte; Vincent MB Silenzio,Objectives. We examined the prevalence and correlates of self-reported lifetime diagnosis ofasthma and current asthma among same-sex and opposite-sex partnered adults. Methods.Data were from the 2004 Behavioral Risk Factor Surveillance System; in which same-sexpartnership was a response option to a family planning item in the core questionnaire. Self-reported lifetime diagnosis of asthma and current asthma were examined in logisticregression models adjusted for demographic characteristics and asthma-relatedconfounding factors and stratified by both gender and same-sex partnership status. Results.Significantly higher proportions of same-sex partnered male and female respondentsreported lifetime and current asthma compared with their opposite-sex partnered peers. Inadjusted analyses; same-sex partnership status remained significantly associated with …,American journal of public health,2013,14
Is there a relationship between the concentration of same-sex couples and tobacco retailer density?,Joseph GL Lee; William K Pan; Lisa Henriksen; Adam O Goldstein; Kurt M Ribisl,Abstract Background: Tobacco use is markedly higher among lesbian; gay; and bisexualpopulations than heterosexuals. Higher density of tobacco retailers is found inneighborhoods with lower income and more racial/ethnic minorities. Same-sex couples tendto live in similar neighborhoods; but the association of this demographic with tobacco retailerdensity has not been examined. Methods: For a national sample of 97 US counties; wecalculated the number of tobacco retailers per 1000 persons and rates of same-sex couplesper 1000 households in each census tract (n= 17 941). Using spatial regression; weexamined the association of these variables in sex-stratified models; includingneighborhood demographics and other environmental characteristics to examineconfounding. Results: Results from spatial regression show that higher rates of both …,Nicotine & Tobacco Research,2016,11
Successful implementation of a wellness and tobacco cessation curriculum in psychosocial rehabilitation clubhouses,Joseph GL Lee; Leah M Ranney; Adam O Goldstein; Anna McCullough; Sterling M Fulton-Smith; Nicole O Collins,Fifty-eight percent of clubhouse participants completed surveys. Results showed tobacco usersopen to tobacco-free policies (62%) and perceiving more discussions about quitting tobaccowith healthcare providers (69%). Analyses of staff interviews and member surveys revealed fourkey themes: (1) the curriculum was successfully implemented and appreciated; (2) technicalassistance kept implementation on track; (3) adding wellness content and interactive componentsshould enhance the curriculum; and; (4) the curriculum advanced other healthful policies andpractices … Mental health settings are important locations for implementing programs to addresstobacco use. In this real-world implementation of a model curriculum in psychosocial rehabilitationclubhouses; the curriculum tested well; was feasible and well-received; and suggests potentialimpact on tobacco use outcomes. Revision; dissemination; and a randomized controlled …,BMC public health,2011,8
Social ecology of tobacco surveillance data for sexual and gender minority populations,JG Lee,Since Hooker (1957) first sampled gay men outside of psychiatric institutions; it has been clearthat our under- standing of sexual minority health is strongly linked to sam- pling methods. Thework of Lombardi et al. (2008) should serve as a call to accelerate the diffusion of a simple “innova- tion ” to more states: the integration of a question on sexual orientation in routine tobaccosurveillance. This would ben- efit not only tobacco control but also other fields where dis- paritiesexist for sexual and gender minorities (eg; mental health; violence prevention; and HIV/STD preventionand control; King et al.; 2008 ; Mayer et al.; 2008 ) … Well-designed public health surveillancesystems are a fun- damental part of interventions addressing tobacco use dispari- ties; yet; thereis substantial room for improvement in how surveillance systems track indictors on health disparities( Gold; Dodd; & Neuman; 2008 ). State health departments; funders; and other …,Nicotine & Tobacco Research,2009,8
Raising the Legal Age of Tobacco Sales: Policy Support and Trust in Government; 2014–2015; US,Joseph GL Lee; Marcella H Boynton; Amanda Richardson; Kristen Jarman; Leah M Ranney; Adam O Goldstein,Introduction The National Academy of Medicine has called for an increase in the minimumage of tobacco product sales. It is not clear what age increase would garner the greatestpublic support; or whether trust in the US government predicts policy support. Methods Thedata for these analyses are from a nationally representative telephone sample of US adults(N= 4;880) conducted from September 2014 to May 2015. The authors assessed whethersupport varied by the proposed minimum age of tobacco sales using a survey experiment(ie; random assignment to the 19-; 20-; or 21-year age minimum condition) and; in cross-sectional analyses; whether smoking status; individual demographics; state-level politics;and general trust in the government predicted policy support. Analyses were conducted fromMay to December 2015. Results Odds of support for raising the minimum sales age to 21 …,American journal of preventive medicine,2016,6
Single cigarette sales: state differences in FDA advertising and labeling violations; 2014; United States,Hannah M Baker; Joseph GL Lee; Leah M Ranney; Adam O Goldstein,Abstract Importance: Single cigarettes; which are sold without warning labels and oftenevade taxes; can serve as a gateway for youth smoking. The Family Smoking Preventionand Tobacco Control Act of 2009 gives the US Food and Drug Administration (FDA)authority to regulate the manufacture; distribution; and marketing of tobacco products;including prohibiting the sale of single cigarettes. To enforce these regulations; the FDAconducted over 335 661 inspections between 2010 and September 30; 2014; and allocatedover $115 million toward state inspections contracts. Objective: To examine differences insingle cigarette violations across states and determine if likely correlates of single cigarettesales predict single cigarette violations at the state level. Design: Cross-sectional study ofpublicly available FDA warning letters from January 1 to July 31; 2014. Setting: All 50 …,Nicotine & Tobacco Research,2016,6
Peer Reviewed: Neighborhood Inequalities in Retailers’ Compliance With the Family Smoking Prevention and Tobacco Control Act of 2009; January 2014–July 2014,Joseph GL Lee; Hannah M Baker; Leah M Ranney; Adam O Goldstein,Methods We coded FDA advertising and labeling warning letters (n= 718) for type ofviolations and geocoded advertising and labeling inspections from January 1 through July31; 2014 (N= 33;543). Using multilevel models; we examined cross-sectional associationsbetween types of violations and neighborhood characteristics previously associated withdisparities (ie; percentage black; Latino; under the poverty line; and younger than 18 years).Results Retailer advertising and labeling violations are patterned by who lives in theneighborhood; regulated tobacco products are more likely to be stored behind the counteras the percentage of black or Latino residents increases; and single cigarettes are moreoften available for purchase in neighborhoods as the percentage of black; poor; or youngresidents increases. Conclusion Contrary to previous null findings; noncompliance with …,Preventing chronic disease,2015,6
Inequities in tobacco retailer sales to minors by neighbourhood racial/ethnic composition; poverty and segregation; USA; 2015,Joseph GL Lee; Hope Landrine; Essie Torres; Kyle R Gregory,Objective Tobacco retailers are an important source of tobacco products for minors. Previousresearch shows racial discrimination in sales to minors; but no national study has examinedneighbourhood correlates of retailer under-age sales. Methods We accessed publiclyavailable results of 2015 US Food and Drug Administration (FDA) inspections of tobaccoretailers (n= 108 614). In this cross-sectional study; we used multilevel logistic regression topredict the likelihood of retailer sale to a minor based on tract characteristics. We assessedthe proportion of residents identifying as American Indian; Asian; Black; Latino and White;Isolation Index scores for each racial/ethnic group; the proportion of people less than age 65living in poverty; and the proportion of residents age 10–17 in relation to retailer inspectionresults. Results The proportion of American Indian residents; Black residents; Latino …,Tobacco Control,2016,5
" May I Buy a Pack of Marlboros; Please?" A Systematic Review of Evidence to Improve the Validity and Impact of Youth Undercover Buy Inspections,Joseph GL Lee; Kyle R Gregory; Hannah M Baker; Leah M Ranney; Adam O Goldstein,Most smokers become addicted to tobacco products before they are legally able to purchasethese products. We systematically reviewed the literature on protocols to assess underagepurchase and their ecological validity. We conducted a systematic search in May 2015 inPubMed and PsycINFO. We independently screened records for inclusion. We conducted anarrative review and examined implications of two types of legal authority for protocols thatgovern underage buy enforcement in the United States: criminal (state-level laws prohibitingsales to youth) and administrative (federal regulations prohibiting sales to youth). Tenstudies experimentally assessed underage buy protocols and 44 studies assessed theassociation between youth characteristics and tobacco sales. Protocols that mimicked real-world youth behaviors were consistently associated with substantially greater likelihood …,PLoS One,2016,5
Have screening harms become newsworthy? News coverage of prostate and colorectal cancer screening since the 2008 USPSTF recommendation changes,Emily A Elstad; Stacey L Sheridan; Joseph GL Lee; Christine Rini; Jo Anne Earp; Noel T Brewer,Abstract In 2008; the US Preventive Services Task Force updated its recommendations todiscourage screening for prostate cancer in men over 75 and for colorectal cancer in adultsover 85. We aimed to determine whether newspapers portrayed these screenings differentlyafter these recommendation changes. A quantitative content analysis included articles onprostate-specific antigen (PSA) testing or colonoscopy in US newspapers from 2005 to2012. Outcomes included the number of benefits and harms mentioned and the gist expertand lay readers might get from articles. Benefits in PSA articles (n= 222) and harms andbenefits in colonoscopy articles (n= 65) did not change over time. Mentions of PSA harmsincreased after 2008 (p<. 01). Expected expert gist of PSA articles became more negativeafter 2008 (p<. 01). Expected lay gist was positive and did not change. News coverage of …,Journal of behavioral medicine,2014,5
Impact of the Adoption of Tobacco-Free Campus Policies on Student Enrollment at Colleges and Universities; North Carolina; 2001–2010,Kimberly D Miller; Dongqing Yu; Joseph GL Lee; Leah M Ranney; Daniel J Simons; Adam O Goldstein,Abstract Objective: College and university administrators have expressed concern thatadoption of tobacco-free policies may reduce applications and enrollment. This studyexamines adoption and implementation of 100% tobacco-free campus policies byinstitutions of higher education on applications and enrollment. Participants: North Carolinaprivate colleges and universities and public community colleges. Analysis was conducted in2011. Methods: Student enrollment and application data were analyzed by campus type todetermine (a) if there was a difference in student applications and enrollment before andafter policy implementation; and (b) if there was a difference in student applications andenrollment for campuses with versus without a policy. Results: No significant differenceswere found in student enrollment or applications when comparing years prior to and …,Journal of American College Health,2015,4
A National Study of Social Media; Television; Radio; and Internet Usage of Adults by Sexual Orientation and Smoking Status: Implications for Campaign Design,Andrew B Seidenberg; Catherine L Jo; Kurt M Ribisl; Joseph GL Lee; Francisco O Buchting; Yoonsang Kim; Sherry L Emery,Background: Smoking rates among lesbian; gay; and bisexual (LGB) people significantlyexceed that of heterosexuals. Media interventions are an important part of tobacco controlefforts; but limited information is available on LGB people's media use. Methods: A nationallyrepresentative sample of 12;900 US adults completed an online questionnaire assessingmedia use; smoking status; and demographic information. Multivariable logistic regressionwas used to assess relationships between media use with sexual orientation and smokingstatus. Results: A total of 590 (4.6%) respondents identified as LGB; of which 29% weresmokers. Regardless of sexual orientation and smoking status; the Internet was the mostpopular media channel used; followed by television and radio. LGB respondents hadsignificantly greater odds of having accounts on social media websites; accessing …,International Journal of Environmental Research and Public Health,2017,3
Inequalities in tobacco outlet density by race; ethnicity and socioeconomic status; 2012; USA: results from the ASPiRE Study,Joseph GL Lee; Dennis L Sun; Nina M Schleicher; Kurt M Ribisl; Douglas A Luke; Lisa Henriksen,Background Evidence of racial/ethnic inequalities in tobacco outlet density is limited by:(1)reliance on studies from single counties or states;(2) limited attention to spatial dependence;and (3) an unclear theory-based relationship between neighbourhood composition andtobacco outlet density. Methods In 97 counties from the contiguous USA; we calculated the2012 density of likely tobacco outlets (N= 90 407); defined as tobacco outlets per 1000population in census tracts (n= 17 667). We used 2 spatial regression techniques;(1) aspatial errors approach in GeoDa software and (2) fitting a covariance function to the errorsusing a distance matrix of all tract centroids. We examined density as a function of race;ethnicity; income and 2 indicators identified from city planning literature to indicateneighbourhood stability (vacant housing; renter-occupied housing). Results The average …,J Epidemiol Community Health,2017,3
Identification of Vape Shops in Two North Carolina Counties: An Approach for States without Retailer Licensing,Joseph GL Lee; Heather D’Angelo; Jaleel D Kuteh; Ryan J Martin,Stores that sell electronic nicotine delivery systems (ENDS) as their primary product are anew phenomenon and often termed “vape shops”. While vape shops are now regulated bystate and federal agencies; not all states maintain lists of vape shops in operation. Standardways of identifying tobacco retailers through off-premise alcohol permits and business listingservices may not identify vape shops. We used four online business listing services (ie;Google Maps; ReferenceUSA; YellowPages. com; Yelp) to identify vape shops in twocounties in North Carolina (NC). In one county; we also assessed four vaping web sites. Wedrove primary and secondary roads to physically validate the identified stores and attempt toidentify stores not listed online. To assess the accuracy of the online searches; wecalculated sensitivity and positive predictive values (PPVs). This research was conducted …,International Journal of Environmental Research and Public Health,2016,3
Identifying Lesbian; Gay; Bisexual; and Transgender Search Terminology: A Systematic Review of Health Systematic Reviews,Joseph GL Lee; Thomas Ylioja; Mellanye Lackey,Research on the health of lesbian; gay; bisexual; and transgender (LGBT) populations canprovide important information to address existing health inequalities. Finding existingresearch in LGBT health can prove challenging due to the plethora of terminology used. Wesought to describe existing search strategies and to identify more comprehensive LGBTsearch terminology. We iteratively created a search string to identify systematic reviews andmeta-analyses about LGBT health and implemented it in Embase; PubMed/MEDLINE; andPsycINFO databases on May 28–29; 2015. We hand-searched the journal LGBT Health.Inclusion criteria were: systematic reviews and meta-analyses that addressed LGBT health;used systematic searching; and used independent coders for inclusion. The publishedsearch terminology in each record and search strings provided by authors on request …,PloS one,2016,3
Keeping the Community Posted: Lesbian; Gay; Bisexual; and Transgender Blogs and the Tobacco Epidemic,Joseph GL Lee,Abstract Purpose: Lesbian; gay; bisexual; and transgender (LGBT) people are more likely touse tobacco products than heterosexual people. This results in disproportionate death anddisability for LGBT communities. Yet; addressing the tobacco epidemic is generally low onthe agenda of LGBT community organizations; and LGBT individuals report lower levels ofsupport for some evidence-based tobacco prevention and control policies thanheterosexuals. Informed by agenda-setting theory; this study investigated coverage of thetobacco epidemic in LGBT news blogs. Methods: Sixteen blogs and 105 tobacco-relatedposts from 2003 to March 9; 2013; were identified; and a quantitative content analysis wasconducted. Results: Coverage of the tobacco epidemic was primarily concentrated in fourblogs and focused on the epidemiology of the epidemic and on tobacco-related policies …,LGBT Health,2013,3
“Their Packaging Has Always Been Like a Power”: A Qualitative Study of US Smokers’ Perceptions of Cigarette Pack Visual Design Features to Inform Product Regu...,Joseph GL Lee; Paige E Averett; Tiffany Blanchflower; Nunzio Landi; Kyle R Gregory,Abstract Cigarette packaging matters to consumer behavior. However; it is less clear whichchanges to packaging design would be salient for adult smokers. Such information iscritically important to regulators in the United States who are charged with reviewing newtobacco products for their impact on population health. In this qualitative study; US adultsmokers (n= 33) participated in six telephone-based focus groups in March 2017. Separategroups were comprised of lesbian; gay; and bisexual (LGB) participants; participants withless than four years of post-secondary education; a mix of LGB and straight participants;and; the general population. All groups were purposely selected for diversity. Open thematiccoding identified salient design elements used on cigarette packaging. Smokers articulateddesign elements' use; meaning; and links with consumer behaviors. Three themes were …,International Journal of Environmental Research and Public Health,2017,2
