Distributed GraphLab: a framework for machine learning and data mining in the cloud,Yucheng Low; Danny Bickson; Joseph Gonzalez; Carlos Guestrin; Aapo Kyrola; Joseph M Hellerstein,Abstract While high-level data parallel frameworks; like MapReduce; simplify the design andimplementation of large-scale data processing systems; they do not naturally or efficientlysupport many important data mining and machine learning algorithms and can lead toinefficient learning systems. To help fill this critical void; we introduced the GraphLababstraction which naturally expresses asynchronous; dynamic; graph-parallel computationwhile ensuring data consistency and achieving a high degree of parallel performance in theshared-memory setting. In this paper; we extend the GraphLab framework to thesubstantially more challenging distributed setting while preserving strong data consistencyguarantees. We develop graph based extensions to pipelined locking and data versioning toreduce network congestion and mitigate the effect of network latency. We also introduce …,Proceedings of the VLDB Endowment,2012,1294
Scalable inference in latent variable models,Amr Ahmed; Moahmed Aly; Joseph Gonzalez; Shravan Narayanamurthy; Alexander J Smola,Abstract Latent variable techniques are pivotal in tasks ranging from predicting user clickpatterns and targeting ads to organizing the news and managing user generated content.Latent variable techniques like topic modeling; clustering; and subspace estimation providesubstantial insight into the latent structure of complex data with little or no external guidancemaking them ideal for reasoning about large-scale; rapidly evolving datasets. Unfortunately;due to the data dependencies and global state introduced by latent variables and theiterative nature of latent variable inference; latent-variable techniques are often prohibitivelyexpensive to apply to large-scale; streaming datasets. In this paper we present a scalableparallel framework for efficient inference in latent variable models over streaming web-scaledata. Our framework addresses three key challenges: 1) synchronizing the global state …,Proceedings of the fifth ACM international conference on Web search and data mining,2012,206
Residual splash for optimally parallelizing belief propagation,Joseph Gonzalez; Yucheng Low; Carlos Guestrin,Abstract As computer architectures move towards multicore we must build a theoreticalunderstanding of parallelism in machine learning. In this paper we focus on parallelinference in graphical models. We demonstrate that the natural; fully synchronousparallelization of belief propagation is highly inefficient. By bounding the achievable parallelperformance in chain graphical models we develop a theoretical understanding of theparallel limitations of belief propagation. We then provide a new parallel belief propagationalgorithm which achieves optimal performance. Using two challenging real-world tasks; weempirically evaluate the performance of our algorithm on large cyclic graphical modelswhere we achieve near linear parallel scaling and out perform alternative algorithms.,Artificial Intelligence and Statistics,2009,146
Dispersión de semillas por murciélagos: su importancia en la conservación y regeneración del bosque tropical,Jorge Galindo González,RESUMEN El tnbietivo de esta revisión es responder a dos preguntas básicas:{ll¿contribuyen los murciélagos frugivoros neotropicales como agentes dispersores desemillas; a la regeneración (le selvas? y (21¿ cuáles podrían ser las consecuenciasecológicas si los murciélagos frugivoros {Jesaparecieran de los potreros del trópicoltúmedo? revisó la información existente sobre: a) los patrones de movimientos; forraieo ytitilrzaiciótr de recursos por los murciélagos. bl la dispersión de las semillas por murciélagosy el efecto de sombra de semillas en las selvas tropicales del Nuevo Mundo; y ci secompararon las especies consurriidas por los murciélagos con la lluvia de SBITLIIIGS y lattomposirtirárt y estructura de la vegetación haio árboles aislados en potreros dc-LosTuxtlas; México. Los hábitos de forrajeo y distancias abarcadas durartte los vuelos …,Acta Zoológica Mexicana (nueva serie),1998,143
Apache spark: a unified engine for big data processing,Matei Zaharia; Reynold S Xin; Patrick Wendell; Tathagata Das; Michael Armbrust; Ankur Dave; Xiangrui Meng; Josh Rosen; Shivaram Venkataraman; Michael J Franklin; Ali Ghodsi; Joseph Gonzalez; Scott Shenker; Ion Stoica,The growth of data volumes in industry and research poses tremendous opportunities; as wellas tremendous computational challenges. As data sizes have outpaced the capabilities of singlemachines; users have needed new systems to scale out computations to multiple nodes. As aresult; there has been an explosion of new cluster programming models targeting diverse computingworkloads. 1;4;7;10 At first; these models were relatively specialized; with new models developedfor new workloads; for example; MapReduce 4 supported batch processing; but Google alsodeveloped Dremel 13 for interactive SQL queries and Pregel 11 for iterative graphalgorithms. In the open source Apache Hadoop stack; systems like Storm 1 and Impala 9 arealso specialized. Even in the relational database world; the trend has been to move away from"one-size-fits-all" systems. 18 Unfortunately; most big data applications need to combine …,Communications of the ACM,2016,132
TMEM106B regulates progranulin levels and the penetrance of FTLD in GRN mutation carriers,N Finch; Minerva M Carrasquillo; M Baker; NJ Rutherford; G Coppola; M Dejesus-Hernandez; R Crook; T Hunter; R Ghidoni; L Benussi; J Crook; E Finger; KJ Hantanpaa; AM Karydas; P Sengdy; J Gonzalez; WW Seeley; N Johnson; TG Beach; M Mesulam; G Forloni; A Kertesz; David S Knopman; R Uitti; CL White; R Caselli; C Lippa; EH Bigio; Zbigniew K Wszolek; G Binetti; IR Mackenzie; BL Miller; Bradley F Boeve; Steven G Younkin; Dennis W Dickson; Ronald Carl Petersen; NR Graff-Radford; DH Geschwind; R Rademakers,Objectives: To determine whether TMEM106B single nucleotide polymorphisms (SNPs) areassociated with frontotemporal lobar degeneration (FTLD) in patients with and withoutmutations in progranulin (GRN) and to determine whether TMEM106B modulates GRNexpression. Methods: We performed a case-control study of 3 SNPs in TMEM106B in 482patients with clinical and 80 patients with pathologic FTLD–TAR DNA-binding protein 43without GRN mutations; 78 patients with FTLD with GRN mutations; and 822 controls.Association analysis of TMEM106B with GRN plasma levels was performed in 1;013controls and TMEM106B and GRN mRNA expression levels were correlated in peripheralblood samples from 33 patients with FTLD and 150 controls. Results: In our complete FTLDpatient cohort; nominal significance was identified for 2 TMEM106B SNPs (top SNP …,Neurology,2011,125
Human sperm penetration into zona‐free hamster oocytes as a test to evaluate the sperm fertilizing ability,C Barros; J Gonzalez; E Herrera; E Bustos‐Obregon,Introduction Ejaculated mammalian spermatozoa need to undergo physiological as well asmorpho- logical changes in the female tract; which render them fertile; prior to entry into the oocyte(see Barros - 1974 and Barros et al. - 1974 for reviews). The study of the en- vironmental conditionsfor the spermatozoon to undergo capacitation; has been greatly enhanced due to the use of invitro fertilization techniques. There are many mam- malian species in which the use of homologousoocytes to test the fertilizing ability of the spermatozoa is not desired due to logistic type of problemsand/or due to ethical problems. The use of in vitro cross-fertilization allows the scientist to overcomethese problems. Oocytes of many different rodent species devoid of the zona pellucida havealready been used to this purpose (Hanada and Chang - 1972-1976). The knowledge of theconditions under which human spermatozoa can be rendered fertile is of para- mount …,Andrologia,1979,123
MLI: An API for distributed machine learning,Evan R Sparks; Ameet Talwalkar; Virginia Smith; Jey Kottalam; Xinghao Pan; Joseph Gonzalez; Michael J Franklin; Michael I Jordan; Tim Kraska,MLI is an Application Programming Interface designed to address the challenges of buildingMachine Learning algorithms in a distributed setting based on data-centric computing. Itsprimary goal is to simplify the development of high-performance; scalable; distributedalgorithms. Our initial results show that; relative to existing systems; this interface can beused to build distributed implementations of a wide variety of common Machine Learningalgorithms with minimal complexity and highly competitive performance and scalability.,Data Mining (ICDM); 2013 IEEE 13th International Conference on,2013,122
Behavioural responses of humpback whales (Megaptera novaeangliae) to whalewatching boats near Isla de la Plata; Machalilla National Park; Ecuador,Meike Scheidat; Cristina Castro; Janira Gonzalez; Rob Williams,ABSTRACT Machalilla National Park; on the coast of mainland Ecuador; supports a growingwhalewatching industry that focuses on Southern Hemisphere humpback whales; whichspend the austral winter (June-September) in this area. This study was designed to measureshort-term reactions of whales to the whalewatching vessel activity typically seen in this areafor two reasons:(1) to identify the nature of whales' avoidance response; if any; in order todraft whalewatching guidelines that help local mariners identify when they may be disturbingwhales; and (2) to quantify the magnitude of any avoidance response; to examine how thisrelatively understudied population behaves around boats compared with whales in otherwhalewatching areas. A shore-based theodolite tracking team created a 'natural'experimentto observe relationships between whalewatching traffic and whale behaviour in 1998 and …,Journal of Cetacean Research and Management,2004,117
Disseminated infection and colonization by Scedosporium prolificans: a review of 18 cases; 1990–1999,Pedro Idigoras; Emilio Pérez-Trallero; Luis Pineiro; Julián Larruskain; M Carmen López-Lopategui; Nerea Rodríguez; Julián Marín González,Abstract Scedosporium prolificans infection was analyzed in 18 patients from whom thefungus was isolated during the period 1990–1999. Of these 18 patients; 12 had somepredisposing factor and either unconfirmed infection or colonization; and 6 patients hadconfirmed disseminated infection: 4 patients with leukemia died; 1 patient with breast cancerwho underwent autologous bone marrow transplantation survived; and 1 patient withadvanced acquired immunodeficiency syndrome died; although the fungal infection did notseem to affect his clinical symptoms.,Clinical Infectious Diseases,2001,114
Parallel gibbs sampling: From colored fields to thin junction trees,Joseph Gonzalez; Yucheng Low; Arthur Gretton; Carlos Guestrin,Abstract We explore the task of constructing a parallel Gibbs sampler; to both improvemixing and the exploration of high likelihood states. Recent work in parallel Gibbs samplinghas focused on update schedules which do not guarantee convergence to the intendedstationary distribution. In this work; we propose two methods to construct parallel Gibbssamplers guaranteed to draw from the targeted distribution. The first method; called theChromatic sampler; uses graph coloring to construct a direct parallelization of the classicsequential scan Gibbs sampler. In the case of 2-colorable models we relate the Chromaticsampler to the Synchronous Gibbs sampler (which draws all variables simultaneously inparallel); and reveal new ergodic properties of Synchronous Gibbs chains. Our secondmethod; the Splash sampler; is a complementary strategy which can be used when the …,Proceedings of the Fourteenth International Conference on Artificial Intelligence and Statistics,2011,109
Synthesis and antiparasitic activity of albendazole and mebendazole analogues,Gabriel Navarrete-Vazquez; Lilian Yepez; Alicia Hernandez-Campos; Amparo Tapia; Francisco Hernandez-Luis; Roberto Cedillo; Jose Gonzalez; Antonio Martınez-Fernandez; Mercedes Martınez-Grueiro; Rafael Castillo,Abstract Albendazole (Abz) and Mebendazole (Mbz) analogues have been synthesized andin vitro tested against the protozoa Giardia lamblia; Trichomonas vaginalis and thehelminths Trichinella spiralis and Caenorhabditis elegans. Results indicate that compounds4a; 4b (Abz analogues); 12b and 20 (Mbz analogues) are as active as antiprotozoal agentsas Metronidazole against G. lamblia. Compound 9 was 58 times more active than Abzagainst T. vaginalis. Compounds 8 and 4a also shown high activity against this protozoan.Compounds 4b and 5a were as active as Abz. None of the Mbz analogues showed activityagainst T. vaginalis. The anthelmintic activity presented by these compounds was poor.,Bioorganic & Medicinal Chemistry,2003,100
Mapa de series de vegetación de España y memoria,Salvador Rivas Martínez; JM Gandullo; R Serrada; JL Allué; JL Montero; JL González,*,Publicaciones del Ministerio de Agricultura; Pesca y Alimentación; Madrid,1987,96
Relationship between condylar position; dentofacial deformity and temporomandibular joint dysfunction: an MRI and CT prospective study,J Fernández Sanromán; JM Gómez González; J Alonso Del Hoyo,Summary The possible relationship between the morphometric characteristics (condylar andtemporomandibular joint (TMJ) disc position) of the TMJ and the TMJ clinical findings(normal versus TMJ disorders) in different types of dentofacial deformities was studied. Forty-eight patients with dentofacial deformities (96 TMJs) were investigated preoperatively and10 patients (20 TMJs) without deformities were studied as a control group; clinically andradiographically; using computer tomography (CT) and magnetic resonance imaging (MRI);to assess the position of the mandibular condyle and the TMJ disc in the sagittal; coronaland horizontal planes. Fifteen of the 28 joints (53.6%) of patients diagnosed as class IIdentofacial deformity had internal derangements and anteriorly displaced discs. Theincidence of internal derangement in the class I and class III groups was lower (10%). An …,Journal of Cranio-Maxillofacial Surgery,1998,93
Markovian chemicals" in silico" design (MARCH-INSIDE); a promising approach for computer aided molecular design II: experimental and theoretical assessment of...,Humberto González Díaz; Ervelio Olazabal; Nilo Castañedo; Ivan Hernádez Sánchez; Alcidez Morales; Hector S Serrano; Julio González; Ronal Ramos de Armas,Abstract. A novel method for in silico selection of fluckicidal drugs is introduced. Two QSARsthat permit us to discriminate between fasciolicide and non-fasciolicide drugs (the first) andto outline some conclusions about the possible mechanism of action of a chemical (thesecond) are performed. The first model correctly classified 93.85% of compounds in thetraining series and 89.5% of the compounds in the predicting one. This model correctlyclassified 87.7; 93.8; 92.2 and 93.9% of compounds in leave-n-out cross validationprocedures when n takes values from 2 to until 6. The model seems to be stable in around92% of good classification in leave-n-out cross validation analysis when n> 6. The secondmodel correctly classified 70% of non-fasciolicide compounds; 85.71% of β-tubulin inhibitorsand 100% of proton ionophores in the training set. This model recognizes as proton …,Molecular modeling annual,2002,86
Terpenoids isolated from Psidium guajava hexane extract with depressant activity on central nervous system,Mariana Meckes; Fernando Calzada; Jaime Tortoriello; José Luis González; Mariano Martínez,Abstract A bioguided fractionation of the hexane extract obtained from Psidium guajavaleaves led to the isolation of sesquiterpenes with depressant activities on the centralnervous system. The results demonstrated that the already reported relaxant properties ofPsidium guajava hexane extract are largely due to the presence of terpenes; especiallycaryophyllene-oxide and β-selinene; which were by far the largest single components andpotentiated pentobarbital sleeping time and the latency of convulsions induced by leptazolin mice. Calcium concentration-response curves showed a rightward displacement when theactive fraction was added to isolated guinea-pig ileum depolarized with K+(60 mm) andcumulative concentrations of CaCl 2; suggesting that caryophyllene-oxide; a known Ca 2+antagonist agent could be responsible for the blockade of extracellular Ca 2+ observed …,Phytotherapy Research,1996,84
13C/12C isotope ratio MS analysis of testosterone; in chemicals and pharmaceutical preparations,X De la Torre; JC González; S Pichini; JA Pascual; J Segura,Abstract The 13 C/12 C ratio can be used to detect testosterone misuse in sport because(semi)-synthetic testosterone is supposed to have a 13 C abundance different from that ofendogenous natural human testosterone. In this study; gas chromatography/combustion/isotope ratio mass spectrometry (GC/C/IRMS) analysis for the measurement of the δ 13 C‰value of testosterone from esterified forms of 13 pharmaceutical preparations; six reagentgrade chemicals and three bulk materials (raw materials used in pharmaceuticalproarations) obtained world-wide was investigated after applying a strong acidic solvolyticprocedure. Mean δ 13 C‰ values of non esterified (free) testosterone from chemicals andbulk materials of several testosterone esters were in the range:− 25.91/− 32.82‰ while thevalue obtained for a (semi)-synthetic; reagent grade; free testosterone was− 27.36‰. The …,Journal of pharmaceutical and biomedical analysis,2001,80
Fertilizing capacity of human spermatozoa evaluated by actual penetration of foreign eggs,C Barros; J Gonzalez; E Herrera; E Bustos-Obregon,Abstract A system utilizing zona-free hamster oocytes; briefly preincubated; uas used toevaluate the ability for fertilization of human spermatozoa from infertile or normal individuals.Phase-contrast and electron microscopically determined decondensation of the sperm headuas taken as evidence for sperm entry. Forty-one cases were catalogued as fertile(according to the spermiogram) but only 31 (76%) gave a positive sperm entry test. On theother hand; 13 out of 38 (34%) suspected infertile cases also gave a positive test. Thisbioassay is of potential interest in the investigation and treatment of male infertility as well asfor evaluation of the fertilizing ability of human spermatozoa as related to malecontraception.,Contraception,1978,78
Tiempo de subjetividad,Manuel Cruz; José María González; Nicolás Sánchez Durá; Gerard Vilar; Antoni Vicens; Antonio Aguilera; Román G Cuartango; José Luis Pardo; Carlos Moya; Santiago López Petit; Antonio Valdecantos; Fina Birulés,Paidós básica Incluye referencias bibliográficas Parte 1. Genealogías de lo mismo. El individuoy la sociedad / José María González. -- La persona y la cultura / Nicolás Sánchez Durá. -- Laidentidad y la práctica / Gerard Vilar. -- El yo y lo psíquico / Antoni Vicens. -- La conciencia yel pensamiento / Román G. Cuartango. -- Parte 2. Determinaciones de la dificultad. El sujetoescindido / Antonio Aguilera. -- El sujeto inevitable / José Luis Pardo. -- El sujeto enunciado/ Carlos Moya. -- El sujeto imposible / Santiago López Petit. -- El sujeto construido / AntonioValdecantos. -- Parte 3. Una difilcultad necesaria. Del sujeto a la subjetividad / Fina Birulés.,*,1996,77
Usefulness of microscopic examination of intracellular organisms in lavage fluid in ventilator-associated pneumonia,Jorge Sole-Violan; Felipe Rodriguez de Castro; Augstin Rey; Juan C Martin-González; Pedro Cabrera-Navarro,Study objective To assess the usefulness of quantification of bronchoalveolar lavage (BAL)cells containing intracellular organisms (ICO) in the diagnosis of ventilator-associatedpneumonia. Design The reliability of cytologic analysis in comparison with the protectedspecimen brush (PSB) and BAL quantitative cultures has been assessed in a prospectivestudy. Setting An intensive care unit of a tertiary-referral teaching hospital. Patients A total of33 ventilated patients with suspected pneumonia based on clinical grounds andradiographic findings. Interventions All patients underwent fiberoptic bronchoscopy withinthe first 24 h after clinical suspicion of pneumonia. Specimens were obtained by PSB andBAL and were processed for quantitative cultures using standard methods. Two 0.5-mlsamples of resuspended original BAL fluid were centrifuged and stained with Gram and …,Chest,1994,77
Crowdfunding and non-profit media: The emergence of new models for public interest journalism,Miguel Carvajal; José A García-Avilés; José L González,The media environment has changed dramatically in the last few years. Audiencefragmentation and online advertising atomisation have transformed existing businessmodels and put into question traditional media management practices. Now more than ever;policy makers and editors are concerned about the future of newspapers. In this changingscenario; there are new media models that attempt to promote and preserve public interestjournalism. Among them; non-profit institutions and community-funded platforms are themost innovative and relevant alternatives. They promote audience involvement using what isknown as crowdfunding; or they are funded by grants received from wealthy millionaires. Forthese new models; profit margins and income are unwelcome. Despite the fact that theycould be regarded as non-business models; they are actually changing the paradigm of …,Journalism Practice,2012,76
M.(2004),J Galindo González; N Galindo; JL Gold,*,Los paradigmas de la calidad educativa. De la autoevaluación a la acreditación,*,75
A breeding area for humpback whales (Megaptera novaeangliae) off Ecuador,MEIKE Scheidat; CRISTINA Castro; JUDITH Denkinger; J González; DIETER Adelung,ABSTRACT A photo-identification study of humpback whales (Megaptera novaeangliae)was conducted between 1996 and 1999 in the Machalilla National Park off mainlandEcuador. This paper compares the results obtained with those from known breedinggrounds for humpback whales to determine whether the area represents a breeding area forthis species. Factors considered included: seasonality in abundance; population structure(including cow-calf pairs and escort whales) in the breeding area; presence of singers; andoccupancy and residence times. It is concluded that the area does represent a breedingground but the relationship of the animals using this area with those using other areas of theeastern tropical Pacific (and the Antarctic feeding grounds) requires further work. The paperalso presents a preliminary estimate of abundance (405; 95% CI 221-531) for the years …,Journal of Cetacean Research and Management,2000,73
Zirconium phosphate nano-platelets: a novel platform for drug delivery in cancer therapy,Agustín Díaz; Vipin Saxena; Julissa González; Amanda David; Barbara Casañas; Carrie Carpenter; James D Batteas; Jorge L Colón; Abraham Clearfield; M Delwar Hussain,Doxorubicin was intercalated into novel zirconium phosphate nano-platelets (ZrP). Theobtained doxorubicin intercalated ZrP nano-platelets had an impressive 34.9%(w/w) drugloading. We used this material to deliver doxorubicin to breast cancer cells (MCF-7). Cellularstudies with MCF-7 cells showed higher uptake and cytotoxicity of doxorubicin loaded ZrPcompared to free doxorubicin.,Chemical Communications,2012,72
Cortical and amygdalar Lewy body burden in Parkinson's disease patients with visual hallucinations,Spiridon Papapetropoulos; Donald S McCorquodale; Jocely Gonzalez; Lucie Jean-Gilles; Deborah C Mash,Abstract Visual hallucinations (VH) are among the most common non-motor complications ofParkinson's disease (PD). A few studies on their etiopathogenesis have suggestedinvolvement of cortical and amygdalar areas. In order to investigate the possible associationbetween extranigral Lewy Body (LB) distribution across cortical and amygdalar regions andthe presence of VH in PD brain donors; we conducted a clinico-pathological comparison of10 PD patients with VH vs 10 closely matched PD patients without VH. The LB burden wassignificantly higher across the amygdala and the frontal; temporal and parietal cortical areasin patients with VH. Although our results suggest significant extranigral involvement; theprecise etiopathologic mechanisms responsible for the development of VH need furtherclarification.,Parkinsonism & related disorders,2006,72
Adaptación española del sistema de evaluación de la conducta en niños y adolescentes: BASC,J González; S Fernández; E Pérez; P Santamaría,*,*,2004,68
