Measurement and modeling of an ultra-wide bandwidth indoor channel,Saeed S Ghassemzadeh; Rittwik Jana; Christopher W Rice; William Turin; Vahid Tarokh,This paper describes the results of frequency-domain channel sounding in residentialenvironments. It consists of detailed characterization of complex frequency responses ofultra-wideband (UWB) signals having a nominal center frequency of 5 GHz. A path lossmodel as well as a second-order autoregressive model is proposed for frequency responsegeneration of the UWB indoor channel. Probability distributions of the model parameters fordifferent locations are presented. Also; time-domain results such as root mean square delayspread and percent of captured power are presented.,IEEE Transactions on Communications,2004,369
Method and apparatus for providing geospatial and temporal navigation,*,A method and apparatus for processing at least one information feed are disclosed. Forexample; the method receives at least one content via at least one automated feed. Themethod associates the at least one content to one or more geographical locations on a map;wherein the one or more geographical locations are determined from the at least onecontent. The method then presents an access to the at least one content to a user via themap.,*,2014,47
Performance evaluation of IEEE 802.11 a wireless LANs in the presence of ultra-wideband interference,Deva K Borah; Rittwik Jana; Anastasios Stamoulis,The performance of an IEEE 802.11 a wireless receiver; in the presence of multiple userstransmitting ultra-wideband (UWB) interfering signals; is evaluated. The frequency band ofinterest for the 802.11 a system is 5.21-5.23 GHz. The coexistence of the two systems ischaracterized in terms of 802.11 a receiver's bit error rates and throughputs. Our simulationsindicate that UWB interferers can cause severe degradation in the attainable throughput ofthe 802.11 a system. However; as the UWB interferers move away from the 802.11 areceivers; so does their negative effect on the throughput performance of the 802.11 asystem.,Wireless Communications and Networking; 2003. WCNC 2003. 2003 IEEE,2003,45
Towards capacity and profit optimization of video-on-demand services in a peer-assisted IPTV platform,Yih-Farn Chen; Yennun Huang; Rittwik Jana; Hongbo Jiang; Michael Rabinovich; Jeremy Rahe; Bin Wei; Zhen Xiao,Abstract This paper studies the conditions under which peer-to-peer (P2P) technology maybe beneficial in providing IPTV services over typical network architectures. It has three majorcontributions. First; we contrast two network models used to study the performance of such asystem: a commonly used logical “Internet as a cloud” model and a “physical” model thatreflects the characteristics of the underlying network. Specifically; we show that the cloudmodel overlooks important architectural aspects of the network and may drastically overstatethe benefits of P2P technology. Second; we propose an algorithm called Zebra that pre-stripes content across multiple peers during idle hours to speed up P2P content delivery inan IPTV environment with limited upload bandwidth. We also perform simulations tomeasure Zebra's effectiveness at reducing load on the content server during peak hours …,Multimedia Systems,2009,42
System and method of providing a context-aware personalized blogging agent,*,A mobile multimedia content aggregation and dissemination platform is provided that aimsto automate the creation; collection; aggregation; and dissemination of RSS and non-RSSinformation for and to interested parties. This platform may be used for the construction of apersonalized blogging agent as well as for a personalized news aggregator.,*,2013,41
Apparatus and method for providing presence,*,A system that incorporates teachings of the present disclosure may include; for example; aserver having a controller to receive presence information from each presence source of aplurality of presence sources; wherein the presence information is associated with a user;receive a Session Initiation Protocol (SIP) Uniform Resource Identifier (URI) which identifiesthe user; wherein identification information associated with the user from each presencesource is mapped to the SIP URI; select at least a portion of the received presenceinformation to be utilized in determining a presence status of the user; determine thepresence status of the user based on the selected presence information; and transmit thepresence status and the SIP URI to a computing device operably coupled to an InternetProtocol Multimedia Subsystem (IMS) network. Other embodiments are disclosed.,*,2013,40
Capacity analysis of MediaGrid: a P2P IPTV platform for fiber to the node (FTTN) networks,Yennun Huang; Yih-Farn Chen; Rittwik Jana; Hongbo Jiang; Michael Rabinovich; Amy Reibman; Bin Wei; Zhen Xiao,This paper studies the conditions under which P2P sharing can increase the capacity ofIPTV services over FTTN networks. For a typical FTTN network; our study shows a) P2Psharing is not beneficial when the total traffic in a local video office is low; b) P2P sharingincreases the load on FTTN switches and routers in local video offices; c) P2P sharing is themost beneficial when the network bottleneck is experienced in the southbound segment of alocal video office (equivalently a northbound segment of an FTTN switch); and d) sharingamong all FTTN serving communities is not needed when network congestion problems aresolved by using some other technologies such as program pre-caching or replication. Basedon the analytical results; design for IPTV services which monitors FTTN network conditionsand decides when and how to share videos among peers to maximize the service …,IEEE Journal on Selected Areas in Communications,2007,40
Content dissemination using a multi-protocol converter,*,A mobile multimedia content aggregation and dissemination platform is provided that aimsto automate the creation; collection; aggregation; and dissemination of RSS; ATOM or othersyndicated-style data formats and non-syndicated information for and to interested parties. Amethod provides data that originates from a syndicated information source and data thatoriginates from a non-syndicated information source to be converted into blog informationand blog data. The blog information being; at least; information that points to a storagelocation of the blog data. The exemplary method further enables a user to search the blogdata regardless of whether it originated from a syndicated data source or non-syndicateddata source.,*,2008,39
Optimizing cloud resources for delivering IPTV services through virtualization,Vaneet Aggarwal; Vijay Gopalakrishnan; Rittwik Jana; KK Ramakrishnan; Vinay A Vaishampayan,Virtualized cloud-based services can take advantage of statistical multiplexing acrossapplications to yield significant cost savings. However; achieving similar savings with real-time services can be a challenge. In this paper; we seek to lower a provider's costs for real-time IPTV services through a virtualized IPTV architecture and through intelligent time-shifting of selected services. Using Live TV and Video-on-Demand (VoD) as examples; weshow that we can take advantage of the different deadlines associated with each service toeffectively multiplex these services. We provide a generalized framework for computing theamount of resources needed to support multiple services; without missing the deadline forany service. We construct the problem as an optimization formulation that uses a genericcost function. We consider multiple forms for the cost function (eg; maximum; convex and …,IEEE Transactions on Multimedia,2013,38
IPTV session mobility,Ignacio Mas; Viktor Berggren; Rittwik Jana; John Murray; Christopher W Rice,This article describes a novel architecture for delivering personalized IPTV experiences tothe end users. The framework leverages the IP Multimedia Subsystem (IMS) to quicklyenable new innovative; multi-media services. We describe the session flows for a singleIPTV session switch between multiple set top boxes (STBs) and between a STB and aPC/mobile device SIP user agent. We also demonstrate how supplementary services likecaller ID and advanced telephony features can also be migrated across multiple devices.,Communications and Networking in China; 2008. ChinaCom 2008. Third International Conference on,2008,38
IMS-TV: An IMS-based architecture for interactive; personalized IPTV,Ignacio Más; Viktor Berggren; Rittwik Jana; John Murray; Christopher W Rice,This article describes a novel architecture for delivering personalized IPTV experiences toend users. The framework leverages the IP Multimedia Subsystem to quickly enable newinnovative; multi-media services. We describe the session flows for important use cases;such as accessing the electronic service guide; VoD; fast channel changing; and enhancedparental control services. Important parameters are quantified for the session experience ineach of these use cases.,IEEE Communications Magazine,2008,33
Understanding couch potatoes: measurement and modeling of interactive usage of IPTV at large scale,Vijay Gopalakrishnan; Rittwik Jana; KK Ramakrishnan; Deborah F Swayne; Vinay A Vaishampayan,Abstract We investigate how consumers view content using Video on Demand (VoD) in thecontext of an IP-based video distribution environment. Users today can use interactivestream control functions such as skip; replay; fast-forward; pause; and rewind to control theirviewing. The use of these functions can place additional demands on the distributioninfrastructure (servers; network; and set top boxes) and can be challenging to manage with alarge subscriber base. A model of user interaction provides insight into the impact of streamcontrol on server and bandwidth requirements; client responsiveness; etc. We capture theactivity users in a natural setting; viewing video at home. We first develop a model for thearrival process of requests for content. We then develop two stream control models thataccurately capture user interaction. We show that stream control events can be …,Proceedings of the 2011 ACM SIGCOMM conference on Internet measurement conference,2011,30
System and method for peer to peer video streaming,*,In an Internet Protocol Television (IPTV) system; an IPTV server is configured to receive arequest from an IPTV content storage device (CSD) to view a video stream. The IPTV serverselects a set of peers for the IPTV CSD; and transmits the set of peers to the IPTV CSD. Inthe system; a capacity of a fiber to the node (FTTN) switch in a down linking direction isgreater than or equal to a sum of a number of simultaneous viewers supported by the FTTNswitch plus a number of viewers that receive video streams from peers in the samecommunity.,*,2011,29
Network selection in cognitive radio systems,Chonggang Wang; Kazem Sohraby; Rittwik Jana; Lusheng Ji; Mahmoud Daneshmand,Measurement studies have shown that uneven and dynamic usage patterns by the primaryusers of license based wireless communication systems often lead to temporal and spatialspectrum underutilization. This provides an opportunity for secondary users to tap intounderutilized frequency bands provided that they are capable of cognitively accessingwithout colliding or impacting the performance of the primary users. When there are multiplenetworks with spare spectrum; secondary users can opportunistically choose the bestnetwork to access; subject to certain constraints. In cognitive radio systems; this is referred toas the network selection problem. In this paper; multiple network selection strategiesnamely; random; weighted; and greedy; are comprehensively evaluated. It is found thatwithout adequate admission control; those methods cannot provide sufficient service …,Global Telecommunications Conference; 2009. GLOBECOM 2009. IEEE,2009,28
Towards ubiquitous database in mobile commerce,Kimio Kuramitsu; Ken Sakamura,Abstract Ubiquitous database places data everywhere. We focus on contactless smartcardscombined with a small processor and memory for data storage. Very small DBMSimplemented on them can interact through queries on a wireless communication. Ubiquitousdatabase attaches such DBMSs to real world “objects” physically; and then allows differentorganizations to share information retrieved directly from physical goods; materials; orpersons. We combined the theory with practice in the ticket digitalization project. Throughthe experience of our project; this paper will discuss how to manage ubiquitous database inthe context of mobile commerce applications.,Proceedings of the 2nd ACM international workshop on Data engineering for wireless and mobile access,2001,28
The effectiveness of intelligent scheduling for multicast video-on-demand,Vaneet Aggarwal; Robert Caldebank; Vijay Gopalakrishnan; Rittwik Jana; KK Ramakrishnan; Fang Yu,Abstract As more and more video content is made available and accessed on-demand;content and service providers face challenges of scale. Today's delivery mechanisms;especially unicast; require resources to scale linearly with the number of receivers andlibrary sizes. Unlike these mechanisms; with multicast; the load on a server is relativelyindependent of the number of receivers. Adopting multicast for on-demand access; however;is challenging because of the need to temporally aggregate requests. In this paper; weinvestigate the importance of an intelligent scheduler and a good data model for achievinggood aggregation of requests into multicast groups. We examine the use of an EarliestDeadline First (EDF)-like scheduler that aims to schedule the transmission of" chunks" ofvideo according to their" deadlines" using multicast. We show through analysis that this …,Proceedings of the 17th ACM international conference on Multimedia,2009,27
Modeling wireless channel fading,William Turin; Rittwik Jana; Carol Martin; Jack Winters,We compare measured fading data with the popular Rayleigh model. Our results show thatthis model does not agree with the experimental data. As an alternative; we approximate theexperimental data using autoregressive moving average (ARMA) models. To validate themodels; we compare several characteristics of fading obtained analytically; by simulation;and from measured data.,Vehicular Technology Conference; 2001. VTC 2001 Fall. IEEE VTS 54th,2001,27
Vehicular communications using a scalable ad hoc geographic routing protocol,*,Vehicle-to-vehicle and vehicle-to-infrastructure communications are accomplished via ascalable ad hoc geographic routing protocol. As vehicles move along roadways; they canquery other vehicles and entities for information. Responses to queries can be used todetermine information such as traffic conditions; a retail store sale; that a restaurant hastables available; and/or that parking spaces are available; for example. Businesses;vehicles; and other entities along roadways can geocast pertinent information to vehiclespassing by. Vehicles can cache information as it is received.,*,2016,24
Location based services in a wireless WAN using cellular digital packet data (CDPD),Rittwik Jana; Theodore Johnson; S Muthukrishnan; Andrea Vitaletti,Abstract This paper shows how a standard mobile data technology; Cellular Digital PacketData (CDPD); can be used to localize mobile data users; and provide location basedservices. We present a location determination system that is handset-based. Using CDPDand modem protocols; this system extracts the location of the users up to the cell sitecoverage in the network; it also exposes this location information to the application layer. Wehave implemented a prototype of the entire system; it works nationwide with mobile laptopand Pocket PC users. The system is adequate for providing personalized location basedservice such as finding close businesses of interest; or business services such as trackingand fleet management; or traffic and re-routing applications; among others.,Proceedings of the 2nd ACM international workshop on Data engineering for wireless and mobile access,2001,21
Change detection in teletraffic models,Rittwik Jana; Subhrakanti Dey,We propose a likelihood-based ratio test to detect distributional changes in commonteletraffic models. These include traditional models like the Markov modulated Poissonprocess and processes exhibiting long range dependency; in particular; Gaussian fractionalARIMA processes. A practical approach is also developed for the case where the parameterafter the change is unknown. It is noticed that the algorithm is robust enough to detect slightperturbations of the parameter value after the change. A comprehensive set of numericalresults including results for the mean detection delay is provided.,IEEE transactions on signal processing,2000,21
