Jaql: A scripting language for large scale semistructured data analysis,Kevin S Beyer; Vuk Ercegovac; Rainer Gemulla; Andrey Balmin; Mohamed Eltabakh; Carl-Christian Kanne; Fatma Ozcan; Eugene J Shekita,ABSTRACT This paper describes Jaql; a declarative scripting language for analyzing largesemistructured datasets in parallel using Hadoop's MapReduce framework. Jaql is currentlyused in IBM's InfoS-phere BigInsights [5] and Cognos Consumer Insight [9] products. Jaql'sdesign features are:(1) a flexible data model;(2) reusability;(3) varying levels of abstraction;and (4) scalability. Jaql's data model is inspired by JSON and can be used to representdatasets that vary from flat; relational tables to collections of semistructured documents. AJaql script can start without any schema and evolve over time from a partial to a rigidschema. Reusability is provided through the use of higher-order functions and by packagingrelated functions into modules. Most Jaql scripts work at a high level of abstraction forconcise specification of logical operations (eg; join); but Jaql's notion of physical …,Proceedings of VLDB conference,2011,221
METU interoperable database system,Asuman Dogac; Cevdet Dengi; Ebru Kilic; Gokhan Ozhan; Fatma Ozcan; Sena Nural; Cem Evrendilek; Ugur Halici; Budak Arpinar; Pinar Koksal; N Kesim; Sema Mancuhan,Abstract METU INteroperable Database System (MIND) is a multidatabase system that aimsat achieving interoperability among heterogeneous; federated DBMSs. MIND architecture ifbased on OMG distributed object management model. It is implemented on top of a CORBAcompliant ORB; namely; ObjectBroker. MIND provides users a single ODMG-93 compliantcommon data model; and a single global query language based on SQL. This makes itpossible to incorporate both relational and object oriented databases into the system.Currently Oracle 7; Sybase and METU OODBMS (MOOD) have been incorporated intoMIND. The main components of MIND are a global query processor; a global transactionmanager; a schema integrator; interfaces to supported database systems and a usergraphical interface. In MIND all local databases are encapsulated in a generic database …,ACM Sigmod Record,1995,61
IMPACT: The interactive Maryland platform for agents collaborating together,Khaled Arisha; F Ozcan; R Ross; S Kraus; VS Subrahmanian,We describe a platform called IMPACT to support multiagent interactions. The platformprovides a set of servers (yellow pages; thesaurus; registration; type; and interface) thatfacilitate agent interoperability in an application independent manner. In IMPACT agentshave an associated set of service descriptions; specifying the services they provide. Wedevelop an HTML-like language for such service descriptions. When an agent wishes toidentify another agent that provides a service; the requested service must be matched; usinga metric approach; against existing service descriptions. We provide a formal frameworkwithin which this may be done; and develop algorithms to compute the k nearest matches;as well as all matches within a given distance from the requested service. We report onexperiments evaluating our algorithms with large data sets.,Multi Agent Systems; 1998. Proceedings. International Conference on,1998,59
Heterogenous Active Agents,VS Subrahmanian; Piero Bonatti; Jurgen Dix; Thomas Eiter; Sarit Kraus; Fatma Ozcan; Robert Ross,*,*,2000,53
Dynamic query optimization in multidatabases,Fatma Ozcan; Sena Nural; Pinar Koksal; Cem Evrendilek; Asuman Dogac,Abstract In this paper; we describe a dynamic query optimization technique for amultidatabase system; namely MIND; implemented on a DOM environment. A DistributedObject Management (DOM) architecture; when used as the infrastructure of a multidatabasesystem; not only enables easy and flexible interoperation of DBMSs; but also facilitatesinteroperation of the multidatabase system with other repositories that do not have DBMScapabilities. This is an important advantage; since most data still resides on repositories thatdo not have DBMS capabilities. Dynamic query optimization; which schedules intersiteoperations at run-time; fits better to such an environment since it benefits from locationtransparency provided by the DOM framework. In this way; the dynamic changes in theconfiguration of system resources such as a relocated DBMS or a new mirror to an …,IEEE Data Eng. Bull.,1997,52
Method and apparatus for XML query evaluation using early-outs and multiple passes,*,A method and apparatus is disclosed for XML query evaluation using early-outs and multiplepasses to evaluate an XML query. A multi-pass evaluation procedure evaluates the XMLquery one step at a time as needed to complete evaluation. The multi-pass evaluationprocedure evaluates XML queries containing logical expressions such as “AND”expressions;“OR” expressions; and implied “AND” expressions within “FOR” clauses.Queries containing logical expressions are often satisfied before every component isevaluated. Thus; executing the multi-pass evaluation procedure allows the evaluation to exitearly when the veracity of the query is determined; not necessarily when every componenthas been evaluated. The multi-pass evaluation procedure executes as long as adescendant axis of the XML query need not be evaluated past a child node. When …,*,2010,48
DB2 goes hybrid: Integrating native XML and XQuery with relational data and SQL,K Beyer; Roberta Cochrane; M Hvizdos; Vanja Josifovski; Jim Kleewein; George Lapis; G Lohman; Robert Lyle; Matthias Nicola; Fatma Ozcan; Hamid Pirahesh; Normen Seemann; Ashutosh Singh; T Truong; Robbert C Van der Linden; Brian Vickery; Chun Zhang; Guogen Zhang,Comprehensive and efficient support for XML data management is a rapidly increasingrequirement for database systems. To address this requirement; DB2 UniversalDatabase™(UDB) now combines relational data management with native XML support. Thismakes DB2® a truly hybrid database management system with first-class support for bothXML and relational data processing as well as the integration of the two. This paper presentsthe overall architecture and design aspects of native XML support in DB2 UDB and itsintegration with the relational data-flow engine. We describe the new XML components inDB2 UDB and show how XML processing leverages much of the infrastructure which is usedfor relational data.,IBM Systems Journal,2006,46
Context quantifier transformation in XML query rewrite,*,An XML query compilation processor (20) includes an execution compiler (42) thattransforms an XML query into an executable XML query plan (22). A query rewrite processor(34) performs query transformations on the XML query. Said query transformations includetransforming an expression input (60) received by an expression (62) conditional upon a setof items defined by an output (64) of the expression (62) being independent of grouping ofitems in the expression input (60).,*,2007,44
Eagle-eyed elephant: split-oriented indexing in Hadoop,Mohamed Y Eltabakh; Fatma Özcan; Yannis Sismanis; Peter J Haas; Hamid Pirahesh; Jan Vondrak,Abstract An increasingly important analytics scenario for Hadoop involves multiple (often adhoc) grouping and aggregation queries with selection predicates over a slowly changingdataset. These queries are typically expressed via high-level query languages such as Jaql;Pig; and Hive; and are used either directly for business-intelligence applications or toprepare the data for statistical model building and machine learning. In such scenarios it hasbeen increasingly recognized that; as in classical databases; techniques for avoiding accessto irrelevant data can dramatically improve query performance. Prior work on Hadoop;however; has simply ported classical techniques to the MapReduce setting; focusing onrecord-level indexing and key-based partition elimination. Unfortunately; record-levelindexing only slightly improves overall query performance; because it does not minimize …,Proceedings of the 16th International Conference on Extending Database Technology,2013,38
A multidatabase system implementation on CORBA,Asuman Dogaç; Cevdet Dengi; Ebru Kilic; Gökhan Ozhan; Fatma Ozcan; Sena Nural; Cem Evrendilek; Ugur Halici; Budak Arpinar; Pinar Koksal; Sema Mancuhan,METU Interoperable DBMS (MIND) is a multidatabase system based on OMG's distributedobject management architecture. It is implemented on top of a CORBA compliant ORB;namely; DEC's ObjectBroker. In MIND; all local databases are encapsulated in a genericdatabase object. The interface of the generic database object is defined in CORBA IDL andmultiple implementations of this interface; one for each component DBMS; namely Sybase;Adabas D and MOOD are provided. MIND provides its users with a common data model anda single global query language based on SQL. The main components of MIND are a globalquery manager; a global transaction manager; a schema integrator; interfaces to supporteddatabase systems and a graphical user interface. The integration of export schemas iscurrently performed by using an object definition language (ODL) which is based on …,Research Issues in Data Engineering; 1996. Interoperability of Nontraditional Database Systems. Proceedings. Sixth International Workshop on,1996,37
DB2/XML: designing for evolution,Kevin Beyer; Fatma Özcan; Sundar Saiprasad; Bert Van der Linden,Abstract DB2 provides native XML storage; indexing; navigation and query processingthrough both SQL/XML and XQuery using the XML data type introduced by SQL/XML. In thistutorial we focus on DB2's XML support for schema evolution; especially DB2's schemarepository and document-level validation.,Proceedings of the 2005 ACM SIGMOD international conference on Management of data,2005,36
Dynamic query optimization on a distributed object management platform,Fatma Ozcan; Sena Nural; Pinar Koksal; Cem Evrendilek; Asuman Dogac,Abstract A Distributed Object Management(DOM) architecture; when used as theinfrastructure of a multidatabase system; not only enables easy and flexible interoperation ofD13MSS; but also facilitates interoperation of the multidatabase system with otherrepositories that do not have DIBMS capabilities. Thk is an important advantage; since mostof data still resides on repositories that do not have DIBMS capabilities. In thk paper; wedescribe a dynamic query optimization technique for a multidatabaae system; namely MIND;implement ed on a DOM environment. Dynamic query optimization; which schedulesintersite operations at runtime; fits better to such an environment since it benefits fromlocation transparency provided by the DOM framework. In thk way; the dynamic changes inthe configuration of system resources such as a relocated DBMS or a new mirror to an …,Proceedings of the fifth international conference on Information and knowledge management,1996,33
Proceedings of the 2003 ACM SIGMOD International Conference on Management of Data,Zachary G Ives; Yannis Papakonstantinou; Alon Halevy,*,*,2003,25
METU interoperable database system,Asuman Dogac; Ugur Halici; Ebru Kilic; Gokhan Ozhan; Fatma Ozcan; Sena Nural; Cevdet Dengi; Sema Mancuhan; Budak Arpinar; Pinar Koksal; Cem Evrendilek,NIETU INteroperable DBMS(MIiND)(This project is being partially supported by MotorolaInc.; USA and Sevgi Foundation; Turkey) is a multiclatabase system based on OMG's(OMGis a registered tracfemark; and CORBA; ORB; OIMG IDL; Object Request Broker aretrademarks of ONIG) distributed object management architect ure. It is implemented on top ofa CORBA compliant ORB; namely; DEC'S ObjectBroker (objectBroker is a registeredtrademark of DEC Corp.)[DDO! M]. In MIND all local databases are encapsulated in geuericDatabase Object. The interface of the generic Database Object is defined in CORBA IDL andmultiple ilrl [) lelnelltatiolls of this interface; one for each compullent DBMSS; namely;0racle7(Oracle? is a trademark of Oracle Corp.); Sybase(Sybase is a trademark of SybaseCorp.);. klabas D (. 4dabas D is a trademark uf Software AG Corp.) and Iv1OOD[Dog94] …,ACM SIGMOD Record,1996,25
Optimization of extensible markup language path language (XPATH) expressions in a database management system configured to accept extensible markup langu...,*,An apparatus; system; and method are disclosed for optimization of XPath expressions in adatabase management system configured to accept XML queries. Operations of the methodinclude receiving an XQuery representation and partitioning XPath expressions within theXQuery representation into a plurality of XPath expression clusters. The XPath expressionclusters may comprise one or more XPath expressions and those in each cluster mayoperate on a common document. Furthermore; the XPath expressions in each cluster arehierarchically related to each other such that branch nodes of the cluster are executableindependent of nodes in other XPath expression clusters. The method also defines mergingthe one or more XPath expressions into one or more expression trees for each XPathexpression cluster. The method generates one or more query execution plans from the …,*,2011,23
On the effectiveness of flexible querying heuristics for XML data,Zografoula Vagena; Latha Colby; Fatma Özcan; Andrey Balmin; Quanzhong Li,Abstract The ability to perform effective XML data retrieval in the absence of schemaknowledge has recently received considerable attention. The majority of relevant proposalsemploys heuristics that identify groups of meaningfully related nodes using informationextracted from the input data. These heuristics are employed to effectively prune the searchspace of all possible node combinations and their popularity is evident by the large numberof such heuristics and the systems that use them. However; a comprehensive study detailingthe relative merits of these heuristics has not been performed thus far. One of the challengesin performing this study is the fact that these techniques have been proposed within differentand not directly comparable contexts. In this paper; we attempt to fill this gap. In particular;we first abstract the common selection problem that is tackled by the relatedness …,International XML Database Symposium,2007,19
XQery for Analytics: Challenges and Requirements.,Kevin S Beyer; Roberta Cochrane; Latha S Colby; Fatma Ozcan; Hamid Pirahesh,ABSTRACT XML has emerged as the industry standard for representing and exchangingdata and is already predominant in several applications today. Business; analytic; andstructured data will be exchanged as XML between applications and web services. XQueryis a query language that is emerging as the standard for querying XML data. The currentversion of the XQuery standard contains many features for navigating the hierarchical andordered content of XML data. However; as compared to SQL; it lacks some key constructswhich makes it difficult to succinctly express and efficiently execute some simple classes ofanalytic queries. In this paper; we describe some of the limitations of the current XQuerylanguage and argue that extensions to XQuery are necessary to overcome these limitations.,XIME-P,2004,19
Emerging trends in the enterprise data analytics: connecting Hadoop and DB2 warehouse,Fatma Özcan; David Hoa; Kevin S Beyer; Andrey Balmin; Chuan Jie Liu; Yu Li,Abstract Enterprises are dealing with ever increasing volumes of data; reaching into thepetabyte scale. With many of our customer engagements; we are observing an emergingtrend: They are using Hadoop-based solutions in conjunction with their data warehouses.They are using Hadoop to deal with the data volume; as well as the lack of strict structure intheir data to conduct various analyses; including but not limited to Web log analysis;sophisticated data mining; machine learning and model building. This first stage of theanalysis is off-line and suitable for Hadoop. But; once their data is summarized or cleansedenough; and their models are built; they are loading the results into a warehouse forinteractive querying and report generation. At this later stage; they leverage the wealth ofbusiness intelligence tools; which they are accustomed to; that exist for warehouses. In …,Proceedings of the 2011 ACM SIGMOD International Conference on Management of data,2011,18
On the path to efficient XML queries,Andrey Balmin; Kevin S Beyer; Fatma Özcan; Matthias Nicola,Abstract XQuery and SQL/XML are powerful new languages for querying XML data.However; they contain a number of stumbling blocks that users need to be aware of to getthe expected results and performance. For example; certain language features make it hardif not impossible to exploit XML indexes. The major database vendors provide XQuery andSQL/XML support in their current or upcoming product releases. In this paper; we identifycommon pitfalls gleaned from the experiences of early adopters of this functionality. Weillustrate these pitfalls through concrete examples; explain the unexpected query behavior;and show alternative formulations of the queries that behave and perform as anticipated. Asresults we provide guidelines for XQuery and SQL/XML users; feedback on the languagestandards; and food for thought for emerging languages and APIs.,Proceedings of the 32nd international conference on Very large data bases,2006,18
Integration of SQL and XQuery in IBM DB2,Fatma Ozcan; Don Chamberlin; Krishna Kulkarni; J-E Michels,Relational database systems have dominated the database industry for a quarter century.However; the advent of the Web has led to requirements for storage of new kinds ofinformation in which the order of information is important and data structure can vary overtime and from one document to another. These evolving requirements have given rise toExtensible Markup Language (XML) as a widely accepted data format and to XQuery as anemerging standard language for querying XML data sources. A set of extensions to theStructured Query Language (SQL) called SQL/XML enables XML data to be stored inrelational databases; taking advantage of the mature infrastructure of relational systems andcombining the advantages of SQL and XQuery. However; building a bridge between SQLand XQuery is challenging due to the many syntactic and semantic differences between …,IBM Systems Journal,2006,17
Query decomposition and processing in multidatabase systems,Sena Nural; Pinar Koksal; Fatma Ozcan; Asuman Dogac,ABSTRACT A multidatabase system allows its users to simultaneously accessheterogeneous; and autonomous databases using an integrated schema and a singleglobal query language. An important problem in multidatabase systems is processing of theglobal queries. In this paper; we describe a global query processing scheme as it isimplemented in a multidatabase environment; namely MIND. Since multidatabase queryprocessing is very much dependent on the way schema integration is realized; theunderlying MIND schema integration is also described. The details of both querydecomposition process and the necessary post-processing to combine the partial resultscoming from local databases; are provided.,OODBMS Symposium of the European Joint Conference on Engineering Systems Design and Analysis; Montpellier,1996,17
Query optimization in multidatabase systems,C Evrendilek; A Dogac; S Nural; F Ozcan,*,Proc. of the Next Generation Information Technologies and Systems; Israel,1995,17
Grouping and optimization of XPath expressions in DB2® pureXML,Andrey Balmin; Fatma Özcan; Ashutosh Singh; Edison Ting,Abstract Several XML DBMSs support XQuery and/or SQL/XML languages; which are basedon navigational primitives in the form of XPath expressions. Typically; these systems eithermodel each XPath step as a separate query plan operator; or employ holistic approachesthat can evaluate multiple steps of a single XPath expression. There have also beenproposals to execute as many XPath expressions as possible within a single FLWOR blocksimultaneously in a data streaming context. We observe that blindly combining all possibleXPath expressions for concurrent execution can result in significant performancedegradation in a database system. We identify two main problems with this strategy. First;the simple strategy of grouping all XPath expressions on a single document does not alwayswork if the query involves more than one data source or has nested query blocks. Second …,Proceedings of the 2008 ACM SIGMOD international conference on Management of data,2008,15
Are we experiencing a big data bubble?,Fatma Özcan; Nesime Tatbul; Daniel J Abadi; Marcel Kornacker; C Mohan; Karthik Ramasamy; Janet Wiener,Over the last decade; the database field has seen resurgence with the big data wave.Accelerated increase in data volumes; and modern hardware have been two major factorsthat brought in significant investment in new database technologies. Our field has benefitedfrom this increased interest and focus. There is now an abundance of NoSQL; NewSQL; andSQL-on-Hadoop systems. According to nosql-database. org; the list of NoSQL databases [6]has reached 150. Many of these systems claim horizontal scalability; and support for non-relational data. However; this high scalability usually comes at the cost of strong support forACID transactions. Most of them only provide eventual consistency; or even worse; defermanaging transactional semantics to the application layer. Another important aspect of theseNoSQL systems is the lack of declarative query interfaces. Most only support …,Proceedings of the 2014 ACM SIGMOD international conference on Management of data,2014,13
Dynamically optimizing queries over large scale data platforms,Konstantinos Karanasos; Andrey Balmin; Marcel Kutsch; Fatma Ozcan; Vuk Ercegovac; Chunyang Xia; Jesse Jackson,Abstract Enterprises are adapting large-scale data processing platforms; such as Hadoop; togain actionable insights from their" big data". Query optimization is still an open challenge inthis environment due to the volume and heterogeneity of data; comprising both structuredand un/semi-structured datasets. Moreover; it has become common practice to pushbusiness logic close to the data via user-defined functions (UDFs); which are usuallyopaque to the optimizer; further complicating cost-based optimization. As a result; classicalrelational query optimization techniques do not fit well in this setting; while at the same time;suboptimal query plans can be disastrous with large datasets. In this paper; we propose newtechniques that take into account UDFs and correlations between relations for optimizingqueries running on large scale clusters. We introduce" pilot runs"; which execute part of …,Proceedings of the 2014 ACM SIGMOD international conference on Management of data,2014,12
Athena: An ontology-driven system for natural language querying over relational data stores,Diptikalyan Saha; Avrilia Floratou; Karthik Sankaranarayanan; Umar Farooq Minhas; Ashish R Mittal; Fatma Özcan,Abstract In this paper; we present ATHENA; an ontology-driven system for natural languagequerying of complex relational databases. Natural language interfaces to databases enableusers easy access to data; without the need to learn a complex query language; such asSQL. ATHENA uses domain specific ontologies; which describe the semantic entities; andtheir relationships in a domain. We propose a unique two-stage approach; where the inputnatural language query (NLQ) is first translated into an intermediate query language overthe ontology; called OQL; and subsequently translated into SQL. Our two-stage approachallows us to decouple the physical layout of the data in the relational store from thesemantics of the query; providing physical independence. Moreover; ontologies providericher semantic information; such as inheritance and membership relations; that are lost …,Proceedings of the VLDB Endowment,2016,11
A region based query optimizer through cascades query optimizer framework,Fatma Ozcan; Sena Nural; Pinar Koksal; Mehmet Altinel; Asuman Dogac,Abstract The Cascades Query Optimizer Framework is a tool to help the databaseimplementor (DBI) in constructing a query optimizer for a DBMS. It is data modelindependent and allows to code a query optimizer by providing the implementations of thesubclasses of predefined interface classes. When the implementations of the requiredclasses are provided properly; the generated optimizer produces the optimum executionplans for the queries. Although providing the complete set of rules and thus finding theoptimum execution plans are beneficial for most of the queries; the query optimization timeincreases unacceptably for certain types of queries; eg; for star queries. Hence it is importantto be able to limit the number of alternative plans considered by the optimizer for specifictypes of queries by using the proper heuristics for each type. This leads to the concept of …,IEEE Data Eng. Bull.,1995,11
Data for all: A systems approach to accelerate the path from data to insight,Eser Kandogan; Mary Roth; Cheryl Kieliszewski; Fatma Özcan; Bob Schloss; Marc-Thomas Schmidt,Zettabytes of data are available to be harvested for competitive business advantage; soundgovernment policies; and new insights in a broad array of applications. Yet; most of this datais inaccessible for users; since current data analysis tools require an army of technicalpeople to find; transform; analyze; and visualize data in order to make it consumable fordecision making. In this paper; we present work in progress to lower the barriers for data-driven decision making by introducing a systems approach to scale the user experience; notonly in the volume and variety of data; but also in the skills required to harvest that data. Wecall for a new approach for data-intensive applications that engages the user as anintelligent partner in a social and intelligent conversation with data by automating; guiding;and recommending data; transformations; visualizations; analytics; and suggesting …,Big Data (BigData Congress); 2013 IEEE International Congress on,2013,10
Xquery rewrite optimization in ibm db2 purexml,Fatma Ozcan; Normen Seemann; Ling Wang,Abstract In this paper; we describe XQuery compilation and rewrite optimization in DB2pureXML; a hybrid relational and XML database management system. DB2 pureXML hasbeen designed to scale to large collections of XML data. In such a system; effective filteringof XML documents and efficient execution of XML navigation are vital for high throughput.Hence the focus of rewrite optimization is to consolidate navigation constructs as much aspossible and to pushdown comparison predicates and navigation constructs into dataaccess to enable index usage. In this paper; we describe the new rewrite transformations wehave implemented specifically for XQuery and its navigational constructs. We also brieflydiscuss how some of the existing rewrite transformations developed for the SQL engine areextended and adapted for XQuery.,IEEE Data Engineering Bulletin,2008,10
XMLTable,Fred Zemke; Michael Rys; Krishna Kulkarni; J Michels; Berthold Reinwald; F Oczan; Z Hua Liu; Ian Davis; Keith Hare,*,ISO/IEC JTC1/SC32 WG3: SIA-051 ANSI NCITS H,2004,9
Joins for Hybrid Warehouses: Exploiting Massive Parallelism in Hadoop and Enterprise Data Warehouses.,Yuanyuan Tian; Tao Zou; Fatma Ozcan; Romulo Goncalves; Hamid Pirahesh,ABSTRACT HDFS has become an important data repository in the enterprise as the centerfor all business analytics; from SQL queries; machine learning to reporting. At the same time;enterprise data warehouses (EDWs) continue to support critical business analytics. This hascreated the need for a new generation of special federation between Hadoop-like big dataplatforms and EDWs; which we call the hybrid warehouse. There are many applications thatrequire correlating data stored in HDFS with EDW data; such as the analysis that associatesclick logs stored in HDFS with the sales data stored in the database. All existing solutionsreach out to HDFS and read the data into the EDW to perform the joins; assuming that theHadoop side does not have the efficient SQL support. In this paper; we show that it isactually better to do most data processing on the HDFS side; provided that we can …,EDBT,2015,8
