Structure; function and diversity of the healthy human microbiome,Curtis Huttenhower; Dirk Gevers; Rob Knight; Sahar Abubucker; Jonathan H Badger; Asif T Chinwalla; Heather H Creasy; Ashlee M Earl; Michael G FitzGerald; Robert S Fulton; Michelle G Giglio; Kymberlie Hallsworth-Pepin; Elizabeth A Lobos; Ramana Madupu; Vincent Magrini; John C Martin; Makedonka Mitreva; Donna M Muzny; Erica J Sodergren; James Versalovic; Aye M Wollam; Kim C Worley; Jennifer R Wortman; Sarah K Young; Qiandong Zeng; Kjersti M Aagaard; Olukemi O Abolude; Emma Allen-Vercoe; Eric J Alm; Lucia Alvarado; Gary L Andersen; Scott Anderson; Elizabeth Appelbaum; Harindra M Arachchi; Gary Armitage; Cesar A Arze; Tulin Ayvaz; Carl C Baker; Lisa Begg; Tsegahiwot Belachew; Veena Bhonagiri; Monika Bihan; Martin J Blaser; Toby Bloom; Vivien Bonazzi; J Paul Brooks; Gregory A Buck; Christian J Buhay; Dana A Busam; Joseph L Campbell; Shane R Canon; Brandi L Cantarel; Patrick SG Chain; I-Min A Chen; Lei Chen; Shaila Chhibba; Ken Chu; Dawn M Ciulla; Jose C Clemente; Sandra W Clifton; Sean Conlan; Jonathan Crabtree; Mary A Cutting; Noam J Davidovics; Catherine C Davis; Todd Z DeSantis; Carolyn Deal; Kimberley D Delehaunty; Floyd E Dewhirst; Elena Deych; Yan Ding; David J Dooling; Shannon P Dugan; Wm Michael Dunne; A Scott Durkin; Robert C Edgar; Rachel L Erlich; Candace N Farmer; Ruth M Farrell; Karoline Faust; Michael Feldgarden; Victor M Felix; Sheila Fisher; Anthony A Fodor; Larry J Forney; Leslie Foster; Valentina Di Francesco; Jonathan Friedman; Dennis C Friedrich; Catrina C Fronick; Lucinda L Fulton; Hongyu Gao; Nathalia Garcia; Georgia Giannoukos; Christina Giblin; Maria Y Giovanni; Jonathan M Goldberg; Johannes Goll; Antonio Gonzalez; Allison Griggs; Sharvari Gujja; Susan Kinder Haake; Brian J Haas; Holli A Hamilton; Emily L Harris; Theresa A Hepburn; Brandi Herter; Diane E Hoffmann; Michael E Holder; Clinton Howarth; Katherine H Huang; Susan M Huse; Jacques Izard; Janet K Jansson; Huaiyang Jiang; Catherine Jordan; Vandita Joshi; James A Katancik; Wendy A Keitel; Scott T Kelley; Cristyn Kells; Nicholas B King; Dan Knights; Heidi H Kong; Omry Koren; Sergey Koren; Karthik C Kota; Christie L Kovar; Nikos C Kyrpides; Patricio S La Rosa; Sandra L Lee; Katherine P Lemon; Niall Lennon; Cecil M Lewis; Lora Lewis; Ruth E Ley; Kelvin Li; Konstantinos Liolios; Bo Liu; Yue Liu; Chien-Chi Lo; Catherine A Lozupone; R Dwayne Lunsford; Tessa Madden; Anup A Mahurkar; Peter J Mannon; Elaine R Mardis; Victor M Markowitz; Konstantinos Mavromatis; Jamison M McCorrison,Abstract Studies of the human microbiome have revealed that even healthy individuals differremarkably in the microbes that occupy habitats such as the gut; skin and vagina. Much ofthis diversity remains unexplained; although diet; environment; host genetics and earlymicrobial exposure have all been implicated. Accordingly; to characterize the ecology ofhuman-associated microbial communities; the Human Microbiome Project has analysed thelargest cohort and set of distinct; clinically relevant body habitats so far. We found thediversity and abundance of each habitat's signature microbes to vary widely even amonghealthy subjects; with strong niche specialization both within and among individuals. Theproject encountered an estimated 81–99% of the genera; enzyme families and communityconfigurations occupied by the healthy Western microbiome. Metagenomic carriage of …,Nature,2012,3070
PhyloPhlAn is a new method for improved phylogenetic and taxonomic placement of microbes,Nicola Segata; Daniela Börnigen; Xochitl C Morgan; Curtis Huttenhower,Abstract New microbial genomes are constantly being sequenced; and it is crucial toaccurately determine their taxonomic identities and evolutionary relationships. Here wereport PhyloPhlAn; a new method to assign microbial phylogeny and putative taxonomyusing> 400 proteins optimized from among 3;737 genomes. This method measures thesequence diversity of all clades; classifies genomes from deep-branching candidatedivisions through closely related subspecies and improves consistency betweenphylogenetic and taxonomic groupings. PhyloPhlAn improved taxonomic accuracy forexisting and newly sequenced genomes; detecting 157 erroneous labels; correcting 46 andplacing or refining 130 new genomes. We provide examples of accurate classifications fromsubspecies (Sulfolobus spp.) to phyla; and of preliminary rooting of deep-branching …,Nature communications,2013,178
Computational meta'omics for microbial community studies,Nicola Segata; Daniela Boernigen; Timothy L Tickle; Xochitl C Morgan; Wendy S Garrett; Curtis Huttenhower,Complex microbial communities are an integral part of the Earth9s ecosystem and of ourbodies in health and disease. In the last two decades; culture‐independent approacheshave provided new insights into their structure and function; with the exponentiallydecreasing cost of high‐throughput sequencing resulting in broadly available tools formicrobial surveys. However; the field remains far from reaching a technological plateau; asboth computational techniques and nucleotide sequencing platforms for microbial genomicand transcriptional content continue to improve. Current microbiome analyses are thusstarting to adopt multiple and complementary meta9omic approaches; leading tounprecedented opportunities to comprehensively and accurately characterize microbialcommunities and their interactions with their environments and hosts. This diversity of …,Molecular systems biology,2013,172
MetaPhlAn2 for enhanced metagenomic taxonomic profiling,Duy Tin Truong; Eric A Franzosa; Timothy L Tickle; Matthias Scholz; George Weingart; Edoardo Pasolli; Adrian Tett; Curtis Huttenhower; Nicola Segata,To the Editor: MetaPhlAn (metagenomic phylogenetic analysis) 1 is a method forcharacterizing the taxonomic profiles of whole-metagenome shotgun (WMS) samples thathas been used successfully in large-scale microbial community studies2; 3. This workcomplements the original species-level profiling method with a system for eukaryotic andviral quantitation; strain-level identification and strain tracking. These and other extensionsmake the MetaPhlAn2 computational package (http://segatalab. cibio. unitn.it/tools/metaphlan2/and Supplementary Software) an efficient tool for mining WMS samples.Our method infers the presence and read coverage of cladespecific markers tounequivocally detect the taxonomic clades present in a microbiome sample and estimatetheir relative abundance1. MetaPhlAn2 includes an expanded set of~ 1 million markers …,Nature methods,2015,169
Biodiversity and functional genomics in the human microbiome,Xochitl C Morgan; Nicola Segata; Curtis Huttenhower,Over the course of our lives; humans are colonized by a tremendous diversity of commensalmicrobes; which comprise the human microbiome. The collective genetic potential(metagenome) of the human microbiome is orders of magnitude more than the humangenome; and it profoundly affects human health and disease in ways we are only beginningto understand. Advances in computing and high-throughput sequencing have enabledpopulation-level surveys such as MetaHIT and the recently released Human MicrobiomeProject; detailed investigations of the microbiome in human disease; and mechanisticstudies employing gnotobiotic model organisms. The resulting knowledge of humanmicrobiome composition; function; and range of variation across multiple body sites hasbegun to assemble a rich picture of commensal host–microbe and microbe–microbe …,*,2013,140
Gut microbiome composition and function in experimental colitis during active disease and treatment-induced remission,Michelle G Rooks; Patrick Veiga; Leslie H Wardwell-Scott; Timothy Tickle; Nicola Segata; Monia Michaud; Carey Ann Gallini; Chloé Beal; Johan ET van Hylckama-Vlieg; Sonia A Ballal; Xochitl C Morgan; Jonathan N Glickman; Dirk Gevers; Curtis Huttenhower; Wendy S Garrett,Abstract Dysregulated immune responses to gut microbes are central to inflammatory boweldisease (IBD); and gut microbial activity can fuel chronic inflammation. Examining how IBD-directed therapies influence gut microbiomes may identify microbial community featuresintegral to mitigating disease and maintaining health. However; IBD patients often receivemultiple treatments during disease flares; confounding such analyses. Preclinical models ofIBD with well-defined disease courses and opportunities for controlled treatment exposuresprovide a valuable solution. Here; we surveyed the gut microbiome of the T-bet−/− Rag2−/−mouse model of colitis during active disease and treatment-induced remission. Microbialfeatures modified among these conditions included altered potential for carbohydrate andenergy metabolism and bacterial pathogenesis; specifically cell motility and signal …,The ISME journal,2014,128
The genome of Th17 cell-inducing segmented filamentous bacteria reveals extensive auxotrophy and adaptations to the intestinal environment,Andrew Sczesnak; Nicola Segata; Xiang Qin; Dirk Gevers; Joseph F Petrosino; Curtis Huttenhower; Dan R Littman; Ivaylo I Ivanov,Summary Perturbations of the composition of the symbiotic intestinal microbiota can haveprofound consequences for host metabolism and immunity. In mice; segmented filamentousbacteria (SFB) direct the accumulation of potentially proinflammatory Th17 cells in theintestinal lamina propria. We present the genome sequence of SFB isolated frommonocolonized mice; which classifies SFB phylogenetically as a unique member ofClostridiales with a highly reduced genome. Annotation analysis demonstrates that SFBdepend on their environment for amino acids and essential nutrients and may utilize hostand dietary glycans for carbon; nitrogen; and energy. Comparative analyses reveal that SFBare functionally related to members of the genus Clostridium and several pathogenic orcommensal “minimal” genera; including Finegoldia; Mycoplasma; Borrelia; and …,Cell Host & Microbe,2011,121
Compact graphical representation of phylogenetic data and metadata with GraPhlAn,Francesco Asnicar; George Weingart; Timothy L Tickle; Curtis Huttenhower; Nicola Segata,Abstract The increased availability of genomic and metagenomic data poses challenges atmultiple analysis levels; including visualization of very large-scale microbial and microbialcommunity data paired with rich metadata. We developed GraPhlAn (GraphicalPhylogenetic Analysis); a computational tool that produces high-quality; compactvisualizations of microbial genomes and metagenomes. This includes phylogeniesspanning up to thousands of taxa; annotated with metadata ranging from microbialcommunity abundances to microbial physiology or host and environmental phenotypes.GraPhlAn has been developed as an open-source command-driven tool in order to beeasily integrated into complex; publication-quality bioinformatics pipelines. It can beexecuted either locally or through an online Galaxy web application. We present several …,PeerJ,2015,99
A Kalman filter based background updating algorithm robust to sharp illumination changes,Stefano Messelodi; Carla Maria Modena; Nicola Segata; Michele Zanin,Abstract A novel algorithm; based on Kalman filtering is presented for updating thebackground image within video sequences. Unlike existing implementations of the Kalmanfilter for this task; our algorithm is able to deal with both gradual and sudden globalillumination changes. The basic idea is to measure global illumination change and to use itas an external control of the filter. This allows the system to better fit the assumptions aboutthe process to be modeled. Moreover; we propose methods to estimate measurement noisevariance and to deal with the problem of saturated pixels; to improve the accuracy androbustness of the algorithm. The algorithm has been successfully tested in a trafficsurveillance task by comparing it to a background updating algorithm; based on Kalmanfiltering; taken from literature.,International Conference on Image Analysis and Processing,2005,85
Fast and scalable local kernel machines,Nicola Segata; Enrico Blanzieri,Abstract A computationally efficient approach to local learning with kernel methods ispresented. The Fast Local Kernel Support Vector Machine (FaLK-SVM) trains a set of localSVMs on redundant neighbourhoods in the training set and an appropriate model for eachquery point is selected at testing time according to a proximity strategy. Supported by arecent result by Zakai and Ritov (2009) relating consistency and localizability; our approachachieves high classification accuracies by dividing the separation function in localoptimisation problems that can be handled very efficiently from the computational viewpoint.The introduction of a fast local model selection further speeds-up the learning process.Learning and complexity bounds are derived for FaLK-SVM; and the empirical evaluation ofthe approach (with data sets up to 3 million points) showed that it is much faster and more …,The Journal of Machine Learning Research,2010,83
Strain-level microbial epidemiology and population genomics from shotgun metagenomics,Matthias Scholz; Doyle V Ward; Edoardo Pasolli; Thomas Tolio; Moreno Zolfo; Francesco Asnicar; Duy Tin Truong; Adrian Tett; Ardythe L Morrow; Nicola Segata,Abstract Identifying microbial strains and characterizing their functional potential is essentialfor pathogen discovery; epidemiology and population genomics. We present pangenome-based phylogenomic analysis (PanPhlAn; http://segatalab. cibio. unitn. it/tools/panphlan); atool that uses metagenomic data to achieve strain-level microbial profiling resolution.PanPhlAn recognized outbreak strains; produced the largest strain-level populationgenomic study of human-associated bacteria and; in combination with metatranscriptomics;profiled the transcriptional activity of strains in complex communities.,Nature methods,2016,68
Evidence of natural Wolbachia infections in field populations of Anopheles gambiae,Francesco Baldini; Nicola Segata; Julien Pompon; Perrine Marcenac; W Robert Shaw; Roch K Dabiré; Abdoulaye Diabaté; Elena A Levashina; Flaminia Catteruccia,Abstract Wolbachia are maternally transmitted intracellular bacteria that invade insectpopulations by manipulating their reproduction and immunity and thus limiting the spread ofnumerous human pathogens. Experimental Wolbachia infections can reduce Plasmodiumnumbers in Anopheles mosquitoes in the laboratory; however; natural Wolbachia infectionsin field anophelines have never been reported. Here we show evidence of Wolbachiainfections in Anopheles gambiae in Burkina Faso; West Africa. Sequencing of the 16S rRNAgene identified Wolbachia sequences in both female and male germlines across twoseasons; and determined that these sequences are vertically transmitted from mother tooffspring. Whole-genome sequencing of positive samples suggests that the genetic materialidentified in An. gambiae belongs to a novel Wolbachia strain; related to but distinct from …,Nature communications,2014,57
Exploring vertical transmission of bifidobacteria from mother to child,Christian Milani; Leonardo Mancabelli; Gabriele Andrea Lugli; Sabrina Duranti; Francesca Turroni; Chiara Ferrario; Marta Mangifesta; Alice Viappiani; Pamela Ferretti; Valentina Gorfer; Adrian Tett; Nicola Segata; Douwe van Sinderen; Marco Ventura,ABSTRACT Passage through the birth canal and consequent exposure to the mother'smicrobiota is considered to represent the initiating event for microbial colonization of thegastrointestinal tract of the newborn. However; a precise evaluation of such suspectedvertical microbiota transmission has yet to be performed. Here; we evaluated themicrobiomes of four sample sets; each consisting of a mother's fecal and milk samples andthe corresponding infant's fecal sample; by means of amplicon-based profiling supported byshotgun metagenomics data for two key samples. Notably; targeted genome reconstructionfrom microbiome data revealed vertical transmission of a Bifidobacterium breve strain and aBifidobacterium longum subsp. longum strain from mother to infant; a notion confirmed bystrain isolation and genome sequencing. Furthermore; PCR analyses targeting unique …,Applied and environmental microbiology,2015,48
Noise reduction for instance-based learning with a local maximal margin approach,Nicola Segata; Enrico Blanzieri; Sarah Jane Delany; Pádraig Cunningham,Abstract To some extent the problem of noise reduction in machine learning has beenfinessed by the development of learning techniques that are noise-tolerant. However; it isdifficult to make instance-based learning noise tolerant and noise reduction still plays animportant role in k-nearest neighbour classification. There are also other motivations fornoise reduction; for instance the elimination of noise may result in simpler models or datacleansing may be an end in itself. In this paper we present a novel approach to noisereduction based on local Support Vector Machines (LSVM) which brings the benefits ofmaximal margin classifiers to bear on noise reduction. This provides a more robustalternative to the majority rule on which almost all the existing noise reduction techniquesare based. Roughly speaking; for each training example an SVM is trained on its …,Journal of Intelligent Information Systems,2010,44
