Synthesizing an integrated ontology,Domenico Beneventano; Sonia Bergamaschi; Francesco Guerra; Maurizio Vincini,The Semantic Web exploits semantic markups to provide Web pages with machine-readabledenitions. It thus relies on the a priori existence of ontologies that represent the domains associatedwith the given information sources. This approach relies on the selected reference ontologysaccuracy; but we nd that most ontologies in common use are generic and that the annotationphase (in which semantic annotations connect Web page parts to ontology items) causes a lossof semantics. By involving the sources themselves; our approach builds an ontology that moreprecisely represents the domain. Moreover; the GVV is annotated according to a lexicalontology; which provides an easily understandable meaning to content … In this article; weuse Web documents as a representative information source to describe the Momis methodologysgeneral application. We explore the frameworks main elements and discuss how the …,IEEE Internet Computing,2003,127
A hidden markov model approach to keyword-based search over relational databases,Sonia Bergamaschi; Francesco Guerra; Silvia Rota; Yannis Velegrakis,Abstract We present a novel method for translating keyword queries over relationaldatabases into SQL queries with the same intended semantic meaning. In contrast to themajority of the existing keyword-based techniques; our approach does not require any a-priori knowledge of the data instance. It follows a probabilistic approach based on a HiddenMarkov Model for computing the top-K best mappings of the query keywords into thedatabase terms; ie; tables; attributes and values. The mappings are then used to generatethe SQL queries that are executed to produce the answer to the keyword query. The methodhas been implemented into a system called KEYRY (from KEYword to queRY).,International Conference on Conceptual Modeling,2011,26
An incremental method for the lexical annotation of domain ontologies,Sonia Bergamaschi; Paolo Bouquet; Daniel Giazomuzzi; Francesco Guerra; Laura Po; Maurizio Vincini,Abstract In this article; we present MELIS (Meaning Elicitation and Lexical IntegrationSystem); a method and a software tool for enabling an incremental process of automaticannotation of local schemas (eg relational database schemas; directory trees) with lexicalinformation. The distinguishing and original feature of MELIS is the incremental process: thehigher the number of schemas which are processed; the more background/domainknowledge is cumulated in the system (a portion of domain ontology is learned at everystep); the better the performance of the systems on annotating new schemas. MELIS hasbeen tested as a component of the MOMIS-Ontology Builder; a framework able to create adomain ontology representing a set of selected data sources; described with a standardW3C language wherein concepts and attributes are annotated according to the lexical …,International Journal on Semantic Web and Information Systems (IJSWIS),2007,25
Data integration,Sonia Bergamaschi; Domenico Beneventano; Francesco Guerra; Mirko Orsini,Abstract Given the many data integration approaches; a complete and exhaustivecomparison of all the research activities is not possible. In this chapter we will present anoverview of the most relevant research activities and ideas in the field investigated in the last20 years. We will also introduce the MOMIS system; a framework to perform informationextraction and integration from both structured and semistructured data sources; that is oneof the most interesting results of our research activity. An open source version of the MOMISsystem was delivered by the academic startup DataRiver (www. datariver. it).,*,2011,23
A peer-to-peer information system for the semantic web,Sonia Bergamaschi; Francesco Guerra; Maurizio Vincini,Abstract Data integration; in the context of the web; faces new problems; due in particular tothe heterogeneity of sources; to the fragmentation of the information and to the absence of aunique way to structure and view information. In such areas; the traditional paradigms; onwhich database foundations are based (ie client server architecture; few sources containinglarge information); have to be overcome by new architectures. The peer-to-peer (P2P)architecture seems to be the best way to fulfill these new kinds of data sources; offering analternative to traditional client/server architecture. In this paper we present the SEWASIEsystem that aims at providing access to heterogeneous web information sources. Anenhancement of the system architecture in the direction of P2P architecture; whereconnections among SEWASIE peers rely on exchange of XML metadata; is described.,International Workshop on Agents and P2P Computing,2003,22
Supporting information integration with autonomous agents,Sonia Bergamaschi; Giacomo Cabri; Francesco Guerra; Letizia Leonardi; Maurizio Vincini; Franco Zambonelli,Abstract The large amount of information that is spread over the Internet is an importantresource for all people but also introduces some issues that must be faced. The dynamismand the uncertainty of the Internet; along with the heterogeneity of the sources of informationare the two main challenges for the today's technologies. This paper proposes an approachbased on mobile agents integrated in an information integration infrastructure. Mobileagents can significantly improve the design and the development of Internet applicationsthanks to their characteristics of autonomy and adaptability to open and distributedenvironments; such as the Internet. MOMIS (Mediator envirOnment for Multiple InformationSources) is an infrastructure for semi-automatic information integration that deals with theintegration and query of multiple; heterogeneous information sources (relational; object …,International Workshop on Cooperative Information Agents,2001,22
Querying a super-peer in a schema-based super-peer network,Domenico Beneventano; Sonia Bergamaschi; Francesco Guerra; Maurizio Vincini,Abstract We propose a novel approach for defining and querying a super-peer within aschema-based super-peer network organized into a two-level architecture: the low level;called the peer level (which contains a mediator node); the second one; called super-peerlevel (which integrates mediators peers with similar content). We focus on a single super-peer and propose a method to define and solve a query; fully implemented in the SEWASIEproject prototype. The problem we faced is relevant as a super-peer is a two-level dataintegrated system; then we are going beyond traditional setting in data integration. We havetwo different levels of Global as View mappings: the first mapping is at the super-peer leveland maps several Global Virtual Views (GVVs) of peers into the GVV of the super-peer; thesecond mapping is within a peer and maps the data sources into the GVV of the peer …,*,2007,21
An intelligent data integration approach for collaborative project management in virtual enterprises,Sonia Bergamaschi; Gionata Gelati; Francesco Guerra; Maurizio Vincini,Abstract The increasing globalization and flexibility required by companies has generatednew issues in the last decade related to the managing of large scale projects and to thecooperation of enterprises within geographically distributed networks. ICT support systemsare required to help enterprises share information; guarantee data-consistency andestablish synchronized and collaborative processes. In this paper we present a collaborativeproject management system that integrates data coming from aerospace industries with amain goal: to facilitate the activity of assembling; integration and the verification of a multi-enterprise project. The main achievement of the system from a data managementperspective is to avoid inconsistencies generated by updates at the sources' level andminimizes data replications. The developed system is composed of a collaborative project …,World Wide Web,2006,21
MIKS: an agent framework supporting information access and integration,Domenico Beneventano; Sonia Bergamaschi; Gionata Gelati; Francesco Guerra; Maurizio Vincini,Abstract Providing an integrated access to multiple heterogeneous sources is a challengingissue in global information systems for cooperation and interoperability. In the past;companies have equipped themselves with data storing systems building up informativesystems containing data that are related one another; but which are often redundant; nothomogeneous and not always semantically consistent. Moreover; to meet the requirementsof global; Internet-based information systems; it is important that the tools developed forsupporting these activities are semi-automatic and scalable as much as possible. To facethe issues related to scalability in the large-scale; in this paper we propose the exploitationof mobile agents in the information integration area; and; in particular; their integration in theMOMIS infrastructure. MOMIS (Mediator EnvirOnment for Multiple Information Sources) is …,*,2003,19
Building an integrated Ontology within SEWASIE system,Domenico Beneventano; Sonia Bergamaschi; Francesco Guerra; Maurizio Vincini,Abstract. The SEWASIE (SEmantic Webs and AgentS in Integrated Economies) project (IST-2001-34825) is an European research project that aims at designing and implementing anadvanced search engine enabling intelligent access to heterogeneous data sources on theweb. In this paper we focus on the Ontology Builder component of the SEWASIE system; thatis a framework for information extraction and integration of heterogeneous structured andsemi-structured information sources; built upon the MOMIS (Mediator envirOnment forMultiple Information Sources) system. The result of the integration process is a Global VirtualView (in short GVV) which is a set of (global) classes that represent the informationcontained in the sources being used. In particular; we present the application of ourintegration concerning a specific type of source (ie web documents); and show the …,Proceedings of the First International Conference on Semantic Web and Databases,2003,15
Aggregated search of data and services,Matteo Palmonari; Antonio Sala; Andrea Maurino; Francesco Guerra; Gabriella Pasi; Giuseppe Frisoni,Abstract From a user perspective; data and services provide a complementary view of aninformation source: data provide detailed information about specific needs; while servicesexecute processes involving data and returning an informative result as well. For thisreason; users need to perform aggregated searches to identify not only relevant data; butalso services able to operate on them. At the current state of the art such aggregated searchcan be only manually performed by expert users; who first identify relevant data; and thenidentify existing relevant services. In this paper we propose a semantic approach to performaggregated search of data and services. In particular; we define a technique that; on thebasis of an ontological representation of both data and services related to a domain;supports the translation of a data query into a service discovery process. In order to …,Information Systems,2011,14
Product classification integration for e-commerce,Sonia Bergamaschi; Francesco Guerra; Maurizio Vincini,A marketplace is the place where the demand and supply of buyers and vendorsparticipating in a business process may meet. Therefore; electronic marketplaces are virtualcommunities in which buyers may meet proposals of several suppliers and make the bestchoice. In the electronic commerce world; the comparison between different products isblocked due to the lack of standards (on the contrary; the proliferation of standards)describing and classifying them. Therefore; the need for B2B and B2C marketplaces is toreclassify products and goods according to different standardization models. This paperaims to face this problem by suggesting the use of a semi-automatic methodology to define amapping among different E-commerce product classification standards. This methodology isan extension of the MOMIS system; a mediator system developed within the intelligent …,Database and Expert Systems Applications; 2002. Proceedings. 13th International Workshop on,2002,14
Semantic search over the web,Roberto De Virgilio; Francesco Guerra; Yannis Velegrakis,The Web has become the world's largest database; with search being the main tool thatallows organizations and individuals to exploit its huge amount of information. Search on theWeb has been traditionally based on textual and structural similarities; ignoring to a largedegree the semantic dimension; ie; understanding the meaning of the query and of thedocument content. Combining search and semantics gives birth to the idea of semanticsearch. Traditional search engines have already advertised some semantic dimensions.Some of them; for instance; can enhance their generated result sets with documents that aresemantically related to the query terms even though they may not include these terms.Nevertheless; the exploitation of the semantic search has not yet reached its full potential. Inthis book; Roberto De Virgilio; Francesco Guerra and Yannis Velegrakis present an …,*,2012,13
The SEWASIE network of mediator agents for semantic search.,Domenico Beneventano; Sonia Bergamaschi; Francesco Guerra; Maurizio Vincini,Abstract: Integration of heterogeneous information in the context of Internet becomes a keyactivity to enable a more organized and semantically meaningful access to data sources. AsInternet can be viewed as a data-sharing network where sites are data sources; thechallenge is twofold. Firstly; sources present information according to their particular view ofthe matter; ie each of them assumes a specific ontology. Then; data sources are usuallyisolated; ie they do not share any topological information concerning the content or thestructure of other sources. The classical approach to solve these issues is provided bymediator systems which aim at creating a unified virtual view of the underlying data sourcesin order to hide the heterogeneity of data and give users a transparent access to theintegrated information. In this paper we propose to use a multi-agent architecture to build …,J. UCS,2007,11
Wink: A web-based system for collaborative project management in Virtual Enterprises,Sonia Bergamaschi; Gionata Gelati; Francesco Guerra; Maurizio Vincini,The increasing of globalization and flexibility required to the companies has generated; inthe last decade; new issues; related to the managing of large scale projects withingeographically distributed networks and to the cooperation of enterprises. ICT supportsystems are required to allow enterprises to share information; guarantee data-consistencyand establish synchronized and collaborative processes. In this paper; we present acollaborative project management system that integrates data coming from aerospaceindustries with two main goals: avoiding inconsistencies generated by updates at thesources' level and minimizing data replications. The proposed system is composed of acollaborative project management component supported by a Web interface; a multiagentdata integration component; which supports information sharing and querying; and SOAP …,Web Information Systems Engineering; 2003. WISE 2003. Proceedings of the Fourth International Conference on,2003,11
Experiencing AUML for the WINK Multi-Agent System.,Sonia Bergamaschi; Gionata Gelati; Francesco Guerra; Maurizio Vincini,Abstract—In the last few years; efforts have been done towards bridging the gap betweenagent technology and de facto standard technologies; aiming at introducing multi-agentsystems in industrial applications. This paper presents an experience done by using one ofsuch proposals; Agent UML. Agent UML is a graphical modelling language based on UML.The practical usage of this notation has brought to suggest some refinements of the AgentUML features.,WOA,2003,11
Semantic integration and query optimization of heterogeneous data sources,Domenico Beneventano; Sonia Bergamaschi; Silvana Castano; Valeria De Antonellis; Alfio Ferrara; Francesco Guerra; Federica Mandreoli; Giorgio Carlo Ornetti; Maurizio Vincini,Abstract In modern Internet/Intranet-based architectures; an increasing number ofapplications requires an integrated and uniform access to a multitude of heterogeneous anddistributed data sources. In this paper; we describe the ARTEMIS/MOMIS system for thesemantic integration and query optimization of heterogeneous structured and semistructureddata sources.,International Conference on Object-Oriented Information Systems,2002,11
Detailed design for building semantic peer. Networked Peers for Business; Deliverable D. 2.1; Final Version,D Beneventano; F Guerra; M Orsini; L Po; A Sala; MD Gioia; M Comerio; F de Paoli; A Maurino; M Palmonari; C Gennaro; F Sebastiani; A Turati; D Cerizza; I Celino; F Corcoglioniti,*,*,2008,10
Building a tourism information provider with the MOMIS system,Sonia Bergamaschi; Domenico Beneventano; Francesco Guerra; Maurizio Vincini,The tourism industry is a good candidate for taking up Semantic Web technology. In fact;there are many portals and websites belonging to the tourism domain that promote touristproducts (places to visit; food to eat; museums; etc.) and tourist services (hotels; events; etc.);published by several operators (tourist promoter associations; public agencies; etc.). Thisarticle presents how the MOMIS system may be used for building a tourism informationprovider by exploiting the tourism information that is available in Internet websites. MOMIS(Mediator envirOnment for Multiple Information Sources) is a mediator framework thatperforms information extraction and integration from heterogeneous distributed data sourcesand includes query management facilities to transparently support queries posed to theintegrated data sources.,Information Technology & Tourism,2004,10
Si-designer: a tool for intelligent integration of information,I Benetti; D Beneventano; S Bergamaschi; A Corni; F Guerra; G Malvezzi,*,International Conference on System Sciences (HICSS2001),2001,10
Keyword search over relational databases: Issues; approaches and open challenges,Sonia Bergamaschi; Francesco Guerra; Giovanni Simonini,Abstract In this paper; we overview the main research approaches developed in the area ofKeyword Search over Relational Databases. In particular; we model the process for solvingkeyword queries in three phases: the management of the user's input; the search algorithms;the results returned to the user. For each phase we analyze the main problems; the solutionsadopted by the most important system developed by researchers and the open challenges.Finally; we introduce two open issues related to multi-source scenarios and databasesources handling instance not fully accessible.,*,2014,9
Relevant News: a semantic news feed aggregator,Sonia Bergamaschi; Francesco Guerra; Mirko Orsini; Claudio Sartori; Maurizio Vincini,In this paper we present RELEVANTNews; a web feed reader that automatically groupsnews related to the same topic published in different newspapers in different days. The toolis based on RELEVANT; a previously developed tool; which computes the “relevant values”;ie a subset of the values of a string attribute. Clustering the titles of the news feeds selectedby the user; it is possible identify sets of related news on the basis of syntactic and lexicalsimilarity. RELEVANTNews may be used in its default configuration or in a personalizedway: the user may tune some parameters in order to improve the grouping results. We testedthe tool with more than 700 news published in 30 newspapers in four daysand somepreliminary results are discussed.,Semantic Web Applications and Perspectives,2007,9
MOMIS: Exploiting agents to support information integration,Giacomo Cabri; Francesco Guerra; Maurizio Vincini; Sonia Bergamaschi; Letizia Leonardi; Franco Zambonelli,Information overloading introduced by the large amount of data that is spread over theInternet must be faced in an appropriate way. The dynamism and the uncertainty of theInternet; along with the heterogeneity of the sources of information are the two mainchallenges for today's technologies related to information management. In the area ofinformation integration; this paper proposes an approach based on mobile software agentsintegrated in the MOMIS (Mediator envirOnment for Multiple Information Sources)infrastructure; which enables semi-automatic information integration to deal with theintegration and query of multiple; heterogeneous information sources (relational; object;XML and semi-structured sources). The exploitation of mobile agents in MOMIS cansignificantly increase the flexibility of the system. In fact; their characteristics of autonomy …,International Journal of Cooperative Information Systems,2002,9
SI-Designer: an Integration Framework for E-commerce,Ilario Benetti; D Beneventano; Sonia Bergamaschi; Francesco Guerra; M Vincini,Abstract Electronic commerce lets people purchase goods and exchange information onbusiness transactions on-line. Therefore one of the main challenges for the designers of thee-commerce infrastructures is the information sharing; retrieving data located in differentsources thus obtaining an integrated view to overcome any contradiction or redundancy.Virtual Catalogs synthesize this approach as they are conceived as instruments todynamically retrieve information from multiple catalogs and present product data in a unifiedmanner; without directly storing product data from catalogs. In this paper we propose SI-Designer; a support tool for the integration of data from structured and semi-structured datasources; developed within the MOMIS (Mediator environment for Multiple InformationSources) project.,Proc. IJCAI01 Workshop on E-Business and the Intelligent Web,2001,9
A Peer-To-Peer Agent-Based Semantic Search Engine.,Domenico Beneventano; Sonia Bergamaschi; Alain Fergnani; Francesco Guerra; Maurizio Vincini; Daniele Montanari,Abstract. Several architectures; protocols; languages; and candidate standards; have beenproposed to let the “semantic web” idea take off. In particular; searching for informationrequires cooperation of the information providers and seekers. Past experience and historyshow that a successful architecture must support ease of adoption and deployment by awide and heterogeneous population; a flexible policy to establish an acceptable cost-benefitratio for using the system; and the growth of a cooperative distributed infrastructure with nocentral control. In this paper an agent-based peer-to-peer system architecture to supportsearch for information through a flexible integration of semantic information is defined. Twolevels of integration are foreseen: strong integration of sources related to the same domaininto a single information node by means of a mediator-based system; weak integration of …,SEBD,2003,7
The list viterbi training algorithm and its application to keyword search over databases,Silvia Rota; Sonia Bergamaschi; Francesco Guerra,Abstract Hidden Markov Models (HMMs) are today employed in a variety of applications;ranging from speech recognition to bioinformatics. In this paper; we present the List Viterbitraining algorithm; a version of the Expectation-Maximization (EM) algorithm based on theList Viterbi algorithm instead of the commonly used forward-backward algorithm. Wedeveloped the batch and online versions of the algorithm; and we also describe aninteresting application in the context of keyword search over databases; where we exploit aHMM for matching keywords into database terms. In our experiments we tested the onlineversion of the training algorithm in a semi-supervised setting that allows us to take intoaccount the feedbacks provided by the users.,Proceedings of the 20th ACM international conference on Information and knowledge management,2011,6
Peer-to-peer paradigm for a semantic search engine,Sonia Bergamaschi; Francesco Guerra,Abstract This paper provides; firstly; a general description of the research project SEWASIEand; secondly; a proposal of an architectural evolution of the SEWASIE system in thedirection of peer-to-peer paradigm. The SEWASIE project has the aim to design andimplement an advanced search engine enabling intelligent access to heterogeneous datasources on the web using community-specific multilingual ontologies. After a presentation ofthe main features of the system a preliminar proposal of architectural evolutions of theSEWASIE system in the direction of peer-to-peer paradigm is proposed.,International Workshop on Agents and P2P Computing,2002,6
SI-Designer: a tool for intelligent integration of information,Domenico Beneventano; Sonia Bergamaschi; Ilario Benetti; Alberto Corni; Francesco Guerra; G Malvezzi,SI-Designer (Source Integrator Designer) is a designer support tool for semi-automaticintegration of heterogeneous sources schemata (relational; object and semi-structuredsources); it has been implemented within the MOMIS project and it carries out integrationfollowing a semantic approach which uses intelligent description logics based techniques;clustering techniques and an extended ODMG-ODL language; ODL (I/sup 3/); to representschemata; extracted; integrated information. Starting from the sources' ODL (I/sup 3/)descriptions (local schemata) SI-Designer supports the designer in the creation of anintegrated view of all the sources (global schema) which is expressed in the same ODL(I/sup 3/) language. We propose SI-Designer as a tool to build virtual catalogs in the e-commerce environment.,System Sciences; 2001. Proceedings of the 34th Annual Hawaii International Conference on,2001,6
KEYRY: a keyword-based search engine over relational databases based on a hidden Markov model,Sonia Bergamaschi; Francesco Guerra; Silvia Rota; Yannis Velegrakis,Abstract We propose the demonstration of KEYRY; a tool for translating keyword queriesover structured data sources into queries in the native language of the data source. KEYRYdoes not assume any prior knowledge of the source contents. This allows it to be used insituations where traditional keyword search techniques over structured data that requiresuch a knowledge cannot be applied; ie; sources on the hidden web or those behindwrappers in integration systems. In KEYRY the search process is modeled as a HiddenMarkov Model and the List Viterbi algorithm is applied to computing the top-k queries thatbetter represent the intended meaning of a user keyword query. We demonstrate the tool'scapabilities; and we show how the tool is able to improve its behavior over time by exploitingimplicit user feedback provided through the selection among the top-k solutions …,International Conference on Conceptual Modeling,2011,5
Instances navigation for querying integrated data from web-sites,Domenico Beneventano; Sonia Bergamaschi; Stefania Bruschi; Francesco Guerra; Mirko Orsini; Maurizio Vincini,Abstract Research on data integration has provided a set of rich and well understoodschema mediation languages and systems that provide a meta-data representation of themodeled real world; while; in general; they do not deal with data instances. Such meta-dataare necessary for querying classes result of an integration process: the end user typicallydoes not know the contents of such classes; he simply defines his queries on the basis of thenames of classes and attributes. In this paper we introduce an approach enriching thedescription of selected attributes specifying as meta-data a list of the “relevant values” forsuch attributes. Furthermore relevant values may be hierarchically collected in a taxonomy.In this way; the user may exploit new meta-data in the interactive process of creating/refininga query. The same meta-data are also exploited by the system in the query rewriting …,*,2007,5
Mapping and integration of dimensional attributes using clustering techniques,Francesco Guerra; Marius-Octavian Olaru; Maurizio Vincini,Abstract Following recent trends in Data Warehousing; companies realized that there is agreat potential in combining their information repositories to obtain a broader view of theeconomical market. Unfortunately; even though Data Warehouse (DW) integration has beendefined from a theoretical point of view; until now no complete; widely used methodologyhas been proposed to support the integration of the information coming from heterogeneousDWs. This paper deals with the automatic integration of dimensional attributes fromheterogeneous DWs. A method relying on topological properties that similar dimensionsmaintain is proposed for discovering mappings of dimensions; and a technique based onclustering algorithms is introduced for integrating the data associated to the dimensions.,International Conference on Electronic Commerce and Web Technologies,2012,4
Unified semantic search of data and services,Domenico Beneventano; Francesco Guerra; Andrea Maurino; Matteo Palmonari; Gabriella Pasi; Antonio Sala,Abstract The increasing availability of data and eServices on the Web allows users to searchfor relevant information and to perform operations through eServices. Current technologiesdo not support users in the execution of such activities as a unique task; thus users have firstto find interesting information; and then; as a separate activity; to find and use eServices. Inthis paper we present a framework able to query an integrated view of heterogeneous dataand to search for eServices related to retrieved data. A unified view of data and semanticallydescribed eServices is the way in which it is possible to unify data and service perspectives.,Research Conference on Metadata and Semantic Research,2009,4
An etl tool based on semantic analysis of schemata and instances,Sonia Bergamaschi; Francesco Guerra; Mirko Orsini; Claudio Sartori; Maurizio Vincini,Abstract In this paper we propose a system supporting the semi-automatic definition of inter-attribute mappings and transformation functions used as an ETL tool in a data warehouseproject. The tool supports both schema level analysis; exploited for the mapping definitionsamongst the data sources and the data warehouse; and instance level operations; exploitedfor defining transformation functions that integrate data coming from multiple sources in acommon representation. Our proposal couples and extends the functionalities of twopreviously developed systems: the MOMIS integration system and the RELEVANT dataanalysis system.,International Conference on Knowledge-Based and Intelligent Information and Engineering Systems,2009,4
A mediator system for data and multimedia sources,Domenico Beneventano; Sonia Bergamaschi; Claudio Gennaro; Francesco Guerra; Matteo Mordacchini; Antonio Sala,Abstract. Managing data and multimedia sources with a unique tool is a challenging issue.In this paper; the capabilities of the MOMIS integration system and the MILOS multimediacontent management system are coupled; thus providing a methodology and a tool forbuilding and querying an integrated virtual view of data and multimedia sources.,Workshop on Data Integration through Semantic Technology at the 3rd Asian Semantic Web Conference,2008,4
A Methodology for Building and Querying an Ontology representing Data and Multimedia Sources.,Domenico Beneventano; Claudio Gennaro; Francesco Guerra,ABSTRACT Managing data and multimedia sources with a unique tool is a challengingissue. In this paper; the capabilities of the MOMIS integration system and the MILOSmultimedia content management system are coupled; thus providing a methodology and atool for building and querying a populated ontology representing data and multimediasources.,ODBIS,2008,4
