Visual interface for exploring caution spots from vehicle recorder big data,Masahiko Itoh; Daisaku Yokoyama; Masashi Toyoda; Masaru Kitsuregawa,It is vital for the transportation industry; which performs most of their work by automobiles; toreduce its number of traffic accidents. Many local governments in Japan have madepotential risk maps of traffic accident spots. However; making such maps in wide areas andwith the time information had been difficult because most of them are made based on aninvestigation. Utilizing long-term driving records can extract wide area spatio-temporalcaution spots. This paper proposes a visual interaction method for exploring caution spotsfrom large-scale vehicle recorder data. Our method provides (i) a flexible filtering interfacefor driving operations using various combinations of attribute values such as velocity andacceleration; and (ii) a 3D visual environment for spatio-temporal exploration of cautionspots. We demonstrate the usefulness of our novel visual exploration environment using …,Big Data (Big Data); 2015 IEEE International Conference on,2015,7
Socio Sense: 過去 9 年に及ぶ Web アーカイブから社会の動きを読む,喜連川優， 豊田正史， 田村孝之， 鍜治伸裕， 今村誠， 高山泰博， 藤原聡子,*,情報処理,2008,7
A study for related words finding method using global web access logs,Shingo Otsuka; Masashi Toyoda; Masaru Kitsuregawa,*,Transactions of Information Processing Society of Japan,2005,7
Compact encoding of the web graph exploiting various power laws,Yasuhito Asano; Tsuyoshi Ito; Hiroshi Imai; Masashi Toyoda; Masaru Kitsuregawa,Abstract Compact encodings of the web graph are required in order to keep the graph onmain memory and to perform operations on the graph efficiently. Link2; the second versionof the Link Database by Randall et al.; which is part of the Connectivity Server; representedthe adjacency list of each vertex by the variable-length nybble codes of delta values. In thispaper; the fact is shown that certain variables related to the web graph have powerdistributions; and the reason is explained why using variable-length nybble codes in Link2led to a compact representation of the graph from the statistical viewpoint on the basis of therelationship between power distributions and generalization of the variable-length nybblecode. Besides; another encoding of the web graph based on these fact and relationship isproposed; and it is compared with Link2 and the encoding proposed by Guillaume et al …,International Conference on Web-Age Information Management,2003,7
HishiMochi: a zooming browser for hierarchically clustered documents,Masashi Toyoda; Etsuya Shibayama,Abstract We propose a novel browser; HishiMochi; for searching and browsing hierarchicallyclustered documents. HishiMochi visualizes a hierarchy of clusters and documents asnested rectangles with multi-focus distortion views and animation. It provides suitable viewsfor various search phases; by dynamically changing the DOI (Degree of Interest) function.Using HishiMochi; the user can easily search multiple target documents scattered in thehierarchy; and seamlessly browse their contents in a few operations.,CHI'00 Extended Abstracts on Human Factors in Computing Systems,2000,7
Finding related communities in the Web,Masashi Toyoda; Masaru Kitsuregawa,Abstract We propose a new web search technique; which finds related communities from agiven URL. A community is a set of web pages written by authors who have a commoninterest on a specific topic; such as fan pages of a professional baseball team. Ourtechnique finds a community that includes a given URL; and communities on related topics;using hyperlink analysis. For example; when a fan page of a baseball team is given; ourtechnique finds a fan community of the team; and a community of official homepages ofbaseball teams. Our technique allows the user to perform new type of navigation through theweb. It provides additional ways not only to related pages; but also to related communities.,Poster in WWW-9 Conf,1999,7
Exploration on efficient similar sentences extraction,Yanhui Gu; Zhenglu Yang; Guandong Xu; Miyuki Nakano; Masashi Toyoda; Masaru Kitsuregawa,Abstract Measuring the semantic similarity between sentences is an essential issue for manyapplications; such as text summarization; Web page retrieval; question-answer model;image extraction; and so forth. A few studies have explored on this issue by severaltechniques; eg; knowledge-based strategies; corpus-based strategies; hybrid strategies; etc.Most of these studies focus on how to improve the effectiveness of the problem. In this paper;we address the efficiency issue; ie; for a given sentence collection; how to efficientlydiscover the top-k semantic similar sentences to a query. The previous methods cannothandle the big data efficiently; ie; applying such strategies directly is time consumingbecause every candidate sentence needs to be tested. In this paper; we propose efficientstrategies to tackle such problem based on a general framework. The basic idea is that for …,World Wide Web,2014,6
Analyzing patterns of information cascades based on users' influence and posting behaviors,Geerajit Rattanaritnont; Masashi Toyoda; Masaru Kitsuregawa,Abstract Nowadays people can share useful information on social networking sites such asFacebook and Twitter. The information is spread over the networks when it is forwarded orcopied repeatedly from friends to friends. This phenomenon is so called" informationcascade"; and has been studied long time since it sometimes has an impact on the realworld. Various social activities tends to have different ways of cascade on the socialnetworks. Our focus in this study is on characterizing the cascade patterns according tousers' influence and posting behaviors in various topics. The cascade patterns could beuseful for various organizations to consider the strategy of public relations activities. Weexplore four measures which are cascade ratio; tweet ratio; time of tweet; and exposurecurve. Our results show that hashtags in different topics have different cascade patterns in …,Proceedings of the 2nd Temporal Web Analytics Workshop,2012,6
A study on microblog classification based on information publicness,Hongguang Zheng; Nobuhiro Kaji; Naoki Yoshinaga; Masashi Toyoda,Abstract Microblog; especially Twitter today has become an important tool to propagatepublic information among Internet users. The content of Twitter is an extraordinarily largenumber of small textual messages; posted by millions of users; at random or in response toperceived events or situations. However; messages of Twitter (tweets) cover so manycategories including news; spam and others that it's difficult to provide public informationdirectly. Since the traditional search cannot meet demands of tweets of some category; weaim to classify tweets automatically into defined categories to help users search. In ourpaper; we focus on approaches of collecting a corpus automatically for training classifiers.We proposed two approaches that are based on typical Twitter user accounts and based onTwitter lists using label propagation respectively. Using the corpora; we built classifiers …,DEIM Forum,2012,6
A study of web spam evolution using a time series of web snapshots,Y joo Chung; M Toyoda; M Kitsuregawa,*,AIRWeb’09: Proceedings of the 5th international workshop on Adversarial information retrieval on the web,2009,6
Web Community Browser における探索機構の実装と評価,福地健太郎， 豊田正史， 喜連川優,Web community is a collection of web pages created by individuals or any kind ofassociations that have a common interest on a specific topic. We had extracted 100thousands communities from 40 million web pages in Japan by using link analysistechnique.\Web Community Browser" is a tool to browse relationships between thecommunities. The browser shows communities and their relationships as an indirectedgraph; and its layout is optimized by physics-based graph layout algorithm.,情報処理学会研究報告データベースシステム (DBS),2002,6
Development of Wear-Resistant Ni-SiC Composite Coatings,Sh Ishimori; M Shimizu; Sh Honda; Sh Otsuka; M Toyoda,*,J. Met. Finish. Soc. Jpn.,1977,6
アウトオブオーダ型データベースエンジン OoODE の試作とその実行挙動,合田和生， 豊田正史， 喜連川優,あらまし アウトオブオーダ型データベースエンジン (OoODE) と称する著者らの提案する高速データベースエンジンは; 問合せ処理を動的にアンフォールドし; すなわち; タスク分解して;高多重のタスク並行実行ならびに高多重の非同期入出力発行を行う. これにより;マルチコアプロセッサの演算パワーとディスクストレージの入出力帯域を高効率に活用することを可能とすることにより; 中程度の選択性を有する問合せにおいて; 従来型の逐次的な実行方式によるエンジンと比べて; 問合せ処理の高速化が期待される. 本論文では; これまで著者らがオープンソース DBMS をベースとして進めてきたアウトオブオーダ型データベースエンジンの試作機の実装を示すとともに; 当該データベースエンジンの特徴である動作挙動の非決定性の検証を行い;当該データベースエンジンの有効性を明らかにする.,第 5 回データ工学と情報マネジメントに関するフォーラム; F3-1,2013,5
Identifying constant and unique relations by using time-series text,Yohei Takaku; Nobuhiro Kaji; Naoki Yoshinaga; Masashi Toyoda,Abstract Because the real world evolves over time; numerous relations between entitieswritten in presently available texts are already obsolete or will potentially evolve in thefuture. This study aims at resolving the intricacy in consistently compiling relations extractedfrom text; and presents a method for identifying constancy and uniqueness of the relations inthe context of supervised learning. We exploit massive time-series web texts to inducefeatures on the basis of time-series frequency and linguistic cues. Experimental resultsconfirmed that the time-series frequency distributions contributed much to the recall ofconstancy identification and the precision of the uniqueness identification.,Proceedings of the 2012 Joint Conference on Empirical Methods in Natural Language Processing and Computational Natural Language Learning,2012,5
A Study for Analysis of Web Access Logs with Web Communities,S Otsuka; M Toyoda; M Kitsuregawa,*,Transactions of Information Processing Society of Japan,2003,5
Ordering Concepts Based on Common Attribute Intensity.,Tatsuya Iwanari; Naoki Yoshinaga; Nobuhiro Kaji; Toshiharu Nishina; Masashi Toyoda; Masaru Kitsuregawa,Abstract This paper presents a novel task of ordering given concepts (eg; London; Paris; andRome) on the basis of common attribute intensity expressed by a given adjective (eg; safe)and proposes statistical ordering methods that integrate heterogeneous evidence extractedfrom text on concept ordering. This study is aimed at deriving collective wisdom on conceptordering from social media text. Solving this task is not only interesting from a sociologicalperspective but also beneficial in the practical sense for those who want to order unfamiliarentities in terms of subjective attributes that are hard to quantify in order to make correctdecisions. Experiments on real-world concepts revealed a strong correlation betweenorderings obtained by our methods and gold-standard orderings.,IJCAI,2016,4
A large scale examination of vehicle recorder data to understand relationship between drivers' behaviors and their past driving histories,Daisaku Yokoyama; Masashi Toyoda,We propose an analysis method of driving behaviors based on large-scale and long-termvehicle recorder data to support fleet driver management by classifying drivers by their skill;safety; physical/mental fatigue; aggressiveness; and so on. Previous studies rely on precisedata with small number of drivers; which are difficult to extrapolate to general drivers. In thisstudy; we examine ability of a dataset that is sparse but large-scale (over 100 fleet drivers)and long-term (10 months' worth). We focus on classifying drivers recently involved inaccidents; and examine correlation with driving behaviors. We propose two models for theclassification; entropy-like model and KL divergence model that aim to emphasize thebehavioral difference from average drivers. From experiments; we will show someinformative findings on behaviors that might cause accidents.,Big Data (Big Data); 2015 IEEE International Conference on,2015,4
Characterization of the thai hostgraph,Kulwadee Somboonviwat; Masashi Toyoda; Shinji Suzuki; Masaru Kitsuregawa,Abstract The Web of a country or the national Web is a set of web pages related to a specificcountry. Understanding in the graph structure of the national Web provides invaluableinsights for the development of algorithms and localized search services targeting for aspecific country. Many empirical studies on the graph structure of the national Webs havebeen done at the level of individual web pages. However; in reality; the Web information isbeing organized into a hierarchically nested structure; called a domain name system. Thedomain name based hierarchical structure adds the intermediate levels of entities andadministrative control to the Web. To better understand the characteristics and ecology of thenational Web; it is necessary to also understand its graph structure at a more abstract level.In this paper we put our attention to the graph structure of the Web at the level of …,Proceedings of the 2nd international conference on Ubiquitous information management and communication,2008,4
リンク解析を用いたウェブ上のスパム発見手法に関する一考察,小野拓史， 豊田正史， 喜連川優,Abstract Web spamming refers to actions intended to mislead search engines into rankingsome pages higher than they deserve. Recently; the amount of web spam has increaseddramatically; leading to a degradation of search results. Link spamming refers to the caseswhen spammers set up structures of interconnected pages in order to boost the link-basedranking; In this paper; we will analyze link spam types and distributions found in our archiveof Japanese pages.,DEWS2006; 3B-o2,2006,4
Web からの評判および評価表現抽出に関する一考察 (セッション 7A: Web コミュニティ)(夏のデータベースワークショップ: DBWS2004),藤村滋， 豊田正史， 喜連川優,抄録 Web 上の膨大な情報の中から評判を自動的に抽出することで; 企業においてはマーケティングやクレーム処理; 個人においては意思決定支援等への応用が期待されている. しかし;評判は主観的な情報であり; その抽出にはテキストの意味を取り扱う必要性が生じ;容易には抽出ができない. そこで; 本報告ではあらかじめ収集した肯定的な評判と否定的な評判をコーパスとし; このコーパスから統計的に評価表現を抽出する手法を示す. 次に; 肯定・否定への文書分類を基にして; 評判の抽出へと拡張する手法について紹介する. また; 一連の手法を用いて Webからの評判抽出を行う簡単なシステムを構築したので紹介する. 最後に; その結果得られた課題についての考察を報告する.,電子情報通信学会技術研究報告. DE; データ工学,2004,4
Web Community Chart: A Tool for Navigating the Web and Observing Its Evolution,Masashi Toyoda; Masaru Kitsuregawa,We propose a web community chart that is a tool for navigating the Web and for observing itsevolution through web communities. A web community is a set of web pages created byindividuals or associations with a common interest in a topic. Recent research shows thatsuch communities can be extracted by link analysis. Our web community chart is a graph ofwhole communities; in which relevant communities are connected by edges. Using thischart; we can navigate through related communities. Moreover we can answer historicalqueries about topics on the Web and understand sociology of web community creation; byobserving when and how communities emerged and evolved. We observe the evolution ofcommunities by comparing three charts built from Japanese web archives crawled in 1999;2000; and 2001. Several metrics are introduced for measuring the degree of community …,IEICE transactions on information and systems,2003,4
アンカーテキストとリンク構造解析を用いた Web 情報検索の改善,阿部匡史， 豊田正史， 喜連川優,概要 Web ページに含まれるアンカーテキストはリンク先の文書を短く簡潔に要約しているものが多い. このため情報検索において有益な情報源となり得る. そこで本研究では;アンカーテキストを用いてコンテンツベースの情報検索の改善を試みた. さらにリンク構造解析と組み合わせることにより; リンクとテキストの両面を考慮した情報検索手法を提案する. 評価には第 3回 NTCIR ワークショップのデータセットを用いて定量的な評価を行った. またある特定のページに関連したページを抽出する問題に対して; リンク構造解析を用いた手法にテキスト解析を組み合わせ;その改善を試みる.,第 14 回データ工学ワークショップ (DEWS2003),2003,4
Naviz: User behavior visualization of dynamic page,Bowo Prasetyo; Iko Pramudiono; Katsumi Takahashi; Masashi Toyoda; Masaru Kitsuregawa,Abstract. Navigational behavior of website visitors can be extracted from web access logfiles with data mining techniques such as sequential pattern mining. Visualization of thediscovered patterns is very helpful to understand how visitors navigate over the variouspages on the site. Currently several web log visualization tools have been developed.However those tools are far from satisfactory. They do not provide global view of visitoraccess as well as individual traversal path effectively. Here we introduce Naviz; a system ofinteractive web log visualization that is designed to overcome those drawbacks. It combinestwo-dimensional graph of visitor access traversals that considers appropriate web traversalproperties; ie hierarchization regarding traversal traffic and grouping of related pages; andfacilities for filtering traversal paths by specifying visited pages and path attributes; such …,Proceedings of 13th Data Engineering Workshop; Kurashiki; Japan,2002,4
Web Community Browser: 大規模 Web コミュニティチャートの可視化,福地健太郎,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,第 13 回データ工学ワークショップ (DEWS2002) 論文集; 3,2002,4
Static visualization of dynamic data flow visual program execution,Buntarou Shizuki; Etsuya Shibayama; Masashi Toyoda,We propose'Trace View'; a static visualization method for monitoring and debugging thedynamic behavior of programs written in dataflow visual programming languages. TraceView presents a hierarchical structure of the dataflow between nodes that is created over theexecution time of the program. The view also serves as an interface that allows theprogrammer to select a data stream link when data must be examined during debugging.Moreover since visualization grows in size according to the life time of the program; we havedeveloped techniques to scale the view using a multi-focus focus+ context view.,Information Visualisation; 2002. Proceedings. Sixth International Conference on,2002,4
ビジュアル並列プログラミング環境" KLIEG" プロセスネットワークパターンを利用した再利用性の向上と実行表示の効率化; インタラクティブシステムとソフトウェア IV,志築文太郎,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,日本ソフトウェア科学会 WISS'96,1996,4
Large-scale road surface evaluation using dynamic responses of commercial vehicles,N Makihata; B Zhao; M Toyoda; M Takahashi; M Ieiri; T Nagayama,*,ICE Virtual Library essential engineering knowledge,2016,3
Instant translation model adaptation by translating unseen words in continuous vector space,Shonosuke Ishiwatari; Naoki Yoshinaga; Masashi Toyoda; Masaru Kitsuregawa,Abstract. In statistical machine translation (SMT); differences between domains of trainingand test data result in poor translations. Although there have been many studies on domainadaptation of language models and translation models; most require supervised in-domainlanguage resources such as parallel corpora for training and tuning the models. Thenecessity of supervised data has made such methods difficult to adapt to practical SMTsystems. We thus propose a novel method that adapts translation models without in-domainparallel corpora. Our method infers translation candidates of unseen words by nearest-neighbor search after projecting their vector-based semantic representations to the semanticspace of the target language. In our experiment of out-of-domain translation from Japaneseto English; our method improved BLEU score by 0.5-1.5.,The 17th International Conference on Intelligent Text Processing and Computational Linguistics (CICLing),2016,3
係り受け解析を用いたブログユーザの行動・興味に関する時系列推移 3 次元可視化システム,伊藤正彦， 吉永直樹， 豊田正史， 喜連川優,ブログは; ユーザが個人の行動や興味; 主観的意見などを時間情報とともに記録する媒体として近年広く用いられ; マーケティングや社会分析の観点から重要なデータとなってきている.本論文ではブログに記述された対象に対する行動及び興味の時系列推移を 3次元可視化・探索する話題探索システムを提案する. 提案システムでは; まず; ブログアーカイブから対象に関する行動・興味の記述 (例: チョコレートを食べる) を係り受け解析を用いて抽出し;月単位の粒度でデータベース化する. 更に; 入力キーワードに関する行動・興味の記述とその出現頻度の時間変化を可視化し; そのトレンド及び詳細を対話的に探索可能にする 3次元システムを提案する. 実際に; 過去 5 年分からなるブログアーカイブを用いて提案システムを構築し; いくつかの応用事例を用いて提案システムの有用性を示す.,電子情報通信学会論文誌 D,2012,3
A study on characteristics of topicspecific information cascade in Twitter,Geerajit Rattanaritnont; Masashi Toyoda; Masaru Kitsuregawa,Abstract In this paper; we study patterns of information diffusion and behaviors ofparticipating users in Twitter. We investigate characteristics of hashtag cascade in varioustopics by exploiting distributions of user influence; which are cascade ratio; tweet ratio; andtime interval. We show that topics of major hashtags can be characterized by thesedistributions. For example; people using political hashtags often influence many of theirfriends and continuously discuss on the topics. Our experiments also show that the hashtagscan be roughly clustered into topics using only those measures; and miss-clusteredhashtags have some special roles in their topics.,Forum on Data Engineering (DE2011),2011,3
Analytics for info-plosion including information diffusion studies for the 3.11 disaster,Masaru Kitsuregawa; Masashi Toyoda,Abstract Information explosion (Info-plosion) is one of the most substantial phenomena in21st century. Not only the mentions in blogs and twitter; but also the data from various kindsof sensors is becoming to explode considerably. In Japan; we conducted national project;Info-plosion by MEXT (Ministry of Education; Sports; Culture; Science and Technology);Grand Infomation Voyage by METI (Ministry of Economy; Trade and Industry). Recently westarted FIRST project. In this talk; we would like to show how info-plosion analytics;especially sensor analytics; created disruptive services. In addition; we will show thediffusion pattern analysis of twitter and blogs for the 3.11 disaster. On 9.11; we did not havereal time media such as microblogging; while such media quite effectively worked on 3.11.Explosive amount of information is becoming available; especially since around the …,Proceedings of the 12th international conference on Web-age information management,2011,3
Harnessing the wisdom of crowds: video event detection based on synchronous comments,Xingtian Shi; Zhenglu Yang; Masashi Toyoda; Masaru Kitsuregawa,Abstract With the recent explosive growth of the number of videos on the Web; it becomesmore important to facilitate users' demand for locating their preferred event clips in thelengthy and voluminous programs. Although there has been a great deal of study on genericevent detection in recent years; the performance of existing approaches is still far fromsatisfactory. In this paper; we propose an integrated framework for general event detection.The key idea is that we utilize the synchronous comments to segment the video into clipswith semantic text analysis; while taking into account the relationship between the users whowrite the comments. By borrowing the power of" the wisdom of crowds"; we experimentallydemonstrate that our approach can effectively detect video events.,Proceedings of the 20th international conference companion on World wide web,2011,3
Extracting evaluative expressions and reputations from the BBS,Shigeru Fujimura; Masashi Toyoda; Masaru Kitsuregawa,*,JSAI2004 3F1,2004,3
Web Community Chart: A Tool for Navigating Numerous Web Pages by Related Topics,Masashi Toyoda; Satoshi Yoshida; Masaru Kitsuregawa,*,Trans. IEICE Inf. & Syst,2004,3
日本のウェブアーカイブにおけるウェブコミュニティ発展過程の詳細分析,豊田正史， 喜連川優,あらまし ハイパーリンクの構造解析を用いて同じトピックを持つウェブページの集合を抽出する手法は現在までに多数提案されており; この集合はウェブコミュニティと呼ばれている. 本論文では; 1999年から 2002 年の間に 4 回収集した日本のウェブアーカイブからコミュニティの発展過程を詳細に分析した結果を示す. 我々の手法はまず各アーカイブから主要なコミュニティをすべて抽出し;アーカイブ間でコミュニティの比較を行うことで時系列的変化を調査する. 発展の度合を理解するため; 成長率; 新規率などのメトリックスを導入しており; これらの値の分布や時系列的変化を示す.分析の結果; すべての発展過程がべき乗則に従って起こり; 分裂と合併の間;および成長と縮小の間に; 対称性があることが分かった.,DEWS 2003,2003,3
Web-Linkage Viewer: Finding Graph Structures in the Web,Yasuhito Asano; Hiroshi Imai; Masashi Toyoda; Masaru Kitsuregawa,Abstract Web-linkage Viewer is a system that draws the Web-links; dividing into the global-links and the local-links; and placing the top nodes of sites in the Web and the global-linkson a spherical surface and the local-links as trees in cones emanating from the sphericalsurface; to display graph structures in the Weblinks understandably as Figure 1. We definethe site as follows to define the global-links and the local-links; instead of the ambiguousconcept in daily life.,International Conference on Web-Age Information Management,2002,3
Visual abstractions for object-based parallel computing,Etsuya Shibayama; Masashi Toyoda; Buntarou Shizuki; Shin Takahashi,Abstract We propose the notion of visual patterns; which describe various aspects of object-based parallel and distributed computing; and have developed a visual supportingenvironment for parallel programming based upon visual patterns. In this paper; we showthe power of visual patterns in design; programming; and debugging processes.,Proc. of France-Japan Workshop on Object-Based Parallel and Distributed Computing,1997,3
Mochi sheet: Integration of zooming and layout editing,Masashi Toyoda; Buntarou Shizuki; Shin Takahashi; Etsuya Shibayama,*,Proceedings of Interaction,*,3
Vehicle Model Calibration in the Frequency Domain and its Application to Large-Scale IRI Estimation,Boyu Zhao; Tomonori Nagayama; Masashi Toyoda; Noritoshi Makihata; Muneaki Takahashi; Masataka Ieiri,Abstract A smartphone-based Dynamic Response Intelligent Monitoring System (iDRIMS)was developed to conduct road evaluations with high efficiency and reasonable accuracy[1]. iDRIMS estimates the International Roughness Index (IRI) based on vehicle responsesmeasured with an iOS application; which obtains three-axis acceleration; angular velocity;and GPS with accurate sampling timing. However; the robustness and accuracy was limited.In this paper; the iDRIMS was improved mainly by employing frequency domain analysis.The algorithm consists of two steps. First; a half car (HC) model was selected as the vehiclemodel; and vehicle parameters were identified through driving tests over a portable hump ofknown size. In contrast to the previous approach of parameter identification in the timedomain using Unscented Kalman Filter; the parameters were optimized to minimize the …,Journal of Disaster Research,2017,2
Iri estimation by the frequency domain analysis of vehicle dynamic responses and its large-scale application,Boyu Zhao; Tomonori Nagayama; N Makihata; M Toyoda; M Takahashi; M Ieiri,Abstract In order to achieve large scale road evaluation with high efficiency and accuracy;smartphone based Dynamic Response Intelligent Monitoring System (iDRIMS) wasdeveloped [4]. iDRIMS evaluates road condition in terms of International Roughness Index(IRI) based on dynamic responses of ordinary vehicles measured with an iOS application(iDRIMS measurement); which obtains three axis acceleration; angular velocity and GPSwith accurate sampling timings. However; the robustness and accuracy was limited. In thispaper; iDRIMS is improved mainly by employing the frequency domain analysis. Theimproved algorithm for IRI estimation consists of two steps. At first; a Half-Car (HC) model;which can reproduce both vehicle bouncing and pitching motions and represent sensorinstallation location in the longitudinal direction; is selected as the vehicle numerical …,Adjunct Proceedings of the 13th International Conference on Mobile and Ubiquitous Systems: Computing Networking and Services,2016,2
Word-clouds in the sky: Multi-layer spatio-temporal event visualization from a geo-parsed microblog stream,Masahiko Itoh; Naoki Yoshinaga; Masashi Toyoda,Various events; such as public gatherings; traffic accidents; and natural disasters; occurevery day in mega-cities. Although understanding such ever-changing events over all thesecities is important for urban planning; traffic management; and disaster response; this isquite a huge challenge. This paper proposes a method of visualizing spatio-temporal eventswith a multi-layered geo-locational word-cloud representation from a geo-parsed microblogstream. Real-time geo-parsing first geo-locates posts in the stream; using geo-tags andmentioned places and facilities as clues. Temporal local events are then identified andrepresented by a set of words specifically observed in a certain location and time grid; andthen displayed above a map as word-clouds. We detect the locality of events to split theminto multiple layers to avoid occlusions between local (eg; music concerts) and global (eg …,Information Visualisation (IV); 2016 20th International Conference,2016,2
Spatio-temporal Event Visualization from a Geo-parsed Microblog Stream,Masahiko Itoh; Naoki Yoshinaga; Masashi Toyoda,Abstract We devised a method of visualizing spatio-temporal events extracted from a geo-parsed microblog stream by using a multi-layered geo-locational word-cloud representation.In our method; real-time geo-parsing geo-locates posts in the stream; in order to recognizewords appearing on a user-specified location and time grid as temporal local events. Therecognized temporal local events (textit {eg}; sports games) are then displayed on a map asmulti-layered word-clouds and are then used for finding global events (textit {eg};earthquakes); in order to avoid occlusions among the local and global events. We showedthe effectiveness of our method by testing it on real events extracted from our archive of fiveyears worth of Twitter posts.,Companion Publication of the 21st International Conference on Intelligent User Interfaces,2016,2
多メディア間の話題探索のための時系列画像 3 次元可視化システム,伊藤正彦， 豊田正史， 喜連川優,概要: 本稿では; Web 上の画像や放送映像を含む多メディア画像を用いた時系列画像 3次元可視化システムを提案する. 近年; Web メディアは; 従来型のマスメディアの影響を受けると同時に; マスメディアへ影響を与えるようになってきており; 社会事象を分析する際には複数メディア間の話題の広がりを分析することが重要となってきている. また; これらのメディアでは;テキストの代用として積極的に映像・画像を用いることで; 文章だけでは伝えきれない;その時々の話題および興味を視覚的に伝えており; 社会分析において; これらの映像・画像情報を追跡した分析は不可欠となる. 提案するシステムでは; Web メディアおよび放送映像から抽出された様々な話題に関する時系列画像群を画像ヒストグラムとして 3 次元空間に可視化することで;流行の推移; トピック間の違い; メディア間の関係などを視覚的に探索可能にする新たな可視化システムを実現した. 実際に; 本システムを; 大規模なブログアーカイブとニュース映像アーカイブ …,情報処理学会論文誌データベース (TOD),2015,2
Accurate cross-lingual projection between count-based word vectors by exploiting translatable context pairs,Shonosuke Ishiwatari; Nobuhiro Kaji; Naoki Yoshinaga; Masashi Toyoda; Masaru Kitsuregawa,Abstract We propose a method that learns a crosslingual projection of word representationsfrom one language into another. Our method utilizes translatable context pairs as bonusterms of the objective function. In the experiments; our method outperformed existingmethods in three language pairs;(English; Spanish);(Japanese; Chinese) and (English;Japanese); without using any additional supervisions.,Proceedings of the Nineteenth Conference on Computational Natural Language Learning,2015,2
Predicting and Evoking Listener^|^ apos; s Emotion in Online Dialogue (Japanese Title: オンライン上の対話における聞き手の感情の予測と喚起),Takayuki Hasegawa; Nobuhiro Kaji; Naoki Yoshinaga; Masashi Toyoda,*,Transactions of the Japanese Society for Artificial Intelligence,2014,2
マイクロブログを用いた鉄道の運行トラブル状況抽出に関する一検討,土屋圭， 豊田正史， 喜連川優,土屋 圭† 豊田 正史†† 喜連川 優††† 東京大学大学院情報理工学系研究科††東京大学生産技術研究所 E-mail:†{tsuchiya; toyoda; kitsure}@ tkl. iis. u-tokyo. ac. jp あらまし鉄道の運行トラブルが発生した際; マイクロブログには鉄道の運行状況に関する情報が投稿されている. マイクロブログの投稿には運行トラブルについて; 公式情報よりも詳細な情報が含まれることがある. 鉄道の運行状況について詳しく知ることは意思決定を行う上で非常に重要である. 本論文ではTwitter の投稿を解析することによって; 首都圏の鉄道運行トラブル状況に関する詳細な情報を抽出する手法について提案し; その評価を行う. 提案手法は; 東京メトロ 9 路線における運行トラブルの発生状況; 復旧状況; 混雑状況を対象に情報の抽出を行う. 運行トラブルの発生状況については;運行トラブルを全線運転見合わせ; 一部区間運転見合わせ; その他の異常の 3段階に分けて抽出を行った. 実験結果から; 全線運転見合わせ; 一部区間運転見合わせを抽出 …,研究報告情報基礎とアクセス技術 (IFAT),2013,2
時期依存性を有するイベント連鎖の獲得,中島直哉， 吉永直樹， 鍜治伸裕， 豊田正史， 喜連川優,あらまし 大量に蓄積されたウェブテキストは; 人間の行動に関する記述を多量に保有している.これらを知識として収集し; 様々な状況下で成り立つイベント連鎖を獲得することが出来れば;文脈に即した行動提示などへの応用に役立つ. 例えば 「窓を閉める」 と 「クーラーをつける」は特に夏に成立する連鎖である. このような連鎖は時期を指定した上で獲得することが望ましい.本稿では; ウェブから収集した時系列テキストを利用し; 接続標識などの手がかり表現に加え;各季節におけるイベントの出現情報やイベント間の共起情報を特徴量とした機械学習により;それぞれの季節の下で成立しやすい連鎖の獲得を目指す. さらに; 獲得された連鎖に対して人手で評価を行い; その精度と獲得可能な知識の量について見積もることで; 提案手法の有効性を検証する.,DEIM Forum 2013,2013,2
Tag Recommendation in Photo Sharing Services based on Multi-Granular Context Dependency,Xingtian SHI; Fei CHEN; Masashi TOYODA; Min WANG; Masaru KITSUREGAWA,Abstract Contextual information; such as time and location; is now easy to access in manyonline photo sharing services thanks to Web 2.0 and the wide use of mobile devices. Whilecontext-aware recommendation system is developed to improve user's satisfaction onrecommendations by tailoring some particular contexts; the effect of multiple contexts withgranularity structure is of critical importance to the recommendation performance.Furthermore; how to detect the best context combination for recommendation with regard tothe given input still remains a problem. In this paper; a generic framework to exploit time andlocation contexts is proposed for tag recommendation in photo sharing services which aimsat enhancing user experiences and makes rich annotation of photos possible. A tag-sensitive method is also presented to automatically detect the context dependency for …,Proceedings of the 4th Forum on Data Engineering and Information Management; B3-1,2012,2
画像類似度に基づくリンク解析を用いた画像ランキング手法の比較検討,山根遥香， 豊田正史,あらまし Jing らが提案した VisualRank は画像類似度に基づく無向グラフを形成し;リンク解析を用いて画像をランキングする手法である. VisualRank は商品画像の検索において有効性が確認されているが; 企業や商品のロゴマークなど多くの画像と部分的に類似しやすい画像に高いスコアが与えられる問題が指摘されている. 本論文では; 画像類似度のグラフを有向化することにより; ランキングを改善できることを示し; 画像類似度の有向グラフを用いた directed-VisualRankと; それに HITS を適用した VisualHITS を提案する. これらの手法の比較実験により提案手法の優位性を示す.,第 2 回データ工学と情報マネジメントに関するフォーラム (DEIM 2010),2010,2
