Are mid-latitude slopes sensitive to climatic oscillations? Implications from an Early Holocene sequence of slope deposits and buried soils from eastern Germany,Stefan Dreibrodt; Johanna Lomax; Oliver Nelle; Carolin Lubos; Peter Fischer; Andrey Mitusov; Stefan Reiss; Ulrich Radtke; Marie Nadeau; Pieter Meiert Grootes; Hans-Rudolf Bork,Abstract On a straight slope within the lake catchment of Kleiner Tornowsee (Brandenburg;Germany) a sequence of slope sediments has been deposited during the Late Glacial; theEarly Holocene and around cal 4.2 ka before today; 800; 500 and 300 years ago. Thechronology is based on 21 radiocarbon dates and 11 OSL dates and a deposition modelincluding the numerical data as well as stratigraphic information has been calculated withOxCal 4.1. A comparison of the woody taxa of charcoal particles (n= 566) embedded withinthe sediments with the known regional vegetation history confirmed the reliability of thedates. According to the age; volume and distribution the deposition of the Early Holocenesediments at ca. 10.3 kyrs; ca. 9.5 kyrs and ca. 8.2 to 7.7 kyrs before today strongly suggestsan influence of known climatic deteriorations phases on geomorphologic processes. Cold …,Geomorphology,2010,38
Holocene fan alluviation and terrace formation by repeated tsunami passage at Epitalio near Olympia (Alpheios River valley; Greece),Andreas Vött; Peter Fischer; Björn R Röbke; Vera Werner; Kurt Emde; Claudia Finkler; Hanna Hadler; Mathias Handl; Konstantin Ntageretzis; Timo Willershäuser,This paper presents; for the first time in the Mediterranean; geo-scientific evidence of fan al-luviation and terrace formation by repeated tsunami inundation since the mid-Holocene.Tsunami events revealed to be a dominating factor in the overall landscape evolution of thenear-coast zone around the Gulf of Kyparissia. High-resolution multi-proxypalaeoenvironmental analyses were carried out based on vibracores; down to 16 m belowsurface; drilled along a transect in the Epitalio valley to the SE of the city of Pyrgos. We usedsedimentological; micropalaeontological; mineralogical; geochemical and geochro-nological methods in order to detect and evaluate landscape changes. Vibracoring siteswere selected after detailed geophysical prospection using electrical resistivity tomographymeasurements. The Epitalio valley; located approximately 4 km distant from the present …,Zeitschrift für Geomorphologie; Supplementary Issues,2015,11
Tsunami inundation scenarios for the Gulf of Kyparissia (western Peloponnese; Greece) derived from numerical simulations and geoscientific field evidence,Björn R Röbke; Holger Schüttrumpf; Theide Wöf Fler; Peter Fischer; Hanna Hadler; Konstantin Ntageretzis; Timo Willershäuser; Andreas Vött,The Gulf of Kyparissia and its environs exhibit a high tsunamigenic potential. This isconfirmed by a large number of tsunami reports for this region as for the entire west coast ofGreece; the latter showing the most reports in the whole Mediterranean. Situated in closevicinity to the seismically most active zone in the Mediterranean; the Hellenic Trench; andshowing a distinct submarine relief; earthquakes and gravitational mass wastings areregarded as the main triggers for tsunamis in this region. For a better understanding of flowdynamics of tsunami inundation at the coast of the northern Kyparissiakos Gulf; six tsunamiscenarios were simulated in a numerical model; namely with tripartite tsunami wave trainsapproaching from west; south-west and south; and with two different intensities (moderateand extreme). In the moderate scenarios; especially the villages along the coastline …,Zeitschrift für Geomorphologie; Supplementary Issues,2013,11
Luminescence dating of loess deposits from the Remagen-Schwalbenberg site; Western Germany,Nicole Klasen; Peter Fischer; Frank Lehmkuhl; Alexandra Hilgers,Abstract: This study describes the luminescence characteristics of quartz of UpperPleistocene loess of the Middle Rhine area. The loess/palaeosol sequence of theSchwalbenberg near Remagen comprises a multitude of interstadial soils and soilsediments that have been dedicated to the Marine Isotope Stage 3 (MIS 3). These weakcalcaric cambisols and their derivates are underlain by loess and soil sediments of MIS 4 toMIS 5 and covered by loess sediments and intercalated gelic gleysols of MIS 2. We appliedluminescence dating of quartz and feldspar of drill core samples and observed an agediscrepancy within both data sets. The quartz ages were clearly younger than the feldsparages; because of thermally unstable signal components of the quartz luminescence signal.Therefore; we regarded the quartz samples of the lower parts of the drill core as …,Geochronometria,2015,10
Combined Electrical Resistivity Tomography (ERT); Direct‐Push Electrical Conductivity (DP‐EC) Logging and Coring–A New Methodological Approach in Geoarcha...,Peter Fischer; Tina Wunderlich; Wolfgang Rabbel; Andreas Vött; Timo Willershäuser; Kalliopi Baika; Diamanto Rigakou; Garyfalia Metallinou,Abstract Non-invasive geophysical methods have been increasingly applied ingeoarchaeological research commonly showing the need of data calibration based onstratigraphical information deduced from outcrops or sediment cores. In this contribution; amethodological approach combining two-dimensional (2D) electrical resistivity tomography(ERT) and stratigraphical data based on coring and; for the first time in geoarchaeologicalresearch; direct-push electrical conductivity (DP-EC) logging is presented and discussed.The approach yields high resolution data based on studies of two different types of archives;the Holsterburg site in central Germany located in a fluvio-terrestrial zone and the Corfu Citysite in Greece located in a near-coastal zone. It is shown that DP-EC logs trace fluctuationsover grain size in high resolution which reflect changes of depositional conditions in the …,Archaeological Prospection,2016,7
Evidence of isochronic transgressive surfaces within the Jade Bay tidal flat area; southern German North Sea coast–Holocene event horizons of regional interest,Wolfram Wartenberg; Andreas Vött; Holger Freund; Hanna Hadler; Manfred Frechen; Timo Willershäuser; Stefanie Schnaidt; Peter Fischer; Lea Obrocki,The sedimentary succession of the Jade Bay in Lower Saxony; southern German North Sea;was examined using percussion core data. 59 cores were drilled within a tidal flatenvironment to detect the Holocene depositional record and to outline the underlyingPleistocene relief. Geochronology is based on 51 radiocarbon ages and on pollen andmacro-remains of encountered Holocene peat layers. A west-east trending stratigraphiccross section spanning ten nautical miles (approx. 18.5 km) reveals differentaccommodation space conditions underlying one and the same tidal regime. XRF-dataobtained by both stationary and handheld scanning techniques was used to traceinterferences of different sedimentary environments. Four high-energy chronozones of midHolocene to late Holocene age were recognised and correlated with the stratigraphic …,Zeitschrift für Geomorphologie; Supplementary Issues,2013,6
Sedimentary burial of ancient Olympia (Peloponnese; Greece) by high-energy flood deposits–the Olympia Tsunami Hypothesis,Andreas Vött; Peter Fischer; Hanna Hadler; Mathias Handl; Franziska Lang; Konstantin Ntageretzis; T Willershäuser,Abstract: Detailed geo-scientific studies were carried out in the Kladeos and lower AlpheiosRiver valleys in order to clarify the mystery of the rapid burial of Olympia under 4-6 m ofsediments after the 6th cent. AD and subsequent erosion of the Kladeos River by 8-10 mdown to the ancient flow level. Sedimentological; geophysical; geochemical and microfaunalanalyses were conducted along the Olympia terrace by means of 22 vibracores and 70resistivity tomography transects. Geomorphological studies revealed strong discrepanciesbetween the present hydraulic potential of the Kladeos River and the dimension andstructure of the Olympia terrace. Our results show that the Kladeos River valley and Olympiaexperienced at least four distinct phases of catastrophic high-energy flood events.Sedimentary; geochemical and faunal traces found in the adjacent Basin of Flokas …,2nd INQUA-IGCP conf. Corinth Greece,2011,6
Impact of Holocene tsunamis detected in lagoonal environments on Corfu (Ionian Islands; Greece): Geomorphological; sedimentary and microfaunal evidence,Peter Fischer; Claudia Finkler; Björn Roman Röbke; Kalliopi Baika; Hanna Hadler; Timo Willershäuser; Diamanto Rigakou; Garoufalia Metallinou; Andreas Vött,Abstract In this paper; we present for the first time geomorphological; sedimentary andmicrofaunal evidence of palaeotsunami impact on Corfu (Ionian Islands; Greece). The islandof Corfu is located in an area of exceptional tectonic stress: towards the south; the Africanoceanic plate is being subducted underneath the Aegean plate; whereas towards the north;the Adriatic and European plates form a continental collision zone. Recent publicationsprovide evidence of earthquake related co-seismic movements that potentially triggerextreme wave events as well as relative sea level fluctuations. In this context; weinvestigated two selected near-coast geological archives–the Chalikiopoulou Lagoon in theeast and the Korission Lagoon in the southwest of Corfu Island. Our results clearly documentthat the eastern as well as the southwestern coasts of Corfu were repeatedly affected by …,Quaternary International,2016,5
Considering coastal palaeogeographical changes in a numerical tsunami model–a progressive base to compare simulation results with field traces from three coast...,Björn R Röbke; Andreas Vött; Timo Willershäuser; Peter Fischer; Hanna Hadler,The west coast of Greece is exposed to a high tsunami risk. This is reflected by a largenumber of historical accounts and geoscientific field traces found all along the coast. Using ahydrodynamic numerical model; we calculated various tsunami scenarios and compared theresults with sedimentary and geomorphological field data discovered in publishedpalaeotsunami studies from three key locations in the northern Gulf of Kyparissia (westernPeloponnese): the Katakolo Pass; the Epitalio Pass and the valley of Kato Samiko. Fielddata especially includes vibracores; electrical resistivity measurements andgeomorphological observations; which altogether allow a detailed reconstruction of the localinundation dynamics associated with (pre) historical tsunami events. The scenarios takeaccount of three different digital elevation models (DEM); one reflecting the recent …,Zeitschrift für Geomorphologie; Supplementary Issues,2015,5
Tracing the Alkinoos Harbor of ancient Kerkyra; Greece; and reconstructing its paleotsunami history,Claudia Finkler; Peter Fischer; Kalliopi Baika; Diamanto Rigakou; Garyfalia Metallinou; Hanna Hadler; Andreas Vött,Abstract In this study; the Alkinoos Harbor of ancient Corfu was investigated by means ofgeomorphological and sedimentological methods in order to reconstruct the ancient harbor'sconstruction; its period of use and spatial extent; and local paleoenvironmental changes. Wepresent sedimentological evidence for the Alkinoos Harbor that shows distinct signs ofdredging activities. Although the harbor must have been in use from the Archaic periodonwards; a set of paleoenvironmental proxies based on vibracoring; geophysicalprospection; electrical conductivity logging; microfaunal studies; and geochemical analysesrevealed typical sediments of a closed; protected Roman harbor that was in use between the1st and 6th century AD In addition; sedimentological and microfaunal evidence allowed usto differentiate between different parts of the Roman harbor. In contrast; the pre-Roman …,Geoarchaeology,2018,4
Radiokohlenstoffdatierte Megafauna aus dem Interpleniglazial der westlichen Niederrheinischen Bucht; Deutschland—Die Funde aus dem Löss der Ziegeleigrube...,Simon Matzerath; Elaine Turner; Peter Fischer; Johannes van der Plicht,Zusammenfassung-Fundstellen mit einem aussagekräftigen Bestand an pleistozänerGroßfauna sind in der Niederrheinischen Bucht selten dokumentiert. In den 1960er Jahrenwurden in der Ziegeleigrube Coenen bei Körrenzig (Kreis Düren; Rheinland) zahlreicheReste großer Säugetiere geborgen. AMS-14C-Datierungen stellen die Funde in dasInterpleniglazial (MIS 3). Sedimente dieser Zeitstellung sind in den terrestrischen Archivendes Niederrheingebietes; insbesondere in Löss-Paläoboden-Sequenzen; nur inGunstsituationen erhalten. Die hier vorgestellten Radiokohlenstoffdaten stehenarchäologisch betrachtet am Übergang vom Mittel-zum Jungpaläolithikum undüberschneiden sich sowohl mit den neuen Datierungen zur Aurignacien-FundstelleLommersum; als auch mit den bestehenden Daten zum eponymen Neandertalerskelett in …,Quartär,2012,4
Palaeotsunami history of the Elos Plain (Evrotas River delta; Peloponnese; Greece),Konstantin Ntageretzis; Andreas Vött; Peter Fischer; Hanna Hadler; Kurt Emde; Björn Roman Röbke; Timo Willershäuser,Central Lakonia is directly exposed to the Hellenic Trench; one of Europe's most seismicallyactive and tsunamigenic regions. Aside from historical accounts on past tsunami events theaim of this study was to search for geomorphological and sedimentological traces ofpalaeotsunamis in near-coast geological archives. Based on geophysical surveys;systematic stratigraphical studies were carried out in the Elos Plain in the Evrotas River deltausing a multi-proxy approach. Palaeotsunami signatures were searched along two south-north running vibracore transects. Our methodological approach comprisedsedimentological; geomorphological; geochemical; geochronological; microfaunal andgeophysical investigations. We identified three allochthonous marine-borne sediment layersintersecting autochthonous limniclagoonal deposits over a distance of up to two …,Zeitschrift für Geomorphologie; Supplementary Issues,2015,3
IS THE RURRAND FAULT (LOWER RHINE GRABEN; GERMANY) RESPONSIBLE FOR THE 1756 DÜREN EARTHQUAKE SERIES?,Jonas Winandy; Christoph Grützner; Klaus Reicherter; Thomas Wiatr; Peter Fischer; Thomas Ibeling,Abstract (Is the Rurrand Fault (Lower Rhine Graben; Germany) responsible for the 1756Düren earthquake series?): In 1756; several strong earthquakes (M5-6.1) occurred close toDüren (Lower Rhine Graben; LRG) in Germany. The Rurrand Fault in the LRG located in themiddle between Aachen and Cologne possibly indicates the Düren earthquake sequence.This fault is one of the most prominent NW-SE trending normal faults with a morphologicalexpression in the area within the Lower Rhine Graben. Holocene sediments with significantoffsets covered by thin colluvial sediments were found and a complex fault geometry wasobserved during archaeological excavations. DC geoelectrics and georadar were applied inorder to image the deeper parts of the fault zone. Radiocarbon and luminescence dating ofsediment samples are in progress; but the morphological expression of the fault; the …,*,2011,3
Palaeotsunami record in near-coast sedimentary archives in southeastern Lakonia (Peloponnese; Greece),Konstantin Ntageretzis; Andreas Vött; Kurt Emde; Peter Fischer; Hanna Hadler; Björn Roman Röbke; Timo Willershäuser,Historical accounts indicate that the coasts of the Gulf of Lakonia (southeasternPeloponnese) have been repeatedly affected by tsunamis during historical times. However;for southeastern Lakonia only few data have been published which give information onpalaeotsunami imprints in the region dealing with sedimentary and geomorphologicalfeatures in near-coast environments. The small number of publications is certainly related tothe fact that promising geological archives do not exist in the study area. In search ofpalaeotsunami traces we focused on different geo-archives along the southeastern coast ofthe Peloponnese; namely along the shores of the Bays of Vatika and Boza. On the basis ofsedimentological; geomorphological; geophysical; geochemical and microfaunalinvestigations we detected different sediment layers related to high-energy event deposits …,Zeitschrift für Geomorphologie; Supplementary Issues,2015,2
Der Baugrund der Holsterburg und deren Umfeld,Jutta Meurers-Balke; Renate Gerlach; Peter Fischer; Andreas Vött,Summary Both the type of construction and the furnishings of Holsterburg Castle show thatthis was a fortified and extremely prestigious residence for the noble lords of Holthusen. Builtprior to 1170/80; the castle was destroyed in 1294 by a league of towns using at least onetrebuchet; it was razed to the ground and covered over with a thick layer of soil.,Archäologie in Westfalen-Lippe,2014,2
Are slope deposits sensitive to palaeoclimatic events?–evidence for geomorphological instability during the 8.2 ka event in central Europe,S Dreibrodt; J Lomax; O Nelle; P Fischer; U Radtke; PM Grootes; HR Bork,*,Geophysical Research Abstracts,2008,2
Landscape instability at the end of MIS 3 in western Central Europe: evidence from a multi proxy study on a Loess-Palaeosol-Sequence from the eastern Lower Rhin...,Peter Fischer; Ulrich Hambach; Nicole Klasen; Philipp Schulte; Christian Zeeden; Florian Steininger; Frank Lehmkuhl; Renate Gerlach; Ulrich Radtke,Abstract The Lower Rhine Embayment hosts important Loess-Palaeosol-Sequences (LPS)within the western European loess belt yielding valuable information on landscape evolutionand palaeoclimatic dynamics. The study focusses on the palaeoenvironmental developmentbased on a LPS from the eastern shoulder of the Lower Rhine Embayment (Düsseldorf-Grafenberg). The palaeoenvironmental development within the study area is presented anddiscussed based on high-resolution grain size analyses; selected environmental magneticparameters; and geochemical analyses complemented by luminescence age estimates.Differences in grain size distribution (ΔGSD) as well as the U-ratio clearly reflect mainstratigraphical units within the LPS. In addition; the centered-log-ratio transformation ofΔGSD (ΔGSD clr); which is sensitive to post-depositional grain size variations; traces …,Quaternary International,2017,1
Geoarchaeological investigations of a prominent quay wall in ancient Corcyra–Implications for harbour development; palaeoenvironmental changes and tectonic ge...,Claudia Finkler; Kalliopi Baika; Diamanto Rigakou; Garyfalia Metallinou; Peter Fischer; Hanna Hadler; Kurt Emde; Andreas Vött,Abstract In antiquity; the harbour-city of Corcyra (modern: Corfu) was a prevailing navalpower in the Mediterranean and had several harbours to host a considerable fleet. Today;these harbours are totally or partly silted and concealed under modern urban infrastructure.Comprehensive geoarchaeological studies were conducted on the northeastern fringe of theAnalipsis Peninsula where excavations have revealed the archaeological remains of amassive quay wall (Pierri and Arion sites). These remains are located east of known ancientharbour structures that belong to the Alkinoos Harbour. Our study aimed to reconstruct thepalaeoenvironmental setting of the harbour facilities at the Pierri site; including the analysisof the local sedimentary record in order to detect and differentiate natural and man-madetriggers that caused environmental shifts. At the Pierri site; we found geoarchaeological …,Quaternary International,2017,1
Geoarchaeological and archaeobotanical investigations in the environs of the Holsterburg lowland castle (North Rhine-Westphalia)–evidence of landscape changes...,Peter Fischer; Jutta Meurers-Balke; Renate Gerlach; Andrea Bulla; Hans-Werner Peine; Arie J Kalis; Hanna Hadler; Timo Willershäuser; Björn Roman Röbke; Claudia Finkler; Kurt Emde; Andreas Vött,The excavations at the Holsterburg site started in 2010 and revealed an octagonal castlefrom the medieval Staufer era of the 12th and 13th centuries AD of which only a few areknown in Europe. The castle was built before 1170/1180 AD and its destruction is dated to1294 AD. The site is located south of Warburg in North Rhine-Westphalia in the loesslandscape of the so called Warburger Börde. As specific characteristic the castle is locatedin the midst of the floodplain of the Holsterbach which is a creek draining a small catchmenttowards the Diemel River valley. While archaeological investigations concentrated on thearchitecture and structure of the octagonal castle; geoarchaeological and archaeobotanicalstudies yielded substantial information on the hydro-geological characteristics of the castlesubground and on the overall landscape evolution. The interpretation of earth resistivity …,Zeitschrift für Geomorphologie; Supplementary Issues,2016,1
Traces of repeated tsunami landfall in the vicinity of Limnothalassa Moustou (Gulf of Argolis–Peloponnese; Greece),Konstantin Ntageretzis; Andreas Vött; Peter Fischer; Hanna Hadler; Kurt Emde; Björn Roman Röbke; Timo Willershäuser,The Gulf of Argolis is located close to the Hellenic Volcanic Arc and the Hellenic Trench andthus faces a high risk to be affected by seismo-tectonically induced tsunami events.Historical accounts as well as modern tsunami catalogues document that the southerncoasts of the Peloponnese were repeatedly affected by tsunamis. This is; however; the firststudy revealing geoscientific evidence on past extreme wave impact on the Gulf of Argolis.The low-lying near-coast limnic-lagoonal area around Limnothalassa Moustou; located inthe central-western margin of the gulf; was investigated by means of sedimento-logical;geomorphological; geochemical and micropalaeontological methods in search ofpalaeotsunami fingerprints in the Holocene stratigraphical record. Our investigations havebrought to light that the low-energy environments around Limnothalassa Moustou were …,Zeitschrift für Geomorphologie; Supplementary Issues,2015,1
Influence of HCl pretreatment on laser diffraction measurements,Philipp Schulte; Florian Steininger; Gregori Lockot; Frank Lehmkuhl; Georg Stauch; Jens Protze; Peter Fischer,Abstract Sample pretreatment methods in grain size (GS) analyses differ and their influenceon GS distributions has been subject of controversial discussions. The standard samplepreparation usually comprises the disaggregation into single primary particles. The organicbinding material is oxidized by hydrogen peroxide (H2O2) and the containing carbonatesare dissolved by hydrochloric acid (HCl). However; laser diffraction measurements ofcalcified sediment sequences or sediments with high contents of organic matter show non-reproducible changes in the GS distribution. To investigate variations of the GS distribution;selected samples from two different sections in different stages of weathering andsedimentary genesis were measured using a Beckman Coulter LS13320 laser particle sizeanalyser. A high-resolution Holocene sandy loess-paleosol sequence; the Suohuduo …,EGU General Assembly Conference Abstracts,2014,1
